File,Percent Increase
Opposition to multiculturalism,286.11
Opinion poll,297.57
Same-sex marriage in the United States,305.81
Trade deficits,95.0
Articles of impeachment,458.79
Personal bankruptcy,121.47
United States antitrust law,85.59
List of Mad episodes,99.24
Private military company,34.45
Jason Burke,2.84
Andrew Jackson,291.62
Graeme Wood (journalist),43.09
Michael Crowley (journalist),295.12
FBI,122.3
Taliban,29.23
IndustryWeek,65.12
Keystone Pipeline,1207.21
Make America Great Again,1044.44
Liberal democracy,119.84
Toronto Star,-100.0
The Hill (newspaper),123.53
ESPN,12.94
Elliott Broidy,0
National Geographic Society,76.78
House Judiciary Committee,190.13
Bernard Kerik,654.24
Trip Gabriel,6.85
Intermediate-Range Nuclear Forces Treaty,53.53
American Enterprise Institute,139.93
Junk bonds,506.53
Marc Hetherington,409.23
U.S. Office of Government Ethics,69.23
Thomas Jefferson,104.28
Las Vegas (In the Hills of Donegal),92.73
Legal affairs of Donald Trump,1399.1
2000 United States presidential election,1195.24
Paula White,306.72
Wisconsin,172.68
Joint resolution,66.11
CNN Money,11.88
Ulysses S. Grant,147.03
People (magazine),0
Donald Trump Jr.,2914.84
James Comey,12642.87
Presidency of John F. Kennedy,236.0
List of things named after Donald Trump,1308.36
Bronx,30.1
NBC,43.13
Tony Schwartz (author),157.87
Director of National Intelligence,497.41
Theodore Roosevelt,211.3
National Urban League,98.07
Reuters,-100.0
Pandemic,17.83
Trump: The Art of the Deal,545.33
Majestic Star II,148.45
Zachary Taylor,331.8
Maggie Haberman,455.71
Mark Mazzetti,198.18
Deutsche Bank,-100.0
Oval Office,461.21
"Riverside South, Manhattan",666.57
Pennsylvania,175.53
Freedom of Information Act (United States),140.76
Boardwalk Hall,74.38
Subpoena,92.92
Sanjay Gupta,125.32
Los Angeles Times,66.37
Fox News,1557.16
White House,421.41
Dan Quayle,408.03
United States Supreme Court,95.27
John M. Dowd,83.1
Neo-nationalism,234.56
Office of the Pardon Attorney,122.69
Frameup,46.46
Helene Cooper,1661.9
Cameo appearances,100.0
Tina Brown,219.68
2015 San Bernardino attack,349.34
Eric P. Schmitt,68.24
Robert Mueller,1951.62
Big lie,670.01
Hollywood Walk of Fame,253.6
Congressional Review Act,2418.49
Democratic Party (United States),1024.0
WWE,46.58
Dwight D. Eisenhower,305.36
The Wall Street Journal,39.61
New York City Department of Health and Mental Hygiene,46.11
Member states of NATO,170.26
World Health Organization,29.94
Presidency of William McKinley,3453.19
Judicial independence,61.22
Class action,48.86
Donald Trump (song),889.24
Trump Tower,3586.54
Xi Jinping,51.41
Joe Arpaio,1127.03
General Services Administration,128.83
David E. Sanger,18.1
FactCheck.org,197.77
KTVK,29.87
Deadline Hollywood,43.04
Veto override,139.63
CBS News,115.01
The Intercept,130.0
"Jamaica Estates, Queens",4689.03
Iran nuclear deal,172.97
United States Department of Justice,198.33
Infrastructure-based development,199.57
The Art of the Deal,154.67
List of presidents of the United States,80.95
Kim Kardashian,104.89
David Philipps,-2.22
Franklin D. Roosevelt,286.31
HuffPost,83.33
Rojava,35.48
Stun grenade,332.8
The Guardian,55.26
Sharon LaFraniere,0
United States Department of Defense,45.78
U.S. Securities and Exchange Commission,68.66
Ghostwriters,82.35
C-SPAN,121.99
CrowdStrike,113.44
Maryanne Trump Barry,1177.37
Forbes,70.96
Alex Azar,-100.0
Immigration to the United States,99.55
Gallup's most admired man and woman poll,-100.0
Michigan,120.4
Ronald Reagan,755.69
Mike Pence,2466.44
"Nationwide opinion polling for the United States presidential election, 2016",8141.61
Political action committee,189.2
Craig Whitlock,166.67
Marla Maples,5223.68
Kurds in Syria,14.94
Stormy Daniels,58.6
Calvin Coolidge,316.37
Federal Election Commission,268.86
The New Yorker,51.41
Whistleblower protection in the United States,30.12
Roger Stone,-100.0
Mass shootings in the United States,105.13
Make America Psycho Again,52.97
Wharton School of the University of Pennsylvania,119.56
Trumped!,529.38
Non-interventionism,410.51
Mexico–United States border,536.16
Lee Atwater,125.78
Common Core,381.31
Biff Tannen,840.08
Lisa de Moraes,63.89
Presidency of Ronald Reagan,581.28
Canadian Broadcasting Corporation,68.82
Facebook,127.62
Terminal High Altitude Area Defense,116.47
Divided government in the United States,1210.93
Alt-right,2170.93
Charles Kushner,5004.03
The Daily Beast,71.54
Presidency of Woodrow Wilson,257.59
Fahd of Saudi Arabia,218.3
Herbert Hoover,411.29
North Carolina Republican Party,97.9
Michael S. Schmidt,236.45
Euronews,-100.0
Presidency of John Adams,275.24
Osama bin Laden death conspiracy theories,52.44
Grand Central Terminal,25.75
Non-denominational Christian,131.29
UBS,25.05
David Weigel,50.2
Andrzej Duda,101.73
Make Everything Great Again,1835.0
District of Columbia,483.48
Qatar,41.12
Midtown Manhattan,66.75
The Sydney Morning Herald,23.44
Sunday school,134.87
The New York Times Best Seller list,18.06
Former Presidents Act,687.9
Mike Pompeo,68992.76
Gun control,47.42
Nancy Pelosi,324.61
