File,Percent Increase
"Ernest II, Duke of Saxe-Coburg and Gotha",2700.55
"Ernest I, Duke of Saxe-Coburg and Gotha",1921.16
King George VI and Queen Elizabeth Stakes,1333.33
Prince Leopold of Saxe-Coburg and Gotha,975.0
Prince William of Gloucester,931.79
Richard II of England,859.97
Partition of India,844.94
King George V,771.21
Ayub Khan (general),721.98
"Albert, Prince Consort",682.67
R. B. Bennett,586.23
King Edward VII,580.25
Siege of Malta (World War II),576.3
Prince Albert of Saxe-Coburg and Gotha,540.3
Lionel Logue,500.69
Prince Laurent of Belgium,497.33
Heir apparent,494.87
Arif Alvi,487.78
Mamnoon Hussain,461.25
"Alfred, Duke of Saxe-Coburg and Gotha",431.12
Indian Independence Act 1947,396.47
Asif Ali Zardari,390.0
Muhammad Rafiq Tarar,384.73
"The Championships, Wimbledon",380.1
William II of England,369.01
Indian independence movement,368.37
"Prince Leopold, Duke of Albany",362.64
Farooq Leghari,353.44
Pervez Musharraf,351.89
"Francis, Duke of Saxe-Coburg-Saalfeld",345.45
King George VI Chase,310.17
Muhammad Mian Soomro,309.09
Prince consort,299.1
St Leonards-on-Sea,295.95
Duncan I of Scotland,295.38
Burma,295.3
Queen Victoria,292.46
Leopold II of Belgium,290.04
Jacob Zuma,285.61
"Prince Philip, Duke of Edinburgh",283.2
Queen consort,280.08
Ghulam Ishaq Khan,279.63
"Prince Arthur, Duke of Connaught and Strathearn",272.47
Wayback Machine,268.39
President of Pakistan,267.79
Philippe of Belgium,252.58
J. R. Jayewardene,241.61
George Cross,236.41
Jan Smuts,234.24
Dominion of Pakistan,232.89
List of heads of state of Pakistan,227.72
John Grigg (writer),226.67
"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",220.83
Munich Agreement,216.38
Alexander I of Scotland,210.04
Alexander II of Scotland,201.16
Prince Joseph Ferdinand of Saxe-Coburg and Gotha,196.43
Baudouin of Belgium,196.3
Wasim Sajjad,195.83
"Hyde Park, New York",195.67
Hyde Park on Hudson,194.82
Appeasement of Hitler,193.81
Prince Ludwig August of Saxe-Coburg and Gotha,190.78
Muhammad Zia-ul-Haq,189.88
Prince Ludwig Gaston of Saxe-Coburg and Gotha,187.38
Edward VII,179.29
West Indies,178.44
"Charles Edward, Duke of Saxe-Coburg and Gotha",175.99
The King's Speech (play),170.73
Doris Kearns Goodwin,169.89
Dominion of India,169.65
Monarchy of Pakistan,168.57
"Louis Philippe, Crown Prince of Belgium",167.79
Henry I of England,167.05
George Medal,165.83
United Nations General Assembly,164.87
Operation Overlord,163.64
Prince Emmanuel of Belgium,159.92
"Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha",158.21
Albert II of Belgium,156.92
Prince of Saxe-Coburg and Gotha,156.82
"Ernest Augustus, King of Hanover",156.68
The King's Speech,154.59
Prince Octavius of Great Britain,153.62
Edward Balliol,152.24
"Prince Charles, Count of Flanders",151.41
George VI Sound,150.0
Prince Pedro Augusto of Saxe-Coburg and Gotha,149.5
Balmoral Castle,149.32
Fazal Ilahi Chaudhry,148.68
Lady Sarah Chatto,147.08
Duke of York,142.7
British royal family,141.76
Zulfikar Ali Bhutto,140.49
Kgalema Motlanthe,139.31
Prince Gabriel of Belgium,139.21
Thabo Mbeki,136.69
Maithripala Sirisena,135.77
"Prince Augustus Frederick, Duke of Sussex",134.86
President of South Africa,133.78
Royal Christmas Message,133.57
Prince August Leopold of Saxe-Coburg and Gotha,133.56
Regnal name,132.4
Antonia Fraser,132.33
Prince Alfred of Great Britain,131.29
Queen Elizabeth The Queen Mother,129.61
Infante Fernando of Portugal,128.38
Cuilén,128.26
List of Scottish monarchs,127.53
"Alfred, Hereditary Prince of Saxe-Coburg and Gotha",127.22
Dean of Westminster,125.0
The London Gazette,119.93
"Prince Andrew, Duke of York",119.57
Reginald Vere Laurence,118.75
"Prince William, Duke of Cumberland",118.65
"Prince Edward, Duke of Kent and Strathearn",117.8
"Anne, Princess Royal",117.77
Indulf,116.94
"Prince George, Duke of Kent",116.26
Abdication of Edward VIII,115.91
Gustave Lanctot,115.38
Buckingham Palace,114.78
"Prince George, Duke of Cambridge",114.72
Alan Brooke,113.33
"Prince Frederick, Duke of York and Albany",112.61
Label (heraldry),108.94
Darkest Hour (film),108.76
Herbert Edward Ryle,108.51
East End,108.29
Ivy Matsepe-Casaburri,105.83
Prince Alexandre of Belgium,105.43
Alison Weir (historian),104.44
Library and Archives Canada,104.05
George V,102.79
Victoria of the United Kingdom,102.34
Bertie and Elizabeth,98.38
Edward VIII,96.22
Lung cancer,96.07
"Richard of Shrewsbury, Duke of York",95.61
Iskander Mirza,95.57
Acts of Union 1707,95.22
"Prince Adolphus, Duke of Cambridge",94.2
Pakistan,92.63
Leopold III of Belgium,92.06
British prince,90.44
Prince August of Saxe-Coburg and Gotha,89.78
Malta,89.54
Edward VII of the United Kingdom,89.38
"Andreas, Prince of Saxe-Coburg and Gotha",89.04
Irish neutrality during World War II,89.01
Colin Firth,87.99
HMS Cumberland (1902),87.88
J. H. Thomas,87.76
William IV,87.23
House of Windsor,86.47
James VI and I,86.18
King George VI Reservoir,85.71
Cyril Ramaphosa,85.57
Monarchy of the United Kingdom,85.01
"Prince Edward, Duke of Kent",84.78
Mentioned in dispatches,83.74
Wallis & Edward,83.1
Prince Michael of Kent,81.81
Air commodore-in-chief,81.25
Henry IV of England,80.82
Labour Party (UK),80.68
Festival of Britain,80.48
Protestant,80.0
Louis Greig,79.55
Marais Viljoen,79.31
House of Saxe-Coburg and Gotha,78.31
Oliver Cromwell,77.4
Royal Navy,77.19
Fatherland (novel),76.3
Princess Victoria of the United Kingdom,76.17
Elizabeth II,76.0
Commonwealth of Nations,75.26
Earl of Inverness,75.0
British Raj,74.53
Prince Rainer of Saxe-Coburg and Gotha,74.51
House of Braganza-Saxe-Coburg and Gotha,74.07
First World War,73.19
House of Saxe-Coburg-Gotha,72.92
List of British monarchs,72.45
George IV,72.16
Prince Ferdinand of Saxe-Coburg and Gotha,71.58
"Francis, Duke of Teck",71.57
German invasion of Poland,71.34
Constitution (Amendment No. 27) Act 1936,70.83
Brisbane,70.49
German National Library of Economics,69.77
Pedro V of Portugal,69.49
Prince Baudouin of Belgium,69.28
Nazi Germany,69.03
Princess Augusta of Cambridge,68.94
"Philip, Duke of Edinburgh",68.36
Dominion,68.13
"Letters Patent, 1947",67.53
Edward VIII abdication crisis,66.8
HMS Collingwood (1908),66.44
Battle of Jutland,66.36
List of heads of state of South Africa,65.72
Victory in Europe Day,65.5
Member of Parliament (United Kingdom),65.32
Prince Alexander John of Wales,64.86
"Infante Augusto, Duke of Coimbra",64.77
Lady Elizabeth Bowes-Lyon,64.44
Clement Price Thomas,64.32
Princess Louise of Hesse-Kassel,63.64
"Old Parliament House, Canberra",63.6
Lay in state,63.39
Lord Halifax,62.79
House of Hanover,62.25
Winston's War,62.22
Mary of Teck,61.19
"Prince Leopold, Duke of Brabant",61.13
Uganda Protectorate,61.13
Governor General of Canada,60.99
White House,60.84
"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne",60.38
"Prince Richard, Duke of Gloucester",60.03
Harold Harefoot,59.26
The Protectorate,58.82
Duke Alexander of Württemberg (1804–1885),58.62
George VI (disambiguation),58.62
Prince Arthur of Connaught,57.99
Edward VI,57.69
British India,57.67
"National Portrait Gallery, London",57.28
Sandringham House,57.16
The Times,56.94
The Guardian,56.9
"Prince Philippe, Count of Flanders",56.72
List of Canadian monarchs,56.72
Secretary of State for Dominion Affairs,56.63
Home of Franklin D. Roosevelt National Historic Site,56.41
State President of South Africa,56.14
George VI's coronation,56.0
George V of Hanover,55.88
Apartheid,55.46
Frederick VIII of Denmark,55.42
John Wheeler-Bennett,54.64
Royal arms of the United Kingdom,54.55
"Boris, Prince of Turnovo",54.36
"Wedding of Prince Albert, Duke of York, and Lady Elizabeth Bowes-Lyon",54.16
Supreme Governor of the Church of England,53.97
King George VI Coronation Medal,53.9
Edward V of England,53.81
Monarchy of New Zealand,53.75
Kenya Colony,53.6
Pewsey White Horse,53.57
Christopher R. W. Nevinson,53.57
"Infante João, Duke of Beja",53.1
Alexandra of Denmark,52.89
Duodenal ulcer,52.56
1939 royal tour of Canada,52.07
Prince Frederick of Great Britain,52.04
Oireachtas,51.64
Lord Tweedsmuir,51.22
"Alastair Windsor, 2nd Duke of Connaught and Strathearn",51.06
Philip II of Spain,50.93
F. W. de Klerk,50.89
Letters patent,50.45
Maud of Wales,50.02
Cnut,50.0
Baptised,50.0
Lumbar sympathectomy,49.15
Peter Townsend (RAF officer),48.98
George VI,48.84
