File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Sovereign country,9.0,03/07/2016,17.0,01/26/2016,88.89
German reunification,1245.0,03/12/2016,1337.4,02/22/2016,7.42
David Davis (British politician),0.0,01/23/2016,278.2,02/04/2016,0
Conservatives for Britain,26.8,01/29/2016,98.2,02/21/2016,266.42
Daniel Hannan,0.0,01/23/2016,260.4,01/29/2016,0
Fintan O'Toole,29.2,01/25/2016,67.8,03/14/2016,132.19
UK Independence Party,1023.2,02/13/2016,2661.0,02/26/2016,160.07
United Ireland,315.0,02/13/2016,484.2,03/17/2016,53.71
Deutsche Mark,701.8,03/12/2016,920.6,01/25/2016,31.18
David Cameron,4895.0,02/14/2016,11919.6,02/22/2016,143.51
President of France,1779.0,02/02/2016,3649.8,01/26/2016,105.16
Jo Swinson,43.4,03/06/2016,76.4,02/26/2016,76.04
Manufacturing,1495.4,03/12/2016,1884.6,03/09/2016,26.03
Greece–United Kingdom relations,30.8,01/30/2016,40.2,02/12/2016,30.52
British nationality law,783.4,03/11/2016,1022.4,01/27/2016,30.51
Inner Six,0.0,01/23/2016,424.8,02/22/2016,0
Euroscepticism in the United Kingdom,151.0,02/12/2016,556.6,02/25/2016,268.61
Portugal–United Kingdom relations,0.0,01/23/2016,63.8,02/25/2016,0
New Zealand,12707.4,03/12/2016,15476.6,03/15/2016,21.79
The European Union: In or Out,7.8,01/30/2016,32.2,02/20/2016,312.82
Single European Act,191.2,01/30/2016,296.2,02/17/2016,54.92
Brexit,0.0,01/24/2016,718.2,02/22/2016,0
Reuters,1149.0,02/14/2016,1391.2,03/02/2016,21.08
Denmark,8979.4,03/12/2016,10446.2,03/17/2016,16.34
Reading (legislature),83.8,01/31/2016,146.6,03/02/2016,74.94
Confederation of British Industry,94.0,02/14/2016,169.0,03/15/2016,79.79
Düsseldorf,1541.2,02/27/2016,1903.0,02/07/2016,23.48
UK,572.2,02/06/2016,630.2,02/04/2016,10.14
Peter Gross (judge),4.4,02/06/2016,8.8,02/10/2016,100.0
Outer Seven,6.6,02/09/2016,7.8,03/08/2016,18.18
UK Supreme Court,30.4,02/07/2016,34.0,02/14/2016,11.84
Scottish independence,551.2,02/12/2016,745.0,02/21/2016,35.16
Arron Banks,44.6,03/12/2016,517.6,01/28/2016,1060.54
Britain in Europe,0.0,01/23/2016,86.6,02/22/2016,0
European Union Customs Union,0.0,01/23/2016,199.0,03/07/2016,0
John Curtice,14.8,02/13/2016,41.4,02/24/2016,179.73
European Aviation Safety Agency,275.6,02/27/2016,359.2,03/15/2016,30.33
Opinion polling for the United Kingdom European Union membership referendum,0.0,01/24/2016,8029.2,02/22/2016,0
Dissolution of parliament,152.6,02/06/2016,186.4,02/03/2016,22.15
Treaty establishing a Constitution for Europe,126.0,01/30/2016,244.6,02/22/2016,94.13
Central European Time,759.6,02/27/2016,1002.2,02/18/2016,31.94
Treaties of Rome,27.4,01/29/2016,28.8,03/18/2016,5.11
Romania,7666.6,03/12/2016,7855.2,03/10/2016,2.46
Greek withdrawal from the eurozone,174.4,01/30/2016,282.2,03/17/2016,61.81
Provisional application (treaty),6.4,02/13/2016,15.2,02/22/2016,137.5
NRS social grade,0.0,01/23/2016,420.2,02/23/2016,0
Oireachtas,258.4,01/30/2016,904.6,02/28/2016,250.08
Democratic deficit,43.2,01/30/2016,66.4,02/12/2016,53.7
Fixed-term Parliaments Act 2011,161.8,01/30/2016,260.0,02/07/2016,60.69
European Communities Act 1972 (UK),0.0,01/23/2016,184.0,02/22/2016,0
Hung parliament,190.6,03/12/2016,569.8,02/28/2016,198.95
Dominic Raab,44.4,01/30/2016,1486.4,03/03/2016,3247.75
Tim Barrow,20.0,03/13/2016,32.2,02/23/2016,61.0
The Guardian,3781.8,02/27/2016,0.0,01/24/2016,-100.0
Interpretation Act 1978,30.6,03/05/2016,40.8,02/10/2016,33.33
Nucleus (advocacy group),0.0,01/23/2016,12.4,02/20/2016,0
Ireland,9022.4,01/30/2016,16927.2,03/17/2016,87.61
Winter Fuel Payment,7.4,02/07/2016,16.4,01/26/2016,121.62
Jargon,580.4,02/20/2016,700.0,02/01/2016,20.61
Harold Wilson,1540.2,03/05/2016,2373.2,03/11/2016,54.08
Treaty on European Union,69.8,02/14/2016,112.2,03/14/2016,60.74
European Medicines Agency,0.0,01/23/2016,304.8,03/08/2016,0
European Atomic Energy Community,110.4,01/30/2016,153.0,03/02/2016,38.59
Black Wednesday,571.4,02/13/2016,1076.0,01/27/2016,88.31
Outer Hebrides,535.6,03/11/2016,832.4,02/07/2016,55.41
R (Factortame Ltd) v Secretary of State for Transport,118.2,02/13/2016,275.2,03/09/2016,132.83
Common Travel Area,280.0,02/17/2016,446.0,02/20/2016,59.29
Northern Future Forum,10.8,02/14/2016,38.0,01/29/2016,251.85
NHS England,117.8,01/30/2016,115.4,01/29/2016,-2.04
Ursula von der Leyen,216.6,02/27/2016,1708.6,03/09/2016,688.83
North West England,528.4,02/27/2016,662.2,03/07/2016,25.32
MSN,0.0,01/24/2016,1929.6,02/02/2016,0
Freedom of movement,362.0,01/30/2016,589.2,03/01/2016,62.76
Wales,0.0,01/23/2016,7187.0,03/01/2016,0
Labour In for Britain,5.4,01/28/2016,45.2,02/20/2016,737.04
Multi-speed Europe,0.0,01/23/2016,102.6,03/01/2016,0
Donald Tusk,1783.8,01/30/2016,3026.4,02/19/2016,69.66
Romania–United Kingdom relations,9.4,02/23/2016,9.2,01/25/2016,-2.13
Council of the European Union,560.0,02/13/2016,895.4,02/22/2016,59.89
Euronews,199.0,03/12/2016,294.8,02/25/2016,48.14
Manchester,3828.4,01/30/2016,4495.0,02/25/2016,17.41
Post-industrial economy,88.6,01/30/2016,90.4,03/17/2016,2.03
Austerity,727.8,01/30/2016,928.2,02/10/2016,27.54
Auld Lang Syne,1599.0,02/19/2016,5802.0,03/07/2016,262.85
Wayback Machine,1574.2,02/07/2016,2493.8,02/01/2016,58.42
East Midlands,584.8,01/30/2016,736.2,03/01/2016,25.89
Nicola Sturgeon,549.8,02/13/2016,1404.0,02/29/2016,155.37
Münchner Merkur,10.2,02/08/2016,16.6,03/02/2016,62.75
Maastricht Rebels,0.0,01/24/2016,158.8,02/22/2016,0
United Kingdom European Constitution referendum,26.6,03/13/2016,84.6,02/20/2016,218.05
State Opening of Parliament,170.2,01/30/2016,199.8,02/22/2016,17.39
Scottish Government,248.6,01/30/2016,330.6,02/02/2016,32.98
Shetland Islands,114.4,02/09/2016,115.6,02/08/2016,1.05
United Kingdom,24029.8,03/12/2016,0.0,01/24/2016,-100.0
The Irish Times,211.6,02/06/2016,329.8,02/27/2016,55.86
The Washington Post,1646.8,02/06/2016,2826.0,03/08/2016,71.61
Voting age,0.0,01/23/2016,1255.4,03/12/2016,0
Maastricht Treaty,679.8,01/30/2016,1458.8,02/22/2016,114.59
Economic union,0.0,01/23/2016,218.6,02/23/2016,0
Canada,20094.4,02/06/2016,23545.8,03/10/2016,17.18
European Union,10458.4,02/13/2016,19573.6,02/22/2016,87.16
Referendum,0.0,01/23/2016,1399.2,03/06/2016,0
Akrotiri and Dhekelia,839.8,02/13/2016,840.4,02/14/2016,0.07
Single market,236.8,01/30/2016,477.6,02/22/2016,101.69
Supreme Court of the United Kingdom,0.0,01/23/2016,947.8,02/18/2016,0
CNN,2525.4,01/31/2016,3184.0,03/07/2016,26.08
Sinn Féin,1640.2,01/30/2016,7229.6,02/28/2016,340.78
