File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
"Ernest II, Duke of Saxe-Coburg and Gotha",291.6,07/28/2017,8166.4,09/17/2017,2700.55
"Ernest I, Duke of Saxe-Coburg and Gotha",334.6,08/18/2017,6762.8,09/17/2017,1921.16
King George VI and Queen Elizabeth Stakes,66.0,09/13/2017,946.0,07/29/2017,1333.33
Prince Leopold of Saxe-Coburg and Gotha,27.2,08/14/2017,292.4,09/17/2017,975.0
Prince William of Gloucester,457.4,08/01/2017,4719.4,08/19/2017,931.79
Richard II of England,1803.6,09/09/2017,17314.0,08/16/2017,859.97
Partition of India,3100.8,09/09/2017,29300.6,08/15/2017,844.94
King George V,293.2,07/29/2017,2554.4,09/17/2017,771.21
Ayub Khan (general),101.0,09/13/2017,830.2,07/28/2017,721.98
"Albert, Prince Consort",2677.0,07/28/2017,20952.0,09/17/2017,682.67
R. B. Bennett,100.2,08/06/2017,687.6,08/20/2017,586.23
King Edward VII,828.4,07/28/2017,5635.2,09/17/2017,580.25
Siege of Malta (World War II),299.6,09/14/2017,2026.2,08/15/2017,576.3
Prince Albert of Saxe-Coburg and Gotha,990.0,07/28/2017,6339.0,09/17/2017,540.3
Lionel Logue,520.4,09/12/2017,3126.0,08/06/2017,500.69
Prince Laurent of Belgium,75.0,08/24/2017,448.0,08/08/2017,497.33
Heir apparent,549.8,09/19/2017,3270.6,08/24/2017,494.87
Arif Alvi,36.0,08/30/2017,211.6,08/01/2017,487.78
Mamnoon Hussain,441.8,09/02/2017,2479.6,07/28/2017,461.25
"Alfred, Duke of Saxe-Coburg and Gotha",676.2,08/03/2017,3591.4,09/17/2017,431.12
Indian Independence Act 1947,820.8,09/08/2017,4075.0,08/15/2017,396.47
Asif Ali Zardari,576.0,09/14/2017,2822.4,07/28/2017,390.0
Muhammad Rafiq Tarar,66.8,09/13/2017,323.8,07/28/2017,384.73
"The Championships, Wimbledon",773.0,09/19/2017,3711.2,09/11/2017,380.1
William II of England,946.0,09/02/2017,4436.8,08/05/2017,369.01
Indian independence movement,1964.6,09/01/2017,9201.6,08/14/2017,368.37
"Prince Leopold, Duke of Albany",546.6,07/28/2017,2528.8,09/17/2017,362.64
Farooq Leghari,84.2,09/12/2017,381.8,07/28/2017,353.44
Pervez Musharraf,919.6,09/13/2017,4155.6,07/28/2017,351.89
"Francis, Duke of Saxe-Coburg-Saalfeld",246.0,07/28/2017,1095.8,09/17/2017,345.45
King George VI Chase,23.6,08/27/2017,96.8,07/29/2017,310.17
Muhammad Mian Soomro,125.4,08/29/2017,513.0,07/28/2017,309.09
Prince consort,132.8,09/09/2017,530.0,08/04/2017,299.1
St Leonards-on-Sea,108.6,07/29/2017,430.0,08/10/2017,295.95
Duncan I of Scotland,199.2,09/19/2017,787.6,08/14/2017,295.38
Burma,1135.6,08/01/2017,4489.0,09/06/2017,295.3
Queen Victoria,15986.4,07/28/2017,62741.0,09/17/2017,292.46
Leopold II of Belgium,1892.2,09/01/2017,7380.4,08/21/2017,290.04
Jacob Zuma,1627.8,08/26/2017,6277.0,08/08/2017,285.61
"Prince Philip, Duke of Edinburgh",11068.2,09/15/2017,42413.6,08/27/2017,283.2
Queen consort,479.0,09/19/2017,1820.6,09/04/2017,280.08
Ghulam Ishaq Khan,128.6,09/03/2017,488.2,07/28/2017,279.63
"Prince Arthur, Duke of Connaught and Strathearn",562.2,07/28/2017,2094.0,09/03/2017,272.47
Wayback Machine,2393.0,07/29/2017,8815.6,09/07/2017,268.39
President of Pakistan,546.4,09/09/2017,2009.6,07/28/2017,267.79
Philippe of Belgium,887.0,08/16/2017,3127.4,07/30/2017,252.58
J. R. Jayewardene,94.2,08/18/2017,321.8,08/13/2017,241.61
George Cross,427.4,08/26/2017,1437.8,07/29/2017,236.41
Jan Smuts,546.2,09/01/2017,1825.6,09/11/2017,234.24
Dominion of Pakistan,362.4,09/14/2017,1206.4,08/14/2017,232.89
List of heads of state of Pakistan,36.8,09/04/2017,120.6,08/19/2017,227.72
John Grigg (writer),6.0,07/30/2017,19.6,09/13/2017,226.67
"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",241.0,09/19/2017,773.2,09/04/2017,220.83
Munich Agreement,768.0,07/29/2017,2429.8,08/09/2017,216.38
Alexander I of Scotland,143.4,09/19/2017,444.6,09/04/2017,210.04
Alexander II of Scotland,587.8,09/09/2017,1770.2,09/04/2017,201.16
Prince Joseph Ferdinand of Saxe-Coburg and Gotha,11.2,08/02/2017,33.2,09/04/2017,196.43
Baudouin of Belgium,388.8,08/16/2017,1152.0,07/30/2017,196.3
Wasim Sajjad,100.6,09/02/2017,297.6,07/28/2017,195.83
"Hyde Park, New York",318.8,09/08/2017,942.6,08/27/2017,195.67
Hyde Park on Hudson,181.4,08/30/2017,534.8,09/02/2017,194.82
Appeasement of Hitler,19.4,09/19/2017,57.0,08/09/2017,193.81
Prince Ludwig August of Saxe-Coburg and Gotha,28.2,09/01/2017,82.0,09/04/2017,190.78
Muhammad Zia-ul-Haq,826.0,09/09/2017,2394.4,08/17/2017,189.88
Prince Ludwig Gaston of Saxe-Coburg and Gotha,20.6,08/01/2017,59.2,09/04/2017,187.38
Edward VII,6429.0,07/28/2017,17955.6,09/17/2017,179.29
West Indies,2757.6,07/29/2017,7678.2,09/07/2017,178.44
"Charles Edward, Duke of Saxe-Coburg and Gotha",362.4,08/19/2017,1000.2,09/17/2017,175.99
The King's Speech (play),8.2,07/30/2017,22.2,08/06/2017,170.73
Doris Kearns Goodwin,322.8,09/08/2017,871.2,09/17/2017,169.89
Dominion of India,496.2,09/12/2017,1338.0,08/15/2017,169.65
Monarchy of Pakistan,7.0,09/08/2017,18.8,09/15/2017,168.57
"Louis Philippe, Crown Prince of Belgium",53.4,08/17/2017,143.0,09/17/2017,167.79
Henry I of England,1704.6,09/02/2017,4552.2,08/05/2017,167.05
George Medal,190.2,08/11/2017,505.6,09/11/2017,165.83
United Nations General Assembly,982.6,07/29/2017,2602.6,09/19/2017,164.87
Operation Overlord,1209.0,09/09/2017,3187.4,08/12/2017,163.64
Prince Emmanuel of Belgium,105.8,08/23/2017,275.0,07/30/2017,159.92
"Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha",82.8,08/01/2017,213.8,09/17/2017,158.21
Albert II of Belgium,524.6,08/16/2017,1347.8,07/30/2017,156.92
Prince of Saxe-Coburg and Gotha,8.8,08/10/2017,22.6,09/17/2017,156.82
"Ernest Augustus, King of Hanover",515.2,07/28/2017,1322.4,09/05/2017,156.68
The King's Speech,1601.0,08/24/2017,4076.0,08/06/2017,154.59
Prince Octavius of Great Britain,102.2,07/28/2017,259.2,09/05/2017,153.62
Edward Balliol,53.6,08/27/2017,135.2,08/11/2017,152.24
"Prince Charles, Count of Flanders",77.8,09/09/2017,195.6,07/30/2017,151.41
George VI Sound,4.0,08/17/2017,10.0,08/12/2017,150.0
Prince Pedro Augusto of Saxe-Coburg and Gotha,20.2,08/02/2017,50.4,09/04/2017,149.5
Balmoral Castle,1358.8,07/28/2017,3387.8,08/29/2017,149.32
Fazal Ilahi Chaudhry,76.0,09/02/2017,189.0,07/29/2017,148.68
Lady Sarah Chatto,1322.0,09/13/2017,3266.4,07/28/2017,147.08
Duke of York,409.8,07/31/2017,994.6,08/22/2017,142.7
British royal family,2700.4,08/19/2017,6528.4,09/04/2017,141.76
Zulfikar Ali Bhutto,1078.2,09/14/2017,2593.0,07/28/2017,140.49
Kgalema Motlanthe,312.4,09/09/2017,747.6,08/08/2017,139.31
Prince Gabriel of Belgium,162.2,09/16/2017,388.0,07/30/2017,139.21
Thabo Mbeki,779.4,07/29/2017,1844.8,08/08/2017,136.69
Maithripala Sirisena,295.2,08/26/2017,696.0,09/03/2017,135.77
"Prince Augustus Frederick, Duke of Sussex",214.0,08/04/2017,502.6,09/04/2017,134.86
President of South Africa,605.6,08/26/2017,1415.8,08/08/2017,133.78
Royal Christmas Message,57.2,08/02/2017,133.6,09/09/2017,133.57
Prince August Leopold of Saxe-Coburg and Gotha,29.2,08/10/2017,68.2,09/04/2017,133.56
Regnal name,156.8,09/19/2017,364.4,07/31/2017,132.4
Antonia Fraser,191.8,09/08/2017,445.6,09/12/2017,132.33
Prince Alfred of Great Britain,104.2,07/28/2017,241.0,09/05/2017,131.29
Queen Elizabeth The Queen Mother,5245.0,09/13/2017,12042.8,08/04/2017,129.61
Infante Fernando of Portugal,14.8,08/02/2017,33.8,09/07/2017,128.38
Cuilén,90.6,09/19/2017,206.8,09/04/2017,128.26
List of Scottish monarchs,797.6,08/25/2017,1814.8,07/30/2017,127.53
"Alfred, Hereditary Prince of Saxe-Coburg and Gotha",164.6,08/01/2017,374.0,09/17/2017,127.22
Dean of Westminster,19.2,08/20/2017,43.2,09/07/2017,125.0
The London Gazette,346.2,09/17/2017,761.4,09/07/2017,119.93
"Prince Andrew, Duke of York",4278.2,09/13/2017,9393.8,09/04/2017,119.57
Reginald Vere Laurence,3.2,08/25/2017,7.0,08/04/2017,118.75
"Prince William, Duke of Cumberland",242.4,08/12/2017,530.0,09/11/2017,118.65
"Prince Edward, Duke of Kent and Strathearn",1028.0,07/28/2017,2239.0,09/17/2017,117.8
"Anne, Princess Royal",5020.2,09/13/2017,10932.4,09/04/2017,117.77
Indulf,74.4,09/19/2017,161.4,09/04/2017,116.94
"Prince George, Duke of Kent",1910.6,08/18/2017,4131.8,09/02/2017,116.26
Abdication of Edward VIII,8.8,09/12/2017,19.0,08/10/2017,115.91
Gustave Lanctot,5.2,07/31/2017,11.2,09/07/2017,115.38
Buckingham Palace,2771.2,08/19/2017,5952.0,08/07/2017,114.78
"Prince George, Duke of Cambridge",190.2,08/10/2017,408.4,09/07/2017,114.72
Alan Brooke,24.0,08/26/2017,51.2,09/15/2017,113.33
"Prince Frederick, Duke of York and Albany",344.2,08/09/2017,731.8,09/05/2017,112.61
Label (heraldry),35.8,08/05/2017,74.8,08/09/2017,108.94
Darkest Hour (film),1251.2,08/17/2017,2612.0,09/17/2017,108.76
Herbert Edward Ryle,9.4,08/09/2017,19.6,09/15/2017,108.51
East End,38.6,08/19/2017,80.4,08/31/2017,108.29
Ivy Matsepe-Casaburri,24.0,08/22/2017,49.4,08/08/2017,105.83
Prince Alexandre of Belgium,44.2,08/31/2017,90.8,07/30/2017,105.43
Alison Weir (historian),9.0,08/03/2017,18.4,09/15/2017,104.44
Library and Archives Canada,153.0,07/30/2017,312.2,08/30/2017,104.05
George V,8834.0,08/18/2017,17914.4,08/27/2017,102.79
Victoria of the United Kingdom,239.8,08/04/2017,485.2,09/07/2017,102.34
Bertie and Elizabeth,49.4,08/17/2017,98.0,08/03/2017,98.38
Edward VIII,10145.2,08/18/2017,19907.4,09/16/2017,96.22
Lung cancer,2171.0,09/16/2017,4256.6,09/07/2017,96.07
"Richard of Shrewsbury, Duke of York",287.2,08/23/2017,561.8,09/04/2017,95.61
Iskander Mirza,234.6,09/08/2017,458.8,07/28/2017,95.57
Acts of Union 1707,468.4,07/29/2017,914.4,09/07/2017,95.22
"Prince Adolphus, Duke of Cambridge",272.2,07/28/2017,528.6,09/05/2017,94.2
Pakistan,12461.0,09/02/2017,24003.6,08/14/2017,92.63
Leopold III of Belgium,652.4,09/16/2017,1253.0,07/30/2017,92.06
British prince,284.6,08/18/2017,542.0,09/04/2017,90.44
Prince August of Saxe-Coburg and Gotha,54.8,08/02/2017,104.0,09/17/2017,89.78
Malta,7683.6,08/19/2017,14563.4,09/01/2017,89.54
Edward VII of the United Kingdom,307.0,08/01/2017,581.4,09/18/2017,89.38
"Andreas, Prince of Saxe-Coburg and Gotha",209.8,07/28/2017,396.6,09/17/2017,89.04
Irish neutrality during World War II,267.6,09/11/2017,505.8,07/30/2017,89.01
Colin Firth,3841.4,08/17/2017,7221.4,09/10/2017,87.99
HMS Cumberland (1902),6.6,09/02/2017,12.4,08/07/2017,87.88
J. H. Thomas,9.8,08/18/2017,18.4,09/12/2017,87.76
William IV,9.4,07/28/2017,17.6,08/15/2017,87.23
House of Windsor,3470.2,09/15/2017,6470.8,09/04/2017,86.47
James VI and I,6268.8,08/17/2017,11671.2,09/02/2017,86.18
King George VI Reservoir,9.8,08/18/2017,18.2,08/29/2017,85.71
Cyril Ramaphosa,887.2,08/06/2017,1646.4,08/16/2017,85.57
Monarchy of the United Kingdom,1973.2,07/28/2017,3650.6,09/04/2017,85.01
"Prince Edward, Duke of Kent",1332.8,08/24/2017,2462.8,09/04/2017,84.78
Mentioned in dispatches,131.6,09/12/2017,241.8,09/07/2017,83.74
Wallis & Edward,14.2,08/09/2017,26.0,08/12/2017,83.1
Prince Michael of Kent,1052.2,08/18/2017,1913.0,09/08/2017,81.81
Air commodore-in-chief,3.2,08/19/2017,5.8,08/06/2017,81.25
Henry IV of England,1727.4,09/09/2017,3123.4,08/16/2017,80.82
Labour Party (UK),1957.0,08/05/2017,3536.0,09/07/2017,80.68
Festival of Britain,126.0,08/24/2017,227.4,09/07/2017,80.48
Protestant,769.0,08/05/2017,1384.2,09/07/2017,80.0
Louis Greig,8.8,08/14/2017,15.8,08/06/2017,79.55
Marais Viljoen,92.8,08/29/2017,166.4,08/08/2017,79.31
House of Saxe-Coburg and Gotha,1309.4,07/28/2017,2334.8,09/17/2017,78.31
Oliver Cromwell,3360.4,08/11/2017,5961.2,09/07/2017,77.4
Royal Navy,2736.8,08/26/2017,4849.4,07/30/2017,77.19
Fatherland (novel),352.8,09/09/2017,622.0,08/04/2017,76.3
Princess Victoria of the United Kingdom,345.8,08/18/2017,609.2,09/10/2017,76.17
Elizabeth II,29214.2,09/15/2017,51418.0,09/04/2017,76.0
Commonwealth of Nations,4260.8,08/26/2017,7467.6,09/07/2017,75.26
Earl of Inverness,20.0,08/11/2017,35.0,09/06/2017,75.0
British Raj,3831.2,09/09/2017,6686.6,08/15/2017,74.53
Prince Rainer of Saxe-Coburg and Gotha,20.4,08/17/2017,35.6,09/04/2017,74.51
House of Braganza-Saxe-Coburg and Gotha,37.8,08/06/2017,65.8,09/03/2017,74.07
First World War,784.8,09/16/2017,1359.2,09/10/2017,73.19
House of Saxe-Coburg-Gotha,19.2,08/03/2017,33.2,08/30/2017,72.92
List of British monarchs,3173.6,07/28/2017,5473.0,09/17/2017,72.45
George IV,109.2,08/17/2017,188.0,09/04/2017,72.16
Prince Ferdinand of Saxe-Coburg and Gotha,58.4,08/02/2017,100.2,09/18/2017,71.58
"Francis, Duke of Teck",223.0,09/13/2017,382.6,08/27/2017,71.57
German invasion of Poland,31.4,09/16/2017,53.8,08/11/2017,71.34
Constitution (Amendment No. 27) Act 1936,9.6,08/02/2017,16.4,09/06/2017,70.83
Brisbane,2184.0,08/19/2017,3723.6,09/07/2017,70.49
German National Library of Economics,8.6,08/25/2017,14.6,09/08/2017,69.77
Pedro V of Portugal,99.0,07/28/2017,167.8,09/16/2017,69.49
Prince Baudouin of Belgium,33.2,09/10/2017,56.2,07/30/2017,69.28
Nazi Germany,7195.8,09/09/2017,12163.0,08/16/2017,69.03
Princess Augusta of Cambridge,79.2,08/05/2017,133.8,09/17/2017,68.94
"Philip, Duke of Edinburgh",110.0,08/25/2017,185.2,08/10/2017,68.36
Dominion,692.8,09/02/2017,1164.8,08/15/2017,68.13
"Letters Patent, 1947",15.4,08/23/2017,25.8,08/10/2017,67.53
Edward VIII abdication crisis,1044.6,09/13/2017,1742.4,08/06/2017,66.8
HMS Collingwood (1908),29.2,08/25/2017,48.6,07/31/2017,66.44
Battle of Jutland,1031.0,09/16/2017,1715.2,08/28/2017,66.36
List of heads of state of South Africa,190.2,09/09/2017,315.2,08/08/2017,65.72
Victory in Europe Day,605.2,09/10/2017,1001.6,08/15/2017,65.5
Member of Parliament (United Kingdom),113.6,08/28/2017,187.8,09/07/2017,65.32
Prince Alexander John of Wales,29.6,07/28/2017,48.8,08/06/2017,64.86
"Infante Augusto, Duke of Coimbra",17.6,08/02/2017,29.0,09/07/2017,64.77
Lady Elizabeth Bowes-Lyon,239.0,09/13/2017,393.0,08/06/2017,64.44
Clement Price Thomas,37.0,09/12/2017,60.8,08/06/2017,64.32
Princess Louise of Hesse-Kassel,6.6,08/26/2017,10.8,09/04/2017,63.64
