File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Greek War Cross,4.8,05/06/2021,1344.4,04/09/2021,27908.33
Bone marrow cancer,14.4,04/01/2021,1770.0,05/06/2021,12191.67
HMS Whelp (R37),22.6,03/30/2021,2269.6,04/09/2021,9942.48
HMS Wallace (1918),18.4,03/29/2021,1824.4,04/09/2021,9815.22
HMS Chequers,2.8,03/18/2021,218.0,04/10/2021,7685.71
HMS Magpie (U82),168.4,03/31/2021,11723.6,04/09/2021,6861.76
"Mon Repos, Corfu",372.8,05/04/2021,19513.0,04/09/2021,5134.17
Prince Philip (disambiguation),20.4,03/31/2021,1061.6,04/09/2021,5103.92
Princess George of Greece and Denmark,29.4,04/29/2021,1392.6,04/09/2021,4636.73
"Sophie, Countess of Wessex",1284.4,05/06/2021,59591.6,04/17/2021,4539.64
Operation Lentil (Sumatra),27.4,03/30/2021,1130.8,04/09/2021,4027.01
The Duke of Edinburgh's Award,296.6,03/27/2021,12012.0,04/09/2021,3949.9
Battle of Cape Matapan,246.4,05/06/2021,9828.2,04/09/2021,3888.72
Carriage driving,79.6,03/30/2021,3115.4,04/09/2021,3813.82
Operation Robson,23.2,03/30/2021,906.6,04/09/2021,3807.76
King Christian IX of Denmark,42.6,04/29/2021,1559.4,04/09/2021,3560.56
Princess Alice of Battenberg,4555.4,05/06/2021,158734.6,04/09/2021,3384.54
House of Glücksburg,847.4,05/06/2021,28743.4,04/09/2021,3291.95
Sagana Lodge,44.2,05/06/2021,1475.2,04/09/2021,3237.56
"Victoria Mountbatten, Dowager Marchioness of Milford Haven",33.6,04/03/2021,1118.8,04/09/2021,3229.76
Earl Mountbatten of Burma,99.6,05/06/2021,3254.6,04/17/2021,3167.67
Osla Benning,660.6,05/04/2021,21360.6,04/09/2021,3133.51
Uffa Fox,63.2,03/30/2021,1990.6,04/09/2021,3049.68
Wedding of Princess Elizabeth and Philip Mountbatten,528.6,05/06/2021,16032.6,04/09/2021,2933.03
Michael Mann (bishop),5.6,03/26/2021,168.6,04/17/2021,2910.71
Villa Guardamangia,46.0,05/06/2021,1384.8,04/09/2021,2910.43
List of British royal consorts,334.8,03/29/2021,9896.8,04/09/2021,2856.03
HMS Calypso (D61),37.0,03/31/2021,1088.4,04/10/2021,2841.62
Trial of the Six,63.2,05/01/2021,1762.6,04/09/2021,2688.92
C. K. Stead,16.6,03/23/2021,451.8,03/28/2021,2621.69
Grand Duchess Olga Constantinovna of Russia,10.2,04/06/2021,272.8,04/09/2021,2574.51
War Cross (Greece),20.4,03/24/2021,534.4,04/17/2021,2519.61
Prince of Greece and Denmark,13.2,03/30/2021,336.8,04/09/2021,2451.52
"Berthold, Margrave of Baden",260.2,04/02/2021,6624.6,04/09/2021,2445.96
Commonwealth Study Conference,4.8,03/25/2021,115.4,04/09/2021,2304.17
Archdruid,20.8,03/26/2021,494.8,04/10/2021,2278.85
Marquess of Milford Haven,65.8,05/06/2021,1546.0,04/09/2021,2249.54
David Bernstein (executive),30.8,03/20/2021,717.8,04/19/2021,2230.52
HMS Valiant (1914),177.0,04/03/2021,4023.2,04/09/2021,2172.99
Greek royal family,615.4,03/31/2021,13585.4,04/09/2021,2107.57
1992 Windsor Castle fire,232.2,04/02/2021,5053.2,04/17/2021,2076.23
Sophie Rhys-Jones,305.4,04/06/2021,6605.0,04/17/2021,2062.74
Lord High Admiral of the United Kingdom,169.0,04/01/2021,3498.2,04/10/2021,1969.94
1937 Sabena Junkers Ju 52 Ostend crash,86.8,04/04/2021,1793.8,04/09/2021,1966.59
Ranger of Windsor Great Park,10.6,03/29/2021,208.4,04/17/2021,1866.04
Elizabeth II,32610.6,05/06/2021,627406.2,04/09/2021,1823.93
List of longest-living members of the British royal family,209.2,04/06/2021,3951.6,04/09/2021,1788.91
Fields in Trust,10.8,03/26/2021,201.8,04/09/2021,1768.52
Private secretary,4.6,03/25/2021,85.8,04/17/2021,1765.22
Battenberg family,574.4,03/31/2021,10545.0,04/09/2021,1735.83
Lady Pamela Hicks,592.2,05/06/2021,10865.8,04/01/2021,1734.82
HMS Royal Arthur (shore establishment),25.2,03/27/2021,435.2,04/09/2021,1626.98
Mountbatten family,2061.0,05/04/2021,35039.0,04/09/2021,1600.1
