File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Juneteenth,2357.0,07/14/2021,524439.6,06/18/2021,22150.3
Father's Day,699.8,07/14/2021,120987.0,06/20/2021,17188.8
Memorial Day,774.6,07/10/2021,84573.2,05/31/2021,10818.31
General Order No. 3,66.6,05/22/2021,6493.8,06/19/2021,9650.45
Gordon Granger,105.4,07/11/2021,9535.4,06/19/2021,8946.87
Father's Day (United States),250.6,07/12/2021,19737.6,06/20/2021,7776.14
Independence Day (United States),2104.6,05/22/2021,137416.4,07/04/2021,6429.34
Harvey Milk Day,32.0,07/03/2021,1895.2,05/22/2021,5822.5
Vesak,276.4,07/11/2021,15902.6,05/26/2021,5653.47
Tulsa race massacre,3778.4,07/12/2021,207479.4,06/01/2021,5391.2
Flag Day (United States),366.4,07/10/2021,19204.8,06/14/2021,5141.48
Second Battle of Bull Run,310.8,06/24/2021,14412.2,06/09/2021,4537.13
Buddha's Birthday,194.4,07/11/2021,8861.0,05/26/2021,4458.13
Juneteenth (disambiguation),17.8,05/22/2021,796.4,06/19/2021,4374.16
Confederate revolving cannon,17.8,06/11/2021,796.2,06/18/2021,4373.03
Election riot of 1874,24.2,07/14/2021,969.8,06/01/2021,3907.44
Emancipation Park (Houston),11.0,07/13/2021,425.6,06/19/2021,3769.09
National Grandparents Day,47.2,07/10/2021,1826.2,06/20/2021,3769.07
Al Edwards (politician),10.4,05/23/2021,399.8,06/19/2021,3744.23
Pentecost,1102.2,07/09/2021,40685.0,05/23/2021,3591.25
Emancipation Day,182.4,07/10/2021,6273.4,06/18/2021,3339.36
Emancipation Proclamation,698.0,07/14/2021,22376.4,06/18/2021,3105.79
Mascogos,99.8,07/10/2021,3033.0,06/18/2021,2939.08
West Virginia Day,15.6,07/09/2021,467.8,06/20/2021,2898.72
Nativity of Saint John the Baptist,94.6,05/22/2021,2188.8,06/24/2021,2213.74
Federal holidays in the United States,1221.0,06/05/2021,26763.4,06/17/2021,2091.92
1913 Gettysburg reunion,39.0,06/10/2021,845.0,07/03/2021,2066.67
Black Seminoles,134.4,07/14/2021,2892.0,06/18/2021,2051.79
Shavuot,201.6,07/14/2021,3751.0,05/23/2021,1760.62
Uniform Monday Holiday Act,39.2,07/14/2021,686.8,05/31/2021,1652.04
Miss Juneteenth,93.8,07/13/2021,1640.4,06/19/2021,1648.83
March on Washington for Jobs and Freedom,451.2,06/26/2021,7883.2,06/23/2021,1647.16
Ashton Villa,36.2,07/10/2021,631.4,06/19/2021,1644.2
Ketanji Brown Jackson,273.4,07/11/2021,4653.0,06/15/2021,1601.9
Holi,1391.0,06/05/2021,23556.2,06/13/2021,1593.47
United States National Maritime Day,18.0,06/20/2021,278.2,05/22/2021,1445.56
Juneteenth (novel),53.2,07/12/2021,784.0,06/19/2021,1373.68
Index of articles related to African Americans,22.4,07/08/2021,322.6,05/29/2021,1340.18
History of slavery in New Jersey,31.4,07/14/2021,431.4,06/19/2021,1273.89
Chattel slavery,250.6,07/11/2021,3424.4,06/18/2021,1266.48
Kamehameha Day,16.0,07/12/2021,217.8,06/11/2021,1261.25
Cesar Chavez Day,66.2,07/11/2021,893.8,06/18/2021,1250.15
Wilmington insurrection of 1898,400.2,07/14/2021,5309.8,06/01/2021,1226.79
LGBT History Month,151.2,07/11/2021,1982.8,06/01/2021,1211.38
James G. Birney,40.4,06/10/2021,513.0,05/28/2021,1169.8
Mother's Day (United States),150.0,07/13/2021,1774.2,06/20/2021,1082.8
Memphis riots of 1866,105.2,06/27/2021,1232.4,06/01/2021,1071.48
History of slavery in Kentucky,49.0,07/13/2021,559.2,06/19/2021,1041.22
Midsummer,1250.0,05/22/2021,14081.4,06/25/2021,1026.51
Jewish American Heritage Month,23.8,07/11/2021,265.8,06/01/2021,1016.81
Veterans Day,332.4,07/11/2021,3626.6,05/31/2021,991.03
Army of the Trans-Mississippi,29.6,07/13/2021,315.0,06/18/2021,964.19
African-American art,90.8,06/16/2021,966.2,06/21/2021,964.1
Siblings Day,183.0,07/10/2021,1921.8,05/24/2021,950.16
Glenn Wakai,6.8,07/10/2021,68.8,06/17/2021,911.76
Martin Luther King Jr. Day,479.4,05/22/2021,4725.0,06/18/2021,885.61
Confederate artworks in the United States Capitol,18.8,06/06/2021,180.6,06/30/2021,860.64
"Maryland, My Maryland",85.2,07/13/2021,815.2,06/28/2021,856.81
Caliphate Day,9.2,07/03/2021,87.0,05/27/2021,845.65
Day of Arafah,281.8,05/29/2021,2656.0,07/11/2021,842.51
National Freedom Day,25.0,07/13/2021,235.0,06/18/2021,840.0
History of slavery in California,79.4,05/22/2021,728.2,06/07/2021,817.13
Military history of African Americans,158.4,07/14/2021,1443.2,06/05/2021,811.11
Parents' Day,205.6,06/26/2021,1835.6,06/01/2021,792.8
Saint Joseph's Day,125.4,07/10/2021,1112.2,06/20/2021,786.92
Colfax massacre,115.6,07/14/2021,991.0,06/01/2021,757.27
Susan B. Anthony Day,18.6,06/09/2021,158.0,06/18/2021,749.46
Public holidays in the United States,998.2,07/11/2021,8477.0,06/20/2021,749.23
Helen Keller Day,41.2,06/05/2021,349.6,06/27/2021,748.54
Guru Arjan,642.2,07/05/2021,5411.8,06/14/2021,742.7
Nadir of American race relations,257.0,07/08/2021,2117.0,06/01/2021,723.74
New Orleans massacre of 1866,121.8,06/28/2021,988.0,06/01/2021,711.17
Robert E. Lee Day,58.4,06/11/2021,472.8,06/18/2021,709.59
Thirteenth Amendment to the United States Constitution,1445.6,05/29/2021,11030.0,06/19/2021,663.0
Native American Day,52.6,05/22/2021,391.8,06/18/2021,644.87
Public holidays in Puerto Rico,44.6,07/09/2021,332.2,06/20/2021,644.84
Barack Obama Day,28.2,06/29/2021,209.6,06/14/2021,643.26
Carolina Day,11.2,06/11/2021,83.0,06/28/2021,641.07
History of slavery in Texas,227.4,06/05/2021,1680.2,06/19/2021,638.87
Great Migration (African American),748.6,06/26/2021,5356.0,07/10/2021,615.47
History of slavery in Oklahoma,21.4,07/09/2021,152.8,06/01/2021,614.02
Barbara-Rose Collins,14.2,07/01/2021,100.2,06/18/2021,605.63
Texas Legislature,256.2,07/02/2021,1790.8,07/13/2021,598.99
Border states (American Civil War),223.0,07/13/2021,1541.0,06/19/2021,591.03
Kristi Noem,1616.4,06/26/2021,11050.8,07/12/2021,583.67
Confederate Memorial Day,169.8,06/26/2021,1141.8,05/31/2021,572.44
Hallmark holiday,50.6,07/09/2021,337.0,06/20/2021,566.01
IOS,3856.2,06/27/2021,25607.4,07/02/2021,564.06
