File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Nottingham Cottage,15.6,04/17/2018,56416.6,05/19/2018,361544.87
Barbara Bush,1460.2,04/07/2018,392470.2,04/18/2018,26777.84
Blues and Royals,351.2,04/18/2018,19636.6,05/19/2018,5491.29
David Conner (bishop),27.8,04/14/2018,1397.0,05/19/2018,4925.18
Meghan Markle,29122.6,03/31/2018,1459170.0,05/19/2018,4910.44
Royal dukedoms in the United Kingdom,227.0,03/28/2018,11047.6,05/19/2018,4766.78
Mary Fagan,7.0,04/17/2018,305.6,04/23/2018,4265.71
Mark Drakeford,17.8,04/05/2018,773.2,04/24/2018,4243.82
Sentebale,19.6,03/28/2018,838.8,05/19/2018,4179.59
Prince William,744.8,03/29/2018,29295.2,05/19/2018,3833.3
"Prince Augustus Frederick, Duke of Sussex",255.0,04/01/2018,9683.8,05/19/2018,3697.57
"Charles Spencer, 9th Earl Spencer",848.6,03/28/2018,31666.8,05/19/2018,3631.65
Wedding of Prince William and Catherine Middleton,954.0,03/28/2018,35279.0,05/19/2018,3598.01
Windsor Castle,2535.4,04/13/2018,93423.4,05/19/2018,3584.76
Lady Diana Spencer,2531.0,03/28/2018,90137.6,05/19/2018,3461.34
British royal family,3113.2,03/29/2018,109963.6,05/19/2018,3432.17
"Prince William, Duke of Cambridge",9480.8,03/28/2018,333523.6,05/19/2018,3417.88
Succession to the British throne,4276.2,03/28/2018,149697.8,05/19/2018,3400.72
"Diana, Princess of Wales",10584.4,03/29/2018,349386.4,05/19/2018,3200.96
"John Spencer, 8th Earl Spencer",807.8,03/28/2018,26328.8,05/19/2018,3159.32
Prince Harry,12522.8,03/31/2018,395109.0,05/19/2018,3055.12
Duke of Cambridge,399.0,04/12/2018,12584.8,05/19/2018,3054.09
"Death of Diana, Princess of Wales",1825.6,04/05/2018,54404.0,05/20/2018,2880.06
Princess Eugenie,105.2,05/09/2018,2939.8,05/19/2018,2694.49
"Windsor, Berkshire",551.0,04/06/2018,14522.8,05/19/2018,2535.72
Frances Shand Kydd,771.4,03/29/2018,20027.4,05/19/2018,2496.24
Zara Tindall,2086.2,04/18/2018,51553.8,05/19/2018,2371.18
British throne,55.2,04/11/2018,1334.6,05/19/2018,2317.75
House of Windsor,3507.4,03/29/2018,82158.6,05/19/2018,2242.44
Earl Spencer (peerage),247.0,03/31/2018,5688.8,05/19/2018,2203.16
Oman,3251.2,05/19/2018,72953.4,04/20/2018,2143.89
Princess of Wales,289.4,04/12/2018,6452.4,05/19/2018,2129.58
Kensington Palace,1802.6,03/28/2018,39521.6,05/19/2018,2092.48
Peter Phillips,1552.2,03/28/2018,33393.8,05/19/2018,2051.39
Prince William (disambiguation),7.8,03/30/2018,164.4,05/19/2018,2007.69
"Katharine, Duchess of Kent",458.0,04/18/2018,8268.6,05/19/2018,1705.37
Jamie Lowther-Pinkerton,37.0,04/14/2018,652.0,05/19/2018,1662.16
Chi (magazine),29.4,03/31/2018,490.2,05/20/2018,1567.35
Bernie Taupin,1124.4,03/28/2018,17467.0,04/11/2018,1453.45
Personal Aide-de-Camp,31.0,04/18/2018,474.2,05/19/2018,1429.68
"Prince Andrew, Duke of York",7459.4,04/18/2018,112021.4,05/19/2018,1401.75
Princess Michael of Kent,821.2,04/18/2018,11823.8,05/19/2018,1339.82
List of current Knights and Ladies of the Garter,242.2,03/30/2018,3392.8,05/19/2018,1300.83
British prince,438.6,04/13/2018,6126.8,05/19/2018,1296.9
"Anne, Princess Royal",8456.0,04/11/2018,118053.4,05/19/2018,1296.09
Anmer Hall,207.2,04/13/2018,2872.8,05/19/2018,1286.49
Queen Elizabeth II,5138.6,04/14/2018,70496.4,05/19/2018,1271.9
Justin Welby,490.6,04/20/2018,6646.2,05/19/2018,1254.71
St Salvator's Hall,31.8,04/19/2018,422.4,05/19/2018,1228.3
Passing out (military),38.4,03/30/2018,503.2,05/19/2018,1210.42
"Ruth Roche, Baroness Fermoy",119.0,03/29/2018,1556.2,05/20/2018,1207.73
Knight Companion of the Order of the Thistle,91.6,04/11/2018,1176.6,05/19/2018,1184.5
Mark Palios,36.4,03/29/2018,466.8,05/12/2018,1182.42
Dominic Raab,98.4,04/01/2018,1196.8,05/17/2018,1116.26
"Alan Brooke, 3rd Viscount Brookeborough",27.0,04/17/2018,318.8,04/23/2018,1080.74
Prince Michael of Kent,1241.0,04/18/2018,14220.4,05/19/2018,1045.88
List of wedding guests of Prince William and Catherine Middleton,621.2,04/09/2018,7095.2,05/19/2018,1042.18
"Prince Richard, Duke of Gloucester",1303.4,04/18/2018,14864.6,05/19/2018,1040.45
Catherine Middleton,6473.2,04/21/2018,73449.6,05/19/2018,1034.67
Orders of precedence in the United Kingdom,365.4,04/14/2018,4025.2,05/19/2018,1001.59
Duke of Cornwall,343.6,03/31/2018,3703.8,05/19/2018,977.94
Mountbatten-Windsor,598.8,03/28/2018,6231.2,05/19/2018,940.61
2004 Indian Ocean earthquake and tsunami,3817.4,04/28/2018,39253.6,05/15/2018,928.28
Aircrew brevet,45.4,04/20/2018,460.0,05/19/2018,913.22
Prince of Wales,1094.8,04/14/2018,10936.4,05/19/2018,898.94
