File,Percent Increase
Natural track luge,1286.67
NBC Olympic broadcasts,1120.3
Short track speed skating at the 2022 Winter Olympics – Men's 5000 metre relay,0
Lebanon at the 2022 Winter Olympics,5426.58
Paramount leader,80.45
Figure skating at the 2022 Winter Olympics,3052.12
Mexico at the 2022 Winter Olympics,0
Biathlon,1646.34
1984 Winter Olympics,699.2
1940 Summer Olympics,351.71
Latvia at the 2022 Winter Olympics,0
Beijing 2022,1230.93
Pyeongchang County,1168.61
Great Firewall,0
Figure skating at the 2022 Winter Olympics – Qualification,7158.73
Hong Kong at the 2022 Winter Olympics,0
Denmark at the 2022 Winter Olympics,2331.43
Brandenburg Gate,266.86
1976 Winter Olympics,0
Opening ceremony,527.47
Bulgaria at the 2022 Winter Olympics,3032.58
2032 Summer Olympics,1102.92
Wisconsin,42.83
Thailand at the 2022 Winter Olympics,3971.36
Renewable energy,0
Jim McGovern (American politician),120.39
1908 Summer Olympics,224.52
1924 Winter Olympics,1203.74
Kitzbühel,420.0
Hebei province,183.33
NBC,44.85
Slovenia at the 2022 Winter Olympics,5831.28
Reuters,174.15
Zero-COVID,-100.0
Luge at the 2022 Winter Olympics,6562.17
Matthias Mayer,0
Speed skating at the 2022 Winter Olympics,4586.83
2028 Summer Olympics,889.8
1912 Summer Olympics,268.32
National Olympic Committee,419.53
1896 Summer Olympics,0
Malaysia at the 2022 Winter Olympics,11747.31
Sapporo,189.8
Nature (journal),55.95
National Olympic Committee and Sports Confederation of Denmark,190.24
List of Olympic Games host cities,2018.55
Olympic diploma,1013.68
Hungary at the 2022 Winter Olympics,0
Italy,24.22
Radio Canada International,33.14
Portugal at the 2022 Winter Olympics,0
China Central Television,108.22
Montenegro at the 2022 Winter Olympics,4342.86
El Nuevo Día,75.32
Marco Rubio,123.37
2006 Winter Olympics,0
Tehran Times,16.93
Ski jumping at the 2022 Winter Olympics – Qualification,6536.99
Bernama,51.6
Romania at the 2022 Winter Olympics,1779.3
1972 Winter Olympics,0
2036 Summer Olympics,589.11
Norway,57.7
1944 Summer Olympics,0
Jules Boykoff,393.98
List of IOC country codes,624.23
Xi Jinping,174.64
1998 Winter Olympics,838.93
Slovakia at the 2022 Winter Olympics,2884.85
Olympic sports,207.01
Philippines at the 2022 Winter Olympics,8885.5
East Asia,19.31
Collective agreement,25.13
Uyghur genocide,1218.98
Cyprus Mail,46.3
Innsbruck,134.94
Japan,33.7
Zhangjiakou,1723.48
1980 Winter Olympics,663.88
Daily Nation,91.07
2018 Winter Olympics,3288.22
Diario AS,10.6
HuffPost,39.55
List of participating nations at the Summer Olympic Games,554.8
The Guardian,52.59
Cross-country skiing at the 2022 Winter Olympics,2778.07
Wukesong Arena,0
