File,Percent Increase
People's Olympiad,59.86
Fencing at the 1952 Summer Olympics,91.67
Diving at the 1948 Summer Olympics,11.94
Winter Paralympic Games,0
African Games,123.4
Theodosius II,39.24
Football at the 1912 Summer Olympics,-100.0
Football tennis,525.58
Jeu de paume at the 1908 Summer Olympics,72.89
Field hockey at the 2016 Summer Olympics,213.36
Budo at the 1964 Summer Olympics,286.67
Wrestling at the 1896 Summer Olympics,40.91
Ski jumping at the 1998 Winter Olympics,52.78
Shooting at the 1992 Summer Olympics,163.83
Venues of the 2020 Summer Olympics and Paralympics,121.59
Canoeing at the 2008 Summer Olympics,134.41
Netherlands,8.38
Athletics at the 2012 Summer Olympics,362.79
Wrestling at the 1912 Summer Olympics,64.1
Swimming at the 1936 Summer Olympics,25.98
Equestrian at the 1952 Summer Olympics,38.71
Venues of the 1988 Summer Olympics,124.39
International Children's Games,73.91
Robina Muqimyar,65.79
European Bank for Reconstruction and Development,163.73
Aryan,21.89
Biathlon at the Winter Olympics,40.09
Comoros at the Olympics,142.42
Cotswold Games,43.75
Athletics at the 1928 Summer Olympics,87.39
Pelops,11.66
Rowing at the 1948 Summer Olympics,198.61
Flying Finn,53.93
Soviet Union at the Olympics,22.31
Volleyball at the 1972 Summer Olympics,75.86
Water polo at the 1936 Summer Olympics,88.57
Ski jumping at the 1972 Winter Olympics,-22.22
List of Olympic venues in archery,84.62
Cost of the Olympic Games,1239.14
Iraq,22.64
Friedrich Martens,300.0
Rowing at the 1900 Summer Olympics,52.24
Athletics at the 1960 Summer Olympics,70.92
Softball,40.66
Uzbekistan at the Olympics,-13.64
Wheelchair netball,284.95
Volleyball at the 2000 Summer Olympics,115.38
John Carlos,322.4
Bobsleigh at the Winter Olympics,23.89
Gymnastics at the 1932 Summer Olympics,70.37
Canadian Amateur Hockey Association,6.0
Field hockey at the 1964 Summer Olympics,60.71
Iraq at the Olympics,62.2
Czechoslovakia,19.42
Boxing at the 1984 Summer Olympics,22.56
The Hill (newspaper),59.61
Short track speed skating at the 2010 Winter Olympics,60.94
Tennis at the 1920 Summer Olympics,131.87
Gymnastics at the 2008 Summer Olympics,113.8
1984 Winter Olympics,60.58
Shooting at the 1960 Summer Olympics,150.0
1940 Summer Olympics,87.51
South African Games,69.35
Knud Enemark Jensen,148.04
Curling at the Winter Olympics,0
Pyeongchang County,340.62
List of multi-sport events,158.31
List of Olympic venues in equestrian,60.61
Volleyball at the 1980 Summer Olympics,58.54
State Games of America,2835.48
Liberia at the Olympics,33.96
Caid (sport),117.89
New Zealand,-18.48
Brazil at the Olympics,84.73
Prisonball,126.99
Venues of the 2014 Winter Olympics and Paralympics,68.85
Show-Me State Games,392.31
Gymnastics at the 1988 Summer Olympics,126.45
Curling at the 2014 Winter Olympics,35.4
Boxing at the 2004 Summer Olympics,60.9
Sailing at the 1956 Summer Olympics,21.43
Arctic Winter Games,64.18
Gymnastics,-0.8
Irish Free State,18.9
Lebanon,31.38
Alpine skiing at the 2010 Winter Olympics,56.41
LA84 Foundation,0
Jesse Owens,82.38
Czechoslovakia at the Olympics,92.86
Alpine skiing at the 1988 Winter Olympics,0
1976 Winter Olympics,151.25
Olympic flag,132.33
Field hockey at the 1996 Summer Olympics,1.65
