File,Percent Increase
Sammy Sosa,0
Sam Urzetta,89.47
Thomas Dunne Books,91.04
General Motors,65.67
Scottie Scheffler,2088.64
BMW Championship (PGA Tour),373.84
Golf tee,535.71
Khabib Nurmagomedov,203.29
Eisenhower Trophy,340.69
Arnold Schwarzenegger,114.61
Rory Sabbatini,3032.79
Chandler Egan,0
North Carolina,19.58
2002 Masters Tournament,4565.35
Ben Curtis (golfer),471.55
Rory Sparrow,115.7
Bobby Locke,336.64
Craig Perks,-100.0
Jeff Sluman,267.93
The National (golf),451.0
Steve Pate,144.83
Johnny Miller,238.4
PGA Tour Player of the Year,1732.31
2007 Presidents Cup,287.5
Brooks Koepka,9607.48
Canadian Online Explorer,121.65
Vinny Giles,234.37
Richie Ramsay,584.06
Abebe Bikila,39.62
Bill Haas,158.67
Lew Worsham,285.37
William Auchterlonie,71.43
2001 Players Championship,-100.0
Match play,2837.64
Barbados,0
ESPN,35.9
The Press Democrat,39.47
Tiger Woods PGA Tour Online,5581.25
Chip Rives,0
Pat Summitt,1377.84
Jeff Maggert,291.33
Lorne Rubenstein,257.41
Greg Norman,909.71
Vaughn Taylor,-100.0
John Huston (golfer),546.32
"Beaverton, Oregon",-100.0
Rafer Johnson,93.64
California Hall of Fame,121.77
Native Americans in the United States,36.21
Kinesiology,40.24
Jesse Owens,49.6
Jerry Lucas,30.13
Associated Press Athlete of the Year,35.94
Butch Harmon,2793.56
2018 U.S. Open (golf),1265.54
John Wooden,352.92
Bob Murphy (golfer),473.85
Tom Brady,105.89
Steve Williams (caddy),5802.65
The Tiger Woods Story,0
Jay Hebert,133.87
List of longest PGA Tour win streaks,913.19
Mark Brooks (golfer),0
Don Budge,50.17
Doc Redman,2576.09
K. J. Choi,1866.77
Philadelphia,13.79
Billy Burke (golfer),142.5
BBC Overseas Sports Personality of the Year,56.46
Andy North,2984.69
2000 Open Championship,2847.92
2005 Masters Tournament,12362.5
Reuters,42.8
Corey Pavin,429.58
H. J. Whigham,0
Denmark,17.68
Tony Lema,155.67
Sports nutrition,40.79
1999 WGC-American Express Championship,147.37
Oval Office,-100.0
Las Vegas Valley,30.07
Walter Burkemo,0
Charles B. Macdonald,0
Muirfield,241.44
Farmers Insurance Open,237.96
John McEnroe,141.75
Madison Bumgarner,292.76
Scott Verplank,374.24
"Orlando, Florida",25.61
Dubai,35.77
Raymond Floyd,1486.36
Xander Schauffele,46279.48
Chris DiMarco,1516.14
Tim Herron,202.67
Los Angeles Times,20.13
Jim Furyk,-100.0
Greg LeMond,96.19
White House,37.32
Jim Barnes,490.48
Ángel Cabrera,3673.78
David Toms,349.5
Abu Dhabi HSBC Golf Championship,820.0
United States Amateur Championship (golf),568.63
Wayne Gretzky,335.67
PGA Championship,2183.19
Peter Thomson (golfer),439.04
2004 Ryder Cup,392.73
Lance Armstrong,3.7
"Stuart, Florida",199.86
Reggie Williams (linebacker),21.43
Ron Clarke,117.51
2004 WGC-Accenture Match Play Championship,877.27
LaDainian Tomlinson,74.05
Tom Watson (golfer),1575.2
Robert Gamez,57.72
Larry Bird,564.04
Goran Ivanišević,-100.0
United States housing bubble,17.35
Los Angeles Open,121.93
LeBron James,78.12
Pelé,343.93
"Rancho Palos Verdes, California",168.27
The Wall Street Journal,-100.0
Single-vehicle collision,90.1
2013 Players Championship,-100.0
Craig Stadler,921.84
Naomi Osaka,263.11
Chad Campbell,346.24
Lucas Glover,231.79
Grand Central Publishing,14.66
2000 U.S. Open (golf),4183.33
Fred Funk,-100.0
Yang Yong-eun,1212.07
Dell Technologies Championship,1448.7
Max Faulkner,261.9
L'Équipe Champion of Champions,21.64
Craig Wood (golfer),2325.93
Ron Guidry,0
Rich Beem,1344.34
Roger Bannister,659.68
Mexico,23.11
2006 Masters Tournament,3630.85
Frank Robinson,247.2
John Henry Taylor,465.42
Joe Lloyd,35.29
Olga Korbut,14.24
Hugh Kirkaldy,247.37
Bob Dickson,183.33
Lionel Hebert,281.82
O. J. Simpson,46.93
PGA Tour (video game series),963.91
Jim Konstanty,54.46
Pete Rose,0
Webb Simpson,9965.98
Jack Westland,353.57
Japan,63.41
CBS News,61.13
Johnny Podres,28.22
Bob May (golfer),1162.5
Chris Riley (golfer),30.88
Sandy Herd,189.19
Nick Flanagan,163.89
Edwin Moses,26.79
The Tiger Woods Dubai,1707.41
Lawson Little,126.76
John Mahaffey,178.89
2010 Ryder Cup,480.57
Steve Urkel,37.33
Carl Yastrzemski,47.95
Hank Kuehne,97.22
Rickie Fowler,2029.25
Sergio García,1328.28
Forbes,21.11
Dwyane Wade,0
Abraham Ancer,-100.0
Lloyd Mangrum,350.49
Bob Martin (golfer),236.36
Orel Hershiser,122.38
"University of California, Berkeley",29.0
Patrick Reed,4258.25
Earl Woods,20174.72
Croatia,29.7
Justin Thomas,420.9
NCAA,109.59
Todd Hamilton,0
Fiji,20.85
Terry Bradshaw,-100.0
Alex Smith (golfer),0
Michael Jordan,70.34
Jamie Anderson (golfer),123.08
Stuart Appleby,571.67
Derek Jeter,0
Larry Mize,3128.1
Shohei Ohtani,0
Nile Kinnick,59.5
AT&T Inc.,166.52
2001 Masters Tournament,4832.82
2003 WGC-Accenture Match Play Championship,1508.33
2019 Presidents Cup,363.83
Emiliano Grillo,2196.53
Jonah Lomu,-100.0
United States,11.17
Lanny Wadkins,250.2
Wales,45.0
Don January,245.57
George Sargent (golfer),129.63
Willie Turnesa,77.27
Sugar Ray Leonard,224.11
Jackie Stewart,-100.0
Justin Leonard,-100.0
Curt Schilling,0
Tiger Woods PGA Tour,1507.32
Jimmy Connors,342.98
Dustin Johnson,2545.97
Olin Dutra,158.33
Haskins Award,503.12
Junior World Golf Championships,568.75
TAG Heuer,37.96
Peyton Manning,164.35
List of golfers with most wins in one PGA Tour event,1901.89
Giannis Antetokounmpo,281.13
Miguel Ángel Jiménez,417.18
1995 Masters Tournament,3893.64
Forbes' list of the world's highest-paid athletes,70.09
Wayback Machine,21.53
Kawhi Leonard,0
The Times of India,22.75
Warner Books,32.29
Golf Digest,54.14
Hideki Matsuyama,2144.67
Johnny Fischer,0
2009 Presidents Cup,233.85
Sean O'Hair,176.92
Nick Watney,255.42
Martina Navratilova,612.83
"Bloomfield Township, Oakland County, Michigan",-7.12
Bryson DeChambeau,6602.98
IF product design award,-100.0
Gunn Yang,2093.94
George Duncan (golfer),112.5
The Mike Douglas Show,99.52
2009 FedEx Cup Playoffs,1626.09
Payne Stewart,221.84
Tiger Woods (book),1459.21
Steve Stricker,196.68
Luke Donald,2199.65
TaylorMade-Adidas,2948.91
Persian Gulf,7.86
List of golfers with most PGA Tour wins,4665.81
Community service,148.37
Simon & Schuster,-100.0
Oakland Hills Country Club,364.34
Ted Ray (golfer),321.05
The Players Championship,-100.0
Extramarital sex,104.3
Art Wall Jr.,934.04
Germany,11.29
Kevin Streelman,3351.22
The Irish Times,27.24
Steve Flesch,234.95
The Washington Post,7.71
Al Geiberger,255.36
Sandy Lyle,3184.89
Horace Rawlins,316.67
Tony Manero (golfer),315.0
Rotator cuff tear,6.88
Carl Hubbell,63.24
Wake Forest Demon Deacons,233.44
Frank Sinkwich,134.45
Carlos Franco,390.48
Bill Russell,103.89
David Brown (golfer),129.17
Kevin Kisner,8474.18
Professional golf career of Tiger Woods,3853.14
2000 PGA Championship,2223.17
List of The Open Championship champions,603.29
Nissan Los Angeles Open,393.75
Darren Clarke,490.64
Tom Kidd (golfer),314.29
Blue Ridge Mountains,20.2
BBC Sports Personality World Sport Star of the Year,91.92
Bobby Morrow,132.85
Aaron Wise (golfer),1863.72
Bobby Orr,110.34
Associated Press Male Athlete of the Year,400.0
Shaun Micheel,711.9
Jeff Overton,217.53
Patrick Mahomes,887.18
2013 U.S. Open (golf),874.89
Rachel Uchitel,3479.8
Graphite,156.09
Ricky Barnes,4.37
Tommy Bolt,219.61
Skee Riegel,274.07
Eben Byers,249.05
U.S. Amateur,1256.96
World War II,40.23
Ludmila Belousova,151.11
"Nike, Inc.",37.46
Stephen Ames,-100.0
List of Masters Tournament champions,9899.33
Buddhism,39.42
Greenwood Press,73.48
Jerry Barber,187.32
USS George Washington (CVN-73),58.81
Hubert Green,485.26
Mungo Park (golfer),417.07
John Fought,35.29
Randy Johnson,0
GameSpot,41.17
Hillman Robbins,118.75
The Philadelphia Inquirer,39.5
Mark O'Meara,1353.56
Alexander Ovechkin,750.59
Terry Baker,117.51
Mike Powell (long jumper),-100.0
Cameron Smith (golfer),5730.45
Mary Decker,331.17
United States women's national soccer team,254.69
Gatorade,31.43
Jeff Quinney,118.75
Republic of Ireland,-100.0
Tommy Aaron,2891.0
"The California Museum for History, Women and the Arts",145.16
Stanford Cardinal,35.7
Jim Turnesa,224.24
Leon Hart,96.39
List of PGA Championship champions,747.92
Willie Macfarlane,554.84
Robert Allenby,342.31
Johnny Lujack,143.11
Vardon Trophy,2055.71
Scott Simpson (golfer),485.71
Chevron World Challenge,2582.81
Trump International Golf Club (West Palm Beach),680.37
Bill Sander,127.78
Associated Press,10.8
Denny Shute,178.12
Tom Creavy,0
Aaron Rodgers,219.78
PGA Tour Rookie of the Year,2411.32
Kelly Kraft,120.67
CBS Sports,138.98
WGC-Accenture Match Play Championship,663.16
Brad Faxon,249.33
Mickey Mantle,34.84
Vic Ghezzi,151.43
Tom Lehman,444.1
"Windermere, Florida",500.12
Steve Cauthen,927.54
Calvin Peete,435.24
FedEx Cup,708.43
Michael Phelps,59.19
Bernhard Langer,2090.7
George Dunlap (golfer),39.13
World Golf Championships,3587.76
List of men's major championships winning golfers,9867.32
Jay Sigel,273.68
2018 PGA Championship,2450.34
Lindsey Vonn,2281.54
2007 FedEx Cup Playoffs,513.16
Andre Agassi,28.11
1999 PGA Championship,3219.57
World Cup (men's golf),232.41
Billy Maxwell,0.0
Dubai Desert Classic,288.03
2009 WGC-Bridgestone Invitational,145.83
Roger Federer,431.78
Peter Uihlein,188.75
List of golfers with most European Tour wins,4372.87
John Harris (golfer),413.95
Grand Slam (golf),3461.35
Chesson Hadley,99.37
South Africa,-11.16
Jack Nicklaus,6086.37
HarperCollins,40.3
Andrew Strath,0
Lou Graham,147.57
WGC-Cadillac Championship,455.56
Harold Hilton,275.47
Charles Howell III,3066.37
Scott Hoch,1437.57
2006 Open Championship,2569.14
