File,Percent Increase
Tom Landry,366.13
Jackie Joyner-Kersee,384.84
60 Minutes,-100.0
Sammy Sosa,0
Steve McNair,1356.89
Adrian Clayborn,1958.22
Jabari Holloway,128.12
List of Chicago Bears starting quarterbacks,-100.0
Darren Andrews,20.0
Walter Payton,560.91
Adrian Peterson,191.58
Ryan Tannehill,-100.0
Ryan Griffin (quarterback),549.27
2019–20 NFL playoffs,5094.71
LeSean McCoy,6726.72
Bill Walsh (American football coach),415.72
Keith Traylor,139.62
Joe Milton,1413.85
Raymond Ventrone,73.42
Jerod Mayo,2041.79
Martellus Bennett,904.05
List of Baltimore Ravens starting quarterbacks,797.97
Sammy Morris,89.81
San Diego,13.06
List of National Football League annual passing yards leaders,887.66
Rory Sparrow,30.07
Joe Schmidt (American football),131.46
NFL Top 100,224.91
Kevin Kasper,55.26
Rich Gannon,432.78
Lynn Swann,265.3
Standing long jump,-100.0
Tony Richardson (American football),121.34
Ted Johnson,122.42
Joe Torre,158.2
Shea McClellin,-100.0
2019 New England Patriots season,1514.36
Fred Jackson (American football coach),0
Quinton Bell,385.51
1978 New England Patriots season,69.49
2015 Miami Dolphins season,1492.99
Gino Cappelletti,375.42
Bernie Masterson,161.54
Darren Sproles,154.9
Make America Great Again,516.21
Bryan Cox,226.39
Bernard Pollard,370.07
The Hill (newspaper),412.2
2021 Dallas Cowboys season,27.17
Cooper Kupp,512.47
Ken Stabler,376.78
San Diego Chargers,427.8
"Santa Monica, California",23.28
2007 Dallas Cowboys season,194.12
ESPN,33.79
2001 New York Jets season,155.03
Brian Hoyer,121.76
Justin Jefferson,-100.0
Chip Rives,138.46
David Akers,537.71
Pat Summitt,570.81
Michael Hoomanawanui,126.53
Brian Urlacher,223.92
List of Cincinnati Bengals starting quarterbacks,282.96
Alex Mack,207.05
Matt Stevens (safety),0
Terrell Davis,377.13
Cyril Grayson,1152.17
Clyde Christensen,2091.38
Randall McDaniel,366.13
Michigan Wolverines football statistical leaders,506.3
Rafer Johnson,51.79
List of Arizona Cardinals starting quarterbacks,236.44
1981–82 NFL playoffs,650.7
John Hadl,-100.0
Rohan Davey,39.5
Dominique Easley,80.07
Larry Csonka,324.09
Vinny Testaverde,193.7
Mike Boryla,495.56
Byron Leftwich,15540.63
Matt Lengel,123.75
Jesse Owens,515.87
Jim Zorn,194.82
Kyle Brady,1204.99
Intentional grounding,3231.58
Ulrick John,-100.0
Jerry Lucas,45.06
Green Bay Packers,1533.05
Family Guy,74.09
Roman Catholic,41.02
Concussion,10.76
Labor Management Relations Act of 1947,59.29
Associated Press Athlete of the Year,188.4
Rex Burkhead,148.75
David Andrews (American football),65.67
Ethan Kelley,92.31
Tim Wright (American football),118.25
Michael Bishop (gridiron football),292.96
Madden NFL 97,69.08
Danny Etling,-1.46
List of Pittsburgh Steelers starting quarterbacks,-100.0
John Wooden,-100.0
Tim Graham (sports journalist),142.86
Ronde Barber,1248.46
Otis Smith (American football),0
Tom Brady,2889.7
Bob Wiese,146.15
People (magazine),33.73
Larry Brown (running back),75.6
Linebacker,288.17
Kory Chapman,36.59
Don Budge,0
Marshawn Lynch,555.02
Ken Anderson (quarterback),176.7
Arnie Herber,183.23
Walt Coleman,909.37
Organic food,-100.0
Tate Forcier,191.48
2010 Detroit Lions season,805.62
William Renner,-2.86
Wes Welker,251.14
Deontae Skinner,112.2
Bobby Bell,190.19
NBC,-100.0
Randy Moss,347.56
Denver Post,123.45
Houston Antwine,78.85
Andrew Adams (American football),1713.33
Deatrich Wise Jr.,244.44
The Providence Journal,137.5
Sam Darnold,212.91
Jonathan Ogden,1.51
Josh Gordon,1335.69
2013–14 NFL playoffs,676.98
2010 All-Pro Team,425.64
