File,Percent Increase
Los Angeles Dodgers award winners and league leaders,65.91
Thurgood Marshall,0
1995 World Series,0
"Rutherford ""Rud"" Rennie",75.0
Radiology Associates Field at Jackie Robinson Ballpark,0
Sammy Sosa,481.67
ABC Afterschool Special,0
Journal Square Transportation Center,42.94
Paul Molitor,-100.0
1964 Los Angeles Dodgers season,0
Jackie Robinson (disambiguation),314.29
1978 American League East tie-breaker game,15.42
Walt Hazzard,59.26
1961 New York Yankees season,28.43
National Historic Landmark,61.99
Vern Handrahan,28.57
Christy Mathewson,140.71
Freddie Freeman,292.5
Del Unser,-100.0
Richard Wright (author),92.54
Daisy Bates (activist),395.73
Fort Riley,87.63
Philadelphia Phillies,31.35
Billy Evans,-100.0
1977 Major League Baseball season,45.75
Arnold Schwarzenegger,70.11
1977 Los Angeles Dodgers season,0
Juan T. Trippe,-12.9
Bob Horner,180.71
Phil Knight,23.34
Don Newcombe,473.5
Jud Wilson,0
Oscar Charleston,938.85
Al López,26.61
1884 Major League Baseball season,208.33
Bill Parsons,42.5
Grover Cleveland Alexander,11.45
Bill Murray (baseball),130.77
Bob Hamelin,75.93
Gene Corrigan,301.25
Trevor Story,56.19
Brooks Kieschnick,204.4
Google Books,48.7
Helen Callaghan,112.12
Paul Goldschmidt,39.56
Brooklyn Dodgers,0
Joe Torre,71.51
Damon Keith,0
Frankie Muse Freeman,187.88
Hal Newhouser,21.95
Dick Groat,0
Minor Watson,135.82
2019 Los Angeles Dodgers season,0
1932 Brooklyn Dodgers season,64.71
Ken Coleman,21.57
Fort Hood,8.17
Marian Anderson,1391.17
Rich Gedman,-4.97
Chavez Ravine,63.4
1994 Major League Baseball season,43.85
Minnie Miñoso,312.56
Jackie Robinson Stadium,0
New Year's Day March,150.0
Chris Coghlan,49.61
Jim Fogarty,59.26
ESPN,30.53
1995 American League Championship Series,98.86
1895 Brooklyn Grooms season,415.38
Vin Scully,115.45
Lovecraft Country (TV series),36.01
Archie Wilson (baseball),0
1971 Los Angeles Dodgers season,48.72
World Series,88.56
Nig Clarke,33.33
1954 Philadelphia Athletics season,-1.49
Luis Castillo (second baseman),-12.87
Billy McCool,126.92
1962 Los Angeles Dodgers season,130.23
King Kelly,104.33
Sherry Robertson,44.44
1983 in baseball,150.0
Raúl Mondesí,77.38
Catfish Hunter,43.89
John McGillicuddy,55.77
Johnny Ray (second baseman),0
2020 National League Championship Series,94.19
List of Major League Baseball on ABC announcers,0
California Hall of Fame,18.42
Ross Youngs,-100.0
Michael Kay (sports broadcaster),95.55
Jim Rice,151.39
Jimmie Foxx,76.39
Ralph Kiner,77.39
Eddie Stanky,223.1
George Shuba,180.0
Dave Roberts (outfielder),176.57
Gerald B. Zornow,15.69
Sandy Alomar Jr.,41.42
Major League Baseball All-Star Game,0
Arnold Rampersad,0
John H. McConnell,22.22
Strikeout,82.54
Chet Brewer,67.24
Clem Labine,39.81
Hal Erickson (author),201.41
Harry T. Moore,429.06
Gordie Gillespie,109.64
List of American League Championship Series broadcasters,91.3
David Packard,130.5
Ernest Everett Just,343.53
Jaime Jarrín,-0.58
Justin Morneau,126.43
Doris Kearns Goodwin,321.31
Bruce Sutter,100.75
Rafael Soriano,13.45
1962 National League tie-breaker series,-2.17
Medgar Evers,0
Burt Hooton,118.57
Dolph Camilli,0
2018 National League Division Series,-100.0
Pete Ward,23.38
Ron Taylor (baseball),75.0
Doug Harvey (umpire),0
Sam Thompson,0
1952 World Series,37.67
Eric Karros,55.33
1989 Los Angeles Dodgers season,1.18
2015 Los Angeles Dodgers season,75.53
Bill Foster (baseball),46.46
1937 Brooklyn Dodgers season,77.78
KeySpan Park,117.24
Roy Oswalt,105.42
Bob Addy,140.0
California Winter League,105.71
Bryan Harvey,74.0
Boston Braves (baseball),89.27
2020 National League Division Series,49.41
Will Harridge,64.06
1990 Los Angeles Dodgers season,-6.82
Joe Altobelli,23.16
Don Bessent,22.64
1983 Los Angeles Dodgers season,87.1
2021 Chicago Cubs season,40.66
Racism in the United States,26.08
Earl G. Graves Sr.,86.88
Mark Harmon,37.42
List of members of the Baseball Hall of Fame,595.95
Theodore Roosevelt,43.07
List of Los Angeles Dodgers first-round draft picks,62.07
2006 Los Angeles Dodgers season,85.71
Billy Williams (left fielder),0
List of events broadcast on Wide World of Sports (American TV series),0
2017 National League Division Series,55.38
List of Philadelphia Phillies broadcasters,49.6
Nestor Chylak,0
Kenny Washington (American football),801.88
Aflac,52.35
George Burns (outfielder),-4.41
Douglas MacArthur,47.48
Matt Vasgersian,182.47
Canada at the 2011 Pan American Games,96.0
Jamie Foxx,41.49
Bud Selig,361.36
Thomas Murphy (broadcasting),525.39
Bill Dickey,89.08
Pie Traynor,71.56
Walter O'Malley,107.65
Pud Galvin,0
John Montgomery Ward,76.21
Teddy Higuera,4.71
Alex Pompez,0
Jim Lefebvre,11.0
Count Basie,62.48
Myrlie Evers-Williams,0
Civil rights movement,35.63
Al Holland,81.54
1968 Los Angeles Dodgers season,0
Ed Barrow,23.56
Chipper Jones,0
Steve Stone (baseball),121.87
2000 Los Angeles Dodgers season,0
Terry Francona,25.15
George Steinbrenner,8.86
1985 Los Angeles Dodgers season,79.17
Los Angeles Times,0
Eddy Furniss,96.36
Rod Carew,0
1907 Brooklyn Superbas season,0
758th Tank Battalion (United States),-100.0
Chris Sabo,1067.36
Frank Viola,21.76
John Conyers,48.5
Constance Baker Motley,1987.81
1996 Los Angeles Dodgers season,89.83
1909 Brooklyn Superbas season,142.11
1916 Brooklyn Robins season,55.38
A. Leon Higginbotham Jr.,171.6
2013 Los Angeles Dodgers season,103.7
1959 World Series,172.32
Tom Paciorek,113.79
1981 World Series,49.9
Rollie Fingers,138.97
Matt DeSalvo,16.67
2004 National League Division Series,10.0
Dennis Martínez,64.08
John Kerry,196.3
Roosevelt Stadium,-1.2
Rich Dauer,46.03
Joseph Lannin,134.78
Jason Kendall,0
Nap Lajoie,79.61
Wayne Gretzky,44.04
Rube Waddell,397.22
Monday Night Baseball,0
Pitcher,78.04
New York Daily News,71.38
Dave Henderson,201.61
James Baldwin (baseball),88.24
Larry Doby,145.9
1988 Major League Baseball All-Star Game,27.55
Dennis Eckersley,-100.0
Bobby Doerr,70.61
Pete Barnes,0
Jersey City Giants,0
1986 Major League Baseball All-Star Game,10.16
Colin Powell,11.96
1995 in baseball,68.42
Dick Rudolph,38.24
Tinker Field,3.4
Kenesaw Mountain Landis,62.7
Scott Rolen,1889.58
Jackie Robinson House,0
1963 World Series,47.23
Dwight D. Eisenhower,15.76
North Stamford,72.48
1985 World Series,0
Mariano Rivera,0
Frank Selee,17.91
Kirk Dressendorfer,160.0
Bob Lemon,126.21
Baseball (TV series),73.18
1924 Brooklyn Robins season,253.85
Long jump,0
American Heritage (magazine),90.36
Southwestern Athletic Conference,174.95
Buddy Johnson,36.96
Duane Ward,115.62
Willie Keeler,60.29
Tim Wallach,72.16
Steve Garvey,28.47
Josh Gibson,203.08
Jack Morris,0
Bobby Grich,242.39
1984 Major League Baseball All-Star Game,0
1953 Major League Baseball season,35.04
Ripper Collins (baseball),91.11
Tony Lazzeri,134.71
Tommy Franks,30.41
DJ LeMahieu,52.61
Ike Boone,181.25
Tom Phoebus,0
Wilbert Robinson,16.9
Major League Baseball on ABC,62.99
Archibald Grimké,29.05
Lee Handley,0
Ron Hayter,121.05
Kenneth T. Jackson,48.09
1987 Major League Baseball season,0
Vladimir Guerrero,179.48
1949 Major League Baseball All-Star Game,0
Gary Gentry,208.14
Military Police Corps (United States Army),32.88
Congressional Gold Medal,62.34
2008 National League Division Series,117.46
Wally Moon,103.45
Mike Ryba,155.56
Hank Greenberg,5.44
1940 Brooklyn Dodgers season,0
Ridgewood Park (baseball ground),75.47
Dale Alexander,83.33
Frank Robinson,0
Rick Cerone,69.87
Herb Score,208.75
Dominican Summer League Dodgers,72.22
Thursday Night Baseball,28.79
Whitey Ford,19.37
Ralph Waldo Emerson Jones,-100.0
List of first black Major League Baseball players,145.33
1911 Brooklyn Trolley Dodgers season,168.42
Pasadena City College,42.55
Nellie Fox,47.03
1959 Philadelphia Phillies season,68.75
1994–95 Major League Baseball strike,140.87
Eduardo Pérez,0
Jet Propulsion Laboratory,67.66
Jim Konstanty,23.08
Pete Rose,624.45
2018 National League Championship Series,0
Freeway Series,90.85
Joe Carter,0
Leon Durham,40.27
Cardiovascular disease,32.41
Bill Phillips (first baseman),27.59
Rolando Arrojo,57.69
Walter Johnson,45.5
Roberto Clemente,578.27
Johnny Podres,90.37
Ron Kramer,24.51
Isadore H. Y. Muchnick,76.74
Turner Classic Movies,9.4
Lefty Gomez,20.63
1884 Brooklyn Atlantics season,112.5
1938 Brooklyn Dodgers season,36.96
Walking Man,57.3
Hanley Ramírez,68.54
Stump Merrill,73.74
Jimmy Ripple,-8.57
Mark Clear,17.39
San Francisco Chronicle,67.93
Dodger Stadium,96.44
1956 Brooklyn Dodgers season,52.38
