File,Percent Increase
Tonga national football team,0
2022 FIM Bajas World Cup,227.78
Own goal,549.57
Mendy Chitrik,61.17
Kia Motors,31.06
Wales national football team,2708.22
1954 FIFA World Cup squads,368.78
1994 FIFA World Cup squads,0
Crypto.com,473.3
List of FIFA World Cup stadiums,0
Piotr Zieliński,1535.65
Vinícius Júnior,250.98
2014 FIFA World Cup bids,904.49
List of FIFA World Cup official mascots,1748.79
2022 World Triathlon Winter Championships,158.33
European nations at the FIFA World Cup,0
2022 World Bowls Indoor Championships,0
2022 FIM Motocross World Championship,92.17
2022 FIFA World Cup qualification – CAF Second Round,0
2022 ISA World SUP and Paddleboard Championship,1561.36
SpaceX,0
Panama national football team,365.13
István Kovács (referee),808.22
2022 World Running Target Championships,118.18
2022 Basque Pelota World Championships,1127.27
Romanization of Arabic,13.31
Qatar 2022 FIFA World Cup bid,1949.05
Liberal democracy,70.13
2022 PDC World Darts Championship,0
Trading cards,30.65
2022 FIFA World Cup qualification – UEFA Group A,866.93
Marcos Acuña,4817.24
Antoine Griezmann,2161.98
ESPN,28.55
Duhail Handball Sports Hall,914.71
Paulo Dybala,847.12
Morocco national football team,5661.94
2022 Motocross des Nations,67.92
2023 FIFA Women's World Cup,256.58
A-League,130.7
Russia national football team,343.58
List of FIFA World Cup finals,0
Shawl,74.65
Dhahi Khalfan Tamim,120.14
Mengniu Dairy,436.69
Qatar Stars League,0
Anwar Gargash,50.53
Amadou Onana,2570.44
Flag of Russia,43.62
Portugal national football team,0
Teun Koopmeiners,720.07
2022 Speedway Grand Prix,125.0
Adidas Telstar 18,0
2022 Racquetball World Championships,67.5
Concussion,29.52
Jordan Henderson,0
Harry Maguire,435.93
2022 FIFA World Cup seeding,2303.94
Qatar diplomatic crisis,790.74
Bamba Dieng,0
Argentine Football Association,1868.41
2022 FIFA World Cup qualification – UEFA Second Round,2279.53
2022 UCI Gravel World Championships,-100.0
Tim Cahill,1048.04
Copa América,0
2022 FIFA World Cup squads,0
Iñaki Williams,3467.59
2022 World Rally Championship-3,356.28
Qatar Cup,651.22
2022 Rugby World Cup Sevens,140.52
2022 IIHF Women's World Championship,0
YouTube,219.8
Reuters,91.03
Video assistant referees,400.0
Denmark national football team,927.82
2022 FIFA World Cup qualification (CONMEBOL),0
Alcohol consumption,251.92
Canada men's national soccer team,2021.77
Nature (journal),186.54
Emerson Collective,84.9
Davido,1379.43
Gonçalo Ramos,0
Bureau of Investigative Journalism,99.21
2022 FIFA World Cup qualification – UEFA Group B,1310.11
Sub-orbital spaceflight,173.97
Yoshimi Yamashita,2410.26
Takumi Minamino,1955.34
2022 FIFA World Cup qualification – UEFA Group C,0
2022 Formula One World Championship,1102.77
Dune,33.97
Raheem Sterling,685.12
2021 Rugby World Cup,3681.39
Los Angeles Times,35.49
Boualem Khoukhi,14095.42
Education City Stadium,1399.9
Hwang Hee-chan,1784.09
Jassim bin Hamad Stadium,2099.7
2018 FIFA World Cup broadcasting rights,0
Luis Chávez (footballer),6336.3
Penalty area,525.13
2022 Men's Softball World Championship,0
"Hossein Hosseini (footballer, born 1992)",9131.21
Hisense,307.67
Over-the-top media service,64.55
North Korea national football team,0
2022 WDF World Darts Championship,0
Ozuna,28.24
Saoud bin Abdulrahman Stadium,0
Graham Holdings Company,22.09
2022 World Rally Championship-2,671.32
Al Shahaniya SC,282.58
Rouzbeh Cheshmi,11089.25
İlkay Gündoğan,1111.06
Human rights in Qatar,1559.24
Chile national football team,0
Michy Batshuayi,5291.51
Roberto Martínez,2857.46
Al Wakrah,817.7
Gareth Bale,1380.82
Al Janoub Stadium,2363.52
Authoritarianism,137.62
Adidas Brazuca,462.26
2022 World Mixed Doubles Curling Championship,152.94
