File,Percent Increase
1960 Pro Bowl,367.74
2017 Los Angeles Chargers season,-100.0
Tony Boselli,977.23
Freezer Bowl,624.14
1921 NFL Championship controversy,362.26
The Star-Spangled Banner,0
NBC Olympic broadcasts,3338.29
Marcus Johnson (wide receiver),2180.0
Zach Ertz,6674.92
List of New England Patriots broadcasters,987.32
Miranda Lambert,58.3
List of national anthem performers at the Super Bowl,2814.54
Dessa,573.78
Super Bowl XX,1316.7
Philadelphia Eagles Cheerleaders,2134.48
John DeFilippo,4838.95
List of New England Patriots first-round draft picks,591.2
Baker Bowl,408.93
1978 New England Patriots season,217.76
Paisley Park,652.01
Gino Cappelletti,1097.89
Darren Sproles,1768.22
Super Bowl XXVIII,987.25
ESPN,57.47
Sat.1,28.61
Philippines,16.15
Pyeongchang County,5174.83
The Ringer (website),65.54
1972 Pro Bowl,333.96
1960 Baltimore Colts season,131.25
1956 NFL Championship Game,365.26
This Is Our House,218.97
Super Bowl XIV,2323.37
Native Americans in the United States,12.46
1993 NFL season,376.52
Green Bay Packers,983.22
Family Guy,49.45
Concussion,28.89
Rex Burkhead,6150.85
Epic in Miami,887.26
Lincoln Financial Field,1330.91
The Jets (Minnesota band),73.58
TuneIn,44.14
David Andrews (American football),1955.91
Super Bowl LII halftime show,15445.22
"Bloomington, Minnesota",55.33
India,14.25
Super Bowl XXXVII,727.5
Tom Brady,6048.97
Doug Pederson,25791.2
Rick Lovato,3322.01
Philadelphia,218.01
Rasul Douglas,1327.81
1934 NFL Championship Game,195.59
1943 NFL Championship Game,603.77
NBC,33.08
Fiat Chrysler Automobiles,8.94
YouTube,9.37
NFL Network,201.42
Super Bowl XL,2699.53
Justin Peelle,214.55
AFL Championship Game,126.67
Standard-definition television,-100.0
Isaac Seumalo,3704.19
Dan Patrick (sportscaster),65.62
1976 NFL season,676.17
2014 Seattle Seahawks season,697.18
1986 New England Patriots season,126.5
Super Bowl LI,11542.06
2017 San Francisco 49ers season,400.48
Steven Means,985.91
Telemundo,16.31
Greater Los Angeles,13.78
AFC West,-100.0
SB Nation,45.48
Los Angeles Times,59.27
Metro Green Line (Minnesota),87.62
State Theatre (Minneapolis),0
Najee Goode,960.12
Minnesota Department of Revenue,0
