File,Percent Increase
Jawaid Khaliq,0
Brass knuckles,33.5
Lineal championship,581.27
Las Vegas Hilton,68.7
Ultimate Fighting Championship,573.23
BoxRec,229.83
Mickey Walker (boxer),94.61
Denzel Curry,47.55
Larry Holmes,242.91
Orthodox stance,1509.37
Professional boxer,567.19
Richard Schaefer,491.1
North Carolina,61.71
World Boxing Organization,409.02
"El Paso, Texas",59.89
Carly Colón,145.45
Archie Moore,584.46
List of IBO world champions,0
Heavyweight,879.42
Boxing at the 1996 Summer Olympics – Featherweight,2397.73
Gene Fullmer,274.04
Augusta Chronicle,178.12
List of boxing quintuple champions,671.84
ESPN,144.73
Clinch fighting,144.94
FanHouse,56.14
Dana White,1405.02
Ottawa Hills High School (Michigan),3729.84
Punch (combat),88.19
Joshua Clottey,197.71
Lightweight,543.16
Genaro Hernandez,11258.97
Guinness World Records,0
Jack Sharkey,91.4
Paul Pierce,76.67
Foul (sports),30.51
Jersey Joe Walcott,562.96
Boxing styles and technique,0
Ike Williams,171.79
Floyd Mayweather Jr. vs. Andre Berto,5324.54
Freddy Hernández,76.39
Paulie Ayala,0
Floyd Mayweather vs. Juan Manuel Marquez,1229.27
Clark County Detention Center,673.08
Ricky Hatton vs. Manny Pacquiao,651.25
First Take (TV series),136.97
Tony Zale,280.0
Sergey Kovalev,360.0
Isaac Hlatshwayo,391.3
Ring Magazine event of the year,1872.73
YouTube,9.59
Saitama Super Arena,6.74
Willie Pep,301.47
Shane Mosley,570.26
Grand Casino Biloxi,175.86
Pump and dump,83.36
Las Vegas Valley,12.24
Below the belt,394.97
Thomas & Mack Center,195.89
1996 Olympics,2571.43
"Orlando, Florida",516.7
Dubai,34.12
Boardwalk Hall,104.85
Los Angeles Times,111.64
Floyd Mayweather Jr. vs. Robert Guerrero,2176.67
Summer Olympics,277.69
Michael Carbajal,125.78
List of welterweight boxing champions,424.44
New York Daily News,138.36
Ring Magazine pound for pound,0
Bleacher Report,21.95
Floyd Mayweather vs. Victor Ortiz,1268.33
2010 Haiti earthquake,0
Floyd Mayweather vs. Zab Judah,1672.15
Selland Arena,35.06
WWE,65.52
Nino Benvenuti,171.01
World Boxing Council,1016.49
CompuBox,3286.49
Initial coin offering,0
Wall Street Journal,0
Carlos Hernández (boxer),0
Another One Bites the Dust,17.77
List of The Ring world champions,387.32
Cameo appearance,-3.66
"Detroit, Michigan",493.18
Think Like a Man Too,129.22
Roy Jones Jr.,336.35
Nevada Athletic Commission,1067.3
Japan,79.65
Showtime (TV network),412.57
Antonio Margarito,427.76
The Ring magazine Fighter of the Year,0
Kim Kardashian,61.09
Mitch Halpern,577.83
Joel Casamayor,143.98
The Grand Rapids Press,0
Drug test,20.82
"Mooresville, North Carolina",69.59
Ronda Rousey,352.39
Floyd Mayweather Jr. vs. Juan Manuel Márquez,990.07
"Los Angeles, California",484.72
Las Vegas Strip,38.71
Ross Greenburg,0
Demetrious Johnson,401.28
Forbes,10.16
List of light middleweight boxing champions,372.22
Floyd Mayweather vs. Marcos Maidana II,1504.63
Emile Griffith,247.53
Floyd Mayweather Jr. vs. Carlos Baldomir,796.67
Michigan,38.08
Ken Buchanan,84.75
DJ Khaled,-100.0
Dmitry Bivol,221.32
Sharmba Mitchell,800.39
Angel Manfredy,1175.9
Diego Corrales,273.41
No Disqualification match,0
"Biloxi, Mississippi",46.52
Pernell Whitaker vs. Oscar De La Hoya,516.11
Floyd Mayweather Jr. vs. Conor McGregor,14356.35
Egypt,9.52
United States,79.23
D-Generation X,162.56
Miguel Cotto,1268.58
Sugar Ray Leonard,726.23
Ultra Japan,765.0
Floyd Mayweather Jr. vs. Ricky Hatton,5345.82
Canadian Broadcasting Corporation,0
Dominican Republic,137.7
Texas Station,634.53
Bob Arum,778.09
Chris Jericho,-100.0
Anthony Joshua vs. Wladimir Klitschko,319.57
James Toney,321.77
Daily Mirror,0
Pernell Whitaker,0
Wayback Machine,0
KSI,0
Fight Night Round 2,589.34
"Kingston, Jamaica",0
Serafim Todorov,2244.24
Floyd Mayweather Jr. vs. Marcos Maidana II,2506.59
Timothy Bradley,312.81
Bellator MMA,-100.0
Hypodermic needle,111.62
Referee (boxing),709.84
Bobo Olson,183.75
Company (Justin Bieber song),99.78
Joe Frazier,269.28
Kid Gavilán,272.47
International Boxing Federation,452.5
