File,Percent Increase
Thurgood Marshall,99.39
Lineal championship,1416.6
Ultimate Fighting Championship,132.64
Soviet Russia,30.14
Zhang Xiaoping,177.88
BoxRec,-100.0
List of North American Muslims,9064.29
Larry Holmes,3002.5
Khabib Nurmagomedov,35.73
Orthodox stance,2380.64
Zachary Taylor House,137.5
Professional boxer,481.02
Elijah Muhammad,1018.9
Life (magazine),98.21
NK News,166.25
David Cameron,2207.29
Archie Moore,1062.4
Stevie Wonder,97.86
Heavyweight,614.43
On Being,-100.0
FBI,96.43
Google Books,22.07
Zora Folley,0
John Carlos,134.28
Boxing at the 1964 Summer Olympics – Light heavyweight,260.71
Sufism,630.99
Closed-circuit television,0
"Farmington (Louisville, Kentucky)",26.09
Abebe Bikila,43.28
Toronto Star,58.92
Chicago Golden Gloves,578.12
Michael Jackson,97.02
Ennis,184.03
Germany at the 1992 Summer Olympics,31.08
ESPN,56.6
Spike Lee,79.9
Louisville Water Tower,-3.32
Pat Summitt,66713.58
South Africa at the 1948 Summer Olympics,91.3
National Security Agency,0
Greg Norman,93.46
U-T San Diego,2.84
African American Muslims,155.46
Tournament of Roses Parade,268.03
Miami Beach Convention Center,0
Bloody Monday,265.61
Michael Dokes,1970.87
George Rogers Clark,126.47
Jersey Joe Walcott,894.21
Spirituality,-100.0
Parkinson's syndrome,97670.27
University of Florida,5.18
Thomas Hauser,3354.72
People (magazine),-100.0
Minoru Suzuki,12.78
Ebony (magazine),101.92
Laila Ali,3587.5
"Performing arts in Louisville, Kentucky",7.55
Toronto,38.94
ABC News (Australia),18.45
Philadelphia,24.15
"Berrien Springs, Michigan",2478.83
Cave Hill Cemetery,4863.44
Al Sharpton,67.48
Anton Josipović,118.31
EPMD,23.43
The Miami Herald,145.2
"Jeffersontown, Kentucky",47.28
Trevor Berbick,3493.61
Racism in the United States,67.95
Eamonn Andrews,209.67
Jheryl Busby,39.39
Richie Giachetti,88.06
YouTube,22.58
Qur'an,0
List of people who have lit the Olympic Cauldron,412.85
WrestleMania I,424.02
"History of Louisville, Kentucky",79.12
Jacobin (magazine),48.87
Palestinian refugee,59.46
Biography.com,31.16
Oval Office,63.84
