File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
President of the Supreme Court of the United Kingdom,65.0,05/26/2018,106.4,04/25/2018,63.69
60 Minutes,821.2,06/02/2018,1016.0,05/14/2018,23.72
International Fleet Review 2013,10.4,05/06/2018,27.4,05/19/2018,163.46
Elizabeth II,42508.8,05/04/2018,460835.6,05/19/2018,984.09
"Prince Leopold, Duke of Albany",704.4,05/11/2018,2912.8,05/19/2018,313.52
"Charles Edward, Duke of Saxe-Coburg and Gotha",0.0,04/21/2018,1472.2,05/19/2018,0
Jack Posobiec,198.2,06/12/2018,435.2,05/31/2018,119.58
Courteney Cox,8426.0,05/22/2018,12643.4,06/04/2018,50.05
Kingdom of Scotland,668.4,05/12/2018,936.4,05/19/2018,40.1
David Cameron,1642.4,06/15/2018,3747.6,05/11/2018,128.18
"Prince Adolphus, Duke of Cambridge",367.0,05/11/2018,1645.4,05/19/2018,348.34
Jo Brand,367.2,05/10/2018,3813.6,06/01/2018,938.56
Bahamas,521.2,05/06/2018,660.4,04/25/2018,26.71
Penguin Random House,348.8,06/02/2018,456.6,04/26/2018,30.91
Royal coat of arms of the United Kingdom,672.4,05/05/2018,4836.0,05/25/2018,619.21
Taliban,3216.6,06/02/2018,4027.0,04/25/2018,25.19
Google,21102.2,05/06/2018,24057.8,05/10/2018,14.01
"Diana, Our Mother: Her Life and Legacy",0.0,04/22/2018,241.4,05/20/2018,0
"Diana, Princess of Wales",8505.2,06/15/2018,437407.6,05/19/2018,5042.83
"Perth, Australia",12.4,04/29/2018,91.4,05/21/2018,637.1
Spike Lee,1249.2,06/15/2018,8413.0,05/15/2018,573.47
Prime Minister of the United Kingdom,1555.8,06/15/2018,4900.6,05/19/2018,214.99
Moderator of the Presbyterian Church in Ireland,6.6,06/11/2018,10.6,05/23/2018,60.61
"Ralph Percy, 12th Duke of Northumberland",345.8,05/02/2018,1954.0,05/19/2018,465.07
Prince William of Gloucester,0.0,04/22/2018,12103.6,05/26/2018,0
Independent.co.uk,8.8,04/29/2018,15.2,05/10/2018,72.73
Scallop,1774.0,05/02/2018,2316.4,05/13/2018,30.57
Marriage in England and Wales,73.2,06/15/2018,378.0,05/19/2018,416.39
Michael Jackson (bishop),0.0,04/22/2018,58.4,05/24/2018,0
Metropolitan Police,99.0,05/27/2018,164.8,04/25/2018,66.46
Lord Lieutenant,182.8,04/29/2018,617.4,05/31/2018,237.75
Westminster Abbey,0.0,04/21/2018,13273.4,05/19/2018,0
Walt Disney World,3422.4,05/19/2018,3633.2,06/11/2018,6.16
Bryan Organ,18.2,05/07/2018,273.2,05/19/2018,1401.1
Sydney Opera House,2309.0,05/19/2018,2481.0,05/21/2018,7.45
Jheryl Busby,26.4,05/18/2018,25.4,05/20/2018,-3.79
Stephen K. Amos,69.6,06/13/2018,185.8,04/26/2018,166.95
Frances Shand Kydd,717.0,06/15/2018,25109.8,05/19/2018,3402.06
Jack Dorsey,1131.2,05/12/2018,3915.2,06/11/2018,246.11
Lieutenant Commander,81.8,06/08/2018,101.8,05/29/2018,24.45
Maysan Governorate,37.6,05/07/2018,161.4,05/19/2018,329.26
Linda Thomas-Greenfield,13.0,06/09/2018,36.4,05/11/2018,180.0
Lady Sarah Armstrong-Jones,0.0,04/21/2018,1315.6,05/19/2018,0
"Home Park, Windsor",0.0,04/21/2018,1050.4,05/19/2018,0
Jackaroo (trainee),55.8,05/02/2018,83.2,05/28/2018,49.1
Demining,143.0,05/12/2018,173.0,06/06/2018,20.98
Gareth Thomas (rugby),143.0,05/30/2018,313.0,06/09/2018,118.88
Prince consort,140.0,05/01/2018,710.4,05/19/2018,407.43
Düsseldorf,0.0,04/21/2018,1709.6,05/14/2018,0
High Court of Justice,405.2,05/19/2018,648.0,04/25/2018,59.92
Terrence Higgins Trust,54.2,05/26/2018,171.8,05/19/2018,216.97
Operational Service Medal for Afghanistan,67.2,05/05/2018,726.8,05/19/2018,981.55
Nice,1952.8,04/28/2018,2160.2,06/11/2018,10.62
Mail on Sunday,21.2,05/07/2018,28.0,05/20/2018,32.08
Charles II of England,4992.8,05/11/2018,14538.8,05/19/2018,191.2
Italy,11044.8,04/28/2018,16908.2,05/29/2018,53.09
Prince Arthur of Connaught,236.4,05/11/2018,656.8,05/19/2018,177.83
Cornet (military rank),65.6,06/06/2018,1548.8,05/19/2018,2260.98
Public Health England,81.6,06/02/2018,147.8,05/03/2018,81.13
"James Hamilton, 5th Duke of Abercorn",0.0,04/21/2018,501.0,05/19/2018,0
Ana Dias Lourenço,9.2,05/19/2018,19.6,05/04/2018,113.04
Environmental activism,6.4,05/11/2018,32.6,05/14/2018,409.38
"El Centro, California",300.8,04/27/2018,363.6,05/11/2018,20.88
Fort Belvoir,272.2,04/29/2018,404.8,05/02/2018,48.71
Magic mushroom,33.8,05/24/2018,78.4,06/03/2018,131.95
Royal Victorian Order,672.2,05/02/2018,3336.6,05/19/2018,396.37
Jeffrey Katzenberg,460.0,04/28/2018,685.0,06/14/2018,48.91
Royal Canadian Legion,61.0,06/05/2018,72.0,06/08/2018,18.03
Colin Powell,1749.0,06/09/2018,4060.2,05/28/2018,132.14
Cotswolds,624.6,06/15/2018,1618.6,04/30/2018,159.14
Archbishop of Canterbury,740.8,06/13/2018,6637.0,05/19/2018,795.92
"Prince Albert Victor, Duke of Clarence and Avondale",875.8,05/08/2018,2889.4,05/19/2018,229.92
LeBron James,33118.6,04/24/2018,172729.6,05/28/2018,421.55
Msizi Africa,8.6,06/07/2018,20.0,05/19/2018,132.56
Baron Fermoy,0.0,04/21/2018,134.6,05/19/2018,0
Cocaine,6576.8,04/28/2018,7214.4,05/07/2018,9.69
"Ernest Augustus, Duke of Brunswick",254.0,05/10/2018,534.2,05/19/2018,110.31
Aspen Institute,198.2,04/28/2018,301.2,06/05/2018,51.97
The Taking of Prince Harry,9.0,04/24/2018,84.8,05/19/2018,842.22
Ayahuasca,4287.6,05/09/2018,6924.6,04/23/2018,61.5
Colchester,535.8,06/06/2018,0.0,04/21/2018,-100.0
William Addams Reitwiesner,16.4,06/07/2018,219.2,05/19/2018,1236.59
Sydney Harbour,58.2,05/02/2018,72.6,05/23/2018,24.74
Mark Binskin,54.4,06/01/2018,174.0,04/25/2018,219.85
Order of precedence in Northern Ireland,17.2,05/11/2018,86.6,05/19/2018,403.49
Botswana,1723.2,06/15/2018,9099.2,05/19/2018,428.04
Doreen Lawrence,93.4,06/10/2018,2849.6,05/19/2018,2950.96
Belize,4730.0,04/28/2018,5830.4,06/04/2018,23.26
Surat,0.0,04/22/2018,1046.4,05/28/2018,0
"Katharine, Duchess of Kent",0.0,04/21/2018,10615.8,05/19/2018,0
"Francis Egerton, 7th Duke of Sutherland",72.8,05/12/2018,192.2,05/19/2018,164.01
NORFORCE,36.8,05/04/2018,80.8,05/19/2018,119.57
Dominic Raab,108.6,06/02/2018,1196.8,05/17/2018,1002.03
Lord Speaker,123.0,06/03/2018,230.0,05/01/2018,86.99
Paddington,251.4,06/02/2018,371.8,04/23/2018,47.89
Robert Runcie,55.4,06/15/2018,663.8,05/19/2018,1098.19
Royal New Zealand Returned and Services' Association,13.0,06/03/2018,75.0,04/24/2018,476.92
Wired (magazine),463.4,06/09/2018,636.2,05/22/2018,37.29
The Guardian,2996.0,06/09/2018,3797.4,05/18/2018,26.75
Rhys Darby,587.4,06/14/2018,0.0,04/22/2018,-100.0
Combined Cadet Force,92.2,05/28/2018,114.0,04/26/2018,23.64
Rugby Football Union,168.0,06/10/2018,322.0,05/14/2018,91.67
C-SPAN,392.0,06/10/2018,760.8,04/30/2018,94.08
Order of Isabella the Catholic,122.2,05/06/2018,464.6,05/19/2018,280.2
Operation Herrick,170.8,06/15/2018,9498.4,05/19/2018,5461.12
Fast Company,12.6,04/23/2018,32.2,06/05/2018,155.56
Earl Marshal,0.0,04/21/2018,422.6,05/19/2018,0
The Sunday Times,416.2,05/12/2018,473.4,05/20/2018,13.74
Peter Phillips,2663.4,05/11/2018,41537.8,05/19/2018,1459.58
Monarchy of Canada,1332.6,04/28/2018,7187.2,05/19/2018,439.34
Dwyane Wade,7277.0,05/19/2018,14801.0,04/25/2018,103.39
Royal dukedoms in the United Kingdom,660.6,05/11/2018,13391.2,05/19/2018,1927.13
Motocross,572.4,05/12/2018,774.0,05/19/2018,35.22
Mental health,1229.8,04/28/2018,1517.4,05/03/2018,23.39
Malawi,2119.4,05/05/2018,2882.4,05/30/2018,36.0
Macquarie University Hospital,15.0,06/12/2018,21.4,05/16/2018,42.67
NAACP Image Award – President's Award,9.2,05/10/2018,12.0,06/12/2018,30.43
National Post,823.0,05/27/2018,1802.6,04/24/2018,119.03
"David Armstrong-Jones, 2nd Earl of Snowdon",2997.4,05/11/2018,18570.4,05/20/2018,519.55
John Legend,5802.0,05/16/2018,17952.6,05/21/2018,209.42
NAACP,777.8,06/09/2018,1507.6,04/25/2018,93.83
The Crown (TV series),9604.6,04/26/2018,20884.4,05/20/2018,117.44
Ludgrove School,0.0,04/21/2018,693.6,05/19/2018,0
Rugby League,35.6,05/11/2018,43.4,05/20/2018,21.91
"Prince Henry, Duke of Cumberland and Strathearn",0.0,04/21/2018,157.8,05/05/2018,0
London Marathon,242.0,06/07/2018,0.0,04/22/2018,-100.0
Jill Biden,376.8,06/01/2018,0.0,04/22/2018,-100.0
Dax Shepard,3378.2,05/25/2018,5386.8,05/31/2018,59.46
Michael Strahan,1205.8,05/13/2018,2774.6,06/11/2018,130.1
Arche,160.6,06/09/2018,186.2,05/07/2018,15.94
Psychedelics,38.2,06/03/2018,91.0,04/28/2018,138.22
Commonwealth Day,123.2,06/07/2018,743.4,05/24/2018,503.41
Daily Mirror,664.0,04/28/2018,1012.0,05/20/2018,52.41
The Daily Beast,702.2,05/26/2018,917.4,06/01/2018,30.65
Peerage of Ireland,0.0,04/21/2018,559.2,05/19/2018,0
Hurricane Sandy,1175.6,05/19/2018,1658.8,05/30/2018,41.1
Liz Garbus,69.0,04/25/2018,255.0,05/25/2018,269.57
McDonald's,7008.2,04/28/2018,14172.4,06/12/2018,102.23
Manchester,3268.4,06/09/2018,4435.2,05/22/2018,35.7
Naval Air Facility El Centro,0.0,04/22/2018,120.6,05/20/2018,0
Māori Television,29.4,04/29/2018,37.2,05/03/2018,26.53
"St George's Chapel, Windsor Castle",1064.8,06/13/2018,66164.2,05/19/2018,6113.77
