File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Elizabeth II,36529.6,06/26/2018,460835.6,05/19/2018,1161.54
Farai Sevenzo,2.2,06/18/2018,0.0,05/11/2018,-100.0
Memoir,457.2,06/16/2018,569.0,05/18/2018,24.45
Kaysersberg,57.2,05/13/2018,6222.4,06/09/2018,10778.32
Ron Brownstein,20.4,05/14/2018,35.2,05/22/2018,72.55
Jeff Zeleny,77.4,05/27/2018,191.0,06/12/2018,146.77
Marco Pierre White,1123.4,05/19/2018,3135.2,06/08/2018,179.08
John L. Allen Jr.,29.4,06/19/2018,30.2,06/17/2018,2.72
Good Housekeeping,110.2,06/16/2018,174.8,06/12/2018,58.62
Gourmet (magazine),44.0,05/19/2018,73.6,06/08/2018,67.27
Juan Mari Arzak,38.0,06/02/2018,455.2,06/08/2018,1097.89
Tony Harris (journalist),61.0,05/19/2018,213.2,06/11/2018,249.51
Developing countries,205.4,06/16/2018,255.0,06/22/2018,24.15
J. D. Vance,0.0,05/12/2018,729.4,07/03/2018,0
Suzanne Malveaux,104.8,05/22/2018,252.8,05/28/2018,141.22
People (magazine),1173.2,07/03/2018,1726.4,06/30/2018,47.15
Peabody Awards,59.4,06/22/2018,123.4,05/18/2018,107.74
Jeff Koinange,70.4,06/15/2018,70.6,06/06/2018,0.28
Ouroboros,2836.0,06/30/2018,4485.0,06/08/2018,58.15
No Reservations: Around the World on an Empty Stomach,9.2,05/31/2018,1132.4,06/08/2018,12208.7
Tucker Carlson,2199.2,06/04/2018,5904.4,06/19/2018,168.48
Smithsonian (magazine),107.4,06/16/2018,139.2,05/25/2018,29.61
Jill Dougherty,17.4,05/19/2018,64.0,06/05/2018,267.82
Sanjay and Craig,270.8,06/21/2018,322.8,06/02/2018,19.2
Marc Lamont Hill,123.6,07/02/2018,498.2,05/18/2018,303.07
Maggie Haberman,969.0,05/16/2018,989.2,05/17/2018,2.08
Ecco Press,35.2,05/16/2018,160.8,06/09/2018,356.82
Kristie Lu Stout,95.2,06/23/2018,157.2,06/12/2018,65.13
Kaysersberg-Vignoble,0.0,05/11/2018,9176.4,06/08/2018,0
Travel Channel,226.0,05/23/2018,836.2,06/08/2018,270.0
Top Chef Masters,0.0,05/12/2018,139.4,06/08/2018,0
Fredricka Whitfield,165.8,05/15/2018,502.4,06/23/2018,203.02
Kyung Lah,19.8,07/04/2018,30.0,06/06/2018,51.52
Sanjay Gupta,66312.2,05/19/2018,66829.4,05/20/2018,0.78
Los Angeles Times,1105.8,06/23/2018,1328.8,06/18/2018,20.17
Errol Barnett,52.4,05/25/2018,210.6,06/03/2018,301.91
Fox News,2179.2,05/27/2018,4820.2,06/16/2018,121.19
Harry Enten,72.6,06/15/2018,0.0,05/11/2018,-100.0
Randi Kaye,269.8,06/22/2018,443.2,06/24/2018,64.27
Psilocybin mushroom,0.0,05/11/2018,3463.4,06/02/2018,0
S. E. Cupp,240.8,07/04/2018,1503.6,05/22/2018,524.42
Octavia Nasr,24.8,06/25/2018,35.8,05/29/2018,44.35
Sandra Lee (chef),429.2,05/15/2018,1092.4,06/14/2018,154.52
International Brazilian Jiu-Jitsu Federation,59.6,06/28/2018,368.8,06/08/2018,518.79
Ultimate Classic Rock,7.8,06/23/2018,19.2,06/02/2018,146.15
Mark Preston (political analyst),29.8,06/30/2018,0.0,05/11/2018,-100.0
New York Daily News,0.0,05/12/2018,982.0,05/15/2018,0
Kitchen Confidential (book),90.4,05/19/2018,11326.0,06/08/2018,12428.76
Keith Olbermann,614.6,07/02/2018,4577.6,05/30/2018,644.81
Morgan Spurlock Inside Man,32.6,06/12/2018,40.6,07/01/2018,24.54
National Suicide Prevention Lifeline,202.2,05/26/2018,1548.6,06/08/2018,665.88
Jeanne Moos,71.6,05/23/2018,0.0,05/11/2018,-100.0
Yo Gabba Gabba!,536.6,05/23/2018,655.2,06/08/2018,22.1
Maxim (magazine),597.2,05/18/2018,807.4,06/08/2018,35.2
Sam Kiley,25.0,06/26/2018,29.4,06/24/2018,17.6
Paula Zahn,359.0,06/21/2018,626.4,07/05/2018,74.48
Sardinia,0.0,05/11/2018,4466.2,06/08/2018,0
Mixed martial artist,80.8,05/14/2018,180.6,06/13/2018,123.51
Puebla,0.0,05/12/2018,501.8,07/02/2018,0
List of CNN personnel,872.8,07/01/2018,1596.2,06/12/2018,82.88
Pamela Brown (journalist),178.4,05/13/2018,653.4,06/02/2018,266.26
Roman Catholicism,485.2,06/11/2018,772.0,05/19/2018,59.11
Phacochoerus,96.8,06/05/2018,1466.6,06/08/2018,1415.08
HuffPost,728.0,07/01/2018,1138.4,06/01/2018,56.37
The Guardian,3126.2,06/16/2018,3797.4,05/18/2018,21.47
TLC (TV network),0.0,05/11/2018,879.6,07/03/2018,0
Finland,6734.2,05/26/2018,8326.2,07/01/2018,23.64
Forbes,2130.8,06/02/2018,2449.0,06/07/2018,14.93
Joie Chen,0.0,05/11/2018,79.0,06/10/2018,0
Kim Severson,7.8,05/15/2018,10.0,05/24/2018,28.21
Strasbourg,0.0,05/11/2018,8002.6,06/08/2018,0
Sharyl Attkisson,0.0,05/11/2018,1482.6,05/23/2018,0
The New Yorker,1100.6,06/16/2018,1411.4,06/08/2018,28.24
MSN,828.0,05/27/2018,0.0,05/11/2018,-100.0
Ken Burns,1078.2,05/19/2018,2046.0,07/05/2018,89.76
Joe Bini,11.2,05/27/2018,0.0,05/12/2018,-100.0
Documentary film,944.2,06/15/2018,1236.2,05/22/2018,30.93
Miami,3433.4,06/16/2018,3942.6,06/19/2018,14.83
Popeyes,615.0,06/23/2018,1130.2,05/24/2018,83.77
Rick Santorum,806.8,05/15/2018,1499.8,06/04/2018,85.89
Iggy Pop,2470.2,05/24/2018,4368.0,06/17/2018,76.83
"Leonia, New Jersey",91.4,05/24/2018,2287.8,06/08/2018,2403.06
Geoduck,981.2,06/27/2018,5842.0,05/28/2018,495.39
Pedram Javaheri,16.8,06/23/2018,43.2,05/28/2018,157.14
Don Lemon,1821.8,05/14/2018,3564.6,06/22/2018,95.66
Nia-Malika Henderson,32.8,05/28/2018,113.0,07/05/2018,244.51
Monosodium glutamate,3013.4,06/16/2018,3746.0,05/18/2018,24.31
The New York Times Best Seller list,731.2,05/14/2018,850.6,06/10/2018,16.33
The Food Wife,38.6,05/19/2018,98.4,05/14/2018,154.92
Geoffrey C. Ward,11.2,05/18/2018,25.4,07/05/2018,126.79
Larry King,2183.4,06/22/2018,1915.2,07/04/2018,-12.28
James Beard Foundation,68.2,05/26/2018,183.2,06/08/2018,168.62
Tokyo,5806.2,06/16/2018,6992.8,07/01/2018,20.44
Karoun Demirjian,38.2,06/05/2018,310.8,05/26/2018,713.61
PopMatters,82.6,06/26/2018,131.4,05/18/2018,59.08
The Washington Post,2691.0,07/03/2018,4029.6,05/13/2018,49.74
Neil deGrasse Tyson,2791.0,06/30/2018,4041.4,05/29/2018,44.8
Spencer Averick,5.0,07/03/2018,13.2,06/15/2018,164.0
Esquire (magazine),450.4,06/22/2018,697.4,06/12/2018,54.84
Preet Bharara,641.0,07/04/2018,2994.0,06/03/2018,367.08
Matthew Chance,16.0,06/23/2018,24.6,06/05/2018,53.75
Top Chef,662.8,05/18/2018,1389.8,06/08/2018,109.69
Jonathan Mann (journalist),15.6,06/25/2018,25.6,05/27/2018,64.1
P. G. Morgan,4.2,06/14/2018,11.0,07/04/2018,161.9
"Provincetown, Massachusetts",399.6,05/19/2018,1276.8,06/10/2018,219.52
Soledad O'Brien,528.0,05/22/2018,1532.4,06/11/2018,190.23
NASA,3789.6,06/16/2018,4804.2,06/19/2018,26.77
Matthew Rosenberg,64.0,05/14/2018,146.2,05/28/2018,128.44
Kate Abdo,0.0,05/11/2018,12641.4,07/01/2018,0
Thomas Roberts (television journalist),169.0,06/14/2018,172.6,07/05/2018,2.13
Jeffrey Lord,85.0,05/13/2018,292.0,06/28/2018,243.53
Miami Ink,162.0,05/19/2018,378.2,06/08/2018,133.46
Lanhee Chen,33.4,05/19/2018,99.2,06/06/2018,197.01
Harvey Weinstein sexual abuse allegations,1461.6,06/22/2018,8970.0,05/25/2018,513.71
The Record (Bergen County),84.8,06/03/2018,96.8,05/17/2018,14.15
Harvey Weinstein,5272.4,06/24/2018,75961.0,05/25/2018,1340.73
Synagogue,726.6,06/30/2018,803.0,07/03/2018,10.51
Jack Cafferty,47.8,05/25/2018,68.2,05/15/2018,42.68
The Simpsons,7082.4,06/16/2018,9163.4,05/21/2018,29.38
PBS,3252.8,06/24/2018,4376.8,05/19/2018,34.55
Victim blaming,387.6,06/17/2018,593.2,06/11/2018,53.04
Terry Baddoo,17.8,06/21/2018,18.8,06/14/2018,5.62
Martin Picard,33.6,06/05/2018,619.2,06/08/2018,1742.86
Todd McCarthy,43.4,05/24/2018,57.2,06/26/2018,31.8
Graphic novel,560.4,06/30/2018,677.8,06/21/2018,20.95
Fast-food,21.4,06/17/2018,29.0,06/01/2018,35.51
Justin Armsden,9.6,05/19/2018,14.0,06/02/2018,45.83
Morgan Spurlock,639.4,05/19/2018,764.2,05/25/2018,19.52
Reynelda Muse,15.8,05/21/2018,0.0,05/11/2018,-100.0
Maria Cardona,138.0,05/19/2018,432.2,06/19/2018,213.19
Marina Zenovich,17.0,05/22/2018,51.4,06/08/2018,202.35
The Getaway (TV series),22.6,05/25/2018,136.0,06/11/2018,501.77
