File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Beauty and the Beast (2017 film),6438.8,02/14/2018,8541.2,03/05/2018,32.65
Big Brothers Big Sisters of America,148.4,02/11/2018,185.6,02/21/2018,25.07
Andy Serkis,5063.4,01/26/2018,34326.4,02/18/2018,577.93
Artisan Entertainment,176.4,01/26/2018,218.8,03/11/2018,24.04
Academy Award,1938.4,02/14/2018,6741.2,03/05/2018,247.77
College Football Playoff,393.0,02/24/2018,0.0,01/22/2018,-100.0
3D film,733.6,02/09/2018,901.2,02/18/2018,22.85
Chris Hardwick,1193.4,03/17/2018,6386.8,01/30/2018,435.18
Cushnie et Ochs,16.4,01/28/2018,47.0,02/10/2018,186.59
American Sniper,3529.6,02/01/2018,4781.2,03/05/2018,35.46
A Prophet,0.0,01/23/2018,562.6,03/01/2018,0
Daredevil: Born Again,11.2,03/04/2018,21.4,02/17/2018,91.07
Black History Month,460.0,03/17/2018,12059.8,02/01/2018,2521.7
Concept art,187.8,03/17/2018,301.4,02/22/2018,60.49
Capoeira Angola,7.8,02/03/2018,113.0,03/04/2018,1348.72
Digital distribution,449.4,02/17/2018,519.2,03/06/2018,15.53
Anthony Breznican,6.2,02/03/2018,16.4,02/20/2018,164.52
Basutoland,137.4,02/02/2018,207.2,03/07/2018,50.8
Avengers (comics),1989.0,02/01/2018,3806.4,03/17/2018,91.37
Coal Tiger,0.0,01/22/2018,192.2,02/14/2018,0
12 Years a Slave (film),3132.8,01/31/2018,8541.8,02/25/2018,172.66
British Academy Film Award,43.0,02/12/2018,101.2,01/30/2018,135.35
Alamo Drafthouse Cinema,280.4,01/30/2018,356.8,03/16/2018,27.25
Black panther (disambiguation),0.0,01/22/2018,744.2,02/19/2018,0
Agents of S.H.I.E.L.D. (season 5),7778.8,02/21/2018,16758.2,02/03/2018,115.43
Batroc the Leaper,0.0,01/22/2018,599.6,02/18/2018,0
Agents of S.H.I.E.L.D. (season 4),1564.8,02/13/2018,2395.2,03/04/2018,53.07
Captain America: The First Avenger (soundtrack),0.0,01/23/2018,88.6,03/04/2018,0
Captain America (serial),218.6,01/24/2018,480.8,02/18/2018,119.95
Awwad Alawwad,10.6,02/17/2018,21.2,03/08/2018,100.0
DVD-Video,487.8,03/10/2018,707.2,01/29/2018,44.98
Academy Award for Best Sound Mixing,214.4,02/03/2018,1727.2,03/05/2018,705.6
Dailies,154.6,03/17/2018,355.4,02/20/2018,129.88
Deadline Hollywood,24.0,02/06/2018,147.6,02/28/2018,515.0
Denzel Whitaker,272.0,01/24/2018,8128.0,02/18/2018,2888.24
Academy Award for Best Makeup and Hairstyling,228.6,02/11/2018,1018.4,03/05/2018,345.49
Cineworld,271.2,02/04/2018,369.8,03/15/2018,36.36
BET Award for Best Movie,7.8,01/31/2018,11.0,03/09/2018,41.03
Antoine Fuqua,1122.0,03/15/2018,1113.8,03/17/2018,-0.73
2018 NBA All-Star Game,682.0,03/17/2018,35906.4,02/19/2018,5164.87
Beverly Hills Cop,804.8,01/25/2018,1214.0,03/14/2018,50.84
Africanews,46.4,02/18/2018,44.8,02/19/2018,-3.45
Beasts of the Southern Wild,593.8,02/02/2018,1252.0,03/05/2018,110.85
2018 in film,23147.0,01/27/2018,34549.2,03/05/2018,49.26
Avatar (2009 film),7361.4,02/14/2018,10730.8,03/11/2018,45.77
American Film Institute,852.8,02/16/2018,1354.0,03/05/2018,58.77
