File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Donald Glover,6531.4,12/10/2019,9377.0,10/27/2019,43.57
ScreenCrush,6.2,10/27/2019,9.2,12/14/2019,48.39
Primetime Emmy Awards,231.0,10/31/2019,310.2,11/25/2019,34.29
StarWars.com,9.0,10/29/2019,17.0,11/21/2019,88.89
Temuera Morrison,1100.2,10/24/2019,2576.8,11/17/2019,134.21
Observer.com,15.4,12/06/2019,0.0,10/20/2019,-100.0
Empire of Dreams: The Story of the Star Wars Trilogy,6.8,11/07/2019,13.6,12/02/2019,100.0
American Graffiti,1721.8,10/30/2019,2636.0,11/02/2019,53.1
Writers Guild of America West,76.4,10/24/2019,1040.0,11/13/2019,1261.26
Ms. Marvel (TV series),91.2,10/24/2019,279.2,11/13/2019,206.14
Droid (Star Wars),0.0,10/20/2019,492.2,11/24/2019,0
Star Wars sources and analogues,115.4,11/10/2019,220.0,12/02/2019,90.64
Lego Star Wars: The Resistance Rises,34.8,11/02/2019,59.0,11/24/2019,69.54
Star Wars Resistance,1848.2,11/01/2019,5186.2,11/18/2019,180.61
Mark Hamill,5018.0,11/08/2019,9326.0,12/01/2019,85.85
Doug Chiang,0.0,10/21/2019,111.2,12/14/2019,0
TheForce.Net,13.0,10/27/2019,113.2,10/22/2019,770.77
Lucasfilm,0.0,10/20/2019,2999.2,11/24/2019,0
Family Guy,4621.6,11/22/2019,5846.8,12/02/2019,26.51
SoundDroid,24.2,11/12/2019,30.2,12/08/2019,24.79
Wish fulfillment,92.8,10/26/2019,105.4,12/09/2019,13.58
The Right Stuff (TV series),146.0,12/14/2019,410.4,11/25/2019,181.1
Jedi Training: Trials of the Temple,0.0,10/20/2019,93.0,11/01/2019,0
Daredevil: Born Again,13.2,11/29/2019,15.2,11/09/2019,15.15
Fail Safe (2000 film),50.0,11/23/2019,54.6,11/07/2019,9.2
Elf (film),1028.8,10/25/2019,10414.8,12/01/2019,912.33
Star Wars opening crawl,0.0,10/20/2019,1100.6,11/18/2019,0
Kathleen Kennedy (producer),0.0,10/21/2019,3793.0,11/21/2019,0
List of Star Wars Rebels episodes,829.2,11/08/2019,2744.0,11/24/2019,230.92
Syfy Wire,9.8,10/28/2019,18.0,11/28/2019,83.67
YouTube,41391.4,10/27/2019,78580.8,11/12/2019,89.85
Ewoks: The Battle for Endor,350.6,11/02/2019,1019.8,11/30/2019,190.87
The Lion King,4204.0,12/13/2019,8210.4,11/17/2019,95.3
Taken (miniseries),156.2,12/13/2019,0.0,10/20/2019,-100.0
Princess Leia,1588.6,11/06/2019,2656.6,12/14/2019,67.23
The Falcon and the Winter Soldier,0.0,10/20/2019,6311.2,11/13/2019,0
Changes in Star Wars re-releases,513.4,11/08/2019,2529.2,11/13/2019,392.64
Adam Christopher,17.0,11/05/2019,26.6,12/08/2019,56.47
Chewbacca defense,555.0,11/30/2019,2083.6,11/20/2019,275.42
R2-D2,0.0,10/20/2019,1025.8,12/14/2019,0
Return of the Jedi (soundtrack),77.0,11/01/2019,121.8,11/25/2019,58.18
Los Angeles Times,1651.4,10/29/2019,3033.8,12/06/2019,83.71
Dean Cundey,90.2,12/10/2019,123.2,12/04/2019,36.59
Star Wars: The Clone Wars (soundtrack),7.4,11/05/2019,16.8,11/15/2019,127.03
Star Wars: Episode III – Revenge of the Sith (soundtrack),80.4,11/02/2019,131.0,12/13/2019,62.94
List of Star Wars films,0.0,10/21/2019,28204.4,12/14/2019,0
Game engine,898.4,10/26/2019,1705.6,11/25/2019,89.85
Game of Thrones (season 6),795.8,12/12/2019,1013.8,10/29/2019,27.39
Bib Fortuna,0.0,10/20/2019,313.0,11/02/2019,0
Jon Favreau filmography,582.4,11/05/2019,2409.8,11/23/2019,313.77
Adventure fiction,271.8,10/26/2019,846.6,11/25/2019,211.48
Bounty hunter,1329.6,10/28/2019,2202.0,11/25/2019,65.61
Ryan Coogler,881.0,11/07/2019,1069.6,10/23/2019,21.41
GLOW (TV series),1658.2,12/06/2019,0.0,10/20/2019,-100.0
Jon Watts,318.2,12/06/2019,331.2,12/08/2019,4.09
TVLine,101.6,10/22/2019,157.6,11/08/2019,55.12
List of Star Wars: Knights of the Old Republic characters,188.8,11/03/2019,512.0,11/25/2019,171.19
Game of Thrones (season 7),995.6,12/12/2019,1272.6,11/02/2019,27.82
Star Tours,296.6,11/08/2019,393.6,12/14/2019,32.7
Jack and the Beanstalk: The Real Story,122.6,11/13/2019,158.6,12/02/2019,29.36
Chile,5735.8,12/08/2019,0.0,10/21/2019,-100.0
The Seventh Tower,69.4,12/07/2019,80.0,11/03/2019,15.27
Star Wars: Clone Wars (2003 TV series),0.0,10/21/2019,3837.6,11/19/2019,0
Star Wars: Episode II – Attack of the Clones (soundtrack),41.6,11/13/2019,81.8,11/30/2019,96.63
List of Star Wars filming locations,363.6,10/30/2019,537.4,12/14/2019,47.8
Heroes (American TV series),1015.4,10/31/2019,1357.8,12/05/2019,33.72
Walt Disney Studios (division),1494.4,11/05/2019,2264.0,11/13/2019,51.5
Cowboys & Aliens,984.0,11/07/2019,2122.2,10/27/2019,115.67
Star Wars: In Concert,0.0,10/20/2019,77.2,10/22/2019,0
Stranger Things,11619.4,11/22/2019,17263.6,10/27/2019,48.58
Freeform (TV channel),1373.8,11/15/2019,2388.2,12/03/2019,73.84
Deadline Hollywood,541.0,11/17/2019,1036.4,11/24/2019,91.57
DK (publisher),206.6,12/10/2019,291.8,11/05/2019,41.24
Lego Star Wars: Droid Tales,47.0,11/01/2019,129.0,12/01/2019,174.47
Den of Geek,86.2,10/27/2019,228.2,12/06/2019,164.73
Star Wars: The Legacy Revealed,23.6,11/07/2019,25.2,12/14/2019,6.78
Star Wars: A Galactic Spectacular,43.6,11/04/2019,54.2,11/17/2019,24.31
Disney's Fairy Tale Weddings,0.0,10/20/2019,248.6,11/13/2019,0
The Walt Disney Company,6749.8,10/26/2019,13624.6,11/13/2019,101.85
"Los Angeles, California",1518.0,10/24/2019,1827.2,12/12/2019,20.37
Star Wars: The Force Unleashed (project),82.0,10/26/2019,338.4,11/25/2019,312.68
Skywalker Sound,0.0,10/21/2019,222.0,12/12/2019,0
IDW Publishing,243.4,11/01/2019,372.8,11/25/2019,53.16
Gina Carano,3419.8,10/24/2019,42118.6,11/30/2019,1131.61
EditDroid,19.6,10/24/2019,31.6,11/14/2019,61.22
List of Star Wars Legends characters,0.0,10/21/2019,510.2,12/03/2019,0
Star Wars: The Old Republic,0.0,10/20/2019,3927.6,11/24/2019,0
Caravan of Courage: An Ewok Adventure,332.8,11/06/2019,817.8,11/13/2019,145.73
Star Wars: Where Science Meets Imagination,16.6,10/26/2019,41.8,12/04/2019,151.81
List of Star Wars characters,0.0,10/21/2019,3227.8,12/14/2019,0
The Librarian: Curse of the Judas Chalice,110.2,12/12/2019,141.0,12/01/2019,27.95
Star Wars (film),0.0,10/21/2019,6873.0,12/14/2019,0
Space Janitors,5.4,10/29/2019,8.4,12/02/2019,55.56
Ming-Na Wen,1776.8,11/01/2019,13847.8,12/07/2019,679.37
Kerner Optical,0.0,10/20/2019,32.0,11/08/2019,0
Star Wars Rebels,1549.8,11/06/2019,6988.4,11/24/2019,350.92
The Shining (miniseries),410.0,12/05/2019,3391.8,11/10/2019,727.27
Critics' Choice Television Award,106.0,11/20/2019,500.8,12/09/2019,372.45
Raiders of the Lost Ark,2123.6,12/13/2019,4593.4,11/30/2019,116.3
Giancarlo Esposito,3956.0,11/08/2019,8802.2,11/13/2019,122.5
List of Star Wars comic books,293.6,11/06/2019,747.8,11/21/2019,154.7
The Hollywood Reporter,978.0,11/18/2019,2080.4,11/13/2019,112.72
Lego Star Wars: The Freemaker Adventures,112.0,11/07/2019,120.0,12/14/2019,7.14
Space Western,0.0,10/21/2019,1176.6,11/17/2019,0
IGN,1461.4,10/27/2019,2149.6,12/11/2019,47.09
Jediism,423.4,10/27/2019,931.6,11/27/2019,120.03
Star Wars comics,236.0,11/05/2019,534.4,12/03/2019,126.44
