File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Tim Rice,569.4,06/15/2018,1172.4,06/30/2018,105.9
Gotye,950.8,06/27/2018,2483.2,07/26/2018,161.17
Miss Cast Away and the Island Girls,58.2,06/12/2018,76.8,06/21/2018,31.96
The Way We Were (song),76.6,07/26/2018,234.0,07/15/2018,205.48
Mick Jagger,6114.4,06/28/2018,16700.0,07/10/2018,173.13
Little Richard,2697.8,07/03/2018,3541.8,06/18/2018,31.28
Lady Antebellum,1053.0,07/11/2018,4268.4,07/06/2018,305.36
Laurieann Gibson,190.4,06/30/2018,525.0,07/13/2018,175.74
John Deacon,1705.8,06/21/2018,5556.6,07/18/2018,225.75
List of most expensive music videos,359.8,07/02/2018,608.4,07/23/2018,69.09
Crash (computing),155.4,07/01/2018,215.0,07/04/2018,38.35
Donald Glover,8190.4,07/26/2018,54817.0,06/03/2018,569.28
"Santa Ynez, California",144.6,07/11/2018,164.6,07/08/2018,13.83
Glenn Frey,2926.0,06/07/2018,5571.8,07/16/2018,90.42
50 Cent,7097.6,06/12/2018,13308.6,07/22/2018,87.51
Masturbation,6891.0,07/25/2018,11148.0,06/04/2018,61.78
Robert F. Kennedy Memorial Stadium,486.4,07/24/2018,0.0,06/02/2018,-100.0
We Are the World,1708.4,06/27/2018,2083.8,06/30/2018,21.97
Sidney Lumet,766.6,06/15/2018,1031.4,06/25/2018,34.54
This Place Hotel,63.6,06/07/2018,89.2,06/28/2018,40.25
In the Closet,92.4,07/26/2018,215.8,06/25/2018,133.55
Here I Am (Come and Take Me),38.8,06/19/2018,79.4,07/02/2018,104.64
You Can't Win (song),29.8,06/15/2018,39.6,07/22/2018,32.89
American Music Awards of 1984,0.0,06/02/2018,15.0,07/15/2018,0
MTV Europe Music Award for Best Male,6.4,07/03/2018,8.4,06/29/2018,31.25
Jesse Harris,56.4,06/23/2018,74.4,06/13/2018,31.91
"Encino, Los Angeles",474.8,06/15/2018,655.0,07/15/2018,37.95
I Want You Back! Unreleased Masters,13.0,07/11/2018,25.4,06/28/2018,95.38
Paul Simon,4148.4,06/26/2018,8328.8,06/15/2018,100.77
Jeff Silbar,21.2,06/13/2018,21.0,07/16/2018,-0.94
P.Y.T. (Pretty Young Thing),208.0,06/18/2018,273.6,07/01/2018,31.54
More of the Monkees,144.2,06/17/2018,165.4,06/25/2018,14.7
Erykah Badu,2379.2,06/15/2018,4522.4,06/20/2018,90.08
The Remix Suite,55.6,06/04/2018,108.0,06/30/2018,94.24
Life (magazine),559.0,06/27/2018,884.2,07/25/2018,58.18
The Clash,2033.2,06/24/2018,2327.0,07/21/2018,14.45
Brad Buxer,36.4,06/12/2018,46.6,07/19/2018,28.02
Please Read the Letter,43.8,07/15/2018,53.8,06/14/2018,22.83
Duffy (singer),743.6,07/03/2018,1083.0,06/23/2018,45.64
Garth Brooks,2679.0,06/14/2018,3614.4,06/30/2018,34.92
Xscape (album),351.4,06/15/2018,909.2,06/29/2018,158.74
Destiny World Tour,40.4,06/15/2018,57.0,07/18/2018,41.09
Bill Monroe,302.6,06/20/2018,330.8,06/23/2018,9.32
The Blind Boys of Alabama,156.2,07/25/2018,1027.6,06/05/2018,557.87
Secret World Live,114.8,06/18/2018,143.8,07/17/2018,25.26
Woody Guthrie,1323.8,06/12/2018,2714.6,07/14/2018,105.06
"Blood, Sweat & Tears (Blood, Sweat & Tears album)",133.6,06/29/2018,156.6,07/22/2018,17.22
Stevie Wonder,4586.2,06/12/2018,6326.6,06/25/2018,37.95
Estate tax in the United States,728.8,06/30/2018,787.0,06/14/2018,7.99
Artie Shaw,489.0,06/27/2018,1197.6,07/14/2018,144.91
Sesame Street Presents: Follow That Bird,99.6,06/12/2018,152.4,06/03/2018,53.01
FBI,299.2,06/22/2018,889.6,07/15/2018,197.33
Florence and the Machine,2373.6,07/25/2018,12573.2,06/29/2018,429.71
Ma Rainey,135.0,07/26/2018,416.4,06/13/2018,208.44
Songwriters Hall of Fame,234.4,06/27/2018,350.2,06/15/2018,49.4
Heaven Can Wait (Michael Jackson song),36.6,06/08/2018,46.0,07/12/2018,25.68
Man in the Mirror,459.4,06/18/2018,0.0,06/01/2018,-100.0
Robin Gibb,1967.0,07/11/2018,5331.8,06/26/2018,171.06
David Paich,789.2,07/02/2018,976.0,06/25/2018,23.67
In-A-Gadda-Da-Vida (album),146.6,06/22/2018,265.0,06/14/2018,80.76
