File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Insurrection,94.8,07/08/2018,133.8,07/21/2018,41.14
Misuse,7.6,06/23/2018,12.4,07/12/2018,63.16
Jack Posobiec,210.4,07/14/2018,1345.8,07/21/2018,539.64
Suicide of Vince Foster,389.6,06/24/2018,5030.8,07/22/2018,1191.27
The Hill (newspaper),792.2,08/05/2018,1591.0,07/19/2018,100.83
Tea Party movement,1331.6,06/23/2018,1859.8,07/13/2018,39.67
Pepe the Frog,1978.2,07/31/2018,2730.8,06/25/2018,38.04
Elizabeth Trump Grau,63.2,08/11/2018,238.4,07/09/2018,277.22
The Apprentice (U.S. season 5),48.6,06/28/2018,74.8,08/07/2018,53.91
Trump International Hotel and Tower (Chicago),758.2,06/21/2018,1055.0,07/17/2018,39.15
Wikistrat,35.0,07/07/2018,0.0,06/19/2018,-100.0
People (magazine),1510.2,07/06/2018,3563.0,08/03/2018,135.93
Donald Trump Jr.,5295.8,07/03/2018,11255.8,07/20/2018,112.54
Cato Institute,585.6,07/28/2018,858.4,08/01/2018,46.58
White supremacy,1422.0,06/23/2018,2593.2,08/12/2018,82.36
YouTube,22672.6,06/23/2018,33313.6,07/24/2018,46.93
QAnon,0.0,06/18/2018,56000.4,08/02/2018,0
Simon and Schuster,22.4,06/22/2018,41.2,07/13/2018,83.93
Matt Gaetz,256.2,06/23/2018,4223.0,07/13/2018,1548.32
Antisemitism,2331.0,07/03/2018,5640.2,08/01/2018,141.96
Vanessa Trump,2012.6,07/03/2018,4369.6,07/20/2018,117.11
United States Secretary of the Interior,327.2,06/23/2018,445.6,08/04/2018,36.19
Freedom of Information Act (United States),445.6,08/04/2018,755.2,06/25/2018,69.48
Rob Goldstone,54.2,07/08/2018,274.0,07/27/2018,405.54
Zimbabwe,4953.0,07/07/2018,14974.4,08/02/2018,202.33
Los Angeles Times,921.0,08/04/2018,0.0,06/18/2018,-100.0
Fox News,2684.0,07/07/2018,4951.4,06/20/2018,84.48
Mary Anne MacLeod Trump,1122.6,08/12/2018,22687.6,06/25/2018,1920.99
Electoral College,40.8,07/07/2018,63.8,07/27/2018,56.37
Rinat Akhmetshin,23.4,06/23/2018,108.2,07/27/2018,362.39
New York Daily News,734.2,07/03/2018,3536.6,07/24/2018,381.69
Robert Mueller,3271.6,07/01/2018,12423.8,08/02/2018,279.75
WikiLeaks,1501.2,06/23/2018,3128.2,07/21/2018,108.38
2017 Westminster attack,1791.4,08/11/2018,1719.4,08/12/2018,-4.02
US Magazine,5.2,08/09/2018,7.6,07/24/2018,46.15
Democratic Party (United States),5580.8,07/07/2018,7103.4,06/27/2018,27.28
Podesta emails,236.8,07/03/2018,1787.4,07/14/2018,654.81
People for the Ethical Treatment of Animals,947.6,07/21/2018,1084.8,08/10/2018,14.48
The Wall Street Journal,1450.2,08/04/2018,1898.4,07/17/2018,30.91
Skittles (confectionery),432.0,06/23/2018,518.4,07/25/2018,20.0
Trevor Noah,4542.8,07/16/2018,12342.4,07/19/2018,171.69
Trump Tower,1618.2,06/30/2018,2191.8,07/13/2018,35.45
Stripper,1212.6,08/04/2018,1467.0,06/24/2018,20.98
Julian Assange,3111.0,07/12/2018,8111.6,07/22/2018,160.74
HuffPost,728.0,07/01/2018,1120.8,07/12/2018,53.96
Ike Kaveladze,9.8,06/22/2018,63.8,08/06/2018,551.02
David Hogg,47.6,08/02/2018,86.4,07/23/2018,81.51
The Political Cesspool,38.0,07/14/2018,99.6,08/06/2018,162.11
San Francisco Chronicle,342.8,06/23/2018,387.6,07/30/2018,13.07
The Guardian,3086.2,08/02/2018,3383.6,08/07/2018,9.64
C-SPAN,406.6,07/07/2018,528.2,08/01/2018,29.91
Citizens for Responsibility and Ethics in Washington,123.4,07/29/2018,122.2,07/31/2018,-0.97
Maryanne Trump Barry,842.4,08/11/2018,14293.2,07/09/2018,1596.72
Forbes,2039.2,06/23/2018,2534.0,07/30/2018,24.26
Family of Donald Trump,2872.2,08/08/2018,5648.6,07/13/2018,96.66
Attorney General for the District of Columbia,9.8,07/21/2018,28.6,07/25/2018,191.84
Cambridge Who's Who,0.0,06/19/2018,27.4,06/21/2018,0
Marla Maples,4218.0,07/03/2018,7046.0,07/13/2018,67.05
Total war,636.2,07/07/2018,840.0,07/01/2018,32.03
Nick Fuentes,334.0,06/27/2018,705.2,07/15/2018,111.14
White House Chief of Staff,795.2,07/03/2018,1071.6,07/31/2018,34.76
Greg Gianforte,282.0,06/23/2018,518.6,08/08/2018,83.9
Timeline of Russian interference in the 2016 United States elections,283.6,06/24/2018,1232.4,07/17/2018,334.56
Maxine Waters,1318.6,06/22/2018,33899.2,06/26/2018,2470.85
Kimberly Guilfoyle,4748.0,07/11/2018,22795.2,07/27/2018,380.1
The Hollywood Reporter,563.4,06/29/2018,570.6,06/30/2018,1.28
Snopes.com,811.4,07/14/2018,0.0,06/19/2018,-100.0
Rudy Giuliani,1627.2,07/17/2018,13860.8,07/31/2018,751.82
Special counsel,22.4,06/23/2018,70.2,08/02/2018,213.39
The New York Times Best Seller list,763.4,06/22/2018,861.8,07/09/2018,12.89
Roseanne Barr,1664.4,08/11/2018,15663.6,07/27/2018,841.1
Pfizer,1447.4,07/01/2018,3749.0,07/30/2018,159.02
United States Capitol,1401.2,06/23/2018,1894.4,07/24/2018,35.2
Hunter Biden,212.8,06/24/2018,490.4,07/30/2018,130.45
40 Wall Street,384.2,08/11/2018,598.6,07/28/2018,55.8
Mike Cernovich,448.8,07/14/2018,14664.2,07/22/2018,3167.42
The Washington Post,2691.0,07/03/2018,3455.8,07/28/2018,28.42
"Virginia gubernatorial election, 2017",227.6,06/24/2018,324.0,07/30/2018,42.36
Pat Toomey,364.6,06/24/2018,625.4,07/17/2018,71.53
Forced entry,4.8,06/22/2018,4.6,06/21/2018,-4.17
New York (magazine),558.0,07/08/2018,613.0,07/09/2018,9.86
Trump Park Avenue,79.8,07/07/2018,69.6,07/06/2018,-12.78
"The Telegraph (Alton, Illinois)",14.2,07/03/2018,21.8,07/25/2018,53.52
Arlington National Cemetery,1415.6,06/22/2018,22262.0,08/11/2018,1472.62
Mark Meadows,13.2,07/23/2018,84.0,07/26/2018,536.36
George Nader (businessman),89.8,07/28/2018,182.6,08/10/2018,103.34
Wharton School,68.4,07/07/2018,112.2,07/25/2018,64.04
The Daily Telegraph,1129.6,06/22/2018,1403.0,07/31/2018,24.2
The Kansas City Star,86.8,07/03/2018,110.8,08/08/2018,27.65
Vanessa Haydon,907.8,07/03/2018,1805.8,07/20/2018,98.92
