File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Frederick Douglass,4387.0,10/10/2020,6504.0,10/03/2020,48.26
Thurgood Marshall,14560.2,08/27/2020,24672.8,08/29/2020,69.45
Jacqueline Cochran,171.4,09/03/2020,231.0,10/06/2020,34.77
Stone Court (judges),25.4,09/11/2020,284.4,09/19/2020,1019.69
Center for Advanced Study in the Behavioral Sciences,25.4,09/08/2020,187.2,09/19/2020,637.01
List of United States Supreme Court cases by the Taney Court,11.0,09/07/2020,62.0,09/21/2020,463.64
Dean (education),409.8,08/29/2020,623.4,09/24/2020,52.12
Samuel Blatchford,23.8,08/25/2020,124.6,09/19/2020,423.53
The Star-Spangled Banner,4100.6,10/04/2020,9933.6,09/11/2020,142.25
Cleveland Museum of Natural History,43.4,09/10/2020,89.8,09/19/2020,106.91
Edward Douglass White,0.0,08/22/2020,1051.8,09/19/2020,0
Harriet Beecher Stowe,1286.6,10/03/2020,1478.8,10/05/2020,14.94
Social Security Administration,544.4,10/04/2020,783.0,08/31/2020,43.83
Jane Cunningham Croly,14.0,10/14/2020,15.0,09/06/2020,7.14
Eleanor Roosevelt,3375.4,09/18/2020,4419.2,10/15/2020,30.92
John Marshall Harlan,218.4,09/04/2020,773.2,09/19/2020,254.03
Don Nickles,57.8,09/14/2020,536.4,09/20/2020,828.03
Eleanor K. Baum,10.2,10/10/2020,12.4,09/06/2020,21.57
Second inauguration of Bill Clinton,39.0,10/11/2020,86.8,09/19/2020,122.56
Andrew Jackson,5751.2,09/11/2020,8629.8,10/14/2020,50.05
Katharine McCormick,53.6,09/18/2020,129.6,08/27/2020,141.79
David Getches,6.0,09/18/2020,18.2,09/24/2020,203.33
Blanche Scott,19.2,08/24/2020,28.2,09/01/2020,46.88
Antoinette Brown Blackwell,35.4,09/05/2020,71.6,09/15/2020,102.26
Infobase Publishing,57.0,10/04/2020,67.4,09/11/2020,18.25
Norwegian Association for Women's Rights,10.2,08/30/2020,18.4,10/05/2020,80.39
Robert Trimble,17.6,09/13/2020,201.6,09/19/2020,1045.45
Separation of church and state,1247.8,09/12/2020,2239.6,09/27/2020,79.48
Frontiero v. Richardson,33.8,09/05/2020,2328.6,09/19/2020,6789.35
"Progressive Party (United States, 1912)",1085.4,09/12/2020,1786.6,09/30/2020,64.6
Fourth Amendment to the United States Constitution,0.0,08/22/2020,5425.4,10/14/2020,0
Henry Billings Brown,0.0,08/22/2020,181.2,09/19/2020,0
Microsoft News,0.0,08/23/2020,38.6,10/06/2020,0
La fille du régiment,85.4,09/01/2020,493.6,09/17/2020,477.99
Albert Sacks,9.6,09/08/2020,714.4,09/19/2020,7341.67
National Democratic Party (United States),50.6,09/16/2020,70.8,09/28/2020,39.92
Third Way,821.4,10/10/2020,1092.8,09/07/2020,33.04
Marian Anderson,370.0,09/19/2020,496.0,10/02/2020,34.05
Internet meme,2892.0,10/03/2020,3708.8,09/12/2020,28.24
Rehnquist Court,102.2,09/05/2020,3343.8,09/19/2020,3171.82
Bachelor of Laws,1182.6,09/12/2020,4935.6,09/19/2020,317.35
Safford Unified School District v. Redding,0.0,08/22/2020,898.6,09/19/2020,0
Ellen Swallow Richards,71.8,10/04/2020,107.6,09/09/2020,49.86
John Dewey,0.0,08/23/2020,2078.8,09/28/2020,0
Liberalism in the United States,515.4,09/13/2020,2259.2,09/19/2020,338.34
Ida B. Wells,1372.4,10/03/2020,0.0,08/23/2020,-100.0
Cesar Chavez,0.0,08/22/2020,3567.2,09/18/2020,0
Beatrice Hicks,16.0,09/02/2020,24.0,08/30/2020,50.0
Dorothy Day,537.8,09/12/2020,912.8,08/25/2020,69.73
Dorothea Dix,0.0,08/22/2020,428.6,09/15/2020,0
List of United States Supreme Court cases by the Fuller Court,11.4,08/29/2020,39.0,09/21/2020,242.11
Walter Mondale,2468.4,09/16/2020,6972.4,10/08/2020,182.47
Dorothy Hansine Andersen,20.4,09/07/2020,118.4,08/25/2020,480.39
Matilda Cuomo,328.8,09/28/2020,1343.8,09/17/2020,308.7
Current Affairs (magazine),166.6,08/31/2020,224.6,10/13/2020,34.81
Louise McManus,10.4,09/01/2020,12.0,08/27/2020,15.38
Reform Judaism,919.0,09/05/2020,1271.0,09/28/2020,38.3
Law clerk,248.2,09/13/2020,1907.8,09/26/2020,668.65
Thomas Jefferson,9888.0,09/04/2020,11635.8,10/05/2020,17.68
DePaul University,540.2,09/18/2020,845.0,10/08/2020,56.42
Maria Tallchief,157.8,09/12/2020,400.0,09/18/2020,153.49
Gore Vidal,1602.2,09/18/2020,2123.2,10/03/2020,32.52
Media bias in the United States,934.0,09/19/2020,2086.8,09/30/2020,123.43
Oneida Indian Nation,86.0,10/15/2020,539.2,09/03/2020,526.98
Washington Concert Opera,2.4,08/30/2020,14.6,09/21/2020,508.33
Gloria Yerkovich,8.4,09/07/2020,16.2,09/20/2020,92.86
Potter Stewart,304.8,09/04/2020,2499.8,09/19/2020,720.14
Kate Stoneman,8.6,09/05/2020,14.6,08/27/2020,69.77
113th United States Congress,308.6,09/05/2020,1705.0,09/19/2020,452.5
Linda Hirshman,9.0,09/08/2020,53.8,09/19/2020,497.78
Laches (equity),145.6,10/11/2020,186.6,09/02/2020,28.16
Emily Howell Warner,35.6,10/14/2020,60.0,08/26/2020,68.54
Indra Nooyi,1043.0,10/04/2020,1374.8,09/21/2020,31.81
Al Sharpton,1427.2,10/13/2020,7223.8,08/28/2020,406.15
Right-wing politics,0.0,08/22/2020,4906.6,09/30/2020,0
List of law clerks of the Supreme Court of the United States (Seat 6),0.0,08/22/2020,3406.6,09/25/2020,0
Gertrude Ederle,138.8,09/19/2020,208.4,09/24/2020,50.14
Samuel Hooper,10.2,09/14/2020,22.4,09/25/2020,119.61
Edward Terry Sanford,30.4,08/28/2020,218.0,09/19/2020,617.11
Law review,97.0,09/08/2020,635.4,09/19/2020,555.05
ThinkProgress,64.0,09/19/2020,87.0,09/30/2020,35.94
William Burnham Woods,19.0,09/13/2020,202.2,09/19/2020,964.21
Herbert C. Hoover Building,42.0,10/01/2020,75.2,09/17/2020,79.05
Social equality,426.8,09/05/2020,643.8,09/20/2020,50.84
Theodore Roosevelt,11272.8,09/01/2020,18943.8,08/27/2020,68.05
National Urban League,113.6,10/10/2020,176.0,09/29/2020,54.93
Reuters,0.0,08/22/2020,2166.2,08/26/2020,0
Gonzales v. Carhart,66.0,09/05/2020,1145.6,09/19/2020,1635.76
Helen LaKelly Hunt,34.0,10/10/2020,59.8,08/29/2020,75.88
Constitution of South Africa,492.6,09/05/2020,726.6,09/21/2020,47.5
Douglas MacArthur,3212.0,10/10/2020,4664.8,09/02/2020,45.23
Zachary Taylor,2710.6,09/26/2020,6357.4,10/02/2020,134.54
Due process,711.0,10/04/2020,1080.6,08/27/2020,51.98
Florence R. Sabin,29.0,10/01/2020,46.8,09/03/2020,61.38
Civil rights movement,0.0,08/22/2020,2949.8,09/15/2020,0
United States Attorney General,2190.6,09/16/2020,2479.2,09/17/2020,13.17
Charles Evans Whittaker,60.6,09/05/2020,1588.6,09/19/2020,2521.45
William Henry Moody,44.2,09/11/2020,157.8,09/19/2020,257.01
Los Angeles Times,1103.6,09/05/2020,1384.6,09/28/2020,25.46
Katherine Siva Saubel,11.2,09/12/2020,22.2,09/28/2020,98.21
Lynn Gilbert,10.2,08/31/2020,234.4,09/19/2020,2198.04
Antonia Novello,186.4,09/13/2020,348.0,10/01/2020,86.7
Olmstead v. L.C.,60.0,09/05/2020,7709.2,09/19/2020,12748.67
Constance Baker Motley,71.6,09/11/2020,205.6,09/14/2020,187.15
Stephen Colbert,2788.8,09/07/2020,6181.0,08/28/2020,121.64
Belva Ann Lockwood,64.2,09/12/2020,181.6,09/22/2020,182.87
Law journal,3.8,09/08/2020,23.4,09/20/2020,515.79
Robert C. Byrd,66.8,09/29/2020,118.6,10/13/2020,77.54
John Kerry,3168.8,09/14/2020,5219.2,09/09/2020,64.71
Economic liberalism,0.0,08/22/2020,1134.0,10/13/2020,0
Sargent Shriver,767.6,09/17/2020,1094.8,09/02/2020,42.63
Oyez Project,18.6,09/03/2020,88.6,09/19/2020,376.34
"Flatbush, Brooklyn",961.0,09/17/2020,1336.8,09/19/2020,39.11
Linda G. Alvarado,20.2,09/07/2020,30.8,08/25/2020,52.48
Korean War,7874.4,09/19/2020,9617.4,09/21/2020,22.14
New Girl (season 7),677.2,09/11/2020,752.8,10/11/2020,11.16
Eunice Kennedy Shriver,1291.0,09/17/2020,2344.0,09/02/2020,81.56
Patricia Roberts Harris,96.2,09/15/2020,136.8,09/19/2020,42.2
Democratic Party (United States),12399.2,09/12/2020,24934.8,10/08/2020,101.1
Emily Dickinson,0.0,08/22/2020,3062.2,10/08/2020,0
Gabriel Duvall,0.0,08/23/2020,143.6,09/19/2020,0
Rita R. Colwell,42.0,09/12/2020,74.8,08/31/2020,78.1
Americans with Disabilities Act of 1990,839.6,10/03/2020,983.2,08/28/2020,17.1
Dwight D. Eisenhower,11902.2,09/12/2020,12182.2,09/13/2020,2.35
Conservative liberalism,0.0,08/22/2020,399.4,09/04/2020,0
Hot dog,1606.0,10/02/2020,1859.0,09/07/2020,15.75
James Clark McReynolds,0.0,08/22/2020,806.0,09/23/2020,0
Alpha Epsilon Phi,96.0,09/13/2020,1848.0,09/19/2020,1825.0
Bushrod Washington,111.2,09/15/2020,387.0,09/19/2020,248.02
The Wall Street Journal,1843.6,09/26/2020,2237.6,09/30/2020,21.37
Lewis F. Powell Jr.,294.8,09/05/2020,2023.6,09/19/2020,586.43
"List of United States Supreme Court cases, volume 518",4.8,10/13/2020,75.8,09/19/2020,1479.17
"List of United States Supreme Court cases, volume 530",4.4,10/11/2020,67.4,09/21/2020,1431.82
American Humanist Association,112.0,09/02/2020,119.2,08/28/2020,6.43
Gilded Age,0.0,08/22/2020,2215.6,09/14/2020,0
Morrison Waite,0.0,08/22/2020,674.6,09/19/2020,0
Jane Addams,670.0,08/29/2020,1011.0,09/06/2020,50.9
Ruth Benedict,233.8,08/29/2020,382.2,10/12/2020,63.47
Donna de Varona,56.8,08/28/2020,166.2,09/26/2020,192.61
Nodule (medicine),154.4,09/26/2020,158.0,09/24/2020,2.33
Lund University,318.8,10/03/2020,446.6,09/19/2020,40.09
Voting Rights Act of 1965,1523.2,09/05/2020,3681.4,10/14/2020,141.69
Sojourners,59.8,09/16/2020,85.4,09/07/2020,42.81
Doubleday (publisher),213.6,10/03/2020,553.6,10/14/2020,159.18
Robert Cooper Grier,32.2,08/25/2020,152.0,09/19/2020,372.05
Lucy Stone,164.6,09/12/2020,309.0,08/27/2020,87.73
Demographics of the Supreme Court of the United States,363.6,09/05/2020,17213.4,09/19/2020,4634.16
Margaret Fuller,262.8,10/03/2020,287.4,09/29/2020,9.36
American Revolutionary War,6974.0,10/03/2020,0.0,08/22/2020,-100.0
List of United States Supreme Court cases by the Waite Court,12.0,08/26/2020,38.0,09/21/2020,216.67
Radiation therapy,719.6,09/05/2020,930.2,08/29/2020,29.27
Lynda Johnson Robb,14.4,08/30/2020,439.4,09/19/2020,2951.39
Sonia Sotomayor,1964.6,09/07/2020,49369.2,09/19/2020,2412.94
United States Department of Justice,1179.8,09/06/2020,2078.4,10/08/2020,76.17
"Progressive Party (United States, 1948)",201.6,09/17/2020,1416.8,10/11/2020,602.78
Center for American Progress,306.0,09/27/2020,352.0,08/27/2020,15.03
William Strong (Pennsylvania judge),20.6,09/13/2020,157.8,09/21/2020,666.02
Wiley Rutledge,5.4,09/02/2020,18.4,09/19/2020,240.74
Women's rights,961.0,09/05/2020,2365.6,09/19/2020,146.16
Civil procedure,187.8,09/05/2020,0.0,08/23/2020,-100.0
Signs (journal),21.0,08/29/2020,31.4,09/24/2020,49.52
Franklin D. Roosevelt,16366.8,09/03/2020,27547.6,10/02/2020,68.31
HuffPost,1033.2,08/30/2020,1230.6,09/15/2020,19.11
Cape Town,2471.2,10/03/2020,2894.2,09/14/2020,17.12
The Guardian,0.0,08/23/2020,5025.2,09/15/2020,0
Eudora Welty,300.6,10/08/2020,334.0,09/29/2020,11.11
Horace Harmon Lurton,12.2,09/11/2020,109.2,09/19/2020,795.08
C-SPAN,0.0,08/23/2020,5117.8,09/30/2020,0
Abe Fortas,186.6,09/04/2020,3682.6,09/19/2020,1873.53
Dorothy Height,172.6,10/11/2020,291.8,08/28/2020,69.06
James Moore Wayne,28.6,09/13/2020,176.8,09/19/2020,518.18
John Henry Wigmore,18.6,10/11/2020,72.4,09/19/2020,289.25
Mary Carson Breckinridge,46.8,10/02/2020,162.0,09/14/2020,246.15
Deadpool,2311.6,08/26/2020,3414.2,09/26/2020,47.7
Forbes,2299.2,10/04/2020,3208.2,09/16/2020,39.54
Annie Dodge Wauneka,19.6,09/17/2020,35.2,08/27/2020,79.59
Solicitor General of the United States,304.6,09/04/2020,1382.0,09/19/2020,353.71
Grace Hopper,0.0,08/23/2020,1937.2,09/09/2020,0
