File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Iain Duncan Smith,752.4,05/28/2016,5801.6,06/24/2016,671.08
Conservatives for Britain,27.0,05/28/2016,163.2,06/24/2016,504.44
Elections in Luxembourg,20.4,06/12/2016,32.0,05/31/2016,56.86
Foreign relations of the European Union,80.8,07/09/2016,383.2,06/24/2016,374.26
Matthew Barzun,161.2,05/28/2016,1253.4,07/03/2016,677.54
European Union and the United Nations,101.4,05/28/2016,763.4,06/24/2016,652.86
Prüm Convention,27.2,07/17/2016,111.4,06/24/2016,309.56
Local government in Wales,155.8,06/18/2016,347.4,06/12/2016,122.98
Daniel Hannan,266.4,07/19/2016,5564.8,06/24/2016,1988.89
Netherlands,11179.8,07/16/2016,14959.8,06/24/2016,33.81
The Royal Bank of Scotland Group,191.2,07/16/2016,925.8,06/27/2016,384.21
UK Independence Party,1421.6,05/28/2016,26220.8,06/24/2016,1744.46
Joko Widodo,782.4,07/02/2016,1584.2,06/21/2016,102.48
United Ireland,0.0,05/27/2016,7467.6,06/24/2016,0
Acts of Union 1707,700.0,05/28/2016,2792.4,06/24/2016,298.91
David Cameron,5215.4,05/28/2016,120334.6,06/24/2016,2207.29
Priti Patel,0.0,05/27/2016,10071.4,07/14/2016,0
Foreign relations of Latvia,23.6,06/09/2016,26.2,07/14/2016,11.02
Elections in Bulgaria,32.2,06/16/2016,43.0,07/05/2016,33.54
Isle of Man,0.0,05/26/2016,10039.6,06/24/2016,0
Jo Swinson,35.4,06/12/2016,0.0,05/26/2016,-100.0
United Russia,786.2,07/02/2016,910.6,06/14/2016,15.82
Constitution of Ireland,175.0,05/28/2016,353.2,06/24/2016,101.83
Vodafone,10737.8,07/16/2016,12026.2,06/29/2016,12.0
Greece–United Kingdom relations,38.6,07/16/2016,48.0,06/24/2016,24.35
Michael Froman,110.6,06/04/2016,191.0,05/31/2016,72.69
British nationality law,725.2,07/16/2016,2759.6,06/24/2016,280.53
Elections in Lithuania,22.4,07/10/2016,37.4,07/13/2016,66.96
Euroscepticism in the United Kingdom,89.8,07/20/2016,2944.4,06/24/2016,3178.84
