File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Elizabeth II,29351.6,06/26/2020,54009.4,06/13/2020,84.01
"Glynn County, Georgia",153.0,06/27/2020,3753.0,05/08/2020,2352.94
2019–20 Premier League,5032.0,05/20/2020,32265.6,06/26/2020,541.21
American Dialect Society,35.6,06/28/2020,84.6,06/14/2020,137.64
Yes! (U.S. magazine),26.8,05/19/2020,80.6,06/03/2020,200.75
Federal government of the United States,2082.0,06/28/2020,4118.4,06/02/2020,97.81
Priti Patel,2192.6,05/07/2020,30107.0,06/08/2020,1273.12
Democracy Alliance,62.2,05/10/2020,142.6,06/29/2020,129.26
Federal Aviation Administration,682.6,06/21/2020,1151.6,05/27/2020,68.71
The Canadian Encyclopedia,91.8,06/26/2020,135.2,05/09/2020,47.28
"Newark, New Jersey",1514.6,06/26/2020,2144.4,05/31/2020,41.58
Woodhouse Moor,15.8,05/29/2020,1176.4,06/09/2020,7345.57
Shooting of Alton Sterling,0.0,05/05/2020,15639.2,06/03/2020,0
Denver,3148.2,06/20/2020,4263.8,05/31/2020,35.44
White Privilege II,36.2,05/19/2020,412.8,06/02/2020,1040.33
The Commercial Appeal,52.2,06/17/2020,75.2,06/03/2020,44.06
Velma Scantlebury,12.6,06/17/2020,56.4,05/27/2020,347.62
Toronto Star,369.8,05/22/2020,934.2,05/27/2020,152.62
The Hill (newspaper),1551.4,05/24/2020,4633.2,06/04/2020,198.65
Michael Jackson,21169.0,05/28/2020,34514.6,06/25/2020,63.04
"Hands up, don't shoot",182.2,05/24/2020,4967.4,06/02/2020,2626.34
Shooting of Ezell Ford,52.8,05/20/2020,2378.2,06/05/2020,4404.17
Ella Baker Center for Human Rights,11.4,05/17/2020,100.4,06/04/2020,780.7
Hashtag,1784.0,05/23/2020,3191.0,06/09/2020,78.87
Now (newspaper),39.4,06/22/2020,54.4,06/03/2020,38.07
Johnetta Elzie,39.4,05/15/2020,3557.8,06/05/2020,8929.95
"North Charleston, South Carolina",168.6,05/20/2020,263.2,06/11/2020,56.11
Aboriginal deaths in custody,37.4,05/23/2020,6140.8,06/06/2020,16319.25
Violent Crime Control and Law Enforcement Act,366.8,05/17/2020,10068.6,06/05/2020,2644.98
Ryan Fournier,9.0,05/20/2020,26.8,06/23/2020,197.78
Atlanta University Center,77.8,05/23/2020,0.0,05/05/2020,-100.0
Transgender,5188.2,05/31/2020,9456.2,06/11/2020,82.26
NBA,274.8,06/22/2020,666.8,05/19/2020,142.65
Dunedin,689.8,06/05/2020,1081.4,06/13/2020,56.77
"Bloomington, Minnesota",210.2,06/23/2020,598.2,05/29/2020,184.59
Social movement,605.2,06/27/2020,808.8,06/15/2020,33.64
"Tulsa, Oklahoma",1973.0,05/07/2020,23810.0,06/20/2020,1106.79
Social & Legal Studies,5.0,06/18/2020,6.6,05/07/2020,32.0
WKSU,14.8,05/19/2020,37.0,06/22/2020,150.0
Toronto,5100.0,06/26/2020,6876.0,05/08/2020,34.82
Philadelphia,4651.8,06/26/2020,7019.2,05/31/2020,50.89
Al Sharpton,0.0,05/06/2020,44441.0,06/04/2020,0
Death of Rashan Charles,20.8,05/20/2020,1739.8,06/02/2020,8264.42
Racism in the United States,1926.8,05/16/2020,15859.2,06/02/2020,723.08
White supremacy,2220.2,05/15/2020,21082.2,06/01/2020,849.56
Otago Daily Times,37.4,05/22/2020,50.2,06/11/2020,34.22
Toronto Police Service,246.4,05/16/2020,1024.6,06/08/2020,315.83
Death of Edson Da Costa,31.6,05/15/2020,1946.6,06/02/2020,6060.13
Muhammad Yunus,604.8,06/13/2020,808.2,06/28/2020,33.63
Murder of Jordan Edwards,115.6,05/24/2020,4864.6,05/29/2020,4108.13
Reuters,2096.2,05/23/2020,3484.8,06/11/2020,66.24
