File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Solidarity (United States),10.2,06/11/2018,22.4,05/31/2018,119.61
Brad Sherman,109.4,06/23/2018,1087.4,07/19/2018,893.97
Harry Haywood,37.6,06/13/2018,56.6,07/14/2018,50.53
Joe Crowley,6.4,06/10/2018,1023.4,06/27/2018,15890.62
LGBTQ community,7.8,06/22/2018,15.4,06/30/2018,97.44
A People's History of the United States,448.4,06/16/2018,841.6,06/30/2018,87.69
Paul Gosar,91.4,07/03/2018,2015.0,07/13/2018,2104.6
Martin Abern,5.4,06/24/2018,13.8,07/01/2018,155.56
BBC 100 Women,4.6,06/02/2018,4.8,06/07/2018,4.35
American Defense Society,11.8,07/03/2018,10.6,07/05/2018,-10.17
Monopoly Capital,24.4,06/26/2018,55.2,06/16/2018,126.23
Eugene V. Debs,597.0,06/24/2018,924.0,06/06/2018,54.77
Neal Dunn,50.8,06/03/2018,96.2,07/18/2018,89.37
Caenorhabditis elegans,355.8,07/15/2018,444.4,06/11/2018,24.9
Woody Guthrie,1323.8,06/12/2018,2714.6,07/14/2018,105.06
Dutch Ruppersberger,70.6,06/09/2018,171.0,06/29/2018,142.21
The Times of Israel,110.6,07/08/2018,156.0,06/06/2018,41.05
Kathy Castor,73.8,06/09/2018,103.4,07/19/2018,40.11
Amata Coleman Radewagen,54.0,06/03/2018,171.8,07/09/2018,218.15
Ayanna Pressley,60.6,06/16/2018,611.4,06/27/2018,908.91
Steve Womack,72.8,07/21/2018,120.0,06/20/2018,64.84
John Reed (journalist),338.2,06/15/2018,463.6,06/30/2018,37.08
Mark DeSaulnier,68.6,06/17/2018,664.6,07/12/2018,868.8
Michael McCaul,91.6,06/03/2018,300.8,06/24/2018,228.38
Joaquin Castro,18.2,07/21/2018,24.4,06/20/2018,34.07
Title of Nobility Clause,259.8,06/17/2018,1007.2,06/28/2018,287.68
The Hill (newspaper),710.2,06/09/2018,1591.0,07/19/2018,124.02
Tea Party movement,1223.0,06/16/2018,1859.8,07/13/2018,52.07
Job guarantee,54.2,06/16/2018,501.4,06/28/2018,825.09
New Left,478.2,06/16/2018,0.0,05/29/2018,-100.0
Contraception,166.4,06/03/2018,190.8,07/07/2018,14.66
Chief of staff,421.8,06/16/2018,587.6,06/05/2018,39.31
Chris Stewart (politician),83.6,06/03/2018,248.4,07/17/2018,197.13
Derek Kilmer,72.2,07/15/2018,123.4,06/29/2018,70.91
Pete Sessions,144.0,06/02/2018,475.4,07/18/2018,230.14
David Kustoff,54.8,06/03/2018,123.2,07/12/2018,124.82
American Enterprise Institute,338.4,06/30/2018,592.4,07/08/2018,75.06
Dorothy Day,381.4,07/20/2018,789.0,07/08/2018,106.87
Jimmy Gomez,93.6,06/23/2018,620.2,07/12/2018,562.61
Pramila Jayapal,286.6,06/03/2018,3339.6,06/29/2018,1065.25
American Labor Party,48.2,06/02/2018,0.0,05/29/2018,-100.0
Jared Huffman,82.8,06/16/2018,195.0,06/06/2018,135.51
Jeff Jackson (politician),23.4,06/16/2018,120.6,06/02/2018,415.38
Joe Lieberman,562.0,06/15/2018,2869.4,07/18/2018,410.57
Raul Ruiz (politician),91.2,06/23/2018,183.0,07/07/2018,100.66
Socialist Alternative (United States),85.2,06/03/2018,190.2,06/13/2018,123.24
Psychotherapy,1291.6,06/17/2018,1415.4,06/21/2018,9.59
Current Affairs (magazine),78.4,07/01/2018,148.8,06/21/2018,89.8
Social Democracy of America,22.6,06/10/2018,33.0,07/10/2018,46.02
House Minority Leader,3.6,07/23/2018,16.8,06/20/2018,366.67
Jack Barnes,11.0,07/23/2018,20.8,06/23/2018,89.09
Transgender,4442.4,05/31/2018,6190.4,07/22/2018,39.35
Debbie Dingell,112.2,06/09/2018,428.0,07/12/2018,281.46
Michelle Caruso-Cabrera,67.0,06/03/2018,213.8,07/18/2018,219.1
Jim McGovern (American politician),62.4,06/16/2018,113.2,07/11/2018,81.41
Dan Meuser,19.0,07/15/2018,20.8,06/05/2018,9.47
French Hill (politician),56.4,06/09/2018,303.4,07/18/2018,437.94
