File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Al-Dumayr offensive (April 2016),30.4,04/06/2018,76.8,03/24/2018,152.63
Iran–Oman relations,30.8,03/03/2018,29.6,03/02/2018,-3.9
Tunisian Ba'ath Movement,15.6,03/17/2018,18.4,02/26/2018,17.95
Syrian Arab Army,0.0,02/18/2018,506.0,04/14/2018,0
Abu Layla,28.6,02/22/2018,59.8,03/21/2018,109.09
Abu Humam al-Shami,28.4,02/24/2018,74.8,03/02/2018,163.38
Hittites,1500.4,04/06/2018,2023.6,03/17/2018,34.87
Donald Trump's disclosures of classified information,73.0,02/26/2018,747.6,03/23/2018,924.11
Obama–Medvedev Commission,3.4,04/12/2018,0.0,02/19/2018,-100.0
Operation al-Shabah,0.0,02/18/2018,39.4,04/04/2018,0
Daraa and As-Suwayda offensive (June 2015),0.0,02/18/2018,25.0,03/14/2018,0
April 2015 Qalamoun incident,7.2,03/27/2018,10.6,04/14/2018,47.22
2009 Sudan airstrikes,13.6,03/15/2018,40.2,03/22/2018,195.59
Bureau of Near Eastern Affairs,15.4,04/14/2018,34.4,03/15/2018,123.38
Direct democracy,876.8,03/31/2018,1516.2,03/05/2018,72.92
Al-Qusayr offensive,36.4,02/24/2018,33.0,04/14/2018,-9.34
Astana,1295.0,04/07/2018,1636.0,03/18/2018,26.33
Netherlands,12131.2,04/07/2018,0.0,02/19/2018,-100.0
Quneitra offensive (June 2015),0.0,02/18/2018,19.0,03/02/2018,0
Diversity (politics),57.4,04/14/2018,189.0,03/14/2018,229.27
Iran–United States relations after 1979,12.4,04/07/2018,19.0,03/19/2018,53.23
Center on Global Interests,15.0,04/05/2018,17.0,04/08/2018,13.33
2017 Russian Air Force Al-Bab incident,26.4,03/11/2018,32.6,03/04/2018,23.48
Iranian involvement in the Syrian Civil War,146.2,03/23/2018,517.6,04/14/2018,254.04
The Times of Israel,113.2,03/18/2018,161.0,03/22/2018,42.23
Iraq,4536.8,03/17/2018,3469.2,04/14/2018,-23.53
Gaza–Israel conflict,258.2,03/16/2018,717.8,03/31/2018,178.0
Abu Ali al-Anbari,167.4,03/09/2018,167.4,04/14/2018,0.0
Kurdistan Democratic Party,235.0,03/16/2018,198.0,04/14/2018,-15.74
Movement for a Democratic Society,103.0,03/31/2018,122.2,02/25/2018,18.64
May 2015 U.S. special forces raid in Syria,0.0,02/18/2018,38.2,04/14/2018,0
Russian involvement in the Syrian Civil War,200.6,03/31/2018,3469.8,04/14/2018,1629.71
Romanization of Arabic,288.2,02/24/2018,329.4,03/01/2018,14.3
Bank Markazi v. Peterson,15.4,03/11/2018,25.8,04/12/2018,67.53
Arms trafficking,314.4,04/08/2018,411.8,02/26/2018,30.98
Syrian Civil War,17544.4,04/07/2018,114694.0,02/28/2018,553.74
Christianity in Syria,190.8,03/27/2018,608.4,04/14/2018,218.87
Fahd Jassem al-Freij,0.0,02/18/2018,76.2,04/14/2018,0
Turkish Armed Forces casualties in Syria,35.0,04/06/2018,93.0,03/18/2018,165.71
United Nations Human Rights Council,642.2,02/24/2018,870.0,03/08/2018,35.47
Kurdification,29.2,03/13/2018,88.0,03/22/2018,201.37
Shabiha,0.0,02/18/2018,141.0,04/14/2018,0
Little Satan,12.6,03/13/2018,17.4,02/27/2018,38.1
Francop Affair,22.4,03/14/2018,0.0,02/19/2018,-100.0
Institute of Modern Russia,18.6,02/23/2018,26.6,03/25/2018,43.01
List of massacres during the Syrian Civil War,136.2,04/06/2018,521.2,04/14/2018,282.67
Amphetamine,4673.0,03/10/2018,6324.6,03/18/2018,35.34
Yarmouk Martyrs Brigade,0.0,02/19/2018,62.2,02/27/2018,0
Druze,1784.6,03/16/2018,5396.2,04/01/2018,202.38
Operation Olive Branch,84.6,04/07/2018,293.4,03/18/2018,246.81
2015 Zabadani cease-fire agreement,13.0,02/24/2018,19.8,03/15/2018,52.31
People's Protection Units,846.6,04/07/2018,2221.0,03/19/2018,162.34
December 2011 Syrian–Turkish border clash,9.6,02/26/2018,19.2,03/28/2018,100.0
Syrian Kurds,13.6,03/29/2018,51.8,04/14/2018,280.88
Mohammed al-Awwad,19.2,04/03/2018,47.2,04/14/2018,145.83
ISIL,196.2,03/15/2018,742.0,04/02/2018,278.19
Krak des Chevaliers,432.4,03/24/2018,532.8,04/14/2018,23.22
Lebanon,6041.0,03/10/2018,5155.6,04/14/2018,-14.66
Lawrence Franklin espionage scandal,16.4,03/28/2018,33.0,03/12/2018,101.22
1979 Khuzestan insurgency,20.8,03/08/2018,0.0,02/18/2018,-100.0
United States special operations forces,647.4,03/03/2018,671.8,03/15/2018,3.77
2017 Western Iraq campaign,67.6,02/23/2018,58.6,04/14/2018,-13.31
Great Satan,86.0,03/02/2018,65.6,04/14/2018,-23.72
"Embassy of the United States, Moscow",64.8,02/20/2018,289.0,03/26/2018,345.99
Arameans,314.8,03/24/2018,291.4,04/14/2018,-7.43
Palmyra Castle,31.4,03/31/2018,94.0,03/09/2018,199.36
Western Nineveh offensive (2017),30.6,03/17/2018,38.6,03/27/2018,26.14
Canadian Caper,425.0,04/03/2018,581.8,03/19/2018,36.89
2017 Tehran attacks,103.8,03/10/2018,92.8,04/14/2018,-10.6
Rif Dimashq offensive (November 2012–February 2013),0.0,02/18/2018,87.6,03/04/2018,0
Operation Staunch,7.2,03/20/2018,0.0,02/19/2018,-100.0
1987 Mecca incident,89.0,02/23/2018,82.4,02/21/2018,-7.42
Durham University,369.8,04/14/2018,692.6,02/28/2018,87.29
Battle of Idlib (2012),9.8,03/04/2018,13.6,04/03/2018,38.78
Feminism,4252.4,03/31/2018,8933.4,03/08/2018,110.08
Anti-Terror Units,63.0,03/17/2018,65.2,03/19/2018,3.49
Masoud Alimohammadi,43.6,03/23/2018,51.2,02/20/2018,17.43
Syrian diaspora,57.6,04/07/2018,57.2,04/14/2018,-0.69
Free Syrian University,8.4,03/19/2018,11.8,03/27/2018,40.48
Operation Praying Mantis,229.4,03/18/2018,215.0,04/14/2018,-6.28
Kurdistan 24,27.8,03/08/2018,37.4,03/18/2018,34.53
Deir ez-Zor offensive (April–July 2014),0.0,02/18/2018,25.6,03/25/2018,0
Qatar diplomatic crisis,10.0,04/06/2018,21.0,03/17/2018,110.0
Jihad Mughniyah,32.6,03/31/2018,34.8,04/14/2018,6.75
Countering America's Adversaries Through Sanctions Act,104.8,03/31/2018,505.2,03/15/2018,382.06
Syrian Observatory for Human Rights,158.6,04/05/2018,617.4,04/14/2018,289.28
Religious,116.0,03/17/2018,139.0,03/13/2018,19.83
Armenians in Syria,88.8,03/28/2018,176.4,04/14/2018,98.65
Anti-American sentiment in Russia,83.8,04/04/2018,119.8,03/02/2018,42.96
Siege of Kobanî,147.6,04/07/2018,256.4,03/19/2018,73.71
Hassan Nasrallah,368.4,04/07/2018,401.0,04/14/2018,8.85
Syria and weapons of mass destruction,60.0,03/09/2018,577.8,04/14/2018,863.0
Clothing,1346.8,03/30/2018,1763.6,03/05/2018,30.95
Daraa offensive (March–April 2016),0.0,02/18/2018,17.2,03/09/2018,0
Saudi Arabian-led intervention in Yemen,981.4,03/17/2018,2270.6,03/26/2018,131.36
Trita Parsi,0.0,02/19/2018,56.4,03/23/2018,0
Social equality,341.2,03/31/2018,559.4,03/08/2018,63.95
Arctic Council,194.8,03/31/2018,252.2,03/08/2018,29.47
Aljazeera.com,24.4,03/02/2018,21.8,04/14/2018,-10.66
Reuters,1376.8,03/11/2018,1592.0,02/28/2018,15.63
2015 Southern Syria offensive,0.0,02/18/2018,31.0,04/08/2018,0
Damascus offensive (2013),51.2,03/30/2018,158.8,03/08/2018,210.16
Riad al-Asaad,88.0,04/06/2018,296.2,04/14/2018,236.59
Yassin al-Haj Saleh,36.2,03/07/2018,40.0,04/14/2018,10.5
Turkish military operation in Idlib Governorate,109.4,04/10/2018,342.0,02/21/2018,212.61
Demographics of Lebanon,262.0,03/17/2018,328.4,04/03/2018,25.34
Iran hostage crisis negotiations,55.0,02/22/2018,0.0,02/19/2018,-100.0
Dames & Moore v. Regan,16.0,03/17/2018,55.4,02/26/2018,246.25
Arab Socialist Movement,37.6,03/09/2018,56.6,04/14/2018,50.53
AMIA bombing,123.0,03/02/2018,174.2,03/06/2018,41.63
Denmark,8036.0,03/10/2018,0.0,02/19/2018,-100.0
Khaled Khoja,0.0,02/19/2018,24.2,04/14/2018,0
Aleppo offensive (August–September 2016),12.4,04/10/2018,21.0,03/29/2018,69.35
Vetoed United Nations Security Council resolutions on Syria,47.2,03/30/2018,214.6,04/14/2018,354.66
