File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Primetime Emmy Award for Outstanding Reality Program,11.2,11/11/2017,0.0,09/18/2017,-100.0
Kill Bill: Volume 2,1237.4,10/26/2017,2388.8,09/23/2017,93.05
Ella Enchanted (film),532.8,09/28/2017,719.0,10/01/2017,34.95
Grant Heslov,260.2,09/27/2017,414.2,10/27/2017,59.19
Tom Hanks,8940.2,10/04/2017,14867.0,10/15/2017,66.29
Guillermo del Toro,4173.2,10/04/2017,6091.8,10/07/2017,45.97
Michael Kors,1360.4,10/31/2017,1536.8,10/16/2017,12.97
Halloween II (2009 film),879.4,09/29/2017,6326.0,10/24/2017,619.35
A Rage in Harlem,32.6,10/27/2017,0.0,09/18/2017,-100.0
Robert Altman,813.4,10/28/2017,991.6,10/05/2017,21.91
Cathy Schulman,9.8,09/30/2017,56.8,10/13/2017,479.59
Arnold Kopelson,41.6,10/28/2017,66.0,10/09/2017,58.65
Billy Wilder,928.0,09/21/2017,1254.6,09/24/2017,35.19
Marc Norman,24.4,10/30/2017,69.8,10/11/2017,186.07
Charles James (designer),86.6,11/01/2017,437.0,10/24/2017,404.62
Academy Award,1628.0,10/31/2017,0.0,09/18/2017,-100.0
Zack and Miri Make a Porno,671.6,09/20/2017,1418.0,10/11/2017,111.14
Jackson Browne,1601.0,11/02/2017,2742.4,10/09/2017,71.29
August: Osage County (film),551.8,11/02/2017,948.0,09/24/2017,71.8
Smoke (film),113.4,09/20/2017,373.0,10/11/2017,228.92
Adele Romanski,47.0,10/31/2017,73.2,09/19/2017,55.74
The Lord of the Rings: The Two Towers,1103.6,09/27/2017,2449.0,10/22/2017,121.91
Blye Pagon Faust,0.0,09/17/2017,13.4,11/07/2017,0
Escape from Planet Earth,277.6,11/09/2017,520.2,11/04/2017,87.39
Doctor of Humane Letters,147.0,11/05/2017,280.2,10/16/2017,90.61
Forrest Gump,4396.6,11/10/2017,7614.6,09/19/2017,73.19
