File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Frederick Douglass,3851.2,08/15/2020,5446.6,09/03/2020,41.43
Thurgood Marshall,2857.2,08/05/2020,24672.8,08/29/2020,763.53
2006 United States House of Representatives Democratic Caucus leadership election,8.4,07/24/2020,16.2,08/23/2020,92.86
Brad Sherman,112.6,09/05/2020,350.0,07/19/2020,210.83
Weekly Democratic Address,9.6,07/27/2020,18.8,08/06/2020,95.83
San Francisco City Hall,0.0,07/16/2020,280.8,08/30/2020,0
Elizabeth II,32290.6,08/07/2020,50058.8,07/19/2020,55.03
Angela Nicole Walker,293.4,07/18/2020,1579.4,08/12/2020,438.31
Tulsi Gabbard 2020 presidential campaign,201.2,07/19/2020,1135.0,08/12/2020,464.12
Steven Mnuchin,2768.0,08/27/2020,6139.6,07/26/2020,121.81
Illegal immigrant,93.0,08/10/2020,102.0,08/12/2020,9.68
Arnold Schwarzenegger,16071.4,08/21/2020,26183.8,08/10/2020,62.92
John J. Raskob,59.0,08/28/2020,62.0,08/16/2020,5.08
Plessy v. Ferguson,1121.0,08/22/2020,1625.2,07/18/2020,44.98
Black populism,23.4,08/19/2020,30.8,08/31/2020,31.62
James D. Richardson,10.8,09/08/2020,32.2,08/21/2020,198.15
"United States Senate elections, 2016",64.4,08/09/2020,130.0,08/12/2020,101.86
Kansas Democratic Party,34.8,07/20/2020,60.6,08/05/2020,74.14
American Society of Muslims,79.4,08/12/2020,0.0,07/15/2020,-100.0
Bernard Lafayette,0.0,07/15/2020,1298.0,07/30/2020,0
San Diego,2718.0,07/30/2020,2822.2,08/06/2020,3.83
Southern Democrats,1638.8,08/08/2020,3074.4,07/24/2020,87.6
Denmark Vesey,261.8,08/06/2020,675.0,08/17/2020,157.83
Twenty-fifth Amendment to the United States Constitution,1497.4,08/29/2020,3784.8,08/12/2020,152.76
Charles Manatt,20.0,08/05/2020,50.4,08/20/2020,152.0
John V. Tunney,83.2,08/25/2020,133.2,08/12/2020,60.1
Marijuana,400.6,08/04/2020,412.2,08/21/2020,2.9
Horatio Seymour,152.0,08/14/2020,167.2,07/27/2020,10.0
California Air Resources Board,113.8,08/16/2020,99.0,09/08/2020,-13.01
1932 Democratic National Convention,66.0,09/03/2020,147.6,08/28/2020,123.64
Andrew Jackson,6009.2,09/05/2020,7444.0,08/28/2020,23.88
Lewis Cass,174.6,09/05/2020,0.0,07/16/2020,-100.0
Iraq,4325.4,09/05/2020,4984.6,08/10/2020,15.24
United States Senate Democratic Steering and Outreach Committee,21.8,08/31/2020,31.2,08/13/2020,43.12
Governor (United States),1042.8,09/05/2020,1601.6,07/17/2020,53.59
Mark Sanford 2020 presidential campaign,18.4,08/10/2020,33.4,08/25/2020,81.52
Jo Byrns,31.2,07/26/2020,35.2,09/03/2020,12.82
Michael C. Kerr,18.4,08/25/2020,28.2,08/21/2020,53.26
Cruel and unusual punishment,286.8,09/06/2020,429.6,07/17/2020,49.79
"Los Banos, California",171.0,09/02/2020,250.8,08/12/2020,46.67
Index of articles related to African Americans,5445.6,07/30/2020,13036.8,08/22/2020,139.4
Google,19139.2,08/29/2020,71432.6,07/30/2020,273.23
Marianne Williamson 2020 presidential campaign,70.2,07/21/2020,183.4,08/21/2020,161.25
Electoral history of Kamala Harris,0.0,07/15/2020,6602.0,08/11/2020,0
Lift Every Voice and Sing,654.4,08/25/2020,2099.6,07/29/2020,220.84
Mark DeSaulnier,91.2,08/29/2020,148.8,08/05/2020,63.16
Mike Crapo,170.4,09/05/2020,0.0,07/16/2020,-100.0
List of landmark African-American legislation,117.0,08/01/2020,213.8,08/28/2020,82.74
Florida Democratic Party,90.8,09/06/2020,133.2,08/19/2020,46.7
Michael Jackson,18940.0,08/04/2020,36558.0,08/29/2020,93.02
Freedom Riders,602.4,08/22/2020,7107.6,07/18/2020,1079.88
History of African Americans in Boston,48.4,09/05/2020,84.6,07/27/2020,74.79
Hormone therapy,102.8,08/02/2020,0.0,07/15/2020,-100.0
Standing (law),216.8,08/01/2020,332.8,07/21/2020,53.51
George Hearst,0.0,07/16/2020,830.4,07/20/2020,0
Ida B. Wells,1085.2,08/06/2020,0.0,07/16/2020,-100.0
Doctor of Humane Letters,225.0,07/22/2020,718.0,08/31/2020,219.11
HSBC,2213.0,09/05/2020,4188.4,08/03/2020,89.26
Vermont Democratic Party,35.0,09/07/2020,53.2,08/12/2020,52.0
Results of the 2020 Green Party presidential primaries,29.6,09/05/2020,83.0,08/12/2020,180.41
Joe Andrew,32.4,09/03/2020,42.2,08/21/2020,30.25
Black power,33.0,08/26/2020,84.2,07/30/2020,155.15
Results of the 2020 Libertarian Party presidential primaries,31.2,07/27/2020,58.8,07/18/2020,88.46
The Fader,84.4,08/03/2020,99.2,07/28/2020,17.54
Pimping,59.8,07/17/2020,79.8,08/12/2020,33.44
Jimmy Gomez,115.0,08/29/2020,243.4,08/24/2020,111.65
Jared Huffman,154.4,09/05/2020,212.6,07/28/2020,37.69
Joe Lieberman,1159.2,07/25/2020,3418.4,08/11/2020,194.89
Raul Ruiz (politician),116.2,09/01/2020,365.2,08/15/2020,214.29
New York State Democratic Committee,52.4,07/20/2020,74.8,08/22/2020,42.75
California Proposition 47 (2014),12.6,07/24/2020,89.8,08/12/2020,612.7
Socialist Alternative (United States),199.0,09/05/2020,460.2,08/11/2020,131.26
Harley Rouda,251.2,07/17/2020,441.8,08/24/2020,75.88
