File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
List of vehicle-ramming incidents during George Floyd protests,40.2,04/11/2021,200.0,04/26/2021,397.51
Gannett,383.4,04/24/2021,0.0,03/23/2021,-100.0
George Floyd protests in Philadelphia,27.4,05/08/2021,93.2,04/20/2021,240.15
George Floyd protests in Pennsylvania,12.4,04/29/2021,37.0,04/20/2021,198.39
George Floyd protests in West Virginia,9.4,04/28/2021,19.6,04/20/2021,108.51
Omar Jimenez,32.8,05/17/2021,654.2,04/20/2021,1894.51
George Floyd protests in Connecticut,8.8,05/11/2021,27.0,04/20/2021,206.82
Criminal complaint,2.6,03/27/2021,146.4,04/21/2021,5530.77
Native Americans in the United States,6351.4,04/17/2021,7187.4,04/27/2021,13.16
List of police violence incidents during George Floyd protests,121.2,05/09/2021,442.8,04/21/2021,265.35
Singapore,15717.2,04/17/2021,0.0,03/23/2021,-100.0
George Floyd protests in Hawaii,8.4,05/11/2021,18.8,04/30/2021,123.81
Death of Nina Pop,28.8,04/04/2021,67.8,04/24/2021,135.42
George Floyd protests in Michigan,18.6,04/10/2021,44.8,04/20/2021,140.86
Minnesota,2982.6,05/16/2021,11516.2,04/20/2021,286.11
Positional asphyxiation,12.8,05/09/2021,598.4,04/21/2021,4575.0
NBC,2571.4,04/24/2021,2987.6,04/09/2021,16.19
Reuters,1392.8,04/03/2021,2448.8,04/15/2021,75.82
George Floyd Square,459.8,05/14/2021,6699.0,04/21/2021,1356.94
KSTP-TV,91.8,05/11/2021,163.4,04/20/2021,78.0
Inver Hills Community College,21.6,03/26/2021,262.4,04/21/2021,1114.81
Minnesota Department of Corrections,30.0,04/04/2021,731.8,04/21/2021,2339.33
Capitol Hill Occupied Protest,1041.4,03/27/2021,1585.0,04/22/2021,52.2
Killing of Breonna Taylor,14.8,04/04/2021,3377.4,05/05/2021,22720.27
"Park High School (Cottage Grove, Minnesota)",19.6,05/14/2021,523.6,04/21/2021,2571.43
Killing of Alvin Cole,21.4,05/10/2021,65.4,04/21/2021,205.61
List of Minneapolis Chiefs of Police,14.6,05/13/2021,312.4,04/05/2021,2039.73
Derek Chauvin,4877.2,05/15/2021,432519.4,04/21/2021,8768.19
Buffalo police shoving incident,106.2,05/15/2021,243.4,04/29/2021,129.19
Federal Bureau of Prisons,516.2,04/02/2021,636.0,04/14/2021,23.21
Blue wall of silence,294.8,05/08/2021,1010.6,04/21/2021,242.81
George Floyd protests,2234.8,05/15/2021,9516.4,04/21/2021,325.83
New York Daily News,385.8,03/27/2021,592.6,05/05/2021,53.6
"George Floyd protests in San Diego County, California",14.6,05/08/2021,22.6,04/11/2021,54.79
Tim Walz,308.8,05/17/2021,3198.4,04/12/2021,935.75
BMW,4320.0,05/15/2021,0.0,03/24/2021,-100.0
Star Tribune,138.8,05/08/2021,318.0,04/11/2021,129.11
The Wall Street Journal,1566.0,04/24/2021,1799.8,04/01/2021,14.93
George Floyd protests in Chicago,41.4,05/01/2021,172.4,04/16/2021,316.43
Mug shot,791.0,05/09/2021,838.2,05/11/2021,5.97
List of George Floyd protests in the United States,193.2,05/15/2021,735.0,04/21/2021,280.43
Eight minutes 46 seconds,151.4,05/15/2021,3263.2,04/20/2021,2055.35
"George Floyd protests in Los Angeles County, California",0.0,03/23/2021,90.0,04/20/2021,0
"Washington County, Minnesota",91.0,05/15/2021,571.6,04/02/2021,528.13
Campaign Zero,68.0,05/09/2021,173.2,04/13/2021,154.71
KTVK,61.0,04/17/2021,112.0,05/03/2021,83.61
"Minneapolis, Minnesota",246.4,05/08/2021,820.8,04/21/2021,233.12
Field training officer,26.2,05/16/2021,376.6,04/21/2021,1337.4
General Educational Development,717.4,05/09/2021,1276.2,04/21/2021,77.89
United States Department of Justice,1217.2,05/09/2021,1768.4,04/02/2021,45.28
"Federal Correctional Institution, Tucson",18.2,03/28/2021,22.2,05/11/2021,21.98
George Floyd protests in Maryland,8.6,04/30/2021,28.4,04/20/2021,230.23
Tony Bouza,10.4,05/06/2021,43.0,04/21/2021,313.46
WFTS-TV,66.4,05/09/2021,108.4,04/03/2021,63.25
Minneapolis–Saint Paul,914.4,03/25/2021,4347.8,04/21/2021,375.48
List of Black Lives Matter street murals,59.4,04/04/2021,90.2,04/23/2021,51.85
Prejudice (legal term),287.8,05/09/2021,0.0,03/24/2021,-100.0
Commendation Medal,513.2,04/04/2021,602.4,04/22/2021,17.38
Trial of Derek Chauvin,33.8,03/27/2021,1515.8,05/05/2021,4384.62
Tax evasion in the United States,84.8,05/08/2021,126.4,05/12/2021,49.06
George Floyd protests in Massachusetts,12.2,04/29/2021,44.6,04/20/2021,265.57
"When the looting starts, the shooting starts",121.4,03/28/2021,590.6,04/21/2021,386.49
BREATHE Act,54.6,04/04/2021,319.8,04/21/2021,485.71
The Daily Beast,722.8,04/26/2021,1279.2,04/30/2021,76.98
McDonald's,8028.0,04/23/2021,10539.0,05/16/2021,31.28
George Floyd protests in Belgium,14.2,04/28/2021,28.2,04/21/2021,98.59
Killing of Walter Wallace,113.0,05/01/2021,235.4,05/07/2021,108.32
Donald Trump photo op at St. John's Church,237.0,03/27/2021,539.0,04/21/2021,127.43
Manslaughter (United States law),124.8,05/13/2021,4395.6,04/21/2021,3422.12
George Floyd protests in Vermont,6.8,04/04/2021,14.2,04/20/2021,108.82
List of George Floyd protests outside the United States,235.8,05/15/2021,883.4,04/21/2021,274.64
Germany,15650.6,03/27/2021,17298.2,04/23/2021,10.53
Third-degree murder,259.0,05/14/2021,77636.8,04/20/2021,29875.6
The Washington Post,2337.8,03/27/2021,3027.6,05/11/2021,29.51
George Floyd protests in Washington (state),32.0,05/06/2021,0.0,03/23/2021,-100.0
Incarceration in the United States,1130.4,05/15/2021,2511.6,04/21/2021,122.19
George Floyd protests in Italy,12.8,05/09/2021,42.6,04/21/2021,232.81
Jury,516.0,03/27/2021,2084.2,04/20/2021,303.91
George Floyd protests in Tennessee,13.0,04/04/2021,30.6,04/20/2021,135.38
George Floyd protests in South Dakota,8.4,03/28/2021,19.0,05/10/2021,126.19
Police brutality in the United States,427.8,03/27/2021,1448.6,04/21/2021,238.62
George Floyd protests in New York (state),21.0,04/10/2021,43.2,04/21/2021,105.71
Al Jazeera,7238.4,05/05/2021,27045.6,05/15/2021,273.64
Kenosha unrest,195.8,05/07/2021,1154.2,04/22/2021,489.48
NPR,1270.6,04/04/2021,2222.8,05/03/2021,74.94
List of monuments and memorials removed during the George Floyd protests,470.6,03/27/2021,865.4,04/21/2021,83.89
The Straits Times,246.8,04/24/2021,350.4,05/07/2021,41.98
Killings of Aaron Danielson and Michael Reinoehl,205.6,03/25/2021,1017.0,04/12/2021,394.65
CNN,3314.8,04/11/2021,2471.0,05/17/2021,-25.46
George Floyd protests in New Jersey,13.0,04/29/2021,35.8,04/08/2021,175.38
8:46 (special),156.4,05/01/2021,482.4,04/21/2021,208.44
Counterfeit,325.0,05/09/2021,596.8,04/21/2021,83.63
Hennepin County Sheriff's Office,21.8,03/25/2021,307.8,04/21/2021,1311.93
Qualified immunity,860.4,05/08/2021,4405.2,04/21/2021,411.99
Minneapolis Star Tribune,9.6,05/09/2021,21.6,04/21/2021,125.0
Associated Press,1516.4,05/02/2021,6922.0,05/15/2021,356.48
Dakota County Technical College,19.8,03/26/2021,570.0,04/21/2021,2778.79
S2CID (identifier),850.8,03/27/2021,2512.0,04/17/2021,195.25
Killing of Daniel Prude,91.4,05/13/2021,0.0,03/23/2021,-100.0
"Windermere, Florida",171.6,05/10/2021,530.0,04/11/2021,208.86
Medaria Arradondo,0.0,03/24/2021,12061.6,04/05/2021,0
Lists of killings by law enforcement officers in the United States,718.6,05/15/2021,9448.6,04/21/2021,1214.86
Bachelor of Science,2246.0,04/03/2021,2872.4,05/10/2021,27.89
