File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Opinion poll,394.6,11/26/2016,1568.8,11/09/2016,297.57
1964 Republican National Convention,90.0,10/31/2016,112.8,10/20/2016,25.33
Same-sex marriage in the United States,1875.6,10/29/2016,7611.4,11/09/2016,305.81
Reagan Democrat,136.4,10/30/2016,1502.8,11/09/2016,1001.76
"Claiborne County, Mississippi",32.8,10/29/2016,56.0,12/01/2016,70.73
North Carolina,3957.8,10/29/2016,7683.6,11/09/2016,94.14
Eric Garcetti,668.4,10/22/2016,1748.6,11/12/2016,161.61
Federal government of the United States,3439.6,12/03/2016,13686.0,11/09/2016,297.9
San Diego,3332.8,10/29/2016,3779.6,11/19/2016,13.41
James Hedges,58.4,12/04/2016,3709.6,11/09/2016,6252.05
The Times of Israel,94.6,10/22/2016,193.6,11/14/2016,104.65
1932 Democratic National Convention,57.4,10/31/2016,161.4,11/11/2016,181.18
CBS Detroit,0.0,10/11/2016,4.4,10/17/2016,0
Libertarian National Committee,24.2,12/02/2016,45.0,11/10/2016,85.95
FBI,404.4,11/20/2016,899.0,10/31/2016,122.3
United States Census Bureau,1104.0,10/22/2016,1549.6,11/15/2016,40.36
New Hampshire,1911.4,12/04/2016,10731.4,11/09/2016,461.44
Electronic voting,481.4,12/03/2016,4695.8,11/08/2016,875.45
Religious Freedom Restoration Act (Indiana),402.8,10/22/2016,7568.6,11/09/2016,1779.0
2012 Green National Convention,0.0,10/12/2016,58.6,11/09/2016,0
1880 Republican National Convention,81.8,10/22/2016,181.6,11/10/2016,122.0
List of Governors of New Jersey,150.8,12/05/2016,1105.0,11/09/2016,632.76
Right-wing populist,10.4,10/21/2016,34.6,11/21/2016,232.69
Governor of Louisiana,81.8,10/29/2016,222.6,11/09/2016,172.13
Make America Great Again,1254.6,10/15/2016,14358.2,11/09/2016,1044.44
Syrian civil war,1022.0,11/24/2016,0.0,10/11/2016,-100.0
Voting machine,205.0,11/19/2016,2198.6,11/08/2016,972.49
The Hill (newspaper),667.2,12/03/2016,1491.4,11/15/2016,123.53
Liberalism in the United States,335.0,10/29/2016,977.2,11/09/2016,191.7
Family Entertainment Protection Act,42.2,11/25/2016,296.6,11/08/2016,602.84
Exit polls,9.6,10/15/2016,65.8,11/09/2016,585.42
1976 Republican National Convention,146.0,10/31/2016,257.6,11/09/2016,76.44
It Takes a Village,333.6,11/25/2016,916.0,11/08/2016,174.58
USA.gov,39.6,10/22/2016,130.4,11/09/2016,229.29
NBC Nightly News,352.8,11/20/2016,1224.6,11/09/2016,247.11
National Election Pool,17.8,12/02/2016,379.4,11/08/2016,2031.46
1892 Republican National Convention,38.2,10/31/2016,62.4,11/10/2016,63.35
Veteran,557.4,11/27/2016,9619.2,11/11/2016,1625.73
Governor of Massachusetts,497.0,10/15/2016,1676.0,11/09/2016,237.22
New York State Right to Life Party,27.4,11/23/2016,78.4,11/08/2016,186.13
Clinton health care plan of 1993,347.6,11/25/2016,2760.0,11/10/2016,694.02
Native Americans in the United States,6467.0,10/22/2016,8735.8,11/18/2016,35.08
United States presidential elections in California,23.6,10/23/2016,135.4,11/09/2016,473.73
Lobbying in the United States,628.6,11/05/2016,1564.0,11/17/2016,148.81
Legal affairs of Donald Trump,535.6,12/03/2016,8029.2,11/09/2016,1399.1
Article Two of the United States Constitution,1568.0,10/15/2016,7354.8,11/10/2016,369.06
"Newton, Massachusetts",448.0,11/09/2016,513.8,11/14/2016,14.69
2000 United States presidential election,16.8,12/03/2016,217.6,11/09/2016,1195.24
1920 Democratic National Convention,56.0,10/31/2016,159.8,11/11/2016,185.36
Wisconsin,3135.8,10/29/2016,8550.6,11/09/2016,172.68
Xavier Becerra,162.8,11/25/2016,2944.8,12/01/2016,1708.85
1868 Democratic National Convention,63.4,10/31/2016,140.2,11/11/2016,121.14
American Jews,880.0,10/15/2016,1602.6,11/09/2016,82.11
Lost television broadcast,51.8,11/09/2016,82.4,10/28/2016,59.07
Electoral fraud,566.8,12/03/2016,3005.2,11/08/2016,430.2
Donald Trump Jr.,7873.8,12/02/2016,237382.6,11/09/2016,2914.84
Minnesota,4317.2,12/03/2016,7356.6,11/09/2016,70.4
Front-runner,33.2,11/24/2016,63.0,12/02/2016,89.76
ABC World News,32.0,10/31/2016,40.0,11/09/2016,25.0
Philadelphia,5780.8,10/15/2016,9229.0,11/09/2016,59.65
James Comey,1310.0,12/03/2016,90907.6,10/31/2016,6839.51
Social Security (United States),1475.0,10/15/2016,2044.0,10/20/2016,38.58
List of things named after Donald Trump,519.0,10/31/2016,7309.4,11/09/2016,1308.36
1916 Democratic National Convention,29.6,10/25/2016,110.4,11/11/2016,272.97
United States presidential elections in New Mexico,13.6,10/14/2016,55.0,11/09/2016,304.41
NBC,2364.0,10/29/2016,3383.6,11/09/2016,43.13
Cartogram,192.8,10/29/2016,1042.0,11/09/2016,440.46
Gary Johnson,1404.8,12/05/2016,78128.2,11/09/2016,5461.52
Illegal immigration to the United States,1244.6,10/29/2016,5441.0,11/09/2016,337.17
Republican National Convention,170.4,11/24/2016,568.6,11/09/2016,233.69
2000 Democratic National Convention,86.6,10/29/2016,190.2,11/09/2016,119.63
YouTube,25089.2,11/25/2016,99459.6,10/24/2016,296.42
MacMillan Center for International and Area Studies,8.6,10/20/2016,15.6,10/15/2016,81.4
Tax cut,83.4,10/30/2016,281.0,11/09/2016,236.93
Reuters,1405.0,10/29/2016,0.0,10/12/2016,-100.0
United States presidential elections in Arkansas,15.0,12/02/2016,51.8,11/09/2016,245.33
United States presidential elections in South Dakota,12.0,10/23/2016,45.8,11/09/2016,281.67
Third party (United States),626.6,12/03/2016,6135.8,11/09/2016,879.22
Maryland,3655.8,10/29/2016,6167.0,11/09/2016,68.69
Trump: The Art of the Deal,938.8,10/22/2016,6058.4,11/09/2016,545.33
Pokémon Go,3560.6,12/03/2016,5982.0,10/16/2016,68.01
Dave Leip's Atlas of U.S. Presidential Elections,20.0,10/20/2016,436.8,11/17/2016,2084.0
United States presidential elections in Arizona,17.0,10/23/2016,81.0,11/09/2016,376.47
Exit poll,385.6,12/03/2016,6442.4,11/08/2016,1570.75
1940 Republican National Convention,57.2,10/28/2016,83.6,11/10/2016,46.15
Hispanic and Latino Americans,1499.2,10/29/2016,4797.0,11/09/2016,219.97
Nature (journal),733.0,11/26/2016,1062.4,10/31/2016,44.94
Jim Webb,980.4,10/29/2016,3898.2,11/16/2016,297.61
Scott Bradley (politician),30.6,12/05/2016,1362.6,11/08/2016,4352.94
United States presidential elections in Alabama,14.0,10/21/2016,88.0,11/09/2016,528.57
Pennsylvania,5402.8,10/29/2016,14886.6,11/09/2016,175.53
Socialist Action (United States),51.2,11/26/2016,161.0,11/09/2016,214.45
"Orlando, Florida",2741.8,10/15/2016,3002.8,11/09/2016,9.52
Isolationism,473.8,10/29/2016,1283.8,11/09/2016,170.96
United States presidential elections in Nebraska,12.8,10/23/2016,56.2,11/09/2016,339.06
Los Angeles Times,1014.6,11/25/2016,1688.0,11/08/2016,66.37
2012 Democratic National Convention,191.8,12/03/2016,565.6,11/09/2016,194.89
NBCNews.com,62.0,10/27/2016,116.6,11/09/2016,88.06
Fox News,576.6,10/14/2016,9555.2,11/09/2016,1557.16
News site,18.8,11/22/2016,34.6,11/17/2016,84.04
Clinton Foundation,680.2,12/04/2016,7316.6,10/20/2016,975.65
Results of the 2008 Democratic Party presidential primaries,167.6,10/29/2016,3809.4,11/13/2016,2172.91
White House Millennium Council,15.6,10/26/2016,51.6,11/10/2016,230.77
1904 Democratic National Convention,35.6,10/27/2016,113.4,11/11/2016,218.54
Columbia Journalism Review,67.0,10/29/2016,127.4,11/14/2016,90.15
Academic degree,1818.6,12/03/2016,2230.4,10/17/2016,22.64
Wisconsin State Journal,91.2,11/01/2016,96.4,10/30/2016,5.7
United States presidential elections in Utah,15.2,10/18/2016,64.6,11/09/2016,325.0
Marco Rubio,1376.0,12/04/2016,14037.0,11/09/2016,920.13
New York Daily News,910.0,11/27/2016,1468.4,11/14/2016,61.36
Mormon,408.4,10/22/2016,585.4,11/10/2016,43.34
"Hayes County, Nebraska",14.4,10/29/2016,22.6,10/19/2016,56.94
2015 San Bernardino attack,1087.2,10/29/2016,4885.2,12/02/2016,349.34
Robert Mueller,229.0,10/22/2016,4698.2,10/31/2016,1951.62
2016 Constitution Party National Convention,28.4,10/26/2016,166.8,11/09/2016,487.32
WikiLeaks,4077.6,12/03/2016,33252.6,10/20/2016,715.49
Colin Powell,4310.4,10/22/2016,9479.8,10/26/2016,119.93
Evan McMullin,1528.8,12/01/2016,45746.0,11/09/2016,2892.28
1952 Republican National Convention,78.4,10/31/2016,108.6,11/10/2016,38.52
Mindy Finn,216.2,12/03/2016,5386.0,11/08/2016,2391.21
United States presidential elections in Hawaii,10.4,10/21/2016,54.0,11/09/2016,419.23
Primary elections in the United States,20.4,12/05/2016,224.8,11/09/2016,1001.96
"Phoenix, Arizona",3488.4,12/03/2016,3981.0,11/09/2016,14.12
Democratic Party (United States),7684.6,12/03/2016,86374.8,11/09/2016,1024.0
1876 Republican National Convention,46.4,10/31/2016,79.8,11/10/2016,71.98
Star Tribune,151.4,10/22/2016,173.0,11/02/2016,14.27
Populist Party (United States),137.6,10/29/2016,475.4,11/09/2016,245.49
"Petersburg, Virginia",276.4,11/05/2016,409.8,11/16/2016,48.26
The Wall Street Journal,1764.8,10/29/2016,2463.8,11/09/2016,39.61
Hillaryland,69.0,11/26/2016,354.4,11/06/2016,413.62
United States presidential elections in Connecticut,0.0,10/11/2016,55.0,11/09/2016,0
Laborers' International Union of North America,44.0,12/03/2016,97.0,11/08/2016,120.45
Working Families Party,278.4,11/25/2016,2010.8,11/08/2016,622.27
1996 Libertarian National Convention,11.2,11/06/2016,21.0,11/11/2016,87.5
Whitewater controversy,849.2,12/04/2016,13935.0,11/09/2016,1540.96
Chris Wallace,758.6,11/30/2016,62693.2,10/20/2016,8164.33
Adoption and Safe Families Act,101.8,11/25/2016,491.2,11/05/2016,382.51
1968 Democratic National Convention,451.8,10/29/2016,1288.8,11/10/2016,185.26
Tony Rodham,283.0,12/02/2016,4009.2,11/09/2016,1316.68
