File,Percent Increase
Milne model,23.57
Relativistic Doppler effect,169.96
Electromagnetism,26.71
Tamiaki Yoneya,0
Kurt Gödel,37.65
Gravitational lens,417.25
Relativity of simultaneity,77.66
Life (magazine),33.25
Neil Turok,40.91
Tests of general relativity,275.85
Cygnus X-1,383.29
Electromagnetic radiation,49.22
Paul Murdin,100.0
Arthur Eddington,99.21
ADE classification,14.71
Quantum gravity,107.53
Neutron,-30.82
Orientifold,10.53
Parameterized post-Newtonian formalism,0
Star,82.04
Henri Poincaré,28.25
James M. Bardeen,112.83
List of black holes,602.65
Michael Atiyah,94.53
Sun,28.98
Alan Guth,20.69
Surface gravity,0.09
Nanokelvin,954.55
Ergosphere,468.76
Intermediate-mass black hole,397.06
Orbifold,23.87
History of string theory,65.56
Mach's principle,45.5
Mirror symmetry (string theory),2.06
Black Holes and Time Warps,1136.05
Thomas Curtright,47.62
Pulsar,104.44
Coordinate singularity,1039.66
Keplerian orbit,202.63
Vertex operator algebra,28.9
Frame dragging,648.86
Yakov Zeldovich,57.06
Shapiro time delay,224.87
Twin paradox,96.32
Joël Scherk,68.57
ESA,79.44
Black string,619.67
Lense–Thirring precession,156.1
String theory,43.77
Kalb–Ramond field,111.43
Proper time,169.17
Photon sphere,1736.36
Nature (journal),15.93
Terrell rotation,351.09
Raphael Bousso,-100.0
Matrix string theory,18.9
Hermann Bondi,61.11
Cosmic ray,46.96
Mass–energy equivalence,42.9
Galactic Center,518.37
Chandra X-Ray Observatory,1208.7
Quark,63.38
Jacques Distler,257.89
Alfvén wave,59.54
Rajesh Gopakumar,171.43
Schwarzschild coordinates,291.67
Paul Townsend,9.52
Sagittarius A*,2034.03
World line,129.51
Phase (matter),42.76
Holography,10.61
Ricci-flat manifold,86.05
F4 (mathematics),30.0
Einstein cross,246.43
Igor Klebanov,25.58
Burt Ovrut,66.67
Electrical resistance,11.86
Reduced Planck constant,30.21
Relativistic jet,0
Brane,54.32
M–sigma relation,130.94
Saul Teukolsky,105.97
Roy Kerr,1026.54
Relativistic jets,1922.22
Extensive quantity,135.14
U-duality,-100.0
Golden age of general relativity,700.0
Numerical relativity,61.54
