File,Percent Increase
CubeSat,42.66
List of surface features of Mars visited by Spirit and Opportunity,14.71
Space Task Group,29.21
Anik (satellite),0
Cluster (spacecraft),342.86
ArXiv (identifier),88.58
EUMETSAT,71.64
Angular velocity,107.75
Johannes Kepler ATV,211.48
STS-61,344.2
Cryocooler,0
Lemur-2,130.0
Gravitational lens,26.04
Automated Planet Finder,232.14
Netherlands,78.29
International X-ray Observatory,378.72
Space Shuttle program,50.12
Halo orbit,3069.24
List of uncrewed NASA missions,87.01
Exoplanetary Circumstellar Environments and Disk Explorer,0
Federal government of the United States,66.82
Van Allen Probes,21.26
2021 SG,192.16
Integrated Science Instrument Module,0
List of Gemini astronauts,73.76
(231937) 2001 FO32,112.12
Near-Earth object,289.8
Field of regard,466.04
NGTS-14Ab,-100.0
PLATO (spacecraft),358.45
George H. Rieke,1326.09
Q-PACE,-100.0
Indian Remote Sensing Programme,40.99
Rings of Neptune,72.9
2021 AV7,51.35
Mercury-Atlas 6,171.83
Kleos Space,72.0
Astrocast,0
NASA insignia,21.82
ODINUS,0
Thebe (moon),42.86
KOI-5,185.37
Super-Earth,36.94
List of exoplanet search projects,11.26
Slew (spacecraft),132.61
Planetary Observer program,11.96
Starlink,237.42
Sentinel-1A,92.25
Star,770.87
Exoplanet,130.2
Orlando Figueroa,61.36
BRITE,0
Ranger program,152.31
Akari (satellite),0
Columbus (ISS module),84.02
KOSEN-1,320.0
Lynk Global,168.0
ExoMars,90.32
Telecommand,50.88
Impact event,237.69
The Blue Marble,108.98
Sun,30.2
Spirit (rover),99.22
Ingenuity (helicopter),195.11
NASA space-flown Gemini and Apollo medallions,6.45
MAVEN,147.08
Space Exploration Initiative,126.47
OTE Pathfinder,0
List of astronauts by name,45.29
Mars Reconnaissance Orbiter,54.42
Wide Field Infrared Explorer,0
Yohkoh,-100.0
ARIEL,202.08
TIC 172900988 b,358.33
Near Earth Object Surveillance Satellite,91.18
Visible spectrum,54.33
Guiana Space Centre,4726.76
MSAT,93.1
Kennedy Space Center Launch Complex 48,279.49
Lunar Ultraviolet Cosmic Imager,107.41
European Data Relay System,101.3
HALCA,73.73
International Designator,54.48
Orion (spacecraft),0
Debris disk,146.77
MDA Space Missions,0
Diffraction spike,165.1
Wallops Flight Facility,108.29
Hubble Space Telescope,531.77
PROBA-V,38.36
List of astronauts by year of selection,43.73
Family Portrait (Voyager),160.69
ESA,101.31
Olympus-1,84.0
4015 Wilson–Harrington,-15.69
NASA Space Science Data Coordinated Archive,62.86
Czech Republic,49.19
Maryland,0
Denmark,26.24
Schiaparelli EDM,52.9
SOLAR (ISS),65.79
GALEX,13.22
2022 in spaceflight,0
List of NASA cameras on spacecraft,67.72
Brown dwarf,17.13
Don Quijote (spacecraft),-100.0
Cupola (ISS module),78.27
Project 1640,-16.36
Cosmic time,0
Nautilus Deep Space Observatory,164.44
Sub-orbital spaceflight,0
Interface Region Imaging Spectrograph,105.49
Italy,74.98
Galactic Center,29.68
Sentinel-1B,2368.42
Chandra X-ray Observatory,213.63
Joint Polar Satellite System,80.47
S band,142.37
C++,86.86
Space Solar Telescope,129.41
SpaceWire,183.8
Review of United States Human Space Flight Plans Committee,103.16
TROPICS,0
IRAS,103.44
Bell Satellite TV,17.14
Galaxy cluster,807.41
L2 point,0
CSTS,97.92
Space Communications and Navigation Program,86.84
List of GPS satellites,87.93
Apollo 11,51.21
Astronauts Day,103.92
Spectroscopy,60.2
Launch Services Program,49.44
Zodiacal cloud,596.55
L 98-59,57.6
Hopper (spacecraft),61.64
FOCAL (spacecraft),251.55
Alpha Magnetic Spectrometer,56.37
Orbiting Astronomical Observatory 2,113.56
Huygens (spacecraft),1.08
Gold,1064.84
Astrosat,178.92
Constellation,114.47
STS-67,42.86
The Wall Street Journal,54.37
Satellite bus,88.95
XO Telescope,46.67
AIDA (mission),-100.0
Calorimetric Electron Telescope,47.06
PROBA-2,87.5
European contribution to the International Space Station,0
SHERPA (space tug),382.67
GN-z11,69.99
Space Telescope Imaging Spectrograph,0
Gravity and Extreme Magnetism,253.7
Norway,56.93
V723 Monocerotis,165.85
East-Asian Planet Search Network,0.0
Tianhe core module,356.76
Pillars of Creation,241.01
Carl Zimmer,81.25
Space Flight Operations Facility,2.97
OSIRIS-REx,89.44
Lunar Precursor Robotic Program,4.24
2018 AH,-100.0
Columbia Accident Investigation Board,68.11
Advanced Satellite for Cosmology and Astrophysics,64.29
