File,Percent Increase
Sustainability accounting,29.84
Alliance of Small Island States,-100.0
Over-consumption,42.25
Paris Agreements,76.47
Climate change scenario,27.78
Climate model,34.41
Sustainable community,73.25
Permaculture,0
United Nations Human Rights Council,83.43
Enrique V. Iglesias,56.76
Convention on the Rights of the Child,0
Biodiversity,0
José López Portillo,59.52
Princess of Asturias Awards,0
African Charter on Human and Peoples' Rights,31.46
Renewable energy,-20.71
Greenhouse effect,0
Geopark,0
Urban heat island,0
Sustainable design,58.57
Ifakara Health Institute,52.94
LGBT rights at the United Nations,262.39
Brexit,181.68
Global warming game,9.76
American Declaration of the Rights and Duties of Man,0
Yitzhak Rabin,67.22
Sustainable agriculture,0
Convention on the Rights of Persons with Disabilities,10.19
Cloud feedback,67.95
Climate change and poverty,0
Nature (journal),0
Green Climate Fund,0
Convention on the Elimination of All Forms of Discrimination Against Women,0
Name and shame,31.86
Our Common Future,0
Low-carbon energy,0.0
Bill & Melinda Gates Foundation,66.61
Technology transfer,79.98
Community-supported agriculture,11.97
World population,67.1
Sustainability organizations,0
Amref Health Africa,187.5
Intergovernmental Panel on Climate Change,87.5
Bill Drayton,41.3
Individual and group rights,-100.0
John Kerry,-100.0
Environmentalist,0
Disaster risk reduction,32.27
Plant-based diet,-100.0
United Nations Conference on Sustainable Development,0
Steady-state economy,41.71
Sustainability metrics and indices,0
Sustainable consumption,20.72
Arctic sea ice decline,29.65
Brazilian Resolution,68.42
Sustainability advertising,97.84
Sustainable fishery,31.9
United Nations Conference on the Human Environment,0
Declaration on the Rights of Indigenous Peoples,0
World Health Organization,108.18
Capacity building,0
Party (law),26.98
Reclaimed water,23.08
Invasive species,34.54
Corporal punishment,81.22
Cairo Declaration on Human Rights in Islam,1.52
Sustainable architecture,26.21
Ecological footprint,0
CBS News,223.86
Sustainable industries,0
Family planning,25.01
Stochastic simulation,17.32
Climate change adaptation,0
Women's rights,31.87
Children's rights,0
The Guardian,307.6
International human rights instruments,14.18
Extreme weather,0
Small Island Developing States,75.19
Radiative forcing,0
Chiaki Mukai,72.02
Inter-American Convention to Prevent and Punish Torture,115.22
United Nations Framework Convention on Climate Change,84.7
Urban horticulture,0
European Convention on Human Rights,0
Declaration of Montreal,167.35
Social sustainability,0
Royal Dutch Shell,98.35
International Convention for the Protection of All Persons from Enforced Disappearance,60.34
New Urbanism,85.95
Waste management,0
List of human rights organisations,0
Consensus decision-making,0
Earth Summit 2002,0
International Maritime Organization,114.64
Climate change mitigation,72.37
Charles David Keeling,0
Ecovillage,0
Rome Statute of the International Criminal Court,37.57
Permafrost carbon cycle,70.73
Wayback Machine,0
Deforestation and climate change,0
Effects of climate change on island nations,-100.0
Annex I,52.94
Human rights in Africa,0
Effects of climate change,127.27
Laurent Fabius,102.14
Declaration of the Rights of the Child,0
John Glenn,0
F. W. de Klerk,44.99
The Washington Post,471.47
Paleoclimatology,0
Anthropocene,0
2015 United Nations Climate Change Conference,84.06
Government of Guatemala,0.0
Abrupt climate change,23.68
Index of climate change articles,0
Vegetable box scheme,73.13
Public opinion on climate change,65.85
Water efficiency,74.53
Electrification,24.69
University of Coimbra,0
Global catastrophic risk,57.87
Loss and damage,85.57
Intersex human rights,71.29
United Nations Prize in the Field of Human Rights,137.08
Flood control,0
Carbon capture and storage,36.72
Water security,11.41
Biological pump,0
Institution,19.88
Effects of climate change on terrestrial animals,936.6
Sustainable city,0
Convention Relating to the Status of Refugees,63.59
Carbon tax,32.36
Fossil fuel divestment,0
The Adaptation Fund,57.14
Carbon neutrality,41.98
International human rights law,57.04
European Union,0
Greenhouse gas inventory,0
Yemen,164.64
Climate sensitivity,0
Sustainability science,15.33
International humanitarian law,0
Scientific consensus on climate change,76.56
International Red Cross and Red Crescent Movement,0
Fossil fuel,0
Iris hypothesis,97.64
Education for Sustainable Development,0
International law,0
Maputo Protocol,22.78
Associated Press,409.24
Sustainability practices in organizations,188.57
Sal Khan,13731.71
Sustainability measurement,0
Organic movement,87.61
Helmut Kohl,103.13
Andrew Dessler,0
Atlantic meridional overturning circulation,121.57
Blue carbon,74.59
Climate resilience,18.33
Business action on climate change,51.96
Sustainable energy,12.78
History of human rights,24.07
Depositary,56.64
Raúl Alfonsín,193.07
Sustainable tourism,20.85
International Space Station,96.68
Mali,0
Forest gardening,43.31
List of environmental degrees,0
Instrumental temperature record,544.3
Human rights,0
The Hague,174.31
International Conference on Population and Development,50.48
Protocol Relating to the Status of Refugees,58.68
Local food,0
National Adaptation Programme of Action,48.65
Climate justice,0
Permafrost,0
Environmental governance,48.77
Individual action on climate change,66.28
Ozone depletion,0
Sustainability studies,0
"International Covenant on Economic, Social and Cultural Rights",0
Consumption (economics),0
Svante Arrhenius,65.62
New York (state),22.05
Flood,0
BBC News,142.76
Emma Bonino,167.5
Nicaragua,166.15
Sustainable gardening,0
Climate debt,251.85
Carbon dioxide in Earth's atmosphere,0
Appropriate technology,0
Copenhagen Accord,0
International Civil Aviation Organization,175.69
Knowledge transfer,0
UNFCCC,11.24
Sustainable yield,0
Jacques Delors,0
Planetary management,0
Political economy of climate change,49.5
Demographic transition,0
Extinction risk from climate change,20.63
Carbon sequestration,0
European Convention for the Prevention of Torture and Inhuman or Degrading Treatment or Punishment,104.76
Food security,0.86
Geneva Conventions,50.07
Orbital forcing,16.78
Anthropization,0
Ban Ki-moon,28.67
Al Gore,37.46
Human rights in Europe,84.21
Paleotempestology,52.0
Sustainable urban drainage systems,66.86
Earth's energy budget,0
Yogyakarta Principles,27.16
Holocene extinction,62.98
"Indigenous and Tribal Peoples Convention, 1989",43.7
Forest dieback,37.41
Graça Machel,0
Mozambique,181.04
Brazil,362.98
Camfed,69.49
Paris Agreement,0
Hispanic Society of America,62.83
UN Framework Convention on Climate Change,0
Carbon dioxide removal,0
Least developed countries,123.33
Climate fiction,142.01
