File,Percent Increase
"Mayor of Washington, D.C.",340.74
Mark Harris (North Carolina politician),515.12
Reed Gusciora,17.07
Legislative Assembly of Puerto Rico,71.71
Tim Murphy (American politician),384.64
"United States Senate elections, 2016",11740.44
North Carolina,20.98
Wyoming,53.73
Statehood movement in the District of Columbia,256.56
New Hampshire,53.68
Ayanna Pressley,2314.29
Governor (United States),2338.2
Arizona's 8th congressional district,552.17
Governor of Colorado,1175.2
Jeff Zeleny,250.36
The Hill (newspaper),-100.0
U.S. states,81.05
By-election,290.85
American Health Care Act of 2017,228.98
Christopher A. Wray,313.43
Native Americans in the United States,40.31
Christine Hallquist,2157.59
Wisconsin,85.61
Road Repair and Accountability Act,1343.36
Medicaid,112.72
Minnesota,59.01
Brenda Jones (politician),4792.0
NBC,13.86
Maryland,46.65
Charlie Dent,428.61
United States congressional committee,235.26
Nashville,51.89
Pennsylvania,68.5
Franklin Garcia,1796.55
Approval voting,222.1
State treasurer,354.3
Inauguration of Donald Trump,113.76
Subpoena,169.36
Los Angeles Times,33.44
Fox News,160.65
Jim McGreevey,898.15
John Conyers,329.28
"Lubbock, Texas",76.87
American Samoa,40.05
Pete Saenz,135.92
Megan Barry,227.6
"Laredo, Texas",28.79
Minimum wage,49.6
Democratic Party (United States),702.04
Initiative,143.58
Dan Bishop,752.46
San Francisco,18.05
The Wall Street Journal,35.19
Ras J. Baraka,1501.08
Minnesota House of Representatives,633.33
Tunica-Biloxi,45.92
"Providence, Rhode Island",144.57
Texas,55.52
"Dougherty County, Georgia",494.68
"Maricopa County, Arizona",524.8
"Little Rock, Arkansas",14.59
Joseph Morelle,438.13
The Guardian,73.6
Muslim,17.93
Susan Wild,7729.73
Red states and blue states,1999.57
Voice of America,258.61
Maine Senate,326.2
Trump tariffs,104.36
Forbes,19.15
Florida,77.68
Debbie Lesko,481.2
Michigan,87.07
Hawaii,16.46
Mike Pence,79.54
"United States elections, 1974",534.48
"San Jose, California",29.39
Connecticut Senate,721.57
Federal Election Commission,223.83
Northern Mariana Islands,469.58
Robert Schlesinger,42.25
"Bladen County, North Carolina",1223.9
"San Bernardino, California",36.61
London Breed,277.36
Robert Garcia (California politician),183.57
The Daily Beast,43.08
Political party strength in U.S. states,790.66
"Irvine, California",63.65
Tennessee,49.17
Elections in the United States,1470.19
Washington (state),46.47
District of Columbia,108.07
"Chesapeake, Virginia",-100.0
"Lane County, Oregon",20.8
"Lincoln, Nebraska",50.66
Brad Little (politician),1931.22
Mike Pompeo,471.45
Nancy Pelosi,2753.84
Arkansas,24.21
Ohio,43.1
Puerto Rico,27.18
Osage Nation,219.27
"United States House of Representatives elections, 2018",1419.67
Lumbee,25.46
Bryce Edgmon,185.71
The Washington Post,0
"Northern Mariana Islands gubernatorial election, 2018",1177.99
Nebraska,92.03
"Austin, Texas",44.99
Wave elections in the United States,1171.83
"Chula Vista, California",0
Montana,90.78
Illinois Democratic Party,305.71
Paul Ryan,660.22
Bill Nelson,2466.64
Northern Cheyenne Indian Reservation,29.79
Maine State Treasurer,188.89
115th Congress,467.86
Brian Kemp,2559.35
Bicameral,381.16
Indiana,57.04
NPR,43.11
"Chandler, Arizona",87.76
116th United States Congress,3553.25
Sharice Davids,32340.38
Bloomberg News,-100.0
Conor Lamb,2214.96
CNN,149.28
Vladimir Putin,97.18
Rosebud Indian Reservation,19.36
South Dakota,51.41
Associated Press,63.03
Lolo Matalasi Moliga,97.98
Government trifecta,783.67
Lindsay Walters,6024.14
"United States elections, 2014",3664.06
Huffington Post,41.92
Patrick Leahy,214.8
Greg Fischer,486.9
Pat Tiberi,393.59
Michael Donald Brown,1419.23
Rick Scott,1493.62
"United States elections, 1914",785.33
"United States elections, 2010",12049.76
Mary Gay Scanlon,7609.8
Unicameralism,126.01
Martha McSally,3376.86
Republican Party (United States),744.55
Mike Madigan,584.85
Libby Schaaf,453.57
Cook PVI,1579.19
Trent Franks,166.07
New York (state),56.91
