File,Percent Increase
Frederick Douglass,48.26
Thurgood Marshall,69.45
Jacqueline Cochran,34.77
Stone Court (judges),1019.69
Center for Advanced Study in the Behavioral Sciences,637.01
List of United States Supreme Court cases by the Taney Court,463.64
Dean (education),52.12
Samuel Blatchford,423.53
The Star-Spangled Banner,142.25
Cleveland Museum of Natural History,106.91
Edward Douglass White,0
Harriet Beecher Stowe,14.94
Social Security Administration,43.83
Jane Cunningham Croly,7.14
Eleanor Roosevelt,30.92
John Marshall Harlan,254.03
Don Nickles,828.03
Eleanor K. Baum,21.57
Second inauguration of Bill Clinton,122.56
Andrew Jackson,50.05
Katharine McCormick,141.79
David Getches,203.33
Blanche Scott,46.88
Antoinette Brown Blackwell,102.26
Infobase Publishing,18.25
Norwegian Association for Women's Rights,80.39
Robert Trimble,1045.45
Separation of church and state,79.48
Frontiero v. Richardson,6789.35
"Progressive Party (United States, 1912)",64.6
Fourth Amendment to the United States Constitution,0
Henry Billings Brown,0
Microsoft News,0
La fille du régiment,477.99
Albert Sacks,7341.67
National Democratic Party (United States),39.92
Third Way,33.04
Marian Anderson,34.05
Internet meme,28.24
Rehnquist Court,3171.82
Bachelor of Laws,317.35
Safford Unified School District v. Redding,0
Ellen Swallow Richards,49.86
John Dewey,0
Liberalism in the United States,338.34
Ida B. Wells,-100.0
Cesar Chavez,0
Beatrice Hicks,50.0
Dorothy Day,69.73
Dorothea Dix,0
List of United States Supreme Court cases by the Fuller Court,242.11
Walter Mondale,182.47
Dorothy Hansine Andersen,480.39
Matilda Cuomo,308.7
Current Affairs (magazine),34.81
Louise McManus,15.38
Reform Judaism,38.3
Law clerk,668.65
Thomas Jefferson,17.68
DePaul University,56.42
Maria Tallchief,153.49
Gore Vidal,32.52
Media bias in the United States,123.43
Oneida Indian Nation,526.98
Washington Concert Opera,508.33
Gloria Yerkovich,92.86
Potter Stewart,720.14
Kate Stoneman,69.77
113th United States Congress,452.5
Linda Hirshman,497.78
Laches (equity),28.16
Emily Howell Warner,68.54
Indra Nooyi,31.81
Al Sharpton,406.15
Right-wing politics,0
List of law clerks of the Supreme Court of the United States (Seat 6),0
Gertrude Ederle,50.14
Samuel Hooper,119.61
Edward Terry Sanford,617.11
Law review,555.05
ThinkProgress,35.94
William Burnham Woods,964.21
Herbert C. Hoover Building,79.05
Social equality,50.84
Theodore Roosevelt,68.05
National Urban League,54.93
Reuters,0
Gonzales v. Carhart,1635.76
Helen LaKelly Hunt,75.88
Constitution of South Africa,47.5
Douglas MacArthur,45.23
Zachary Taylor,134.54
Due process,51.98
Florence R. Sabin,61.38
Civil rights movement,0
United States Attorney General,13.17
Charles Evans Whittaker,2521.45
William Henry Moody,257.01
Los Angeles Times,25.46
Katherine Siva Saubel,98.21
Lynn Gilbert,2198.04
Antonia Novello,86.7
Olmstead v. L.C.,12748.67
Constance Baker Motley,187.15
Stephen Colbert,121.64
Belva Ann Lockwood,182.87
Law journal,515.79
Robert C. Byrd,77.54
John Kerry,64.71
Economic liberalism,0
Sargent Shriver,42.63
Oyez Project,376.34
"Flatbush, Brooklyn",39.11
Linda G. Alvarado,52.48
Korean War,22.14
New Girl (season 7),11.16
Eunice Kennedy Shriver,81.56
Patricia Roberts Harris,42.2
Democratic Party (United States),101.1
Emily Dickinson,0
Gabriel Duvall,0
Rita R. Colwell,78.1
Americans with Disabilities Act of 1990,17.1
Dwight D. Eisenhower,2.35
Conservative liberalism,0
Hot dog,15.75
James Clark McReynolds,0
Alpha Epsilon Phi,1825.0
Bushrod Washington,248.02
The Wall Street Journal,21.37
Lewis F. Powell Jr.,586.43
"List of United States Supreme Court cases, volume 518",1479.17
"List of United States Supreme Court cases, volume 530",1431.82
American Humanist Association,6.43
Gilded Age,0
Morrison Waite,0
Jane Addams,50.9
Ruth Benedict,63.47
Donna de Varona,192.61
Nodule (medicine),2.33
Lund University,40.09
Voting Rights Act of 1965,141.69
Sojourners,42.81
