File,Percent Increase
Solidarity (United States),119.61
Brad Sherman,893.97
Harry Haywood,50.53
Joe Crowley,15890.62
LGBTQ community,97.44
A People's History of the United States,87.69
Paul Gosar,2104.6
Martin Abern,155.56
BBC 100 Women,4.35
American Defense Society,-10.17
Monopoly Capital,126.23
Eugene V. Debs,54.77
Neal Dunn,89.37
Caenorhabditis elegans,24.9
Woody Guthrie,105.06
Dutch Ruppersberger,142.21
The Times of Israel,41.05
Kathy Castor,40.11
Amata Coleman Radewagen,218.15
Ayanna Pressley,908.91
Steve Womack,64.84
John Reed (journalist),37.08
Mark DeSaulnier,868.8
Michael McCaul,228.38
Joaquin Castro,34.07
Title of Nobility Clause,287.68
The Hill (newspaper),124.02
Tea Party movement,52.07
Job guarantee,825.09
New Left,-100.0
Contraception,14.66
Chief of staff,39.31
Chris Stewart (politician),197.13
Derek Kilmer,70.91
Pete Sessions,230.14
David Kustoff,124.82
American Enterprise Institute,75.06
Dorothy Day,106.87
Jimmy Gomez,562.61
Pramila Jayapal,1065.25
American Labor Party,-100.0
Jared Huffman,135.51
Jeff Jackson (politician),415.38
Joe Lieberman,410.57
Raul Ruiz (politician),100.66
Socialist Alternative (United States),123.24
Psychotherapy,9.59
Current Affairs (magazine),89.8
Social Democracy of America,46.02
House Minority Leader,366.67
Jack Barnes,89.09
Transgender,39.35
Debbie Dingell,281.46
Michelle Caruso-Cabrera,219.1
Jim McGovern (American politician),81.41
Dan Meuser,9.47
French Hill (politician),437.94
Perjury,95.79
Norman Thomas,27.16
Revolutionary Socialist League (U.S.),0.0
Double majors in the United States,28.45
People (magazine),137.92
David Graeber,61.98
Tom Cole,141.43
Vermont Progressive Party,20.68
Democratic socialism,440.31
Emma Goldman,52.74
Sephardic Jewish,46.28
Sanford Bishop,65.38
Chris Pappas (politician),0
Saudi Arabian-led intervention in Yemen,318.29
Individualist anarchism in the United States,37.17
White supremacy,46.46
Yvette Clarke,950.25
YouTube,36.84
Reuters,67.46
Debbie Wasserman Schultz,323.79
Spark (U.S. organization),50.0
Jacobin (magazine),26.57
Mike Simpson,494.12
Matt Gaetz,2132.03
Cook Partisan Voting Index,161.0
Civil rights movement,147.99
Socialist Action (United States),47.93
Carl Sandburg,-6.74
Tom McClintock,218.8
Howard Zinn,76.23
Vern Buchanan,508.91
Earl Browder,863.6
Bruce Westerman,52.92
Social Democratic Federation (United States),71.43
Standing Rock Indian Reservation,142.53
Nematode,30.25
Carol Miller (politician),255.28
Steven Horsford,698.58
Robert Owen,25.14
Cum laude,79.72
Albert Parsons,160.94
Campaign finance,54.16
1877 St. Louis general strike,-100.0
Brad Schneider,120.0
Stephen Lynch (politician),130.07
Alexander Cockburn,-100.0
Alma Adams,224.94
New York Daily News,121.3
Russ Fulcher,75.86
Paul Tonko,106.3
"Jackson Heights, Queens",48.81
LGBT rights,40.36
Tom Reed (politician),317.36
Democratic Party (United States),41.81
Freedom Road Socialist Organization,34.3
Everytown for Gun Safety,84.54
Kirsten Gillibrand,303.81
Seth Moulton,590.13
List of current members of the United States House of Representatives,117.06
Kevin Mullin,564.58
New York Media,194.12
The Wall Street Journal,-100.0
Daily Worker,62.27
Mainstream economics,40.77
Jeff Duncan (politician),215.98
Working Families Party,142.28
2018 Gaza border protests,187.38
Max Rose,219.92
Peter T. King,111.64
Anime,14.35
MIT Lincoln Laboratory,85.71
Matt Cartwright,118.35
Norway,25.54
Jabari Brisport,372.0
Leslie Feinberg,692.16
Jennifer McClellan,37.1
Media Matters for America,77.22
Trotskyism,32.96
Marc Veasey,8.07
Max Shachtman,12.56
Hysterectomy,52.65
Charles Ruthenberg,28.0
John Humphrey Noyes,-100.0
Jared Moskowitz,42.59
Diana DeGette,440.36
CBS News,11.96
The Intercept,129.01
Jim Banks,45.25
Richard Neal,70.89
Joseph Morelle,131.15
David Rouzer,51.07
Kweisi Mfume,736.71
House Democratic Caucus,911.43
HuffPost,53.96
The Bronx,82.01
Nita Lowey,116.77
Catechism of the Catholic Church,-100.0
Jagmeet Singh,523.55
Shri Thanedar,371.05
Marxism,-100.0
The Guardian,25.94
Houston Rockets,-100.0
C-SPAN,38.98
Suzanne Bonamici,15.09
David Valadao,290.28
Thomas Kean Jr.,0
Brian Higgins,172.7
Finland,130.06
Florida,22.92
Social Democratic Party of America,144.39
Microbiology,32.72
Ted Kennedy,497.42
Democratic Socialist Organizing Committee,245.12
Debbie Lesko,218.53
Michigan,7.64
Garret Graves,61.11
Abbie Hoffman,-100.0
Henry Cuellar,134.62
Elizabeth Warren,510.83
Lucy McBath,362.64
Fred Hampton,47.62
Jimmy Dore,8.04
Joyce Beatty,225.24
Moors,-100.0
Political action committee,77.74
National Post,290.56
John Zerzan,31.37
Democratic Socialists of America,1903.0
The Indypendent,35.14
1912 Lawrence textile strike,59.54
Vote Smart,243.44
Individualist anarchism,65.91
Federal Election Commission,22.66
Elise Stefanik,1547.76
The New Yorker,29.04
