File,Percent Increase
Iain Duncan Smith,671.08
Conservatives for Britain,504.44
Elections in Luxembourg,56.86
Foreign relations of the European Union,374.26
Matthew Barzun,677.54
European Union and the United Nations,652.86
Prüm Convention,309.56
Local government in Wales,122.98
Daniel Hannan,1988.89
Netherlands,33.81
The Royal Bank of Scotland Group,384.21
UK Independence Party,1744.46
Joko Widodo,102.48
United Ireland,0
Acts of Union 1707,298.91
David Cameron,2207.29
Priti Patel,0
Foreign relations of Latvia,11.02
Elections in Bulgaria,33.54
Isle of Man,0
Jo Swinson,-100.0
United Russia,15.82
Constitution of Ireland,101.83
Vodafone,12.0
Greece–United Kingdom relations,24.35
Michael Froman,72.69
British nationality law,280.53
Elections in Lithuania,66.96
Euroscepticism in the United Kingdom,3178.84
Prime Minister of the United Kingdom,1486.97
Rio de Janeiro Stock Exchange,39.58
HSBC,67.34
Energy policy of the European Union,89.38
Portugal–United Kingdom relations,408.47
Danish krone,69.35
Enhanced cooperation,164.07
Representation of the People Act 1948,62.61
Institute for Fiscal Studies,-100.0
Albania,321.61
Andrew Neil,507.1
Transatlantic Trade and Investment Partnership,394.34
Andrew Roth,0
Damian Collins,111.8
Left Unity (UK),230.5
Northern Ireland Assembly,342.12
Economic and Monetary Union of the European Union,370.93
London and Paris Conferences,170.93
"Area of freedom, security and justice",304.8
FRICS,110.53
Foreign relations of Denmark,272.22
The European Union: In or Out,2248.0
Victoria Derbyshire,-100.0
Committee of Permanent Representatives,126.15
Mark Carney,3376.4
Saint Barthélemy,74.33
Irish Free State (Agreement) Act 1922,129.27
Jersey,50.52
Single European Act,416.49
Fall of the Berlin Wall,70.58
United States of Europe,800.8
Irish Church Act 1869,52.75
Brexit,1993.36
European Union (Amendment) Act 2008,1175.86
Free vote,607.89
Gisela Stuart,6662.66
Dubai World,21.69
Reuters,63.79
Maggie Chapman,28.28
Elections in Hungary,79.57
EU three,163.33
Mark Austin (journalist),77.59
Czech Republic,60.68
Denmark,39.94
Good Morning Britain (2014 TV programme),112.86
Visa policy of the Schengen Area,131.67
Polish złoty,78.79
Deutsche Bank,60.24
Tim Farron,884.21
Constitution of 1782,80.0
High Court of Justice,32.31
Acquis communautaire,301.32
Paris Bourse crash of 1882,55.56
List of European Council meetings,133.01
National Front (UK),175.59
European Union free trade agreements,233.0
Royal College of Midwives,163.89
Michelle O'Neill,-100.0
Allegra Stratton,422.37
Scottish independence,1256.99
Italy,38.88
Bretton Woods system,34.84
Arron Banks,5673.96
Britain in Europe,750.53
Parliament Act 1911,66.56
Richard Reed,168.49
Georgia (country),3.2
Ofcom,37.82
Euratom Treaty,114.97
European Union Customs Union,345.8
Ladbrokes,100.19
John Curtice,5107.08
Foreign Affairs Council,248.0
Opinion polling for the United Kingdom European Union membership referendum,14476.27
Dissolution of parliament,136.02
Treaty establishing a Constitution for Europe,663.19
Foreign relations of France,81.35
Single Supervisory Mechanism,5.72
BBC News (TV channel),221.86
Democratic Party (United States),105.97
BMW,27.97
Referendums in the United Kingdom,4336.25
Liechtenstein,40.24
Romania,114.92
Alliance Party of Northern Ireland,293.16
Treaty on the Functioning of the European Union,224.87
Richard Branson,21.04
British Nationality and Status of Aliens Act 1914,124.0
Accession of Serbia to the European Union,112.93
NRS social grade,1019.55
Lithuania,39.06
Slovakia,215.28
Slovenia,275.75
Elections in Portugal,27.31
Supranational union,190.3
Kate Hoey,939.56
Accession of Montenegro to the European Union,91.75
Norway,82.77
Diane James,-100.0
Xi Jinping,35.99
British nationality,155.95
