File,Percent Increase
Astrakhan Oblast,85.55
European Parliamentary Research Service,92.86
Communist Party of Social Justice,272.41
Courthouse News Service,53.76
Dmitry Gudkov,583.16
Electronic voting,77.41
Krasnoyarsk Krai,32.62
Nikolai Bondarenko,810.14
United Russia,585.04
2020 Russian constitutional referendum,178.67
Google,131.85
Post-Soviet states,76.57
Voting machine,106.25
Yandex,0
Ultranationalism,31.21
Nikolai Starikov,111.59
Pavel Grudinin,317.97
"Russian Ecological Party ""The Greens""",2888.78
Gennady Semigin,193.15
Yaroslavl Oblast,61.82
Electoral fraud,0
Eastern Ukraine,23.2
2020 amendments to the Constitution of Russia,73.09
Democratic socialism,26.88
Donetsk People's Republic,39.08
Khabarovsk Krai,20.76
Right-wing politics,136.54
Rostov Oblast,67.1
YouTube,37.92
Jewish Autonomous Oblast,-100.0
Russian All-People's Union,753.88
1996 Russian presidential election,591.77
Europe Elects,0
Free and fair election,0
Impact of the COVID-19 pandemic on politics,47.99
Tactical voting,82.33
Google Docs,29.22
Ministry of Foreign Affairs of Georgia,52.56
CPRF,144.44
Ivan Zhdanov,152.43
Udmurtia,23.08
Republic of Crimea,33.24
Union State,148.71
Luhansk People's Republic,30.8
Economic liberalism,37.17
1921 Russian Supreme Soviet election,116.67
Plurality voting,129.7
Russian government response to the COVID-19 pandemic,47.37
Populist,52.27
Dmitry Medvedev's Second Cabinet,113.04
Tver Oblast,42.71
Buryatia,8.9
Elections in Russia,746.88
Dmitry Medvedev,277.92
1906 Russian legislative election,47.22
Organization for Security and Co-operation in Europe,56.76
2018 Russian presidential election,737.39
Ministry of Defence (Russia),71.99
Sevastopol,106.42
North Ossetia–Alania,112.38
Office for Democratic Institutions and Human Rights,111.48
Kamchatka Krai,12.72
Roskomnadzor,307.89
Dozhd,118.53
Occupied territories of Georgia,38.2
Franklin D. Roosevelt,85.1
2003 Russian legislative election,1095.26
Liberal Democratic Party of Russia,1160.16
Sergey Lavrov,288.81
Smart Voting,1668.35
Yakutia,37.16
Moscow City Duma,175.0
Election monitoring,41.94
Communitarianism,0
2018 Russian pension protests,270.97
2007 Russian legislative election,1283.7
Ryazan Oblast,30.36
"Apple, Inc.",74.26
2004 Russian presidential election,259.58
Maksim Shevchenko (journalist),660.0
COVID-19 pandemic in Russia,-14.26
Supermajority,42.25
2016 Russian elections,313.46
2019 Moscow City Duma election,670.44
Vladimir Zhirinovsky,601.56
Nikolay Rybakov,412.61
Boris Titov,0
National conservatism,50.72
Centre-left politics,167.5
Abkhazia,60.94
United States Department of State,154.91
2018 Russian gubernatorial elections,139.13
Tambov Oblast,32.07
Marxism–Leninism,4.39
Far-right politics,40.12
TASS,15.56
Social conservatism,-2.41
Altai Republic,-100.0
Rifat Shaykhutdinov,0
Belgorod Oblast,162.31
Right-wing,40.05
Russian nationalism,86.23
Constitution of Russia,363.59
Orenburg Oblast,169.07
January 1907 Russian legislative election,61.5
Carnegie Moscow Center,66.04
Chelyabinsk Oblast,59.06
Vologda Oblast,650.86
Oryol Oblast,145.17
Podolsk cadets,1327.36
Lyubov Sobol,272.44
The Ukrainian Week,81.82
Tomsk Oblast,52.03
Anti-Corruption Foundation,422.12
