File,Percent Increase
2022 United States Virgin Islands gubernatorial election,851.2
2022 Nebraska gubernatorial election,546.76
2020 United States Senate elections,1076.72
2022 Connecticut State Treasurer election,421.5
List of United States senators from Kentucky,243.89
1936 United States Senate elections,424.15
List of ambassadors of the United States to Denmark,29.13
2022 United States House of Representatives election in Wyoming,393.74
2022 California State Treasurer election,232.08
2022 Connecticut State Comptroller election,186.0
2022 United States attorney general elections,501.59
Ohio State Treasurer,0
1957 United States Senate elections,100.0
2016 United States Senate election in Pennsylvania,0
2022 Hawaii House of Representatives election,754.17
Pacific Green Party,653.91
2022 San Francisco District Attorney special election,817.12
Mike Crapo,380.59
The Hill (newspaper),60.16
Chief of Staff,84.0
2022 United States House of Representatives elections in Tennessee,224.81
2022 Kentucky House of Representatives election,730.43
2022 Gainesville mayoral election,245.59
2022 United States Senate election in Utah,599.14
1986 United States Senate election in Alabama,0
1924 United States Senate elections,305.76
2022 Connecticut House of Representatives election,220.65
2022 Illinois Treasurer election,220.0
2022 New York state elections,0
1996 United States Senate election in Oklahoma,126.02
Michael Bennet,654.9
2022 Alabama elections,343.45
"2022 Long Beach, California mayoral election",358.82
2022 California's 22nd congressional district special election,1163.31
2022 Nebraska's 1st congressional district special election,420.16
2022 Illinois Attorney General election,321.88
Jerry Moran,415.32
Two-round system,1943.59
J. D. Vance,3635.27
2022 Texas gubernatorial election,1064.83
2016 United States Senate election in Alabama,326.16
Larry Hogan,1045.05
Alaska Department of Administration,1094.59
2022 Texas Attorney General election,367.87
1986 United States Senate election in Iowa,0
Abby Finkenauer,303.38
2022 Montana House of Representatives election,1412.7
1988 United States Senate elections,313.16
2016 United States Senate election in New York,0
2022 Connecticut State Senate election,319.7
2022 United States House of Representatives elections in Maryland,320.42
2016 United States Senate election in North Carolina,559.26
2022 Florida Chief Financial Officer election,220.3
Write-in,159.38
Hugh Hewitt,48.18
2022 United States House of Representatives elections in Rhode Island,319.96
2010 United States Senate election in North Carolina,300.0
2022 Rhode Island Senate election,154.17
List of United States senators from Connecticut,143.76
2022 United States House of Representatives elections in Maine,239.79
2016 United States Senate election in Idaho,185.4
Peter Welch,1524.58
2022 District of Columbia Attorney General election,458.73
2022 Wisconsin State Treasurer election,204.88
2022 South Carolina Attorney General election,278.68
2010 United States Senate election in Ohio,359.66
1978 United States Senate elections,402.28
2022 Oregon elections,811.68
2022 Oregon State Senate election,174.32
2004 United States Senate elections,470.16
South Carolina House of Representatives,174.44
2014 United States Senate special election in South Carolina,188.86
2022 United States Senate election in New York,464.85
Green Mountain Peace and Justice Party,482.21
List of United States senators from California,242.44
North Carolina Supreme Court,262.14
2004 United States Senate election in Washington,199.38
Cook Partisan Voting Index,314.15
Oklahoma House of Representatives,117.63
Kelly Tshibaka,154655.17
2022 Iowa House of Representatives election,622.22
United States Secretary of the Interior,42.59
2022 Texas State Senate election,515.33
Ron Wyden,434.91
2022 Maine House of Representatives election,888.04
The Atlanta Journal-Constitution,43.36
"Beaufort, North Carolina",13.62
Decision Desk HQ,2640.74
Fox News,189.09
2022 South Dakota elections,656.32
2022 United States state legislative elections,1210.08
Alex Padilla,747.18
1998 United States Senate election in Iowa,0
List of Native Americans in the United States Congress,149.94
2022 Vermont Senate election,644.39
2022 Georgia state elections,636.74
Vermont's at-large congressional district,596.38
Marco Rubio,1177.66
2022 South Carolina Secretary of State election,229.87
2016 United States Senate elections,630.79
Evan McMullin,2828.76
Cardiothoracic surgeon,8.86
List of United States senators from Florida,490.48
Colorado Governor,326.67
Democratic Party (United States),388.19
2016 United States Senate election in Colorado,274.08
2022 Florida Senate election,520.39
2022 San Francisco District Attorney recall election,191.57
Governor of Alaska,382.52
2022 Maine State Senate election,468.75
U.S. representative,286.76
2022 Rhode Island Attorney General election,0
2022 Wisconsin State Assembly election,1544.19
1986 United States Senate election in Vermont,186.45
John Fetterman,8087.59
2022 Arizona Attorney General election,802.7
2022 California State Controller election,268.93
2022 Wisconsin Secretary of State election,469.01
Johnny Isakson,599.94
2022 San Jose mayoral election,1207.84
2010 United States Senate elections,601.81
2022 United States House of Representatives elections in Nevada,261.87
Thomas McDermott Jr.,2114.36
2022 Massachusetts Senate election,367.86
Todd Young,605.12
Jim Inhofe,672.01
2022 Austin mayoral election,518.96
2016 United States Senate election in Vermont,0
1974 United States Senate election in Vermont,164.55
2022 Idaho elections,652.43
2022 United States Senate election in Indiana,656.63
Chief Justice,131.28
2016 United States Senate election in Ohio,602.91
2022 United States Senate election in Oklahoma,657.99
2022 United States House of Representatives elections in Minnesota,0
2022 New York gubernatorial election,923.96
List of United States senators from Kansas,126.84
2002 United States Senate elections,538.3
CBS News,45.36
2022 Vermont lieutenant gubernatorial election,363.94
Lisa Murkowski,550.02
2022 Colorado gubernatorial election,307.03
List of United States senators from Illinois,179.16
Tim Ryan 2020 presidential campaign,200.0
Green Party of the United States,205.77
2022 New Hampshire Executive Council election,524.56
2022 Wyoming Secretary of State election,237.8
Lucas Kunce,196.15
United Methodist,60.42
2022 Minnesota House of Representatives election,1259.84
"Londonderry, New Hampshire",105.47
2022 United States House of Representatives elections in Utah,109.66
2020 Alaska Measure 2,639.61
1914 United States Senate elections,142.26
2022 New York's 23rd congressional district special election,517.42
List of United States senators from Oregon,185.67
February 2022 San Francisco special election,133.33
2022 Indiana State Treasurer election,471.6
2010 United States Senate election in Arkansas,174.08
2022 South Dakota Attorney General election,170.55
Raphael Warnock,1207.13
Forbes,60.78
Ted Kennedy,59.33
2022 United States Senate election in New Hampshire,724.99
2022 Texas Comptroller of Public Accounts election,89.2
2022 Wisconsin Attorney General election,252.21
2022 California State Assembly election,321.14
1934 United States elections,727.53
2022 Nevada gubernatorial election,750.19
Kendra Horn,1403.93
1998 United States Senate election in Oregon,56.41
2022 Georgia Secretary of State election,328.73
Malcolm Kenyatta,1636.4
Congressional Record,75.95
2020 Wisconsin elections,616.08
Oregon Progressive Party,425.81
2022 Oregon gubernatorial election,1381.89
List of United States senators from Georgia,399.53
Vote splitting,167.16
2022 United States House of Representatives elections in Kansas,149.48
2022 Florida Commissioner of Agriculture election,365.49
1922 United States Senate elections,288.37
2022 United States House of Representatives elections in Michigan,415.25
"2022 Washington, D.C., mayoral election",970.94
2022 Maryland gubernatorial election,528.37
1948 United States Senate elections,213.95
T. W. Shannon,148.62
KTVI,101.09
2022 Nevada State Treasurer election,0
Val Demings,1866.43
2022 United States House of Representatives elections in Oregon,562.5
2022 Council of the District of Columbia election,305.45
2022 Arizona Senate election,2396.93
2022 United States House of Representatives elections in Wisconsin,300.44
2022 Kentucky Senate election,437.14
Approval Voting Party,1149.09
List of United States senators from Missouri,0
List of United States senators from Alaska,527.35
2022 North Dakota Senate election,504.44
2022 United States Senate election in Colorado,418.28
List of United States Senate elections in Ohio,196.15
2022 United States gubernatorial elections,1284.87
1937 United States Senate special election in Arkansas,42.42
David McCormick,3146.42
Michael Durant,22.57
Kathy Salvi,1290.6
2022 Vermont State Treasurer election,218.42
2026 United States Senate elections,1383.63
List of United States senators from Washington,371.8
2022 Michigan House of Representatives election,3392.55
2022 Texas's 34th congressional district special election,2693.55
2016 United States Senate election in Oklahoma,149.51
1980 United States Senate election in Iowa,172.1
1930 United States Senate elections,203.47
Mike Lee,1158.04
2022 Florida House of Representatives election,1787.8
2022 United States House of Representatives election ratings,2306.18
List of United States senators from Nevada,1747.97
2022 Ohio Senate election,533.71
Party leaders of the United States Senate,441.86
Chris Van Hollen,301.67
Richard Burr,507.62
"2022 Providence, Rhode Island, mayoral election",454.55
2022 Oklahoma Attorney General election,157.04
Kathy Barnette,-100.0
2022 United States Senate election in Illinois,251.23
"Pine Bluff, Arkansas",29.43
Brigadier General,37.71
2022 Massachusetts elections,0
2022 Arkansas lieutenant gubernatorial election,379.67
U.S. Supreme Court,27.08
United States Congress,590.03
2022 Rhode Island lieutenant gubernatorial election,290.51
1990 United States Senate elections,375.47
2002 United States Senate election in Oklahoma,112.08
Utah Democratic Party,740.5
2022 United States Senate election in North Carolina,1745.35
Anchorage Daily News,0
Rob Portman,941.36
2022 United States House of Representatives elections in Arkansas,160.73
The Washington Post,29.77
Kentucky House of Representatives,307.05
1956 United States Senate elections,0
Chuck Morse,655.4
2018 United States Senate election in Pennsylvania,0
Pat Toomey,1857.71
Chuck Grassley,1598.4
2010 United States Senate election in Wisconsin,628.83
1982 United States Senate elections,293.24
2016 United States Senate election in Louisiana,207.3
2010 United States Senate election in Connecticut,0
2022 United States House of Representatives election in Delaware,212.08
2022 Delaware House of Representatives election,940.28
2016 United States Senate election in South Dakota,272.05
Oregon Public Broadcasting,65.06
2016 United States Senate election in Missouri,221.11
2022 United States House of Representatives election in Guam,12641.27
2022 Oklahoma House of Representatives election,335.71
1991 United States Senate special election in Pennsylvania,221.95
2022 Florida gubernatorial election,1014.44
2022 Massachusetts Attorney General election,335.34
2022 Georgia State Senate election,849.22
List of United States senators from Oklahoma,289.37
2022 New York State Assembly election,1116.09
2022 United States House of Representatives elections in Nebraska,115.33
2022 Ohio gubernatorial election,372.27
Jo Rae Perkins,2155.02
1944 United States Senate elections,276.03
1998 United States Senate election in Washington,272.55
2020 United States Senate election in Oregon,0
2022 Reno mayoral election,0
Connecticut House of Representatives,262.48
Constitution Party (United States),348.37
2004 United States Senate election in Alabama,217.71
2022 United States Senate special election in Oklahoma,999.94
2022 Idaho Senate election,335.38
2022 Nevada Secretary of State election,406.44
1918 United States Senate elections,233.17
2022 Tallahassee mayoral election,347.72
World War II,44.5
2022 Missouri elections,1370.65
2022 United States Senate elections in California,441.62
Brian Kemp,1182.94
List of United States senators from Colorado,210.15
2010 United States Senate election in Florida,738.43
Brian Schatz,332.6
2022 United States Senate election in Missouri,359.66
Senior Advisor to the President of the United States,82.02
Coattail effect,264.89
1972 United States Senate elections,232.25
