File,Percent Increase
Elizabeth II,84.01
"Glynn County, Georgia",2352.94
2019–20 Premier League,541.21
American Dialect Society,137.64
Yes! (U.S. magazine),200.75
Federal government of the United States,97.81
Priti Patel,1273.12
Democracy Alliance,129.26
Federal Aviation Administration,68.71
The Canadian Encyclopedia,47.28
"Newark, New Jersey",41.58
Woodhouse Moor,7345.57
Shooting of Alton Sterling,0
Denver,35.44
White Privilege II,1040.33
The Commercial Appeal,44.06
Velma Scantlebury,347.62
Toronto Star,152.62
The Hill (newspaper),198.65
Michael Jackson,63.04
"Hands up, don't shoot",2626.34
Shooting of Ezell Ford,4404.17
Ella Baker Center for Human Rights,780.7
Hashtag,78.87
Now (newspaper),38.07
Johnetta Elzie,8929.95
"North Charleston, South Carolina",56.11
Aboriginal deaths in custody,16319.25
Violent Crime Control and Law Enforcement Act,2644.98
Ryan Fournier,197.78
Atlanta University Center,-100.0
Transgender,82.26
NBA,142.65
Dunedin,56.77
"Bloomington, Minnesota",184.59
Social movement,33.64
"Tulsa, Oklahoma",1106.79
Social & Legal Studies,32.0
WKSU,150.0
Toronto,34.82
Philadelphia,50.89
Al Sharpton,0
Death of Rashan Charles,8264.42
Racism in the United States,723.08
White supremacy,849.56
Otago Daily Times,34.22
Toronto Police Service,315.83
Death of Edson Da Costa,6060.13
Muhammad Yunus,33.63
Murder of Jordan Edwards,4108.13
Reuters,66.24
Black History Month,284.83
Fruitvale Station,586.71
Debbie Wasserman Schultz,-100.0
Czech Republic,47.5
Maryland,46.34
Nekima Levy Armstrong,4424.18
Rest in Power: The Trayvon Martin Story,-100.0
"Pittsburgh, Pennsylvania",63.88
Hispanic and Latino Americans,111.76
Jim Webb,44.3
Pennsylvania,18.22
Civil rights movement,459.85
United States Attorney General,78.31
Roland G. Fryer Jr.,2580.75
Maria Ressa,4053.39
Shooting of Larry Jackson Jr.,2043.1
Don't Shoot,2764.47
Cenotaph,197.26
Los Angeles Times,39.96
Metro Green Line (Minnesota),221.25
White House,233.85
KPCC (radio station),330.0
Leah Hunt-Hendrix,1171.21
Shooting of Samuel DuBose,1702.61
St. Charles County Police Department,195.65
2016 Donald Trump Chicago rally protest,1177.33
Columbia Journalism Review,30.49
Blue wall of silence,2307.34
Interstate 35,211.86
Shooting of Jocques Clemmons,2604.29
Confederate States of America,860.82
The Charlotte Observer,39.49
Megan Barry,105.14
Marco Rubio,13.2
New York Daily News,7.03
American Son (2019 film),1030.71
Diversity of tactics,1760.78
"St. Paul, Minnesota",368.88
WikiProject,94.52
Candlelight vigil,208.51
Driving while black,648.53
Quartz (publication),31.86
Democratic Party (United States),50.5
Assata's Daughters,1577.14
Racial discrimination,226.3
Carmelo Anthony,110.76
LeBron James,257.96
San Francisco,44.94
Stuff (website),157.39
Naomi Osaka,537.88
DeRay McKesson,473.04
Movement for Black Lives,7579.06
Bureau of Justice Statistics,1329.2
Tishaura Jones,1857.75
Bristol,244.6
Hell You Talmbout,1072.21
Jay Nixon,181.41
Public Radio International,177.98
Jacinda Ardern,240.22
Woke,377.93
Media Matters for America,210.84
Campaign Zero,66375.89
KXAN,65.79
Earl Ofari Hutchinson,1255.06
Arthur Ravenel Jr. Bridge,10.83
College of William & Mary,160.12
Nationalist Front (United States),155.21
"Hamilton, New Zealand",366.34
United States Department of Justice,95.88
HuffPost,-100.0
Marxism,299.25
The Guardian,32.24
Windrush scandal,3169.53
Cincinnati,66.68
Bree Newsome,378.22
Voice of America,83.78
Identity politics,188.98
List of organizations designated by the Southern Poverty Law Center as hate groups,396.86
Ferguson effect,5477.17
St. Louis County Police Department,180.12
NFL preseason,179.94
Amnesty International,63.38
Dwyane Wade,-100.0
Naomi Klein,-100.0
Winston Peters,110.83
Charleston church shooting,0
Sekai Holland,415.91
Shooting of Charles Kinsey,0
Political action committee,124.27
Patriot Front,781.41
Discrimination,77.9
Home Secretary,135.52
Steve Stenger,-4.49
Jesse Williams (actor),-16.58
The New Yorker,-100.0
Hands Up United,712.24
London City Airport,-100.0
SayHerName,2349.62
"Millennium Square, Leeds",275.68
Prime Minister of New Zealand,444.06
David Theo Goldberg,1554.62
Militarization of police,1868.16
Reparations for slavery,1070.53
Benjamin Crump,0
Facebook,-100.0
Police misconduct,370.74
Christchurch mosque shootings,51.75
Channel 4,26.08
Death of Abdirahman Abdi,4278.45
Alt-right,246.25
"St. Anthony, Minnesota",1312.81
Marissa Johnson,1459.04
Manchester,-100.0
Racism in Australia,191.81
Wayback Machine,87.63
The Upshot,141.51
Dallas,36.32
Tennessee,30.22
California State Senate,54.17
Protests against Donald Trump,685.03
Civil disobedience,304.65
Bristol Harbour,1887.64
Super Bowl,-100.0
2015 Baltimore protests,6368.52
Shooting of Antonio Martin,0
Erica Garner,5691.34
Loyal Like Sid & Nancy,796.43
Marist Poll,606.38
Formation (song),19.99
Daily News (New York),172.21
