File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
CubeSat,363.8,12/19/2021,519.0,01/14/2022,42.66
List of surface features of Mars visited by Spirit and Opportunity,13.6,12/04/2021,15.6,12/05/2021,14.71
Space Task Group,35.6,12/05/2021,46.0,01/18/2022,29.21
Anik (satellite),0.0,11/27/2021,61.8,12/26/2021,0
Cluster (spacecraft),51.8,01/01/2022,229.4,12/25/2021,342.86
ArXiv (identifier),320.6,12/19/2021,604.6,01/12/2022,88.58
EUMETSAT,13.4,11/29/2021,23.0,01/12/2022,71.64
Angular velocity,606.6,01/01/2022,1260.2,12/08/2021,107.75
Johannes Kepler ATV,12.2,12/04/2021,38.0,12/25/2021,211.48
STS-61,82.8,12/06/2021,367.8,12/25/2021,344.2
Cryocooler,0.0,11/28/2021,657.4,12/25/2021,0
Lemur-2,6.0,12/05/2021,13.8,01/14/2022,130.0
Gravitational lens,303.4,12/19/2021,382.4,01/02/2022,26.04
Automated Planet Finder,11.2,12/11/2021,37.2,01/03/2022,232.14
Netherlands,11901.0,12/31/2021,21218.2,12/01/2021,78.29
International X-ray Observatory,18.8,12/08/2021,90.0,12/25/2021,378.72
Space Shuttle program,427.0,12/16/2021,641.0,01/13/2022,50.12
Halo orbit,222.4,12/01/2021,7048.4,12/25/2021,3069.24
List of uncrewed NASA missions,35.4,01/02/2022,66.2,12/14/2021,87.01
Exoplanetary Circumstellar Environments and Disk Explorer,0.0,11/28/2021,21.8,01/13/2022,0
Federal government of the United States,1676.4,12/25/2021,2796.6,01/08/2022,66.82
Van Allen Probes,41.4,12/20/2021,50.2,12/15/2021,21.26
2021 SG,20.4,01/17/2022,59.6,01/02/2022,192.16
Integrated Science Instrument Module,0.0,11/27/2021,268.2,12/25/2021,0
List of Gemini astronauts,44.2,12/20/2021,76.8,12/13/2021,73.76
(231937) 2001 FO32,6.6,12/04/2021,14.0,01/08/2022,112.12
Near-Earth object,435.2,12/23/2021,1696.4,12/27/2021,289.8
Field of regard,10.6,12/26/2021,60.0,01/08/2022,466.04
NGTS-14Ab,7.2,12/10/2021,0.0,11/28/2021,-100.0
PLATO (spacecraft),69.8,12/05/2021,320.0,12/25/2021,358.45
George H. Rieke,4.6,01/21/2022,65.6,12/25/2021,1326.09
Q-PACE,6.0,12/05/2021,0.0,11/27/2021,-100.0
Indian Remote Sensing Programme,121.0,12/10/2021,170.6,01/18/2022,40.99
Rings of Neptune,85.6,12/25/2021,148.0,01/18/2022,72.9
2021 AV7,7.4,01/18/2022,11.2,11/30/2021,51.35
Mercury-Atlas 6,165.4,12/24/2021,449.6,01/18/2022,171.83
Kleos Space,10.0,12/31/2021,17.2,12/10/2021,72.0
Astrocast,0.0,11/28/2021,17.8,12/15/2021,0
NASA insignia,147.6,12/03/2021,179.8,01/03/2022,21.82
ODINUS,0.0,11/28/2021,26.2,01/10/2022,0
Thebe (moon),43.4,12/19/2021,62.0,01/07/2022,42.86
KOI-5,8.2,12/04/2021,23.4,12/19/2021,185.37
Super-Earth,336.8,12/22/2021,461.2,01/09/2022,36.94
List of exoplanet search projects,46.2,12/24/2021,51.4,12/26/2021,11.26
Slew (spacecraft),9.2,12/26/2021,21.4,12/01/2021,132.61
Planetary Observer program,18.4,12/09/2021,20.6,12/05/2021,11.96
Starlink,3698.8,12/24/2021,12480.6,12/04/2021,237.42
Sentinel-1A,28.4,12/04/2021,54.6,01/10/2022,92.25
Star,2820.8,12/24/2021,24565.4,12/08/2021,770.87
Exoplanet,996.6,12/17/2021,2294.2,01/09/2022,130.2
Orlando Figueroa,8.8,12/11/2021,14.2,01/12/2022,61.36
BRITE,0.0,11/28/2021,26.2,12/25/2021,0
Ranger program,56.2,12/04/2021,141.8,12/13/2021,152.31
