File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Tonga national football team,0.0,10/24/2022,240.8,11/22/2022,0
2022 FIM Bajas World Cup,18.0,10/27/2022,59.0,12/07/2022,227.78
Own goal,278.0,10/28/2022,1805.8,12/03/2022,549.57
Mendy Chitrik,20.6,11/03/2022,33.2,12/18/2022,61.17
Kia Motors,199.0,11/10/2022,260.8,11/20/2022,31.06
Wales national football team,2339.6,12/16/2022,65701.0,11/21/2022,2708.22
1954 FIFA World Cup squads,113.4,10/29/2022,531.6,11/26/2022,368.78
1994 FIFA World Cup squads,0.0,10/25/2022,2803.4,11/25/2022,0
Crypto.com,654.6,10/28/2022,3752.8,11/14/2022,473.3
List of FIFA World Cup stadiums,0.0,10/25/2022,1743.4,11/21/2022,0
Piotr Zieliński,304.6,12/15/2022,4982.2,11/26/2022,1535.65
Vinícius Júnior,5428.0,11/06/2022,19051.0,11/24/2022,250.98
2014 FIFA World Cup bids,31.2,10/27/2022,313.4,11/20/2022,904.49
List of FIFA World Cup official mascots,412.4,10/28/2022,7624.4,11/20/2022,1748.79
2022 World Triathlon Winter Championships,4.8,10/26/2022,12.4,11/16/2022,158.33
European nations at the FIFA World Cup,0.0,10/24/2022,889.0,11/23/2022,0
2022 World Bowls Indoor Championships,0.0,10/24/2022,17.8,11/16/2022,0
2022 FIM Motocross World Championship,79.2,12/08/2022,152.2,11/14/2022,92.17
2022 FIFA World Cup qualification – CAF Second Round,0.0,10/25/2022,918.6,12/02/2022,0
2022 ISA World SUP and Paddleboard Championship,8.8,12/02/2022,146.2,11/06/2022,1561.36
SpaceX,0.0,10/24/2022,9717.8,10/28/2022,0
Panama national football team,269.6,10/29/2022,1254.0,11/18/2022,365.13
István Kovács (referee),58.4,10/29/2022,530.4,11/20/2022,808.22
2022 World Running Target Championships,11.0,11/13/2022,24.0,10/27/2022,118.18
2022 Basque Pelota World Championships,17.6,12/07/2022,216.0,10/29/2022,1127.27
Romanization of Arabic,604.2,10/29/2022,684.6,11/11/2022,13.31
Qatar 2022 FIFA World Cup bid,886.4,10/28/2022,18162.8,12/01/2022,1949.05
Liberal democracy,829.6,12/17/2022,1411.4,11/28/2022,70.13
2022 PDC World Darts Championship,0.0,10/25/2022,12666.6,12/15/2022,0
Trading cards,24.8,11/05/2022,32.4,11/14/2022,30.65
2022 FIFA World Cup qualification – UEFA Group A,352.0,12/16/2022,3403.6,11/24/2022,866.93
Marcos Acuña,340.0,10/27/2022,16718.6,12/18/2022,4817.24
Antoine Griezmann,2811.2,11/04/2022,63588.8,12/14/2022,2161.98
ESPN,1905.4,12/16/2022,2449.4,11/19/2022,28.55
Duhail Handball Sports Hall,34.0,12/16/2022,345.0,11/21/2022,914.71
Paulo Dybala,2603.2,10/28/2022,24655.4,12/18/2022,847.12
Morocco national football team,2137.6,10/28/2022,123167.2,12/10/2022,5661.94
2022 Motocross des Nations,21.2,10/27/2022,35.6,12/16/2022,67.92
