File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Kia Motors,0.0,01/12/2018,4290.4,02/07/2018,0
NBC Olympic broadcasts,174.8,03/03/2018,3699.6,02/10/2018,2016.48
Puerto Rico at the 2018 Winter Olympics,39.8,03/08/2018,4588.4,02/10/2018,11428.64
Chile at the 2018 Winter Olympics,87.6,03/03/2018,1996.4,02/10/2018,2179.0
1988 Seoul Olympics,8.4,02/02/2018,16.0,02/12/2018,90.48
Panmunjom,536.8,03/04/2018,1179.6,01/17/2018,119.75
Draisine,124.4,02/03/2018,127.4,01/17/2018,2.41
Chinese Taipei at the 2018 Winter Olympics,34.8,03/08/2018,2452.2,02/10/2018,6946.55
San Marino at the 2018 Winter Olympics,13.0,03/08/2018,1302.4,02/10/2018,9918.46
Nathan Chen,1951.6,03/06/2018,68322.0,02/17/2018,3400.82
Italy at the 2018 Winter Olympics,0.0,01/13/2018,5375.4,02/13/2018,0
Biathlon,1778.6,01/27/2018,62935.4,02/11/2018,3438.48
1984 Winter Olympics,514.4,03/07/2018,6568.8,02/10/2018,1176.98
Turkey at the 2018 Winter Olympics,42.0,03/08/2018,2187.6,02/10/2018,5108.57
Yacht,760.6,02/09/2018,928.8,03/01/2018,22.11
1940 Summer Olympics,0.0,01/12/2018,1450.8,02/10/2018,0
Pyeongchang County,1157.4,03/07/2018,58424.0,02/10/2018,4947.87
Fabian Rießle,0.0,01/12/2018,421.6,02/20/2018,0
Minister for Foreign Affairs (Japan),46.8,01/20/2018,67.0,03/07/2018,43.16
Uzbekistan at the 2018 Winter Olympics,19.0,03/08/2018,931.0,02/10/2018,4800.0
Zip line,9.6,02/09/2018,15.0,03/01/2018,56.25
President of South Korea,688.2,01/20/2018,2254.2,02/10/2018,227.55
Seoul Broadcasting System,417.4,03/02/2018,825.4,02/09/2018,97.75
1976 Winter Olympics,0.0,01/12/2018,3465.6,02/10/2018,0
Olympic flag,34.6,01/21/2018,169.2,02/26/2018,389.02
Gannett Company,540.2,02/11/2018,846.4,02/19/2018,56.68
Opening ceremony,73.6,01/14/2018,407.2,02/09/2018,453.26
Hangul,3737.8,01/19/2018,10502.8,02/10/2018,180.99
Olympic Hymn,0.0,01/12/2018,6484.6,02/10/2018,0
Ski jumping at the 2018 Winter Olympics,161.8,03/08/2018,10701.0,02/10/2018,6513.72
Venezuela at the 2014 Winter Olympics,11.4,01/17/2018,220.6,02/10/2018,1835.09
Noriaki Kasai,111.4,03/08/2018,7380.2,02/10/2018,6524.96
1908 Summer Olympics,336.4,01/31/2018,1577.2,02/10/2018,368.85
1924 Winter Olympics,484.6,01/14/2018,6353.2,02/09/2018,1211.02
Match TV,64.2,01/19/2018,108.8,01/27/2018,69.47
NBC,2417.0,01/20/2018,3216.6,02/16/2018,33.08
Reuters,0.0,01/13/2018,1592.0,02/28/2018,0
Grigory Rodchenkov,1230.2,01/19/2018,10410.4,03/05/2018,746.24
Argentina at the 2018 Winter Olympics,69.4,03/07/2018,2390.0,02/10/2018,3343.8
2028 Summer Olympics,1415.0,03/08/2018,30825.6,02/10/2018,2078.49
1912 Summer Olympics,333.2,01/26/2018,1478.8,02/10/2018,343.82
National Olympic Committee,0.0,01/13/2018,1476.4,02/10/2018,0
1896 Summer Olympics,0.0,01/13/2018,3701.6,02/10/2018,0
Sapporo,1177.2,01/26/2018,1850.8,02/10/2018,57.22
Guillaume Cizeron,202.0,02/02/2018,18790.8,02/20/2018,9202.38
List of multiple Olympic gold medalists in one event,36.0,01/26/2018,335.6,02/14/2018,832.22
List of Olympic Games host cities,2549.0,03/08/2018,63963.2,02/10/2018,2409.34
Olympic diploma,22.6,01/23/2018,221.4,02/23/2018,879.65
Americas,3344.8,02/03/2018,3723.8,03/02/2018,11.33
Great Britain at the 2018 Winter Olympics,0.0,01/12/2018,9045.2,02/17/2018,0
Samcheok,27.8,01/24/2018,63.4,01/31/2018,128.06
Virgin Islands at the 2014 Winter Olympics,0.0,01/12/2018,117.6,02/09/2018,0
China at the 2018 Winter Olympics,0.0,01/13/2018,4406.8,02/10/2018,0
Los Angeles Times,1118.2,02/03/2018,1781.0,02/07/2018,59.27
Fox News,2825.8,03/04/2018,3501.0,02/02/2018,23.89
Woljeongsa,36.4,03/06/2018,556.8,02/09/2018,1429.67
8K resolution,908.8,03/03/2018,0.0,01/12/2018,-100.0
Malta at the 2018 Winter Olympics,19.0,03/07/2018,1710.4,02/10/2018,8902.11
ROKS Cheonan sinking,332.2,02/03/2018,1175.4,02/25/2018,253.82
Korean War,8640.4,02/03/2018,23086.4,02/10/2018,167.19
2006 Winter Olympics,539.0,03/08/2018,17396.4,02/14/2018,3127.53
