File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Sammy Sosa,0.0,03/17/2019,1538.4,03/31/2019,0
Sam Urzetta,3.8,04/22/2019,7.2,04/19/2019,89.47
Thomas Dunne Books,26.8,03/21/2019,51.2,04/10/2019,91.04
General Motors,3479.0,04/13/2019,5763.8,05/01/2019,65.67
Scottie Scheffler,8.8,03/20/2019,192.6,05/09/2019,2088.64
BMW Championship (PGA Tour),73.4,04/01/2019,347.8,04/14/2019,373.84
Golf tee,2.8,05/10/2019,17.8,04/02/2019,535.71
Khabib Nurmagomedov,4675.2,04/27/2019,14179.6,04/04/2019,203.29
Eisenhower Trophy,29.0,03/27/2019,127.8,04/14/2019,340.69
Arnold Schwarzenegger,14067.2,04/19/2019,30189.4,04/28/2019,114.61
Rory Sabbatini,109.8,03/27/2019,3439.8,04/20/2019,3032.79
Chandler Egan,0.0,03/18/2019,17.2,04/05/2019,0
North Carolina,3679.8,04/06/2019,4400.2,05/03/2019,19.58
2002 Masters Tournament,40.4,03/23/2019,1884.8,04/14/2019,4565.35
Ben Curtis (golfer),69.6,03/19/2019,397.8,04/14/2019,471.55
Rory Sparrow,24.2,05/02/2019,52.2,03/30/2019,115.7
Bobby Locke,52.4,04/03/2019,228.8,04/14/2019,336.64
Craig Perks,13.8,05/03/2019,0.0,03/17/2019,-100.0
Jeff Sluman,36.8,03/20/2019,135.4,04/07/2019,267.93
The National (golf),20.0,03/27/2019,110.2,04/14/2019,451.0
Steve Pate,11.6,03/20/2019,28.4,04/04/2019,144.83
Johnny Miller,163.0,03/26/2019,551.6,04/30/2019,238.4
PGA Tour Player of the Year,13.0,03/25/2019,238.2,04/14/2019,1732.31
2007 Presidents Cup,6.4,05/10/2019,24.8,04/15/2019,287.5
Brooks Koepka,644.0,03/25/2019,62516.2,04/14/2019,9607.48
Canadian Online Explorer,19.4,03/20/2019,43.0,03/31/2019,121.65
Vinny Giles,6.4,03/25/2019,21.4,04/26/2019,234.37
Richie Ramsay,13.8,03/21/2019,94.4,05/11/2019,584.06
Abebe Bikila,230.2,04/13/2019,321.4,04/18/2019,39.62
Bill Haas,54.2,03/20/2019,140.2,05/02/2019,158.67
Lew Worsham,8.2,03/20/2019,31.6,04/14/2019,285.37
William Auchterlonie,8.4,05/05/2019,14.4,04/15/2019,71.43
2001 Players Championship,11.8,03/23/2019,0.0,03/17/2019,-100.0
Match play,203.0,05/04/2019,5963.4,03/30/2019,2837.64
Barbados,0.0,03/18/2019,4419.6,03/25/2019,0
ESPN,1735.8,05/03/2019,2359.0,03/20/2019,35.9
The Press Democrat,38.0,05/07/2019,53.0,04/24/2019,39.47
