File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Eden Hazard,4292.6,05/25/2018,54921.2,07/10/2018,1179.44
Own goal,178.8,05/21/2018,2051.4,07/06/2018,1047.32
Ahmed Musa,6.2,05/26/2018,1735.6,07/01/2018,27893.55
Kia Motors,2147.6,05/19/2018,3328.2,06/17/2018,54.97
1954 FIFA World Cup squads,196.8,05/20/2018,473.4,06/17/2018,140.55
List of football clubs in Russia,0.0,05/17/2018,121.6,06/14/2018,0
Mamayev Kurgan,104.8,07/11/2018,1324.0,06/18/2018,1163.36
1994 FIFA World Cup squads,1017.0,05/19/2018,3699.4,07/07/2018,263.76
Milorad Mažić,183.2,06/09/2018,2924.8,05/26/2018,1496.51
2018 FIA World Rallycross Championship,98.6,07/11/2018,420.8,06/10/2018,326.77
2014 FIFA World Cup bids,0.0,05/18/2018,310.2,06/13/2018,0
FIS Ski Flying World Championships 2018,9.0,05/26/2018,0.0,05/17/2018,-100.0
European nations at the FIFA World Cup,0.0,05/18/2018,672.8,06/17/2018,0
David Cameron,2588.6,07/03/2018,5100.4,07/09/2018,97.03
Edson Álvarez,206.0,05/20/2018,3265.4,07/02/2018,1485.15
The Times of Israel,110.6,07/08/2018,0.0,05/17/2018,-100.0
Panama national football team,1749.0,07/09/2018,29987.6,06/18/2018,1614.56
The Moscow Times,95.6,06/09/2018,122.4,06/22/2018,28.03
Antoine Griezmann,5100.0,05/27/2018,62699.2,07/06/2018,1129.4
ESPN,1487.8,05/19/2018,2268.2,05/28/2018,52.45
Prime Minister of the United Kingdom,2224.4,06/30/2018,4900.6,05/19/2018,120.31
Dylan Bronn,157.2,05/26/2018,8869.4,06/23/2018,5542.11
Sergio Agüero,2651.6,05/25/2018,14273.8,06/16/2018,438.31
Morocco national football team,1855.8,07/09/2018,34983.8,06/15/2018,1785.11
Jan Bednarek (footballer),201.2,05/25/2018,2587.4,06/28/2018,1185.98
Stephan Lichtsteiner,3758.4,05/23/2018,27536.4,06/05/2018,632.66
Ricardo Quaresma,1744.0,05/27/2018,32596.2,06/25/2018,1769.05
Russia national football team,3467.2,05/19/2018,52870.4,06/14/2018,1424.87
List of FIFA World Cup finals,0.0,05/17/2018,128684.2,07/11/2018,0
Carlos Sánchez Moreno,323.6,05/19/2018,10606.6,06/19/2018,3177.69
Mengniu Dairy,125.8,05/20/2018,778.4,06/26/2018,518.76
Russian Premier League,1206.4,05/19/2018,3009.6,07/07/2018,149.47
2018 World Fencing Championships,27.4,05/25/2018,117.8,07/09/2018,329.93
Portugal national football team,8591.6,07/09/2018,48362.6,06/15/2018,462.91
Adidas Telstar 18,0.0,05/17/2018,12369.0,06/14/2018,0
2018 World Rally Championship,691.2,06/29/2018,1961.6,06/10/2018,183.8
Emil Forsberg,464.4,05/19/2018,11390.0,07/03/2018,2352.63
Jordan Henderson,1702.0,06/11/2018,18116.4,07/07/2018,964.42
Harry Maguire,775.4,05/27/2018,112820.2,07/07/2018,14449.94
Michael Krohn-Dehli,261.4,05/26/2018,4504.4,07/01/2018,1623.18
Russia national under-20 football team,7.0,05/31/2018,15.4,06/23/2018,120.0
Rostov-on-Don,645.2,05/19/2018,6681.2,06/17/2018,935.52
ABC News (Australia),134.4,06/03/2018,192.8,07/09/2018,43.45
Argentine Football Association,297.4,05/19/2018,1256.4,06/21/2018,322.46
Grozny,559.6,05/25/2018,1531.8,06/24/2018,173.73
Aziz Bouhaddouz,252.4,05/26/2018,10255.4,06/15/2018,3963.15
Copa América,0.0,05/18/2018,23068.6,06/30/2018,0
Rostov Arena,416.8,05/19/2018,5104.2,06/17/2018,1124.62
Juan Cuadrado,0.0,05/17/2018,14882.6,06/24/2018,0
YouTube,22672.6,06/23/2018,24444.8,06/20/2018,7.82
Reuters,1110.6,06/09/2018,1488.2,07/10/2018,34.0
New Caledonian Football Federation,11.2,05/25/2018,79.2,06/21/2018,607.14
Ferjani Sassi,80.4,05/26/2018,7616.8,06/18/2018,9373.63
Denmark national football team,2688.0,05/19/2018,31319.2,07/01/2018,1065.15
Du (company),163.4,06/22/2018,0.0,05/17/2018,-100.0
Russian Foreign Ministry,9.6,07/05/2018,15.4,05/22/2018,60.42
Gehad Grisha,34.0,05/20/2018,1236.6,06/24/2018,3537.06
Hispanic and Latino Americans,1181.2,06/02/2018,1525.0,07/04/2018,29.11
BeIN Sports,859.0,05/24/2018,2279.0,06/15/2018,165.31
India Today,369.4,06/15/2018,458.6,06/19/2018,24.15
Video assistant referee,294.0,05/25/2018,11073.6,06/26/2018,3666.53
Volgograd International Airport,59.4,07/07/2018,292.8,06/18/2018,392.93
Jan Vertonghen,821.4,05/26/2018,6472.2,07/02/2018,687.95
"Roshchino, Leningrad Oblast",4.0,05/25/2018,81.2,06/14/2018,1930.0
UA:PBC,37.0,05/22/2018,62.0,06/14/2018,67.57
Judge,555.2,06/10/2018,552.6,07/10/2018,-0.47
Yaroslavl,252.4,05/24/2018,665.6,06/16/2018,163.71
Paul Pogba,0.0,05/17/2018,36791.0,06/30/2018,0
2018 FIFA World Cup broadcasting rights,8678.8,07/09/2018,63484.8,06/14/2018,631.49
Chung Mong-joon,38.8,05/19/2018,110.0,06/18/2018,183.51
2018 Acrobatic Gymnastics World Championships,17.6,05/19/2018,26.8,06/03/2018,52.27
Mauricio Espinosa,6.4,05/30/2018,81.0,07/10/2018,1165.62
World Rapid Chess Championship,78.2,07/10/2018,140.4,06/13/2018,79.54
Hisense,0.0,05/17/2018,7381.8,06/17/2018,0
Felipe Baloy,178.6,05/27/2018,7029.6,06/24/2018,3835.95
"Nacho (footballer, born 1990)",0.0,05/18/2018,17005.2,06/15/2018,0
FIFA World Rankings,4543.4,05/20/2018,88543.4,06/17/2018,1848.84
2018 World Lacrosse Championship,93.8,06/08/2018,544.2,07/11/2018,480.17
Bamlak Tessema Weyesa,0.0,05/18/2018,436.8,06/17/2018,0
Chile national football team,1379.4,05/20/2018,4644.8,06/21/2018,236.73
Michy Batshuayi,1531.8,06/03/2018,13590.6,06/23/2018,787.23
Fahad Al-Mirdasi,81.4,05/27/2018,456.2,06/14/2018,460.44
2018 FIM Women's Motocross World Championship,27.2,06/20/2018,38.8,05/21/2018,42.65
Ivory Coast national football team,986.4,05/20/2018,2830.0,06/19/2018,186.9
Verkhneuslonsky District,29.4,05/25/2018,164.8,06/14/2018,460.54
Fyodor Smolov,505.8,05/26/2018,8606.8,06/14/2018,1601.62
Joe Fletcher (referee),5.4,05/24/2018,304.2,07/03/2018,5533.33
2014 FIFA World Cup officials,24.8,05/21/2018,164.2,06/16/2018,562.1
Samuel Umtiti,1135.4,05/22/2018,34628.4,07/10/2018,2949.89
Central Stadium (Yekaterinburg),580.8,05/19/2018,6261.4,06/15/2018,978.06
Cosmos Arena,584.2,05/19/2018,5397.2,07/07/2018,823.86
Costa Rica national football team,1829.0,07/09/2018,19136.4,06/17/2018,946.28
The Korea Herald,47.4,06/03/2018,82.2,06/12/2018,73.42
Mehdi Abid Charef,0.0,05/18/2018,212.2,06/17/2018,0
Yonhap,64.4,06/23/2018,132.0,06/12/2018,104.97
Salem Al-Dawsari,244.0,07/09/2018,3507.0,06/14/2018,1337.3
The Football Association,812.0,06/01/2018,2185.0,05/19/2018,169.09
Accreditation,313.8,05/27/2018,397.8,06/19/2018,26.77
Football Federation Islamic Republic of Iran,138.6,06/03/2018,390.6,06/15/2018,181.82
Marouane Fellaini,0.0,05/17/2018,25885.6,07/02/2018,0
2018 UEFA Champions League Final,3579.4,06/29/2018,69133.0,05/26/2018,1831.41
Uruguay national football team,3974.4,05/20/2018,66043.8,06/30/2018,1561.73
2018 Speedway Grand Prix,118.6,06/26/2018,464.2,05/26/2018,291.4
1962 FIFA World Cup,1320.2,05/20/2018,14782.8,07/07/2018,1019.74
1986 FIFA World Cup squads,774.4,05/25/2018,3583.2,06/30/2018,362.71
2034 FIFA World Cup,0.0,05/18/2018,16205.0,06/14/2018,0
1962 FIFA World Cup qualification,71.8,05/26/2018,354.0,06/25/2018,393.04
Andreas Granqvist,272.0,05/26/2018,11773.0,07/07/2018,4228.31
Senegal national football team,1656.4,07/09/2018,46427.4,06/19/2018,2702.91
Paolo Guerrero,565.6,07/11/2018,20844.4,06/16/2018,3585.36
Adidas,4734.2,05/19/2018,7482.2,06/17/2018,58.05
Edinson Cavani,2006.2,05/25/2018,101631.0,06/30/2018,4965.85
World Chess Championship 2018,508.8,06/29/2018,727.0,06/11/2018,42.89
