File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
1960 Pro Bowl,6.2,02/21/2018,29.0,01/28/2018,367.74
2017 Los Angeles Chargers season,129.2,02/21/2018,0.0,01/07/2018,-100.0
Tony Boselli,137.0,02/24/2018,1475.8,02/04/2018,977.23
Freezer Bowl,58.0,02/19/2018,420.0,01/14/2018,624.14
1921 NFL Championship controversy,10.6,02/25/2018,49.0,02/05/2018,362.26
The Star-Spangled Banner,0.0,01/07/2018,10745.2,02/14/2018,0
NBC Olympic broadcasts,107.6,03/03/2018,3699.6,02/10/2018,3338.29
Marcus Johnson (wide receiver),44.0,01/10/2018,1003.2,02/05/2018,2180.0
Zach Ertz,724.8,01/11/2018,49104.6,02/05/2018,6674.92
List of New England Patriots broadcasters,14.2,02/23/2018,154.4,01/21/2018,987.32
Miranda Lambert,1695.0,02/21/2018,2683.2,01/12/2018,58.3
List of national anthem performers at the Super Bowl,192.6,02/28/2018,5613.4,02/04/2018,2814.54
Dessa,180.0,01/16/2018,1212.8,03/01/2018,573.78
Super Bowl XX,468.4,02/28/2018,6635.8,02/05/2018,1316.7
Philadelphia Eagles Cheerleaders,29.0,03/01/2018,648.0,02/05/2018,2134.48
John DeFilippo,95.0,03/03/2018,4692.0,02/09/2018,4838.95
List of New England Patriots first-round draft picks,43.2,02/19/2018,298.6,01/22/2018,591.2
Baker Bowl,116.4,01/11/2018,592.4,02/05/2018,408.93
1978 New England Patriots season,21.4,02/15/2018,68.0,02/04/2018,217.76
Paisley Park,64.6,02/23/2018,485.8,02/05/2018,652.01
Gino Cappelletti,28.4,03/03/2018,340.2,02/05/2018,1097.89
Darren Sproles,283.8,03/03/2018,5302.0,02/05/2018,1768.22
Super Bowl XXVIII,461.2,02/24/2018,5014.4,02/05/2018,987.25
ESPN,1965.0,01/12/2018,3094.2,03/01/2018,57.47
Sat.1,66.4,01/11/2018,85.4,02/04/2018,28.61
Philippines,12166.0,02/03/2018,14130.8,01/16/2018,16.15
Pyeongchang County,1107.6,03/03/2018,58424.0,02/10/2018,5174.83
The Ringer (website),166.0,02/17/2018,274.8,02/08/2018,65.54
1972 Pro Bowl,10.6,02/15/2018,46.0,01/28/2018,333.96
1960 Baltimore Colts season,9.6,02/19/2018,22.2,02/05/2018,131.25
1956 NFL Championship Game,38.0,02/23/2018,176.8,02/05/2018,365.26
This Is Our House,11.6,02/19/2018,37.0,01/14/2018,218.97
Super Bowl XIV,159.2,03/03/2018,3858.0,02/05/2018,2323.37
Native Americans in the United States,5525.6,02/17/2018,6214.2,02/12/2018,12.46
1993 NFL season,134.6,02/24/2018,641.4,02/05/2018,376.52
Green Bay Packers,969.0,03/03/2018,10496.4,02/05/2018,983.22
Family Guy,5647.4,02/24/2018,8439.8,01/15/2018,49.45
Concussion,1148.0,02/17/2018,1479.6,01/16/2018,28.89
Rex Burkhead,140.8,02/26/2018,8801.2,02/05/2018,6150.85
Epic in Miami,31.4,02/24/2018,310.0,01/13/2018,887.26
Lincoln Financial Field,346.8,02/27/2018,4962.4,01/22/2018,1330.91
The Jets (Minnesota band),412.6,01/10/2018,716.2,02/04/2018,73.58
TuneIn,228.8,02/20/2018,329.8,01/11/2018,44.14
David Andrews (American football),55.8,02/24/2018,1147.2,02/05/2018,1955.91
Super Bowl LII halftime show,175.6,03/02/2018,27297.4,02/05/2018,15445.22
"Bloomington, Minnesota",261.0,02/11/2018,405.4,02/05/2018,55.33
India,31291.8,01/13/2018,35751.0,01/26/2018,14.25
Super Bowl XXXVII,1250.0,02/27/2018,10343.8,02/05/2018,727.5
Tom Brady,5196.2,03/02/2018,319512.8,02/05/2018,6048.97
Doug Pederson,548.0,03/03/2018,141883.8,02/05/2018,25791.2
Rick Lovato,41.8,01/11/2018,1430.4,02/05/2018,3322.01
Philadelphia,5740.2,02/24/2018,18254.2,02/05/2018,218.01
Rasul Douglas,90.6,01/09/2018,1293.6,02/05/2018,1327.81
1934 NFL Championship Game,27.2,02/23/2018,80.4,02/05/2018,195.59
1943 NFL Championship Game,10.6,03/03/2018,74.6,02/05/2018,603.77
NBC,2417.0,01/20/2018,3216.6,02/16/2018,33.08
Fiat Chrysler Automobiles,2268.0,02/24/2018,2470.8,02/05/2018,8.94
YouTube,26962.8,01/30/2018,29488.8,01/23/2018,9.37
NFL Network,169.6,02/23/2018,511.2,02/04/2018,201.42
Super Bowl XL,427.6,03/03/2018,11970.8,02/05/2018,2699.53
Justin Peelle,53.6,01/20/2018,168.6,02/05/2018,214.55
AFL Championship Game,6.0,01/26/2018,13.6,02/05/2018,126.67
Standard-definition television,464.2,01/26/2018,0.0,01/08/2018,-100.0
Isaac Seumalo,43.0,01/09/2018,1635.8,02/05/2018,3704.19
Dan Patrick (sportscaster),6.4,01/21/2018,10.6,02/09/2018,65.62
1976 NFL season,59.6,03/03/2018,462.6,02/05/2018,676.17
2014 Seattle Seahawks season,106.2,02/24/2018,846.6,02/05/2018,697.18
1986 New England Patriots season,40.0,02/18/2018,90.6,01/22/2018,126.5
Super Bowl LI,711.4,03/03/2018,82821.6,02/05/2018,11542.06
2017 San Francisco 49ers season,166.4,02/24/2018,832.8,02/08/2018,400.48
Steven Means,58.2,01/12/2018,632.0,02/05/2018,985.91
Telemundo,542.0,02/25/2018,630.4,02/05/2018,16.31
Greater Los Angeles,519.6,01/27/2018,591.2,02/26/2018,13.78
AFC West,109.4,02/24/2018,0.0,01/07/2018,-100.0
SB Nation,188.2,01/27/2018,273.8,02/21/2018,45.48
Los Angeles Times,1118.2,02/03/2018,1781.0,02/07/2018,59.27
Metro Green Line (Minnesota),42.0,02/24/2018,78.8,01/29/2018,87.62
State Theatre (Minneapolis),0.0,01/07/2018,65.8,02/05/2018,0
Najee Goode,68.2,01/12/2018,723.0,02/05/2018,960.12
Minnesota Department of Revenue,0.0,01/07/2018,13.4,02/05/2018,0
Super Bowl XLIX,727.4,03/03/2018,44917.6,02/05/2018,6075.09
Super Bowl XXXI,526.8,03/03/2018,19128.4,02/05/2018,3531.06
Bears–Packers rivalry,48.2,03/03/2018,276.2,02/05/2018,473.03
David Feherty,184.8,01/18/2018,3497.2,02/11/2018,1792.42
1925 NFL Championship controversy,33.8,02/24/2018,289.6,02/11/2018,756.8
NFL on NBC music,9.0,02/24/2018,78.6,02/05/2018,773.33
Matt Guokas Sr.,25.0,01/30/2018,44.0,02/16/2018,76.0
List of New England Patriots players,67.4,03/03/2018,1387.4,02/05/2018,1958.46
Kevin Harlan,223.8,02/26/2018,1109.4,02/05/2018,395.71
Super Bowl III,212.4,03/03/2018,4739.2,02/05/2018,2131.26
Will Beatty,51.6,02/25/2018,595.6,02/05/2018,1054.26
Midnight green,0.0,01/08/2018,1525.4,02/05/2018,0
Pat Patriot,32.0,03/03/2018,1100.2,02/05/2018,3338.12
1965 NFL Championship Game,23.2,03/03/2018,451.0,02/05/2018,1843.97
Bleacher Report,277.6,01/20/2018,676.0,01/29/2018,143.52
List of NFL on NBC pregame show panelists,24.6,01/17/2018,151.6,02/04/2018,516.26
1948 Philadelphia Eagles season,19.2,01/09/2018,187.4,02/05/2018,876.04
Football Night in America,59.0,02/28/2018,0.0,01/07/2018,-100.0
Chuck Bednarik,117.4,03/02/2018,1729.2,02/05/2018,1372.91
1960 American Football League Championship Game,25.6,02/25/2018,118.8,02/05/2018,364.06
Cowboys–Eagles rivalry,75.4,03/02/2018,984.2,02/05/2018,1205.31
Julian Edelman,1103.4,02/23/2018,14481.0,02/05/2018,1212.4
Fog Bowl (American football),292.8,02/24/2018,302.2,02/26/2018,3.21
2017 Los Angeles Rams season,193.4,02/28/2018,0.0,01/07/2018,-100.0
1974 Pro Bowl,7.4,02/23/2018,50.8,01/28/2018,586.49
Star Tribune,216.6,02/17/2018,340.4,01/15/2018,57.16
Augmented reality,2488.0,01/27/2018,3452.0,02/12/2018,38.75
Super Bowl XLIX halftime show,182.2,03/01/2018,6100.4,02/05/2018,3248.19
2011 New England Patriots season,105.4,03/02/2018,1465.6,02/05/2018,1290.51
Xcel Energy Center,253.2,01/19/2018,370.0,01/15/2018,46.13
Sony SIX,113.8,02/05/2018,104.2,02/10/2018,-8.44
1962 NFL Championship Game,36.8,02/23/2018,348.0,02/05/2018,845.65
AFL on NBC,14.0,01/20/2018,67.0,01/27/2018,378.57
ProSieben,96.8,01/15/2018,174.0,02/04/2018,79.75
Super Bowl XI,157.8,03/03/2018,2729.4,01/15/2018,1629.66
2017 New York Jets season,99.4,03/02/2018,0.0,01/07/2018,-100.0
The Cincinnati Enquirer,80.8,02/17/2018,88.6,02/18/2018,9.65
Ed Werder,74.4,01/20/2018,217.0,02/05/2018,191.67
1980 NFL season,129.4,02/23/2018,2293.0,02/05/2018,1672.02
1995 NFL season,179.0,02/24/2018,1131.2,02/05/2018,531.96
Super Bowl VII,187.8,03/02/2018,3813.6,02/05/2018,1930.67
Chris Stapleton,3232.2,01/16/2018,37674.8,01/29/2018,1065.61
Jimmy Jam and Terry Lewis,0.0,01/08/2018,1193.0,01/29/2018,0
"No one likes us, we don't care",87.4,01/10/2018,3404.2,02/09/2018,3794.97
2017 Washington Redskins season,109.2,02/26/2018,361.2,01/31/2018,230.77
Jim Lee Hunt,17.0,02/16/2018,42.6,02/05/2018,150.59
Ram Trucks,669.0,01/09/2018,1843.4,02/05/2018,175.55
Bob Mould,273.6,02/15/2018,427.4,02/03/2018,56.21
Brian Dawkins,221.2,03/03/2018,14365.6,02/04/2018,6394.39
Rolando Cantú,31.2,02/27/2018,227.0,02/05/2018,627.56
Bruce Armstrong,24.0,02/27/2018,145.0,02/05/2018,504.17
Invincible (2006 film),620.6,02/28/2018,5229.4,02/05/2018,742.64
BeIN Sports (France),33.0,01/10/2018,74.2,02/14/2018,124.85
Jaylen Watkins,93.4,02/17/2018,890.0,02/05/2018,852.89
Stranger Things,20986.0,02/23/2018,0.0,01/08/2018,-100.0
Deadline Hollywood,23.0,01/13/2018,147.6,02/28/2018,541.74
2017 New York Giants season,141.4,02/27/2018,668.8,02/05/2018,372.98
Donnel Pumphrey,152.8,02/21/2018,1385.0,02/05/2018,806.41
NFL Europe,225.2,03/03/2018,1472.4,02/05/2018,553.82
High-definition television,830.0,03/02/2018,1116.2,02/14/2018,34.48
John F. Kennedy Stadium (Philadelphia),181.8,01/10/2018,700.0,02/05/2018,285.04
1988 NFL season,56.8,03/03/2018,540.0,02/05/2018,850.7
2018 Winter Olympics,12170.6,03/03/2018,307799.2,02/10/2018,2429.04
1961 Pro Bowl,4.6,02/19/2018,27.2,01/28/2018,491.3
Jordan Hicks,112.8,02/26/2018,1606.0,02/05/2018,1323.76
HuffPost,1039.6,02/10/2018,1210.4,01/22/2018,16.43
1982 CFL season,9.2,01/19/2018,13.2,02/06/2018,43.48
NFC East,160.0,03/03/2018,4875.2,02/05/2018,2947.0
The Guardian,3822.2,02/24/2018,4839.4,01/15/2018,26.61
Jonathan Kraft,1567.8,02/28/2018,5548.6,02/05/2018,253.91
1944 NFL Championship Game,16.8,02/24/2018,70.0,02/05/2018,316.67
Mychal Kendricks,171.6,01/10/2018,5535.6,01/22/2018,3125.87
Thursday Night Football,248.8,01/20/2018,692.2,01/31/2018,178.22
Steve Van Buren,103.4,02/23/2018,862.2,02/05/2018,733.85
2017 Pittsburgh Steelers season,137.0,02/24/2018,1933.6,01/14/2018,1311.39
Heidi Game,159.4,03/01/2018,1024.6,02/05/2018,542.79
Torrey Smith,868.8,01/11/2018,12960.4,02/05/2018,1391.76
Kygo,1545.2,01/31/2018,2156.8,02/26/2018,39.58
American Forces Network,217.6,01/12/2018,1429.6,01/21/2018,556.99
Dave Fipp,11.4,03/03/2018,313.2,02/05/2018,2647.37
Drumline,82.8,02/24/2018,95.8,01/19/2018,15.7
Forbes,2718.8,02/17/2018,3007.0,02/07/2018,10.6
Patrick Robinson (cornerback),3254.2,01/20/2018,3736.4,01/22/2018,14.82
1933 NFL Championship Game,22.8,02/28/2018,117.2,02/05/2018,414.04
List of Super Bowl lead-out programs,118.4,02/23/2018,2049.8,02/05/2018,1631.25
2017 New Orleans Saints season,77.0,03/03/2018,1853.6,01/15/2018,2307.27
2003 New England Patriots season,59.4,03/03/2018,1305.4,01/22/2018,2097.64
Anterior cruciate ligament injury,761.4,01/20/2018,1632.2,02/07/2018,114.37
Ronald Darby,175.0,03/02/2018,3186.0,02/05/2018,1720.57
Mystic Lake Casino,4.0,02/22/2018,15.0,01/22/2018,275.0
Gene Steratore,246.6,02/28/2018,10067.0,02/05/2018,3982.32
Super Bowl XLVIII,717.2,03/03/2018,25135.8,02/05/2018,3404.71
Shibe Park,166.8,02/16/2018,482.6,02/05/2018,189.33
Kamu Grugier-Hill,66.8,01/10/2018,1452.8,02/05/2018,2074.85
2004 Philadelphia Eagles season,66.2,03/03/2018,11581.6,01/22/2018,17394.86
"Eden Prairie, Minnesota",190.0,02/10/2018,309.4,01/22/2018,62.84
1997 Green Bay Packers season,75.4,02/24/2018,483.4,02/05/2018,541.11
1978 NFL season,49.8,03/03/2018,405.6,02/04/2018,714.46
Lisa Olson,25.4,03/03/2018,799.4,02/10/2018,3047.24
Snowplow Game,44.0,02/24/2018,376.4,02/05/2018,755.45
South Philadelphia Sports Complex,63.6,02/24/2018,292.6,02/05/2018,360.06
NFL on Thanksgiving Day,147.8,01/27/2018,326.8,02/05/2018,121.11
Your Love (The Outfield song),269.8,02/20/2018,378.2,01/13/2018,40.18
2017 Philadelphia Eagles season,548.6,03/02/2018,21316.8,02/05/2018,3785.67
United States Armed Forces,3206.6,02/03/2018,3581.6,01/22/2018,11.69
List of Super Bowl champions,2851.2,03/03/2018,228697.8,02/05/2018,7921.11
NFC North,132.0,02/24/2018,1029.0,01/22/2018,679.55
1951 NFL Championship Game,14.8,03/03/2018,130.4,02/05/2018,781.08
D. J. Killings,17.0,01/12/2018,233.8,02/05/2018,1275.29
2014 New England Patriots season,142.2,02/25/2018,1794.4,02/05/2018,1161.88
United States,43191.8,02/03/2018,52681.0,02/19/2018,21.97
1992 NFL season,122.2,02/24/2018,587.4,02/05/2018,380.69
List of New England Patriots head coaches,65.8,02/24/2018,2096.4,02/05/2018,3086.02
Shaq Mason,57.0,02/28/2018,1017.4,02/05/2018,1684.91
Super Bowl XXXIII,973.4,02/26/2018,8129.0,02/05/2018,735.11
Nickerson Field,66.8,02/28/2018,407.4,02/05/2018,509.88
The NFL on NBC pregame show,13.2,02/23/2018,130.2,02/04/2018,886.36
1960 Pittsburgh Steelers season,9.4,02/26/2018,27.6,01/26/2018,193.62
NFL on CBS,109.8,02/28/2018,490.0,01/14/2018,346.27
Universo (TV network),76.6,01/11/2018,437.0,02/05/2018,470.5
Super Bowl 50,689.4,03/03/2018,40456.2,02/05/2018,5768.32
National Football League preseason,12.2,02/17/2018,45.2,02/05/2018,270.49
2002 Philadelphia Eagles season,45.8,03/01/2018,402.4,01/22/2018,778.6
Miracle at the Meadowlands,62.6,02/28/2018,398.6,01/15/2018,536.74
IPTV,1383.6,02/24/2018,0.0,01/07/2018,-100.0
2006 New England Patriots season,60.4,03/01/2018,643.8,01/22/2018,965.89
Central Time Zone,1511.4,02/18/2018,2052.2,01/31/2018,35.78
Super Bowl XLII,452.2,03/03/2018,21366.2,02/05/2018,4624.94
2018 Pro Bowl,232.2,03/03/2018,34358.4,01/28/2018,14696.9
NSYNC,2528.4,02/28/2018,19233.4,02/05/2018,660.69
History of the National Football League championship,387.4,03/01/2018,10666.0,02/05/2018,2653.23
Super Bowl LVI,214.2,03/02/2018,10107.0,02/05/2018,4618.49
1965 American Football League Championship Game,11.2,03/03/2018,0.0,01/07/2018,-100.0
Glossary of American football,149.0,03/03/2018,1357.6,02/05/2018,811.14
1970 NFL season,59.4,03/03/2018,525.4,02/05/2018,784.51
Duce Staley,185.4,01/09/2018,3416.2,02/05/2018,1742.61
Television licensing in the United Kingdom,380.2,01/21/2018,663.4,03/02/2018,74.49
Rodney McLeod,308.8,01/12/2018,1884.2,02/05/2018,510.17
1968 American Football League Championship Game,10.4,03/03/2018,79.2,02/05/2018,661.54
AFC South,97.8,02/24/2018,628.2,01/14/2018,542.33
1959 NFL Championship Game,42.0,02/23/2018,206.0,02/05/2018,390.48
Super Bowl,1797.6,03/03/2018,115649.2,02/05/2018,6333.53
Super Bowl XXIV,260.2,03/03/2018,6367.0,02/05/2018,2346.96
List of Pittsburgh Steelers broadcasters,8.4,02/24/2018,101.0,01/14/2018,1102.38
DAZN,289.4,01/12/2018,472.8,02/04/2018,63.37
Fletcher Cox,229.8,03/02/2018,10679.2,02/05/2018,4547.17
Anterior cruciate ligament,1093.0,01/20/2018,1885.2,02/07/2018,72.48
Super Bowl XXXIV,1095.4,02/28/2018,9368.6,02/05/2018,755.27
Billy Brown (American football),24.0,01/20/2018,93.4,02/05/2018,289.17
Florida Georgia Line,0.0,01/08/2018,2289.8,01/14/2018,0
1985 NFL season,100.6,02/28/2018,1150.0,02/05/2018,1043.14
