File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Centenary,45.8,08/03/2022,48.2,08/05/2022,5.24
Tonga national football team,21.6,09/01/2022,66.2,07/23/2022,206.48
Football at the Bolivarian Games,32.2,08/23/2022,36.0,08/25/2022,11.8
Football at the 1912 Summer Olympics,28.4,09/01/2022,88.2,08/20/2022,210.56
South Korea at the FIFA World Cup,71.2,07/25/2022,67.0,08/31/2022,-5.9
Wales national football team,1369.4,07/14/2022,1467.0,07/12/2022,7.13
1954 FIFA World Cup squads,79.4,08/23/2022,0.0,07/08/2022,-100.0
New Zealand at the FIFA World Cup,40.2,08/05/2022,57.0,08/18/2022,41.79
1994 FIFA World Cup squads,339.2,07/29/2022,0.0,07/09/2022,-100.0
Panama at the FIFA World Cup,15.4,07/28/2022,15.8,07/15/2022,2.6
List of FIFA World Cup stadiums,60.6,08/28/2022,126.2,07/16/2022,108.25
Bryon Butler,8.0,08/31/2022,16.0,08/24/2022,100.0
World Triathlon Sprint Distance Championships,10.6,07/13/2022,57.8,07/29/2022,445.28
2014 FIFA World Cup bids,15.8,08/30/2022,24.4,08/03/2022,54.43
Intercontinental Futsal Cup,27.0,07/24/2022,24.6,07/10/2022,-8.89
World Scrabble Championship,33.6,08/23/2022,68.2,07/29/2022,102.98
World Athletics Half Marathon Championships,28.8,08/30/2022,54.4,07/17/2022,88.89
European nations at the FIFA World Cup,35.0,08/10/2022,47.4,08/18/2022,35.43
Superbike World Championship,318.6,08/31/2022,1129.8,07/17/2022,254.61
Dar um Jeito (We Will Find a Way),17.4,07/16/2022,20.0,07/18/2022,14.94
Australian Football International Cup,127.8,07/26/2022,168.4,07/28/2022,31.77
Red Bull Air Race World Championship,143.2,08/24/2022,180.0,07/25/2022,25.7
Cameroon at the FIFA World Cup,36.6,07/31/2022,53.4,07/12/2022,45.9
FIFPro,165.2,08/16/2022,203.2,07/31/2022,23.0
Haiti national football team,210.2,08/15/2022,313.2,08/19/2022,49.0
FIBA Intercontinental Cup,105.6,08/13/2022,163.8,07/18/2022,55.11
Pétanque World Championships,35.6,08/30/2022,81.4,07/31/2022,128.65
Combat sport,0.0,07/09/2022,514.4,08/19/2022,0
FBI,387.6,07/30/2022,511.8,08/09/2022,32.04
Panama national football team,245.8,08/17/2022,308.8,07/27/2022,25.63
Thomas Müller,1758.2,07/13/2022,4179.0,07/21/2022,137.69
IQA World Cup,38.0,07/17/2022,185.8,07/21/2022,388.95
United Arab Emirates at the FIFA World Cup,16.2,08/05/2022,17.8,08/16/2022,9.88
World Rogaining Championships,9.6,07/19/2022,37.8,08/28/2022,293.75
Niue national soccer team,25.2,08/20/2022,36.4,07/12/2022,44.44
