File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Tom Landry,576.4,03/02/2021,2686.8,02/08/2021,366.13
Jackie Joyner-Kersee,424.8,01/22/2021,2059.6,02/08/2021,384.84
60 Minutes,903.4,02/12/2021,0.0,01/11/2021,-100.0
Sammy Sosa,0.0,01/11/2021,2569.2,01/24/2021,0
Steve McNair,951.6,03/05/2021,13863.8,02/14/2021,1356.89
Adrian Clayborn,85.2,02/28/2021,1753.6,01/17/2021,1958.22
Jabari Holloway,6.4,02/25/2021,14.6,02/03/2021,128.12
List of Chicago Bears starting quarterbacks,360.4,02/15/2021,0.0,01/11/2021,-100.0
Darren Andrews,11.0,01/14/2021,13.2,01/16/2021,20.0
Walter Payton,1199.4,03/06/2021,7927.0,02/08/2021,560.91
Adrian Peterson,1924.0,01/23/2021,5610.0,02/16/2021,191.58
Ryan Tannehill,504.0,03/06/2021,0.0,01/11/2021,-100.0
Ryan Griffin (quarterback),340.2,03/01/2021,2208.8,02/08/2021,549.27
2019–20 NFL playoffs,200.2,03/07/2021,10399.8,01/25/2021,5094.71
LeSean McCoy,374.2,03/07/2021,25545.6,02/08/2021,6726.72
Bill Walsh (American football coach),255.8,03/06/2021,1319.2,02/08/2021,415.72
Keith Traylor,31.8,03/03/2021,76.2,01/17/2021,139.62
Joe Milton,26.0,02/13/2021,393.6,02/18/2021,1413.85
Raymond Ventrone,15.8,02/26/2021,27.4,02/18/2021,73.42
Jerod Mayo,147.4,02/28/2021,3157.0,01/13/2021,2041.79
Martellus Bennett,222.0,02/20/2021,2229.0,02/03/2021,904.05
List of Baltimore Ravens starting quarterbacks,108.4,02/20/2021,973.4,01/17/2021,797.97
Sammy Morris,21.6,02/28/2021,41.0,02/08/2021,89.81
San Diego,2619.8,02/11/2021,2962.0,01/13/2021,13.06
List of National Football League annual passing yards leaders,63.2,03/07/2021,624.2,01/18/2021,887.66
Rory Sparrow,28.6,01/25/2021,37.2,02/03/2021,30.07
Joe Schmidt (American football),71.2,02/25/2021,164.8,01/19/2021,131.46
NFL Top 100,112.4,02/28/2021,365.2,02/08/2021,224.91
Kevin Kasper,38.0,02/02/2021,59.0,01/18/2021,55.26
Rich Gannon,460.6,03/02/2021,2454.0,02/08/2021,432.78
Lynn Swann,469.8,03/01/2021,1716.2,02/08/2021,265.3
Standing long jump,194.0,02/02/2021,0.0,01/12/2021,-100.0
Tony Richardson (American football),47.8,02/26/2021,105.8,02/07/2021,121.34
Ted Johnson,44.6,03/06/2021,99.2,01/13/2021,122.42
Joe Torre,445.0,01/13/2021,1149.0,01/23/2021,158.2
Shea McClellin,67.8,02/24/2021,0.0,01/11/2021,-100.0
2019 New England Patriots season,118.4,03/07/2021,1911.4,02/08/2021,1514.36
Fred Jackson (American football coach),0.0,01/12/2021,27.0,01/14/2021,0
Quinton Bell,124.2,01/23/2021,603.0,02/08/2021,385.51
1978 New England Patriots season,23.6,02/26/2021,40.0,01/17/2021,69.49
2015 Miami Dolphins season,62.8,02/27/2021,1000.4,01/21/2021,1492.99
Gino Cappelletti,59.4,02/28/2021,282.4,01/29/2021,375.42
Bernie Masterson,7.8,02/24/2021,20.4,02/06/2021,161.54
Darren Sproles,1441.4,02/27/2021,3674.2,03/02/2021,154.9
Make America Great Again,630.4,03/06/2021,3884.6,01/13/2021,516.21
Bryan Cox,57.6,03/06/2021,188.0,01/15/2021,226.39
Bernard Pollard,58.8,03/02/2021,276.4,01/15/2021,370.07
The Hill (newspaper),516.6,03/07/2021,2646.0,01/28/2021,412.2
2021 Dallas Cowboys season,262.8,02/06/2021,334.2,02/08/2021,27.17
Cooper Kupp,192.4,02/21/2021,1178.4,01/16/2021,512.47
Ken Stabler,421.2,03/06/2021,2008.2,02/13/2021,376.78
San Diego Chargers,121.6,03/07/2021,641.8,02/16/2021,427.8
"Santa Monica, California",1547.4,02/26/2021,1907.6,01/21/2021,23.28
2007 Dallas Cowboys season,85.0,03/02/2021,250.0,02/09/2021,194.12
ESPN,1760.8,02/02/2021,2355.8,01/24/2021,33.79
2001 New York Jets season,33.8,03/05/2021,86.2,01/15/2021,155.03
Brian Hoyer,300.6,03/04/2021,666.6,02/08/2021,121.76
Justin Jefferson,896.0,02/21/2021,0.0,01/12/2021,-100.0
Chip Rives,5.2,01/16/2021,12.4,02/17/2021,138.46
David Akers,47.2,03/07/2021,301.0,01/16/2021,537.71
Pat Summitt,590.6,02/17/2021,3961.8,01/22/2021,570.81
Michael Hoomanawanui,39.2,02/18/2021,88.8,01/17/2021,126.53
Brian Urlacher,561.0,03/05/2021,1817.2,02/08/2021,223.92
List of Cincinnati Bengals starting quarterbacks,89.2,02/28/2021,341.6,02/08/2021,282.96
Alex Mack,201.4,02/27/2021,618.4,02/06/2021,207.05
Matt Stevens (safety),0.0,01/12/2021,24.6,02/11/2021,0
Terrell Davis,302.6,03/06/2021,1443.8,02/07/2021,377.13
Cyril Grayson,32.2,01/16/2021,403.2,02/08/2021,1152.17
Clyde Christensen,69.6,02/23/2021,1525.2,02/08/2021,2091.38
Randall McDaniel,49.6,03/06/2021,231.2,02/17/2021,366.13
Michigan Wolverines football statistical leaders,25.4,02/23/2021,154.0,01/18/2021,506.3
Rafer Johnson,178.8,03/05/2021,271.4,02/16/2021,51.79
List of Arizona Cardinals starting quarterbacks,118.0,02/17/2021,397.0,02/08/2021,236.44
1981–82 NFL playoffs,43.0,03/07/2021,322.8,02/08/2021,650.7
John Hadl,67.6,03/06/2021,0.0,01/11/2021,-100.0
Rohan Davey,72.4,03/04/2021,101.0,02/08/2021,39.5
Dominique Easley,59.2,03/04/2021,106.6,02/04/2021,80.07
Larry Csonka,209.2,03/07/2021,887.2,02/08/2021,324.09
Vinny Testaverde,508.2,03/05/2021,1492.6,02/08/2021,193.7
Mike Boryla,18.0,01/22/2021,107.2,01/31/2021,495.56
Byron Leftwich,211.2,03/07/2021,33033.0,02/08/2021,15540.63
Matt Lengel,16.0,02/22/2021,35.8,02/05/2021,123.75
Jesse Owens,2846.2,01/30/2021,17528.8,02/16/2021,515.87
Jim Zorn,112.0,03/06/2021,330.2,01/17/2021,194.82
Kyle Brady,96.2,03/06/2021,1255.4,02/08/2021,1204.99
Intentional grounding,26.6,03/03/2021,886.2,01/25/2021,3231.58
Ulrick John,15.0,02/28/2021,0.0,01/12/2021,-100.0
Jerry Lucas,237.0,01/13/2021,343.8,03/06/2021,45.06
Green Bay Packers,1360.4,03/06/2021,22216.0,01/24/2021,1533.05
Family Guy,5275.2,01/15/2021,9183.8,02/23/2021,74.09
Roman Catholic,1055.2,02/27/2021,1488.0,02/15/2021,41.02
Concussion,860.4,01/16/2021,953.0,01/18/2021,10.76
Labor Management Relations Act of 1947,22.6,01/14/2021,36.0,01/23/2021,59.29
Associated Press Athlete of the Year,146.6,03/05/2021,422.8,02/08/2021,188.4
Rex Burkhead,119.8,02/25/2021,298.0,03/02/2021,148.75
David Andrews (American football),139.8,02/25/2021,231.6,02/08/2021,65.67
