File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Jawaid Khaliq,0.0,07/29/2017,15.8,09/11/2017,0
Brass knuckles,665.0,09/11/2017,887.8,08/27/2017,33.5
Lineal championship,391.8,07/31/2017,2669.2,08/27/2017,581.27
Las Vegas Hilton,72.2,08/01/2017,121.8,08/17/2017,68.7
Ultimate Fighting Championship,3265.0,08/15/2017,21980.8,08/27/2017,573.23
BoxRec,272.2,08/01/2017,897.8,08/27/2017,229.83
Mickey Walker (boxer),40.8,08/01/2017,79.4,08/27/2017,94.61
Denzel Curry,762.6,09/17/2017,1125.2,08/01/2017,47.55
Larry Holmes,1420.8,08/08/2017,4872.0,08/27/2017,242.91
Orthodox stance,839.0,09/22/2017,13502.6,08/27/2017,1509.37
Professional boxer,227.4,08/14/2017,1517.2,08/27/2017,567.19
Richard Schaefer,29.2,08/18/2017,172.6,09/13/2017,491.1
North Carolina,3776.6,09/16/2017,6107.2,09/07/2017,61.71
World Boxing Organization,417.0,08/15/2017,2122.6,08/27/2017,409.02
"El Paso, Texas",1646.6,08/19/2017,2632.8,09/07/2017,59.89
Carly Colón,292.2,09/22/2017,717.2,08/27/2017,145.45
Archie Moore,419.6,08/01/2017,2872.0,08/27/2017,584.46
List of IBO world champions,0.0,07/29/2017,331.0,08/27/2017,0
Heavyweight,1001.8,08/14/2017,9811.8,08/27/2017,879.42
Boxing at the 1996 Summer Olympics – Featherweight,61.6,09/20/2017,1538.6,08/27/2017,2397.73
Gene Fullmer,67.8,08/10/2017,253.6,09/20/2017,274.04
Augusta Chronicle,6.4,07/31/2017,17.8,08/30/2017,178.12
List of boxing quintuple champions,76.0,09/20/2017,586.6,08/27/2017,671.84
ESPN,1554.6,08/19/2017,3804.6,09/15/2017,144.73
Clinch fighting,174.0,08/07/2017,426.2,08/27/2017,144.94
FanHouse,11.4,09/11/2017,17.8,08/14/2017,56.14
Dana White,1378.8,09/20/2017,20751.2,08/27/2017,1405.02
Ottawa Hills High School (Michigan),38.2,09/19/2017,1463.0,08/27/2017,3729.84
Punch (combat),194.8,08/20/2017,366.6,08/27/2017,88.19
Joshua Clottey,131.0,08/11/2017,390.0,08/27/2017,197.71
Lightweight,589.0,09/09/2017,3788.2,08/27/2017,543.16
Genaro Hernandez,7.8,08/05/2017,886.0,09/01/2017,11258.97
Guinness World Records,0.0,07/29/2017,3319.4,09/03/2017,0
Jack Sharkey,93.0,08/05/2017,178.0,08/27/2017,91.4
Paul Pierce,1281.4,08/15/2017,2263.8,08/19/2017,76.67
Foul (sports),23.6,08/12/2017,30.8,08/06/2017,30.51
Jersey Joe Walcott,257.0,08/17/2017,1703.8,08/27/2017,562.96
Boxing styles and technique,0.0,07/29/2017,5091.4,08/27/2017,0
Ike Williams,15.6,08/20/2017,42.4,08/02/2017,171.79
Floyd Mayweather Jr. vs. Andre Berto,54.6,09/22/2017,2961.8,08/27/2017,5324.54
Freddy Hernández,14.4,08/06/2017,25.4,08/27/2017,76.39
Paulie Ayala,0.0,07/30/2017,85.0,08/27/2017,0
Floyd Mayweather vs. Juan Manuel Marquez,24.6,07/31/2017,327.0,08/27/2017,1229.27
Clark County Detention Center,5.2,09/12/2017,40.2,08/27/2017,673.08
Ricky Hatton vs. Manny Pacquiao,16.0,07/31/2017,120.2,08/27/2017,651.25
First Take (TV series),291.6,08/06/2017,691.0,09/18/2017,136.97
Tony Zale,77.0,08/07/2017,292.6,09/21/2017,280.0
Sergey Kovalev,3.0,08/13/2017,13.8,08/27/2017,360.0
Isaac Hlatshwayo,9.2,09/17/2017,45.2,08/27/2017,391.3
Ring Magazine event of the year,2.2,09/21/2017,43.4,08/27/2017,1872.73
YouTube,26510.6,09/14/2017,29051.8,09/07/2017,9.59
Saitama Super Arena,189.8,08/11/2017,202.6,09/22/2017,6.74
Willie Pep,244.4,08/11/2017,981.2,08/27/2017,301.47
Shane Mosley,1195.8,08/06/2017,8015.0,08/27/2017,570.26
Grand Casino Biloxi,11.6,08/14/2017,32.0,08/27/2017,175.86
Pump and dump,716.4,08/12/2017,1313.6,08/27/2017,83.36
Las Vegas Valley,898.8,09/09/2017,1008.8,09/07/2017,12.24
Below the belt,31.8,09/13/2017,157.4,08/27/2017,394.97
Thomas & Mack Center,150.8,08/05/2017,446.2,08/27/2017,195.89
1996 Olympics,15.4,09/20/2017,411.4,08/27/2017,2571.43
"Orlando, Florida",1423.8,09/22/2017,8780.6,09/07/2017,516.7
Dubai,7699.2,08/25/2017,10325.8,08/04/2017,34.12
Boardwalk Hall,123.8,08/11/2017,253.6,09/11/2017,104.85
Los Angeles Times,878.2,08/05/2017,1858.6,09/07/2017,111.64
Floyd Mayweather Jr. vs. Robert Guerrero,24.0,09/22/2017,546.4,08/27/2017,2176.67
Summer Olympics,187.4,09/20/2017,707.8,08/05/2017,277.69
Michael Carbajal,70.6,08/23/2017,159.4,08/27/2017,125.78
List of welterweight boxing champions,124.4,08/14/2017,652.4,08/27/2017,424.44
New York Daily News,477.6,08/05/2017,1138.4,09/05/2017,138.36
Ring Magazine pound for pound,0.0,07/29/2017,657.8,08/27/2017,0
Bleacher Report,239.6,08/13/2017,292.2,08/04/2017,21.95
Floyd Mayweather vs. Victor Ortiz,12.0,08/07/2017,164.2,08/27/2017,1268.33
2010 Haiti earthquake,0.0,07/29/2017,4272.4,09/08/2017,0
Floyd Mayweather vs. Zab Judah,15.8,09/21/2017,280.0,08/27/2017,1672.15
Selland Arena,30.8,08/10/2017,41.6,09/01/2017,35.06
WWE,6726.2,08/12/2017,11133.4,08/21/2017,65.52
Nino Benvenuti,67.6,08/13/2017,183.2,08/27/2017,171.01
World Boxing Council,572.6,08/11/2017,6393.0,08/27/2017,1016.49
CompuBox,96.2,09/13/2017,3257.8,08/27/2017,3286.49
Initial coin offering,0.0,07/30/2017,4917.0,09/05/2017,0
Wall Street Journal,0.0,07/29/2017,819.8,08/24/2017,0
Carlos Hernández (boxer),0.0,07/29/2017,532.2,08/27/2017,0
Another One Bites the Dust,460.4,08/29/2017,542.2,09/06/2017,17.77
List of The Ring world champions,194.0,08/11/2017,945.4,08/27/2017,387.32
Cameo appearance,1120.8,09/08/2017,1079.8,09/07/2017,-3.66
"Detroit, Michigan",422.0,08/19/2017,2503.2,09/07/2017,493.18
Think Like a Man Too,342.2,09/15/2017,784.4,08/27/2017,129.22
Roy Jones Jr.,2642.4,08/11/2017,11530.0,08/27/2017,336.35
Nevada Athletic Commission,42.2,08/13/2017,492.6,09/17/2017,1067.3
Japan,14281.6,08/05/2017,25656.2,09/07/2017,79.65
Showtime (TV network),572.8,09/22/2017,2936.0,08/27/2017,412.57
Antonio Margarito,505.8,08/11/2017,2669.4,09/03/2017,427.76
The Ring magazine Fighter of the Year,0.0,07/30/2017,330.0,08/27/2017,0
Kim Kardashian,12791.2,08/24/2017,20605.2,09/04/2017,61.09
Mitch Halpern,40.6,08/05/2017,275.2,08/27/2017,577.83
Joel Casamayor,106.4,09/10/2017,259.6,08/27/2017,143.98
The Grand Rapids Press,0.0,07/29/2017,40.6,09/02/2017,0
Drug test,774.2,08/27/2017,935.4,08/02/2017,20.82
"Mooresville, North Carolina",198.6,09/21/2017,336.8,08/16/2017,69.59
Ronda Rousey,3385.2,09/22/2017,15314.2,08/27/2017,352.39
Floyd Mayweather Jr. vs. Juan Manuel Márquez,60.4,09/11/2017,658.4,08/27/2017,990.07
"Los Angeles, California",1121.6,08/21/2017,6558.2,09/07/2017,484.72
Las Vegas Strip,1520.0,09/10/2017,2108.4,08/15/2017,38.71
Ross Greenburg,0.0,07/30/2017,25.0,08/27/2017,0
Demetrious Johnson,15.6,08/21/2017,78.2,09/08/2017,401.28
Forbes,2711.0,09/09/2017,2986.4,09/07/2017,10.16
List of light middleweight boxing champions,3.6,08/16/2017,17.0,08/27/2017,372.22
Floyd Mayweather vs. Marcos Maidana II,21.6,08/06/2017,346.6,08/27/2017,1504.63
Emile Griffith,157.8,08/10/2017,548.4,08/27/2017,247.53
Floyd Mayweather Jr. vs. Carlos Baldomir,18.0,08/04/2017,161.4,08/27/2017,796.67
Michigan,3744.6,08/19/2017,5170.6,09/07/2017,38.08
Ken Buchanan,77.4,08/08/2017,143.0,08/27/2017,84.75
DJ Khaled,7498.2,09/12/2017,0.0,07/29/2017,-100.0
Dmitry Bivol,63.8,08/05/2017,205.0,08/27/2017,221.32
Sharmba Mitchell,51.2,09/20/2017,461.0,08/27/2017,800.39
Angel Manfredy,49.8,09/22/2017,635.4,08/27/2017,1175.9
Diego Corrales,583.0,09/13/2017,2177.0,08/27/2017,273.41
No Disqualification match,0.0,07/30/2017,40.0,08/27/2017,0
"Biloxi, Mississippi",508.2,09/19/2017,744.6,09/10/2017,46.52
Pernell Whitaker vs. Oscar De La Hoya,36.0,08/18/2017,221.8,08/27/2017,516.11
Floyd Mayweather Jr. vs. Conor McGregor,2132.4,09/22/2017,308267.2,08/27/2017,14356.35
Egypt,7044.0,08/26/2017,7714.6,08/06/2017,9.52
