File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Fred Mitchell (baseball),12.0,11/11/2016,44.8,11/03/2016,273.33
1975 Chicago Cubs season,14.2,10/07/2016,70.2,11/03/2016,394.37
Chicago Blackhawks,1762.8,10/10/2016,5500.0,11/03/2016,212.0
Sammy Sosa,1020.4,11/20/2016,6730.8,11/03/2016,559.62
1880 Chicago White Stockings season,13.8,11/27/2016,111.6,11/03/2016,708.7
1906 Major League Baseball season,10.4,11/23/2016,59.2,10/27/2016,469.23
2004 World Series,199.0,11/29/2016,8678.4,11/03/2016,4261.01
Farm team,208.4,10/09/2016,292.4,11/03/2016,40.31
Philadelphia Phillies,687.8,11/20/2016,3398.4,11/03/2016,394.1
1977 Major League Baseball season,28.8,11/17/2016,101.6,11/03/2016,252.78
"Alex Gonzalez (shortstop, born 1973)",38.2,11/24/2016,485.2,10/23/2016,1170.16
Major League Baseball on the radio,18.8,11/23/2016,354.6,11/03/2016,1786.17
West Side Grounds,11.4,11/25/2016,214.8,11/03/2016,1784.21
South Side Park,23.0,11/29/2016,658.8,11/03/2016,2764.35
Pat Moran,18.2,11/20/2016,105.6,11/03/2016,480.22
2003 Chicago Cubs season,41.8,11/28/2016,1995.8,10/23/2016,4674.64
Grover Cleveland Alexander,270.6,11/24/2016,383.8,11/17/2016,41.83
"Mesa, Arizona",521.4,10/29/2016,595.0,11/07/2016,14.12
2008 Milwaukee Brewers season,13.4,11/10/2016,41.6,11/03/2016,210.45
1998 Chicago Cubs season,29.6,11/26/2016,446.6,11/03/2016,1408.78
List of American League presidents,34.4,11/15/2016,72.6,11/03/2016,111.05
Continental Indoor Lacrosse League,15.4,10/12/2016,22.8,10/30/2016,48.05
Brooklyn Dodgers,171.0,11/19/2016,552.8,11/03/2016,223.27
1904 Chicago Cubs season,10.4,11/25/2016,49.8,11/03/2016,378.85
Lewis Flyers,12.8,10/11/2016,18.0,11/18/2016,40.62
Charlie Grimm,30.8,11/27/2016,432.2,10/23/2016,1303.25
Dennis Farina,821.2,11/09/2016,0.0,10/06/2016,-100.0
"French Lick, Indiana",156.6,10/30/2016,192.2,11/16/2016,22.73
Boston Braves,22.2,11/20/2016,118.4,11/03/2016,433.33
1968 Major League Baseball season,28.6,11/15/2016,91.4,11/03/2016,219.58
Cleveland Spiders,80.8,11/24/2016,975.4,11/03/2016,1107.18
Chicago Cubs team records,3.6,11/25/2016,149.6,11/03/2016,4055.56
Todd Hundley,41.2,11/20/2016,204.2,11/03/2016,395.63
Lake Forest College,125.2,11/10/2016,0.0,10/05/2016,-100.0
Chris Coghlan,96.4,11/27/2016,2430.4,11/03/2016,2421.16
Anthony Rizzo,0.0,10/05/2016,78976.2,11/03/2016,0
"Santa Monica, California",1154.0,11/09/2016,1402.2,10/24/2016,21.51
Chicago Steel,0.0,10/06/2016,65.8,10/13/2016,0
ESPN,1873.4,11/09/2016,2115.8,11/26/2016,12.94
Midwest League,110.0,11/25/2016,235.8,11/03/2016,114.36
Media guide,15.2,11/27/2016,23.2,11/03/2016,52.63
Henry Cotto,6.2,11/28/2016,24.2,11/03/2016,290.32
Laura Ricketts,0.0,10/05/2016,4191.2,11/03/2016,0
1909 World Series,33.4,11/29/2016,934.4,11/03/2016,2697.6
1935 Chicago Cubs season,19.4,11/22/2016,382.8,10/23/2016,1873.2
World Series,819.4,11/29/2016,60339.4,11/03/2016,7263.85
Independent Basketball Association,35.2,10/24/2016,0.0,10/05/2016,-100.0
Larry Corcoran,13.4,11/21/2016,39.0,11/03/2016,191.04
2015 National League Championship Series,63.0,11/23/2016,1854.0,10/12/2016,2842.86
Todd Ricketts,0.0,10/05/2016,3894.0,11/03/2016,0
King Kelly,51.0,11/19/2016,93.8,11/03/2016,83.92
Twin City Derby Girls,4.2,10/25/2016,6.6,11/10/2016,57.14
Wheaton College (Illinois),329.2,11/10/2016,472.6,10/14/2016,43.56
Hugh Nicol,12.8,11/17/2016,21.2,11/03/2016,65.62
Major League Baseball schedule,163.2,11/19/2016,982.6,11/03/2016,502.08
1997 Chicago Cubs season,10.6,11/28/2016,158.0,11/03/2016,1390.57
Jon Lieber,19.4,11/28/2016,114.8,11/03/2016,491.75
Jimmie Foxx,235.4,11/15/2016,597.4,10/08/2016,153.78
Ralph Kiner,104.0,11/20/2016,258.2,10/27/2016,148.27
1907 Detroit Tigers season,9.6,11/24/2016,51.0,11/03/2016,431.25
1944 Chicago Cubs season,10.2,11/24/2016,36.4,10/23/2016,256.86
Ronnie Woo Woo,43.4,11/28/2016,1953.8,11/03/2016,4401.84
Major League Baseball All-Star Game,307.0,11/20/2016,1330.8,11/03/2016,333.49
Chicago Bears,2048.0,11/09/2016,6332.8,11/03/2016,209.22
The Winning Team,0.0,10/06/2016,63.0,11/03/2016,0
Dexter Fowler,1401.8,10/10/2016,13483.6,11/03/2016,861.88
2003 Major League Baseball season,71.4,11/25/2016,627.6,10/23/2016,778.99
Jimmy Ryan (baseball),0.0,10/05/2016,14.4,10/09/2016,0
George Frazier (pitcher),17.8,11/24/2016,41.6,10/13/2016,133.71
Bruce Sutter,74.0,11/28/2016,1184.8,11/02/2016,1501.08
Ernie Broglio,18.0,11/09/2016,118.2,10/29/2016,556.67
Rowdies Rugby Football Club,5.0,10/25/2016,0.0,10/05/2016,-100.0
Cincinnati Reds,598.4,11/22/2016,3773.6,11/03/2016,530.61
2007 Major League Baseball season,41.6,11/29/2016,639.8,10/26/2016,1437.98
Major League Baseball postseason,132.8,11/23/2016,13077.2,10/07/2016,9747.29
