File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Laker Girls,79.8,01/21/2020,179.2,01/01/2020,124.56
"Corona del Mar, Newport Beach",78.4,02/03/2020,960.8,02/12/2020,1125.51
List of Los Angeles Lakers head coaches,254.6,12/31/2019,5491.2,01/27/2020,2056.79
Marc Stein (reporter),31.0,02/09/2020,62.2,01/27/2020,100.65
1996–97 Utah Jazz season,43.0,01/20/2020,169.2,01/27/2020,293.49
2003–04 Los Angeles Lakers season,120.0,01/17/2020,1990.0,01/27/2020,1558.33
1985 NBA Finals,553.4,01/25/2020,915.8,01/29/2020,65.49
1990 NBA Finals,0.0,12/30/2019,622.8,01/27/2020,0
BET Award for Sportsman of the Year,7.4,01/21/2020,33.6,01/08/2020,354.05
Elgin Baylor,695.0,01/18/2020,2924.4,02/01/2020,320.78
Jared Jeffries,109.0,01/20/2020,0.0,12/29/2019,-100.0
Ron Mercer,88.0,12/31/2019,181.4,01/27/2020,106.14
2014–15 New Orleans Pelicans season,26.6,01/16/2020,49.0,01/27/2020,84.21
2007–08 Utah Jazz season,20.0,01/22/2020,41.8,01/27/2020,109.0
List of NBA players who have spent their entire career with one franchise,144.8,01/18/2020,1388.2,01/27/2020,858.7
Brent Barry,339.6,01/15/2020,1168.6,02/16/2020,244.11
Peja Stojaković,468.0,01/17/2020,1639.4,01/27/2020,250.3
Jerry Colangelo,150.4,01/12/2020,764.2,01/27/2020,408.11
Clyde Drexler,903.8,01/14/2020,1799.2,01/27/2020,99.07
List of career achievements by Kobe Bryant,116.6,01/18/2020,14512.4,01/27/2020,12346.31
Othella Harrington,0.0,12/30/2019,154.2,01/28/2020,0
Federal Aviation Administration,556.4,02/22/2020,1900.6,01/27/2020,241.59
Chamique Holdsclaw,93.6,01/01/2020,282.8,01/24/2020,202.14
Robert Parish,608.6,01/17/2020,1898.0,01/31/2020,211.86
Geno Auriemma,423.4,01/16/2020,1573.6,01/28/2020,271.66
It Was a Good Day,295.8,01/04/2020,531.6,01/20/2020,79.72
Rapping,0.0,12/30/2019,2183.4,02/06/2020,0
Gatorade Player of the Year awards,245.4,02/18/2020,297.2,01/17/2020,21.11
Joel Embiid,1621.2,01/14/2020,4886.8,02/17/2020,201.43
Minneapolis Auditorium,34.4,12/31/2019,84.8,01/27/2020,146.51
LaVell Blanchard,19.0,01/13/2020,31.2,01/07/2020,64.21
2009–10 Minnesota Timberwolves season,16.0,02/16/2020,37.6,01/27/2020,135.0
John Havlicek,450.0,01/15/2020,1391.4,12/31/2019,209.2
Chubby Cox,91.8,01/21/2020,35946.0,01/27/2020,39056.86
ESPN,1932.4,02/14/2020,0.0,12/29/2019,-100.0
Bill Russell NBA Finals Most Valuable Player Award,263.8,01/13/2020,2319.0,01/27/2020,779.08
Spike Lee,2786.2,01/10/2020,13222.2,02/10/2020,374.56
1972 NBA Finals,273.2,02/19/2020,1097.0,01/29/2020,301.54
Dave DeBusschere,181.8,01/15/2020,371.8,01/27/2020,104.51
Adrian Smith (basketball),21.8,01/14/2020,118.2,02/17/2020,442.2
Washington Wizards,1507.2,01/22/2020,3032.0,01/27/2020,101.17
Triangle offense,197.6,01/20/2020,1458.6,01/27/2020,638.16
Pete Maravich,1976.8,01/08/2020,5201.0,02/01/2020,163.1
NBA 2K17,131.8,01/15/2020,1531.8,01/27/2020,1062.22
Corliss Williamson,170.8,01/13/2020,341.6,02/01/2020,100.0
Jerome Williams (basketball),66.4,12/31/2019,248.6,01/26/2020,274.4
Mac McClung,335.8,01/27/2020,2270.2,01/04/2020,576.06
2013–14 Los Angeles Lakers season,67.2,01/17/2020,878.2,01/27/2020,1206.85
South Bay Lakers,488.4,01/17/2020,1042.6,01/27/2020,113.47
Paul Pierce,1266.6,01/15/2020,4771.0,02/01/2020,276.68
List of National Basketball Association career scoring leaders,3256.6,02/20/2020,59491.0,01/26/2020,1726.78
Oscar Robertson,1037.0,01/13/2020,2911.0,01/27/2020,180.71
Jerry Lucas,197.2,01/19/2020,535.0,01/29/2020,171.3
2006–07 NBA season,500.4,01/20/2020,1367.0,01/27/2020,173.18
FIBA Americas Championship,33.0,01/03/2020,644.4,01/27/2020,1852.73
Erin Boley,14.0,12/31/2019,72.8,02/22/2020,420.0
Jan Volk,10.8,01/12/2020,10.0,01/13/2020,-7.41
Flagrant foul,170.8,01/01/2020,405.0,01/08/2020,137.12
1996 NBA draft,844.2,01/19/2020,37212.6,01/27/2020,4308.03
Jeanie Buss,775.2,01/10/2020,21011.2,01/31/2020,2610.42
Brandy Norwood,2472.4,01/13/2020,14397.4,01/27/2020,482.32
2012 NBA All-Star Game,0.0,12/29/2019,1129.2,02/17/2020,0
Scottie Pippen,2911.8,01/13/2020,10074.4,01/27/2020,245.99
Darvin Ham,68.4,01/13/2020,178.4,01/24/2020,160.82
Philadelphia,6176.2,01/08/2020,8666.4,01/27/2020,40.32
Larry Nance,213.4,01/17/2020,959.6,02/16/2020,349.67
Hamidou Diallo,405.0,01/13/2020,2507.2,02/16/2020,519.06
Seattle SuperSonics,1799.2,01/08/2020,2308.4,01/21/2020,28.3
Glenn Robinson III,609.6,01/16/2020,4184.2,02/06/2020,586.38
1982 NBA Finals,465.2,01/25/2020,750.0,01/29/2020,61.22
Harold Miner,0.0,12/30/2019,918.2,02/16/2020,0
Pacific Standard Time,49.2,01/18/2020,2760.4,01/26/2020,5510.57
Reuters,2267.0,01/18/2020,3076.6,02/12/2020,35.71
2009–10 Oklahoma City Thunder season,37.6,01/05/2020,91.6,01/10/2020,143.62
Ryan Minor,0.0,12/30/2019,194.4,01/27/2020,0
Rick Barry,553.6,01/06/2020,1193.6,01/27/2020,115.61
Allen Iverson,3417.8,01/17/2020,20641.8,01/27/2020,503.95
Cade Cunningham,90.6,01/10/2020,276.8,01/04/2020,205.52
Nate Robinson,1145.4,01/17/2020,5475.0,02/15/2020,378.0
2000 NBA playoffs,109.6,01/04/2020,629.2,01/27/2020,474.09
Bill Plaschke,37.4,01/03/2020,426.8,01/27/2020,1041.18
Lenny Wilkens,278.4,01/17/2020,623.0,01/27/2020,123.78
"Huntington Beach, California",692.8,01/08/2020,1152.2,01/27/2020,66.31
Earl Monroe,387.0,01/24/2020,612.6,01/27/2020,58.29
Al Harrington,393.6,01/25/2020,709.8,01/13/2020,80.34
Samardo Samuels,62.6,01/16/2020,0.0,12/29/2019,-100.0
Ralph Sampson,555.0,01/13/2020,1062.6,02/16/2020,91.46
Bala Cynwyd Junior High School Complex,4.6,01/21/2020,20.2,01/27/2020,339.13
Naismith Prep Player of the Year Award,55.0,01/13/2020,918.8,01/27/2020,1570.55
Walt Frazier,425.2,01/14/2020,760.2,01/27/2020,78.79
Elvin Hayes,282.8,01/16/2020,1002.6,01/26/2020,254.53
Jason Richardson,289.4,01/16/2020,1161.6,02/16/2020,301.38
It's So Hard to Say Goodbye to Yesterday,137.6,01/21/2020,2539.6,01/27/2020,1745.64
Zach Braff,5327.6,01/04/2020,17258.0,01/14/2020,223.94
Los Angeles Times,1869.0,01/18/2020,2998.2,12/31/2019,60.42
National Museum of African American History and Culture,317.2,01/23/2020,404.6,02/01/2020,27.55
TNT (American TV network),581.6,01/01/2020,1146.4,02/17/2020,97.11
Los Angeles Lakers,4781.6,01/17/2020,54349.0,01/27/2020,1036.63
NBA Most Valuable Player,103.2,01/14/2020,3170.0,01/27/2020,2971.71
Free throw,410.4,12/31/2019,734.2,01/27/2020,78.9
Eddie Jones (basketball),271.8,01/01/2020,4195.8,01/29/2020,1443.71
Brianna Turner,29.4,01/01/2020,50.2,02/12/2020,70.75
Phil Jackson,1632.8,01/17/2020,20860.8,01/27/2020,1177.61
Yahoo,351.2,01/26/2020,463.8,01/29/2020,32.06
Michigan Wolverines men's basketball,575.2,02/03/2020,1098.6,02/19/2020,90.99
HighBeam,10.8,01/18/2020,28.0,01/05/2020,159.26
ESPN+,582.2,02/20/2020,1500.6,01/19/2020,157.75
Antoine Walker,483.8,01/15/2020,1633.6,01/27/2020,237.66
ESPN.com,255.0,01/21/2020,611.8,01/11/2020,139.92
Skylar Diggins-Smith,237.4,01/01/2020,3308.6,02/12/2020,1293.68
Felipe López (basketball),241.0,01/16/2020,251.0,01/18/2020,4.15
AC Milan,59.8,01/17/2020,335.2,01/27/2020,460.54
Larry Bird,3315.0,01/08/2020,12712.4,01/27/2020,283.48
NBA All-Star Game Most Valuable Player Award,0.0,12/29/2019,7264.6,02/17/2020,0
Kobe Bryant in NBA Courtside,31.8,01/08/2020,3090.6,01/29/2020,9618.87
Black mamba,1491.6,12/31/2019,21883.8,01/27/2020,1367.14
2001–02 New Jersey Nets season,58.6,01/01/2020,259.0,01/27/2020,341.98
NBA Finals,1066.2,01/18/2020,6365.8,01/27/2020,497.05
Russell Wilson,3439.8,02/20/2020,30463.8,01/13/2020,785.63
All-NBA Team,720.2,01/12/2020,3950.2,01/27/2020,448.49
Carmelo Anthony,3560.8,01/22/2020,8436.2,02/01/2020,136.92
LeBron James,16335.0,01/13/2020,131145.6,01/27/2020,702.85
Andre Iguodala,1710.8,01/06/2020,27405.8,02/06/2020,1501.93
"Fillmore, California",88.8,01/24/2020,169.0,01/28/2020,90.32
Shannon Brown,432.8,01/13/2020,1448.6,01/28/2020,234.7
2008–09 New York Knicks season,24.6,01/15/2020,57.6,01/27/2020,134.15
Rudy Tomjanovich,482.0,01/07/2020,1705.0,02/15/2020,253.73
Derrick Favors,191.8,02/19/2020,741.4,01/23/2020,286.55
Gerald Wallace,238.6,01/08/2020,306.4,01/19/2020,28.42
Celtics–Lakers rivalry,282.6,01/17/2020,1726.2,01/27/2020,510.83
Amazing Grace,1619.8,02/14/2020,2544.6,02/01/2020,57.09
Desmond Mason,90.2,01/17/2020,421.6,02/16/2020,367.41
Paulo Coelho,889.0,02/22/2020,3028.6,01/28/2020,240.67
Paul Arizin,103.8,01/19/2020,247.8,01/27/2020,138.73
Steve Hamer,20.0,12/31/2019,44.2,01/27/2020,121.0
Annie Award for Best Animated Short Subject,13.2,02/21/2020,53.6,02/16/2020,306.06
2005–06 Miami Heat season,164.4,01/15/2020,833.0,01/29/2020,406.69
Donovan Mitchell,1272.4,01/01/2020,4830.0,02/17/2020,279.6
Cliff Alexander,135.4,02/04/2020,189.6,02/07/2020,40.03
North Carolina Tar Heels men's basketball,1104.6,01/02/2020,2446.4,02/09/2020,121.47
NBA Slam Dunk Contest,30.6,01/18/2020,572.8,02/16/2020,1771.9
Anfernee Simons,365.4,01/13/2020,0.0,12/29/2019,-100.0
George Yardley,38.6,01/18/2020,113.6,01/29/2020,194.3
Bob Pettit,370.8,01/22/2020,2893.6,01/27/2020,680.37
2004–05 Los Angeles Lakers season,61.0,01/19/2020,908.0,01/27/2020,1388.52
NBA 2K10,62.4,01/18/2020,1256.4,01/27/2020,1913.46
Human Rights Campaign,405.2,02/08/2020,757.6,01/25/2020,86.97
Adidas,2611.8,02/22/2020,5157.6,01/30/2020,97.47
Darnell Robinson,28.2,01/05/2020,143.2,01/27/2020,407.8
Lawsuit,693.4,02/01/2020,886.6,01/16/2020,27.86
"Mike Brown (basketball, born 1970)",151.8,01/13/2020,536.8,02/05/2020,253.62
Jahlil Okafor,676.0,01/06/2020,1497.2,02/06/2020,121.48
The Baltimore Sun,227.2,01/26/2020,356.4,02/08/2020,56.87
TD Garden,564.6,02/19/2020,857.2,01/21/2020,51.82
See You Again,901.2,01/22/2020,3872.6,02/01/2020,329.72
2014–15 Los Angeles Lakers season,71.0,01/22/2020,877.2,01/27/2020,1135.49
Michael Porter Jr.,652.6,02/18/2020,5429.8,01/03/2020,732.03
Abby Waner,18.2,02/01/2020,19.6,01/31/2020,7.69
Deadline Hollywood,488.4,02/01/2020,1064.6,01/04/2020,117.98
Showtime (TV network),1519.4,01/08/2020,0.0,12/29/2019,-100.0
Andrew Wiggins,993.8,01/13/2020,25796.4,02/06/2020,2495.73
2001–02 Portland Trail Blazers season,18.8,01/18/2020,46.6,01/27/2020,147.87
LaBradford Smith,0.0,12/29/2019,47.6,01/27/2020,0
Kim Mulkey,0.0,12/30/2019,2168.6,02/19/2020,0
Hook (music),138.6,02/22/2020,352.2,12/31/2019,154.11
2000–01 Sacramento Kings season,29.4,01/08/2020,93.4,01/27/2020,217.69
Julius Erving,1374.6,01/14/2020,5440.8,01/26/2020,295.81
2001–02 San Antonio Spurs season,19.6,01/16/2020,49.6,01/27/2020,153.06
Patrick Soon-Shiong,1423.6,01/25/2020,2087.0,01/27/2020,46.6
San Francisco Chronicle,566.8,02/01/2020,886.6,01/02/2020,56.42
George Gervin,370.6,01/14/2020,661.4,01/27/2020,78.47
Terrence Ross,385.6,01/15/2020,935.4,02/16/2020,142.58
1969 NBA Finals,124.0,01/20/2020,890.0,01/29/2020,617.74
Harrison Barnes,522.2,01/13/2020,1552.6,02/13/2020,197.32
Forbes,3047.6,02/01/2020,4112.4,02/10/2020,34.94
2004 NBA playoffs,145.4,01/13/2020,563.0,01/27/2020,287.21
Mitch Richmond,308.4,12/31/2019,721.6,01/27/2020,133.98
Sharife Cooper,121.2,01/01/2020,503.6,01/19/2020,315.51
Brian Evans (basketball),21.4,02/05/2020,85.8,02/09/2020,300.93
Dwyane Wade,5467.2,01/22/2020,50760.4,02/12/2020,828.45
Gail Goodrich,1044.2,01/25/2020,1644.0,01/27/2020,57.44
2007–08 NBA season,458.8,01/20/2020,1808.8,01/27/2020,294.25
Dave Bing,180.8,01/18/2020,322.2,01/25/2020,78.21
2009–10 Phoenix Suns season,47.0,01/16/2020,157.8,01/27/2020,235.74
Connecticut Huskies women's basketball,72.4,02/15/2020,216.2,01/28/2020,198.62
Leon Douglas,0.0,12/30/2019,44.6,02/15/2020,0
Bob Cousy,504.6,01/06/2020,2231.2,01/27/2020,342.17
The New Yorker,1521.8,02/01/2020,2179.0,02/12/2020,43.19
2010 NBA playoffs,176.6,01/15/2020,869.6,01/27/2020,392.41
Underground hip hop,197.2,02/04/2020,312.8,02/20/2020,58.62
Tyson Chandler,942.0,01/14/2020,5984.6,01/27/2020,535.31
International Business Times,270.2,01/26/2020,504.2,01/14/2020,86.6
Michael Jordan,15891.2,01/20/2020,132616.0,01/27/2020,734.52
Russell Corporation,14.6,01/08/2020,192.0,01/27/2020,1215.07
Randy Smith (basketball),55.6,01/17/2020,198.2,02/17/2020,256.47
Contemporary R&B,1898.6,02/12/2020,2242.8,01/20/2020,18.13
Zydrunas Ilgauskas,251.4,01/16/2020,840.4,01/27/2020,234.29
Bradley Beal,0.0,12/30/2019,3797.4,01/31/2020,0
List of Los Angeles Lakers broadcasters,20.0,02/19/2020,138.4,02/01/2020,592.0
Obi Toppin,0.0,12/29/2019,2114.2,02/12/2020,0
Brazilians,425.8,01/01/2020,439.4,02/18/2020,3.19
Slava Medvedenko,52.0,01/12/2020,213.2,01/27/2020,310.0
Vitaly Potapenko,69.2,01/16/2020,689.6,01/27/2020,896.53
United States,45489.8,01/25/2020,57630.2,02/05/2020,26.69
2000 United States men's Olympic basketball team,124.6,01/17/2020,1179.2,01/27/2020,846.39
Rob Pelinka,311.4,01/03/2020,11919.8,02/01/2020,3727.81
Bennie Adams,9.8,01/22/2020,394.4,01/27/2020,3924.49
2015–16 Indiana Pacers season,0.0,12/29/2019,56.6,01/27/2020,0
John Celestand,15.8,12/31/2019,204.0,01/27/2020,1191.14
Manu Ginóbili,698.4,01/20/2020,1640.6,01/27/2020,134.91
Venture capital,2138.6,01/01/2020,2622.2,02/19/2020,22.61
1998 NBA All-Star Game,109.8,01/01/2020,1214.8,01/27/2020,1006.38
2007 FIBA Americas Championship,23.0,01/13/2020,914.0,01/27/2020,3873.91
List of people from Philadelphia,151.2,02/22/2020,472.8,01/27/2020,212.7
2001–02 NBA season,284.6,12/31/2019,1203.8,01/27/2020,322.98
Kurt Rambis,0.0,12/30/2019,779.4,01/27/2020,0
"Ron Riley (basketball, born 1973)",5.2,01/04/2020,40.0,01/28/2020,669.23
NBA All-Defensive Team,365.2,01/13/2020,2610.2,01/27/2020,614.73
Glen Rice,364.6,01/06/2020,1178.2,01/29/2020,223.15
Tony Parker,1657.8,01/08/2020,4031.6,01/27/2020,143.19
2003–04 Portland Trail Blazers season,13.0,01/15/2020,49.8,01/27/2020,283.08
Todd Fuller,39.8,01/08/2020,606.2,01/28/2020,1423.12
2004–05 NBA season,366.4,12/31/2019,1190.0,01/27/2020,224.78
McDonald's,6317.0,12/31/2019,7904.6,02/17/2020,25.13
Fall-away (basketball),5.2,01/16/2020,507.4,01/27/2020,9657.69
Giannis Antetokounmpo,7204.0,01/14/2020,31327.6,02/17/2020,334.86
Forbes' list of the world's highest-paid athletes,2279.6,02/14/2020,4123.2,01/19/2020,80.87
