File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
People's Olympiad,29.4,08/08/2015,47.0,07/31/2015,59.86
Fencing at the 1952 Summer Olympics,7.2,08/18/2015,13.8,07/28/2015,91.67
Diving at the 1948 Summer Olympics,13.4,07/14/2015,15.0,07/29/2015,11.94
Winter Paralympic Games,0.0,07/08/2015,83.8,07/31/2015,0
African Games,9.4,08/10/2015,21.0,08/31/2015,123.4
Theodosius II,188.6,07/24/2015,262.6,07/28/2015,39.24
Football at the 1912 Summer Olympics,41.8,08/21/2015,0.0,07/08/2015,-100.0
Football tennis,120.4,07/12/2015,753.2,08/28/2015,525.58
Jeu de paume at the 1908 Summer Olympics,45.0,08/15/2015,77.8,08/03/2015,72.89
Field hockey at the 2016 Summer Olympics,351.8,08/20/2015,1102.4,08/29/2015,213.36
Budo at the 1964 Summer Olympics,3.0,08/31/2015,11.6,07/15/2015,286.67
Wrestling at the 1896 Summer Olympics,13.2,08/13/2015,18.6,07/20/2015,40.91
Ski jumping at the 1998 Winter Olympics,7.2,07/17/2015,11.0,07/28/2015,52.78
Shooting at the 1992 Summer Olympics,9.4,09/01/2015,24.8,07/12/2015,163.83
Venues of the 2020 Summer Olympics and Paralympics,17.6,07/21/2015,39.0,08/18/2015,121.59
Canoeing at the 2008 Summer Olympics,18.6,07/28/2015,43.6,08/23/2015,134.41
Netherlands,12394.0,08/01/2015,13432.4,07/28/2015,8.38
Athletics at the 2012 Summer Olympics,409.6,08/08/2015,1895.6,08/28/2015,362.79
Wrestling at the 1912 Summer Olympics,7.8,07/18/2015,12.8,07/29/2015,64.1
Swimming at the 1936 Summer Olympics,25.4,07/31/2015,32.0,07/26/2015,25.98
Equestrian at the 1952 Summer Olympics,12.4,07/16/2015,17.2,07/19/2015,38.71
Venues of the 1988 Summer Olympics,8.2,07/14/2015,18.4,08/14/2015,124.39
International Children's Games,23.0,08/22/2015,40.0,07/20/2015,73.91
Robina Muqimyar,7.6,08/31/2015,12.6,08/22/2015,65.79
European Bank for Reconstruction and Development,120.2,08/08/2015,317.0,07/22/2015,163.73
Aryan,1939.4,08/03/2015,2364.0,07/12/2015,21.89
Biathlon at the Winter Olympics,43.4,07/26/2015,60.8,08/08/2015,40.09
Comoros at the Olympics,6.6,08/05/2015,16.0,08/22/2015,142.42
Cotswold Games,9.6,07/16/2015,13.8,07/17/2015,43.75
Athletics at the 1928 Summer Olympics,23.8,07/17/2015,44.6,08/09/2015,87.39
Pelops,152.6,08/17/2015,170.4,07/20/2015,11.66
Rowing at the 1948 Summer Olympics,14.4,07/24/2015,43.0,08/01/2015,198.61
Flying Finn,56.0,07/11/2015,86.2,08/23/2015,53.93
Soviet Union at the Olympics,76.2,07/22/2015,93.2,07/13/2015,22.31
Volleyball at the 1972 Summer Olympics,11.6,08/13/2015,20.4,08/09/2015,75.86
Water polo at the 1936 Summer Olympics,14.0,07/30/2015,26.4,07/15/2015,88.57
Ski jumping at the 1972 Winter Olympics,5.4,07/27/2015,4.2,09/01/2015,-22.22
List of Olympic venues in archery,7.8,07/13/2015,14.4,07/31/2015,84.62
Cost of the Olympic Games,140.0,08/22/2015,1874.8,07/30/2015,1239.14
Iraq,4423.2,07/11/2015,5424.6,07/31/2015,22.64
Friedrich Martens,4.8,09/01/2015,19.2,08/24/2015,300.0
Rowing at the 1900 Summer Olympics,13.4,07/30/2015,20.4,08/07/2015,52.24
Athletics at the 1960 Summer Olympics,56.4,07/14/2015,96.4,08/10/2015,70.92
Softball,927.6,08/01/2015,1304.8,08/19/2015,40.66
