File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Los Angeles Dodgers award winners and league leaders,8.8,01/25/2022,14.6,02/13/2022,65.91
Thurgood Marshall,0.0,01/04/2022,10899.8,02/03/2022,0
1995 World Series,0.0,01/04/2022,245.2,02/24/2022,0
"Rutherford ""Rud"" Rennie",5.6,01/06/2022,9.8,02/08/2022,75.0
Radiology Associates Field at Jackie Robinson Ballpark,0.0,01/04/2022,26.8,01/31/2022,0
Sammy Sosa,617.6,01/06/2022,3592.4,01/26/2022,481.67
ABC Afterschool Special,0.0,01/04/2022,323.2,01/27/2022,0
Journal Square Transportation Center,34.0,02/26/2022,48.6,02/18/2022,42.94
Paul Molitor,226.2,01/24/2022,0.0,01/05/2022,-100.0
1964 Los Angeles Dodgers season,0.0,01/04/2022,12.8,01/29/2022,0
Jackie Robinson (disambiguation),7.0,01/08/2022,29.0,02/23/2022,314.29
1978 American League East tie-breaker game,40.2,02/20/2022,46.4,01/25/2022,15.42
Walt Hazzard,70.2,01/21/2022,111.8,02/14/2022,59.26
1961 New York Yankees season,39.4,02/15/2022,50.6,01/31/2022,28.43
National Historic Landmark,464.6,01/14/2022,752.6,01/24/2022,61.99
Vern Handrahan,4.2,01/24/2022,5.4,01/11/2022,28.57
Christy Mathewson,203.4,02/27/2022,489.6,01/15/2022,140.71
Freddie Freeman,429.4,01/06/2022,1685.4,02/23/2022,292.5
Del Unser,21.0,01/08/2022,0.0,01/05/2022,-100.0
Richard Wright (author),456.0,01/15/2022,878.0,02/16/2022,92.54
Daisy Bates (activist),117.0,01/22/2022,580.0,02/21/2022,395.73
Fort Riley,203.8,01/16/2022,382.4,02/06/2022,87.63
Philadelphia Phillies,715.2,02/25/2022,939.4,02/13/2022,31.35
Billy Evans,12.4,02/28/2022,0.0,01/04/2022,-100.0
1977 Major League Baseball season,42.4,01/09/2022,61.8,02/21/2022,45.75
Arnold Schwarzenegger,14478.8,01/12/2022,24630.2,01/22/2022,70.11
1977 Los Angeles Dodgers season,0.0,01/04/2022,27.8,02/21/2022,0
Juan T. Trippe,12.4,02/19/2022,10.8,02/21/2022,-12.9
Bob Horner,67.4,01/20/2022,189.2,02/21/2022,180.71
Phil Knight,1402.6,02/12/2022,1730.0,02/16/2022,23.34
Don Newcombe,93.6,01/15/2022,536.8,02/17/2022,473.5
Jud Wilson,0.0,01/04/2022,36.6,02/09/2022,0
Oscar Charleston,79.8,01/17/2022,829.0,02/02/2022,938.85
Al López,49.6,01/09/2022,62.8,02/23/2022,26.61
1884 Major League Baseball season,4.8,01/31/2022,14.8,02/13/2022,208.33
Bill Parsons,8.0,01/24/2022,11.4,02/09/2022,42.5
Grover Cleveland Alexander,239.2,01/17/2022,266.6,01/15/2022,11.45
Bill Murray (baseball),2.6,02/12/2022,6.0,01/25/2022,130.77
Bob Hamelin,21.6,02/12/2022,38.0,01/12/2022,75.93
