File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Belarus,4948.4,08/05/2017,9004.2,09/14/2017,81.96
Ukraine,6847.4,08/19/2017,8407.8,09/07/2017,22.79
Costa Rica,12035.2,08/19/2017,12387.8,08/21/2017,2.93
Poland,10750.2,09/09/2017,11626.0,09/07/2017,8.15
Rocky Marciano,2834.6,08/05/2017,68757.6,08/27/2017,2325.65
DAZN,0.0,07/29/2017,1668.8,08/26/2017,0
Cruiserweight (boxing),0.0,07/29/2017,14943.8,08/27/2017,0
Super Bowl LI,0.0,07/29/2017,6214.0,09/08/2017,0
Bandwidth (computing),670.2,08/05/2017,828.2,08/29/2017,23.58
Floyd Mayweather Jr. vs. Shane Mosley,41.6,09/22/2017,1116.6,08/27/2017,2584.13
Montenegro,5023.8,09/09/2017,6731.4,09/04/2017,33.99
Conor McGregor,8944.2,09/21/2017,518834.4,08/27/2017,5700.79
Floyd Mayweather Jr. vs. Marcos Maidana II,54.6,09/22/2017,1423.2,08/26/2017,2506.59
Iflix,327.2,09/03/2017,652.2,08/24/2017,99.33
Floyd Mayweather Jr. vs. Manny Pacquiao,395.0,09/22/2017,41282.6,08/27/2017,10351.29
Croatia,3937.0,09/22/2017,7970.4,09/07/2017,102.45
Moldova,3952.4,09/09/2017,6889.0,09/05/2017,74.3
Sport 1 (Europe),11.2,08/01/2017,48.0,08/26/2017,328.57
Made in Italy,0.0,07/29/2017,360.2,08/27/2017,0
Myanmar,0.0,07/29/2017,80088.6,09/06/2017,0
Estonia,4990.6,08/05/2017,8103.0,09/07/2017,62.37
YouTube,26510.6,09/14/2017,29051.8,09/07/2017,9.59
Sport TV,77.8,08/04/2017,167.2,08/27/2017,114.91
Amhrán na bhFiann,272.6,08/01/2017,8562.8,08/27/2017,3041.16
Albania,6187.2,09/08/2017,6382.8,09/12/2017,3.16
Serbia,5303.2,08/19/2017,7188.8,09/17/2017,35.56
Periscope (app),625.8,09/04/2017,1295.2,08/27/2017,106.97
Unjust enrichment,0.0,07/29/2017,303.4,08/30/2017,0
Austria,10022.2,09/09/2017,11239.0,09/07/2017,12.14
The Dan Patrick Show,117.0,09/03/2017,244.0,08/23/2017,108.55
Uzreport TV,0.0,07/29/2017,39.6,08/27/2017,0
Israel,11259.6,08/26/2017,14126.0,09/07/2017,25.46
Gold,3898.4,08/05/2017,5929.0,09/20/2017,52.09
Super middleweight,0.0,07/29/2017,1631.0,08/27/2017,0
World Boxing Association,614.2,08/10/2017,3458.4,08/27/2017,463.07
Floyd Mayweather Jr. vs. Victor Ortiz,116.6,09/14/2017,3845.0,08/27/2017,3197.6
Cambodian Television Network,17.2,08/04/2017,37.2,08/27/2017,116.28
The New York Times,5907.8,09/09/2017,6784.2,09/07/2017,14.83
France,17788.6,09/09/2017,20313.8,09/07/2017,14.2
Paulie Malignaggi,659.4,09/22/2017,25656.4,08/12/2017,3790.87
Pay-per-view,1018.8,08/07/2017,8749.0,08/27/2017,758.76
TvOne (Indonesia),47.8,08/01/2017,247.8,08/27/2017,418.41
Floyd Mayweather Jr.,7683.4,09/22/2017,617006.2,08/27/2017,7930.38
Sky Pacific,9.4,09/22/2017,39.8,08/27/2017,323.4
Savannah Marshall,66.2,09/20/2017,4715.8,08/27/2017,7023.56
Nigeria,7258.2,08/05/2017,8737.6,09/07/2017,20.38
New Zealand,12224.2,09/09/2017,13169.0,09/07/2017,7.73
Nova Sport 1,11.2,07/31/2017,81.2,08/27/2017,625.0
Agence France-Presse,0.0,07/29/2017,1453.4,09/03/2017,0
Portugal,6539.6,08/26/2017,8634.2,09/07/2017,32.03
Mtel Sport,6.4,07/31/2017,15.0,08/27/2017,134.37
Slovenia,4894.6,08/05/2017,9759.8,09/17/2017,99.4
India,31579.0,09/01/2017,46674.4,08/15/2017,47.8
Orthodox stance,839.0,09/22/2017,13502.6,08/27/2017,1509.37
UFC PPV,6.6,08/08/2017,138.4,08/26/2017,1996.97
Sport Klub,53.4,07/31/2017,301.6,08/27/2017,464.79
The Daily Telegraph,1167.6,08/05/2017,1865.2,09/07/2017,59.75
Yahoo! Sports,0.0,07/29/2017,201.6,08/27/2017,0
Turkey,8772.4,08/27/2017,13202.0,09/07/2017,50.49
Sky Sports,715.0,09/14/2017,1109.6,08/05/2017,55.19
Southpaw stance,544.4,09/22/2017,13451.2,08/27/2017,2370.83
Fathom Events,0.0,07/30/2017,159.4,08/26/2017,0
National State Television and Radio Company of the Republic of Belarus,22.4,08/19/2017,55.0,08/27/2017,145.54
Steve Bunce,20.2,08/12/2017,206.6,09/16/2017,922.77
Steve Cunningham,94.6,08/01/2017,9594.4,08/27/2017,10042.07
Fox Deportes,0.0,07/29/2017,87.0,08/27/2017,0
Azerbaijan,5202.6,08/05/2017,7388.2,09/12/2017,42.01
Eleven Sports Network,41.4,09/14/2017,210.8,08/26/2017,409.18
Brazil,9618.2,08/19/2017,15359.2,09/07/2017,59.69
Professional boxing,602.6,08/08/2017,11866.8,08/27/2017,1869.27
Light middleweight,348.2,09/22/2017,7790.4,08/27/2017,2137.33
T-Mobile Arena,1221.6,09/09/2017,22585.2,08/27/2017,1748.82
Now TV (Hong Kong TV channel),9.2,09/19/2017,38.0,08/26/2017,313.04
Román Martínez (boxer),153.8,09/14/2017,1726.0,08/06/2017,1022.24
Norway,11809.0,09/09/2017,12867.8,09/07/2017,8.97
Slovakia,4261.0,08/13/2017,6137.4,09/04/2017,44.04
Nevada State Athletic Commission,13.8,08/09/2017,177.2,08/27/2017,1184.06
Sky Net,64.4,07/31/2017,123.8,08/27/2017,92.24
Wayback Machine,0.0,07/29/2017,8815.6,09/07/2017,0
Copyright,0.0,07/29/2017,4073.4,09/07/2017,0
BBC Radio 5 Live,377.0,08/01/2017,1261.6,08/27/2017,234.64
Brunei,4226.4,09/02/2017,5054.8,08/08/2017,19.6
Technical knockout,129.8,08/10/2017,6929.6,08/27/2017,5238.67
Wembley Stadium,1688.4,08/01/2017,5598.6,08/20/2017,231.59
Kazakhstan,6876.0,08/19/2017,26955.4,09/17/2017,292.02
Nevada Athletic Commission,42.2,08/13/2017,492.6,09/17/2017,1067.3
Muhammad Ali vs. Antonio Inoki,193.8,09/20/2017,6679.6,08/27/2017,3346.65
Pro TV,63.2,09/20/2017,211.6,08/28/2017,234.81
Mike Costello,12.8,09/11/2017,106.2,08/27/2017,729.69
Finland,6280.4,08/05/2017,12071.0,09/07/2017,92.2
High-definition television,949.2,08/19/2017,1051.8,09/17/2017,10.81
Fiji,4940.4,08/26/2017,5926.0,09/02/2017,19.95
Bulgaria,5630.6,09/16/2017,7587.0,09/07/2017,34.75
"Paradise, Nevada",718.0,09/09/2017,3103.8,08/27/2017,332.28
Complex (magazine),485.8,08/06/2017,674.2,09/07/2017,38.78
South Korea,10179.4,08/27/2017,18898.6,09/07/2017,85.66
Switzerland,10378.6,08/26/2017,14078.2,08/19/2017,35.65
Greece,6866.0,08/19/2017,8084.4,09/07/2017,17.75
Preliminary injunction,0.0,07/29/2017,171.2,09/08/2017,0
Canal+,683.6,07/31/2017,2067.8,08/27/2017,202.49
Jeff Mayweather,374.2,08/07/2017,3897.2,08/27/2017,941.48
Hungary,5816.0,08/19/2017,7881.4,09/07/2017,35.51
Floyd Mayweather Jr. vs. Conor McGregor,2132.4,09/22/2017,308267.2,08/27/2017,14356.35
United States,38226.6,08/05/2017,68513.8,09/07/2017,79.23
Ultimate Fighting Championship,3265.0,08/15/2017,21980.8,08/27/2017,573.23
Channel One Russia,0.0,07/29/2017,341.6,08/27/2017,0
The Herd with Colin Cowherd,142.6,08/05/2017,366.6,09/20/2017,157.08
Thailand,8436.6,08/05/2017,9665.0,09/07/2017,14.56
Sweden,9178.6,08/05/2017,17190.2,09/07/2017,87.29
Japan,14281.6,08/05/2017,25656.2,09/07/2017,79.65
United Arab Emirates,8267.8,08/19/2017,10146.6,09/03/2017,22.72
Emerald,1283.2,09/02/2017,1515.0,09/18/2017,18.06
Malaysia,9353.0,08/05/2017,11845.2,08/21/2017,26.65
Betting,0.0,07/30/2017,97.0,08/27/2017,0
Diamond,3569.6,08/12/2017,3911.6,08/16/2017,9.58
"Grand Rapids, Michigan",1139.8,09/14/2017,3220.4,08/27/2017,182.54
Quintuple champion,94.8,09/12/2017,3470.6,08/27/2017,3560.97
