File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
2003 Tuzla Island conflict,23.0,12/24/2021,112.4,01/26/2022,388.7
1 December 2013 Euromaidan riots,0.0,12/04/2021,42.6,01/26/2022,0
2001 Kodori crisis,19.0,01/01/2022,41.4,01/24/2022,117.89
Russo-Ukrainian War,4805.6,01/08/2022,40425.8,01/24/2022,741.22
11 December 2013 Euromaidan assault,7.8,12/25/2021,29.0,12/11/2021,271.79
1993 Russian constitutional crisis,0.0,12/04/2021,836.0,12/26/2021,0
1954 transfer of Crimea,171.8,12/17/2021,978.8,01/25/2022,469.73
1991 Soviet coup d'état attempt,1200.4,12/21/2021,1785.2,12/25/2021,48.72
2001 insurgency in Macedonia,231.2,12/15/2021,307.0,01/22/2022,32.79
17 December 2013 Russian–Ukrainian action plan,6.6,12/25/2021,69.8,01/26/2022,957.58
1991–1992 South Ossetia War,63.6,12/10/2021,226.0,01/05/2022,255.35
2000 Russian presidential election,215.4,12/19/2021,439.8,01/24/2022,104.18
