File,Percent Increase
Elizabeth II,1161.54
Farai Sevenzo,-100.0
Memoir,24.45
Kaysersberg,10778.32
Ron Brownstein,72.55
Jeff Zeleny,146.77
Marco Pierre White,179.08
John L. Allen Jr.,2.72
Good Housekeeping,58.62
Gourmet (magazine),67.27
Juan Mari Arzak,1097.89
Tony Harris (journalist),249.51
Developing countries,24.15
J. D. Vance,0
Suzanne Malveaux,141.22
People (magazine),47.15
Peabody Awards,107.74
Jeff Koinange,0.28
Ouroboros,58.15
No Reservations: Around the World on an Empty Stomach,12208.7
Tucker Carlson,168.48
Smithsonian (magazine),29.61
Jill Dougherty,267.82
Sanjay and Craig,19.2
Marc Lamont Hill,303.07
Maggie Haberman,2.08
Ecco Press,356.82
Kristie Lu Stout,65.13
Kaysersberg-Vignoble,0
Travel Channel,270.0
Top Chef Masters,0
Fredricka Whitfield,203.02
Kyung Lah,51.52
Sanjay Gupta,0.78
Los Angeles Times,20.17
Errol Barnett,301.91
Fox News,121.19
Harry Enten,-100.0
Randi Kaye,64.27
Psilocybin mushroom,0
S. E. Cupp,524.42
Octavia Nasr,44.35
Sandra Lee (chef),154.52
International Brazilian Jiu-Jitsu Federation,518.79
Ultimate Classic Rock,146.15
Mark Preston (political analyst),-100.0
New York Daily News,0
Kitchen Confidential (book),12428.76
Keith Olbermann,644.81
Morgan Spurlock Inside Man,24.54
National Suicide Prevention Lifeline,665.88
Jeanne Moos,-100.0
Yo Gabba Gabba!,22.1
Maxim (magazine),35.2
Sam Kiley,17.6
Paula Zahn,74.48
Sardinia,0
Mixed martial artist,123.51
Puebla,0
List of CNN personnel,82.88
Pamela Brown (journalist),266.26
Roman Catholicism,59.11
Phacochoerus,1415.08
HuffPost,56.37
The Guardian,21.47
TLC (TV network),0
Finland,23.64
Forbes,14.93
Joie Chen,0
Kim Severson,28.21
Strasbourg,0
Sharyl Attkisson,0
The New Yorker,28.24
MSN,-100.0
Ken Burns,89.76
Joe Bini,-100.0
Documentary film,30.93
Miami,14.83
Popeyes,83.77
Rick Santorum,85.89
Iggy Pop,76.83
"Leonia, New Jersey",2403.06
Geoduck,495.39
Pedram Javaheri,157.14
Don Lemon,95.66
Nia-Malika Henderson,244.51
Monosodium glutamate,24.31
The New York Times Best Seller list,16.33
The Food Wife,154.92
Geoffrey C. Ward,126.79
Larry King,-12.28
James Beard Foundation,168.62
Tokyo,20.44
Karoun Demirjian,713.61
PopMatters,59.08
The Washington Post,49.74
Neil deGrasse Tyson,44.8
Spencer Averick,164.0
Esquire (magazine),54.84
Preet Bharara,367.08
Matthew Chance,53.75
Top Chef,109.69
Jonathan Mann (journalist),64.1
P. G. Morgan,161.9
"Provincetown, Massachusetts",219.52
Soledad O'Brien,190.23
NASA,26.77
Matthew Rosenberg,128.44
Kate Abdo,0
Thomas Roberts (television journalist),2.13
Jeffrey Lord,243.53
Miami Ink,133.46
Lanhee Chen,197.01
Harvey Weinstein sexual abuse allegations,513.71
The Record (Bergen County),14.15
Harvey Weinstein,1340.73
Synagogue,10.51
Jack Cafferty,42.68
The Simpsons,29.38
PBS,34.55
Victim blaming,53.04
Terry Baddoo,5.62
Martin Picard,1742.86
Todd McCarthy,31.8
Graphic novel,20.95
Fast-food,35.51
Justin Armsden,45.83
Morgan Spurlock,19.52
Reynelda Muse,-100.0
Maria Cardona,213.19
Marina Zenovich,202.35
The Getaway (TV series),501.77
Joey Ramone,63.55
Frederik Pleitgen,-100.0
Jerrold Kessel,0
Poppy Harlow,2685.69
Guillermo Arduino,223.4
Kaitlan Collins,889.14
Pulp Fiction,64.2
Ed Henry,244.65
Tom Bergeron,182.0
Harvey Keitel,33.57
Surf and turf,21.0
Martin Savidge,1368.7
Steven Engel,69.29
Typhoid fever,72.1
Lola Martinez (broadcaster),28.36
Don Riddell,81.82
The Wonder List with Bill Weir,0
"Punjab, India",0
James Lipton,172.0
Stephen Cole (broadcaster),111.76
Lanny Davis,1072.21
The A.V. Club,19.08
The Times,56.98
The Hunt with John Walsh,-100.0
Paula Deen,91.41
Kiran Chetry,92.44
SoHo,872.38
Hadas Gold,-100.0
Kelly Wallace,18.68
Elizabeth Cohen,467.15
Monita Rajpal,26.74
Town & Country (magazine),147.93
John Holliman,28.4
Satinder Bindra,4.48
Primetime Emmy Award for Outstanding Informational Series or Special,142.31
The Nation,-100.0
Peabody Award,119.44
Twitter,0
Guy Fieri,152.78
Mark Konkol,20.99
Joel Rose,1368.57
Lou Dobbs,89.22
Rizwan Khan,36.23
John Roberts (journalist),258.41
World War I,44.63
The Independent,14.32
Social justice,38.99
Robert McCrum,0
John Avlon,711.53
Peter Arnett,57.27
Roland Martin (journalist),39.75
Tara Setmayer,2079.57
Mark Hertling,121.31
Veronica Pedrosa,5.17
Van Jones,98.0
Michael Holmes (broadcaster),53.41
Foie gras,78.41
Hilary Rosen,146.49
Paper (magazine),75.14
Treme (TV series),84.01
Mustamakkara,36.17
Jim Bittermann,-100.0
The Nasty Bits,4466.33
Vegetarian,34.62
Jackie Kucinich,94.04
Mary Mallon,3064.46
Peter Beinart,143.19
Paul Begala,185.43
Us Weekly,28.39
Methaqualone,0
Nancy Grace,516.5
Hannah Vaughan Jones,250.77
United Shades of America,83.61
Travel documentary,671.81
Stephanie Cutter,0
Greta Van Susteren,291.37
Stanley Nelson Jr.,1214.29
Entertainment Weekly,-100.0
Kate Bolduan,343.4
John Dean,481.93
Zoraida Sambolin,35.25
Nic Robertson,208.7
GQ,64.34
Drew Griffin,21.99
Matt K. Lewis,185.94
Wesley Lowery,1017.81
Paste (magazine),48.94
Michael Ware,74.25
Kirsten Powers,240.0
Rosemary Church,8.32
Hala Gorani,110.58
José Andrés,756.42
French cuisine,40.64
Secobarbital,308.61
Paula Hancocks,463.25
John Besh,383.13
Jamie Gangel,33.33
Fergus Henderson,81.63
Éric Ripert,23992.65
Jeffrey Toobin,520.33
Larry Madowo,-100.0
